"Query Name","Rank","TF","Score","Library","Overlapping_Genes","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","Method_Direction","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"DEG_HD_ALL","1","KLF5","0.000614300000000000","ARCHS4 Coexpression,6.143E-4","CDS1,CRYBG2,RBM47,EHF,SDC4,TMPRSS4,USH1C,IL20RB,BICDL2,ATP2C2,SEMA3F,RAPGEFL1,ALS2CL,CDH3,FAM83E,CDH1,HNF4A,PERP,HAS3,MAL2,MYH14,SFN,B4GALNT3,MISP,AMN,GALNT3,ARHGEF16,ANO9,IL22RA1,SLC9A3,GJB2,GPRC5A,SLPI,GJB4,PRR15L,GJB3,MYO5B,HKDC1,CLDN7,MALL,B3GNT3,DPEP1,PLXNB2,TRIM15,PKP3,MUC20,NBL1","chea3","1","0.000614300000000000",NA,NA,"","5","ARCHS4--Coexpression(rank=1); ReMap--ChIP-seq(rank=28); GTEx--Coexpression(rank=35); Literature--ChIP-seq(rank=65); Enrichr--Queries(rank=166)","1","0.000614300000000000","ARCHS4 Coexpression,6.143E-4"
"DEG_HD_ALL","2","OVOL2","0.000622300000000000","GTEx Coexpression,6.223E-4","CDS1,LAD1,EHF,IL20RA,IL20RB,BICDL2,ATP2C2,INAVA,RAPGEFL1,FAM83F,ALS2CL,RDH12,CDH1,NIPAL1,PERP,RNF39,MAL2,SPTSSB,RBBP8NL,AP1M2,GALNT3,LRBA,ARHGEF16,OSBPL2,ANO9,GRHL1,KLF3,SULT2B1,GPRIN2,AFDN,SH3YL1,CLDN4,PPFIBP2,VANGL2,PRR15L,GJB3,LYPD6B,MYO5B,TMEM79,PDCD4,B3GNT3,PKP3,DEGS2,EPHA1,LPIN3,LLGL2","chea3","2","0.000622300000000000",NA,NA,"","4","GTEx--Coexpression(rank=1); Enrichr--Queries(rank=6); ReMap--ChIP-seq(rank=13); ARCHS4--Coexpression(rank=348)","2","0.000622300000000000","GTEx Coexpression,6.223E-4"
"DEG_HD_ALL","3","ZNF519","0.000712300000000000","Enrichr Queries,7.123E-4","ERCC6L,FEN1,MCM7,MCM8,ZWILCH,DSCC1,FHL2,HMGB2,MCM10,LMNB1,CEP128,CHAF1A,EXO1,IMPA2,MYC,MYB,PHGDH,TK1,MYBL1,ZNF367,CADPS2,CIP2A,CDC25A,CCNA2,SGO1,SLC25A15,ZNF91,NEIL3,CCNE2,FANCD2,DDIT4,MCM4,MCM5,DTL,ABCB1,PCNA,SLC22A5,UHRF1,INSIG1,NCAPH,COCH,E2F2,CLSPN,E2F8,CENPU,GINS2,JUN,ATAD2,MND1,SHCBP1,ZWINT,CDK6,KIF18B,PSAT1,ID2,CNTN1,SPC24","chea3","3","0.000712300000000000",NA,NA,"","3","Enrichr--Queries(rank=1); ARCHS4--Coexpression(rank=718); GTEx--Coexpression(rank=756)","3","0.000712300000000000","Enrichr Queries,7.123E-4"
"DEG_HD_ALL","4","GRHL2","0.001229000000000000","ARCHS4 Coexpression,0.001229","ZNF512B,FOXA1,CDS1,CRYBG2,RBM47,EHF,SLC45A3,SLC22A5,SDC4,CLTC,ZBTB42,HSPB1,BICDL2,ATP2C2,SEMA3F,RAPGEFL1,BRIP1,ERMP1,CDH3,CDH1,PERP,DAG1,MAP7,MAL2,MYH14,SPTSSB,RBBP8NL,AP1M2,SMIM14,GALNT3,LRBA,ARHGEF16,TBC1D9,TPD52L1,GRHL1,RHOD,PRR15L,GJB3,MYO5B,CLDN7,PAX9,B3GNT3,PLXNB2,PKP3,STEAP2,LLGL2","chea3","4","0.001229000000000000",NA,NA,"","5","ARCHS4--Coexpression(rank=2); GTEx--Coexpression(rank=3); ReMap--ChIP-seq(rank=4); Enrichr--Queries(rank=26); Literature--ChIP-seq(rank=79)","4","0.001229000000000000","ARCHS4 Coexpression,0.001229"
"DEG_HD_ALL","5","MYBL2","0.001245000000000000","GTEx Coexpression,0.001245","ERCC6L,FEN1,PCNA,TONSL,HMGB2,ABRACL,MCM10,TNFRSF13C,TMEM131L,NCAPH,LMNB1,RAD54B,BRIP1,CHAF1A,ORC1,HAUS8,EXO1,ADGRG5,TMSB4X,NUP62,PIM2,TK1,CLSPN,BCAS4,GINS2,MND1,CIP2A,SHCBP1,CDC25A,ZWINT,CCNA2,SGO1,NEIL3,KIF18B,FANCD2,MCM4,IRF5,MCM5,DTL,SPC24,MCM2","chea3","5","0.001245000000000000",NA,NA,"","6","GTEx--Coexpression(rank=2); Enrichr--Queries(rank=10); ReMap--ChIP-seq(rank=95); ARCHS4--Coexpression(rank=108); ENCODE--ChIP-seq(rank=118); Literature--ChIP-seq(rank=139)","5","0.001245000000000000","GTEx Coexpression,0.001245"
"DEG_HD_ALL","6","ZNF367","0.001425000000000000","Enrichr Queries,0.001425","ERCC6L,FEN1,MCM7,MCM8,ZWILCH,DSCC1,HMGB2,MCM10,LMNB1,CHAF1A,EXO1,MYB,TK1,MYBL1,CIP2A,CDC25A,CCNA2,SGO1,SLC25A15,NEIL3,PSRC1,CCNE2,FANCD2,DDIT4,MCM4,DNAJC9,MCM5,DTL,ABCB1,PCNA,SLC22A5,UHRF1,NCAPH,UNG,RAD54B,PSMC3IP,HAUS8,E2F2,CLSPN,E2F8,CENPU,GINS2,JUN,GINS3,ATAD2,MND1,NETO2,SHCBP1,ZWINT,CDK6,KIF18B,PSAT1,CDK2,SPC24,PHF19","chea3","6","0.001425000000000000",NA,NA,"","3","Enrichr--Queries(rank=2); GTEx--Coexpression(rank=7); ARCHS4--Coexpression(rank=22)","6","0.001425000000000000","Enrichr Queries,0.001425"
"DEG_HD_ALL","7","OVOL1","0.001843000000000000","ARCHS4 Coexpression,0.001843","CDS1,LAD1,CRYBG2,RBM47,EHF,SDC4,IL20RB,BICDL2,ATP2C2,RAPGEFL1,ALS2CL,CDH3,CDH1,PERP,RNF39,MAL2,MYH14,SFN,B4GALNT3,MISP,RBBP8NL,AP1M2,GALNT3,ARHGEF16,GRHL1,RHOD,IL22RA1,SULT2B1,CLDN4,GJB2,GJB4,PRR15L,GJB3,MYO5B,CLDN7,TMEM79,MALL,SP6,B3GNT3,PKP3,RHCG,LLGL2","chea3","7","0.001843000000000000",NA,NA,"","3","ARCHS4--Coexpression(rank=3); Enrichr--Queries(rank=19); GTEx--Coexpression(rank=49)","7","0.001843000000000000","ARCHS4 Coexpression,0.001843"
"DEG_HD_ALL","8","E2F1","0.002137000000000000","Enrichr Queries,0.002137","ERCC6L,FEN1,MCM7,MCM8,ZWILCH,DSCC1,HMGB2,MCM10,LMNB1,CHAF1A,EXO1,MYC,MYB,PHGDH,TK1,MYBL1,ZNF367,CDC25A,CCNA2,SGO1,SLC25A15,NEIL3,PSRC1,CCNE2,FANCD2,DDIT4,MCM4,MCM5,DTL,CEBPB,ABCB1,PCNA,UHRF1,NCAPH,UNG,PSMC3IP,HAUS8,E2F2,CLSPN,E2F8,CENPU,GINS2,JUN,GDF15,ATAD2,MND1,SHCBP1,ZWINT,CDK6,KIF18B,PSAT1,CDK2,SPC24,PHF19","chea3","8","0.002137000000000000",NA,NA,"","6","Enrichr--Queries(rank=3); GTEx--Coexpression(rank=5); ARCHS4--Coexpression(rank=45); ENCODE--ChIP-seq(rank=57); Literature--ChIP-seq(rank=83); ReMap--ChIP-seq(rank=267)","8","0.002137000000000000","Enrichr Queries,0.002137"
"DEG_HD_ALL","9","TFCP2L1","0.002457000000000000","ARCHS4 Coexpression,0.002457","CDS1,CRYBG2,RBM47,EHF,SLC22A5,SDC4,TMPRSS4,IL20RB,BICDL2,ATP2C2,SEMA3F,RAPGEFL1,FAM83F,ALS2CL,ERMP1,CDH3,FAM83E,CDH1,NIPAL1,PERP,MYH14,B4GALNT3,MISP,GALNT3,CKMT1A,ARHGEF16,SLC9A3,GJB2,GPRC5A,SLPI,PRR15L,GJB3,MYO5B,KRT15,CLDN7,MALL,B3GNT3,PLXNB2,PKP3,PLA2R1,MUC20","chea3","9","0.002457000000000000",NA,NA,"","3","ARCHS4--Coexpression(rank=4); GTEx--Coexpression(rank=29); Enrichr--Queries(rank=161)","9","0.002457000000000000","ARCHS4 Coexpression,0.002457"
"DEG_HD_ALL","10","FOXM1","0.002489000000000000","GTEx Coexpression,0.002489","ERCC6L,FEN1,PCNA,MCM8,ZWILCH,TONSL,HMGB2,MCM10,NCAPH,LMNB1,CEP128,PSMC3IP,BRIP1,CHAF1A,ORC1,HAUS8,EXO1,NUP62,TK1,CLSPN,ZNF367,CENPU,GINS2,ATAD2,MND1,CIP2A,SHCBP1,CDC25A,ZWINT,CCNA2,SGO1,NEIL3,KIF18B,FANCD2,AHRR,MCM4,MCM5,DTL,SPC24,MCM2","chea3","10","0.002489000000000000",NA,NA,"","6","GTEx--Coexpression(rank=4); Enrichr--Queries(rank=15); ENCODE--ChIP-seq(rank=39); Literature--ChIP-seq(rank=54); ARCHS4--Coexpression(rank=99); ReMap--ChIP-seq(rank=191)","10","0.002489000000000000","GTEx Coexpression,0.002489"
"DEG_HD_ALL","11","ZNF473","0.002849000000000000","Enrichr Queries,0.002849","DCLRE1B,FEN1,MCM7,DSCC1,HMGB2,MCM10,NR3C1,HHAT,EXO1,MYC,SESN2,MYB,UPP1,CHAC1,PHLDA1,SPHK1,IFRD1,CDC25A,CCNA2,SLC25A15,CCNE2,DDIT3,DDIT4,MCM4,TRIB3,MCM5,HECA,TRIB1,DTL,CEBPB,ABCB1,PCNA,SRCAP,CEBPG,UNG,NOL6,RAD54B,BRIP1,NOCT,STC2,MKNK2,E2F2,E2F8,GINS2,HSPA8,JUN,JAG1,GDF15,GINS3,ATAD2,ASNS,PSAT1,ID2","chea3","11","0.002849000000000000",NA,NA,"","3","Enrichr--Queries(rank=4); ARCHS4--Coexpression(rank=1326); GTEx--Coexpression(rank=1458)","11","0.002849000000000000","Enrichr Queries,0.002849"
"DEG_HD_ALL","12","EHF","0.003071000000000000","ARCHS4 Coexpression,0.003071","FOXA1,CDS1,RBM47,SDC4,TMPRSS4,IL20RB,BICDL2,ATP2C2,RAPGEFL1,ALS2CL,CDH3,CDH1,PERP,RNF39,MAP7,MAL2,MYH14,MISP,AP1M2,GALNT3,LRBA,CKMT1A,TC2N,GRHL1,GJB2,GPRC5A,SLPI,GJB4,PRR15L,GJB3,MYO5B,CLDN7,PAX9,MALL,B3GNT3,PLXNB2,PKP3,RHCG,MUC20,STEAP2,LRP11","chea3","12","0.003071000000000000",NA,NA,"","4","ARCHS4--Coexpression(rank=5); ReMap--ChIP-seq(rank=23); GTEx--Coexpression(rank=26); Enrichr--Queries(rank=253)","12","0.003071000000000000","ARCHS4 Coexpression,0.003071"
"DEG_HD_ALL","13","ATF4","0.003367000000000000","ReMap ChIP-seq,0.003367","KCNG1,DMGDH,FHL2,ALDH1L2,CLGN,SERPINA5,BEST1,SYDE1,MAP1LC3B,AIFM3,TMEM268,ALDH2,TMSB4X,SESN2,CASP4,GRB10,TCP11L2,KIF21B,CHAC1,SH2D6,SBF1,ABCC4,WSB2,SPHK1,GPT2,IZUMO1,STRADB,COX6B2,MYT1,LAT2,SULT2B1,ISL2,POR,PCCA,DDIT3,HKDC1,CLDN7,DDIT4,TRIB3,DNAJC9,RBCK1,TRIB1,DTL,STEAP2,IGSF8,CEBPB,BEAN1,AKNA,ATL3,SLC43A1,CEBPG,SLC22A1,TULP4,TULP2,SEMA3F,FUT1,VTN,MTHFD1L,STC2,GRPEL2,MKNK2,SERPINH1,LRRC8D,APBB2,AGA,TBL1X,PCK2,FGF21,UBE2H,GOT1,DNAH17,F10,GDF15,MID1IP1,PLEKHA6,ASNS,PLEKHA4,AIG1,EIF2S2,SYT7,ASS1,INHBE,DLK2,EIF2S3,XPOT,PSAT1,LYPD6B,ADM2,CTH,MKX,ULBP1","chea3","13","0.003367000000000000",NA,NA,"","4","ReMap--ChIP-seq(rank=1); GTEx--Coexpression(rank=166); Enrichr--Queries(rank=447); ARCHS4--Coexpression(rank=898)","13","0.003367000000000000","ReMap ChIP-seq,0.003367"
"DEG_HD_ALL","14","E2F7","0.003561000000000000","Enrichr Queries,0.003561","ERCC6L,FEN1,MCM7,MCM8,ZWILCH,DSCC1,HMGB2,MCM10,LMNB1,CHAF1A,EXO1,MYC,MYB,TK1,MYBL1,ZNF367,PHLDA1,CIP2A,CDC25A,CCNA2,SGO1,SLC25A15,NEIL3,PSRC1,CCNE2,FANCD2,DDIT4,MCM4,MCM5,DTL,PCNA,UHRF1,NCAPH,RAD54B,MTHFD1L,E2F2,CLSPN,E2F8,CENPU,GINS2,JUN,GDF15,ATAD2,MND1,NETO2,SHCBP1,ZWINT,CDK6,KIF18B,PSAT1,CDK2,SPC24,PHF19","chea3","14","0.003561000000000000",NA,NA,"","5","Enrichr--Queries(rank=5); ARCHS4--Coexpression(rank=18); GTEx--Coexpression(rank=21); Literature--ChIP-seq(rank=24); ReMap--ChIP-seq(rank=64)","14","0.003561000000000000","Enrichr Queries,0.003561"
