"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","ChEA3","ENRICHR","TRRUST"
"1","ESR1","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","18.66666666666667","1","6","Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=1); ENCODE--ChIP-seq(rank=9); Enrichr--Queries(rank=189); ARCHS4--Coexpression(rank=547); GTEx--Coexpression(rank=703)","15","rank=15; score=0.003367","rank=1; score=50.981; p=0.00045516; adjP=0.061556","rank=40; score=0.5058; p=0.31204"
"2","SOX2","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","19.33333333333333","3","5","Literature--ChIP-seq(rank=4); ARCHS4--Coexpression(rank=11); ReMap--ChIP-seq(rank=91); GTEx--Coexpression(rank=297); Enrichr--Queries(rank=972)","31","rank=31; score=0.006757","rank=3; score=24.342; p=0.00013346; adjP=0.061556","rank=24; score=0.98935; p=0.10248"
"3","TFDP1","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","24.33333333333333","6","4","Enrichr--Queries(rank=2); ReMap--ChIP-seq(rank=164); ARCHS4--Coexpression(rank=663); GTEx--Coexpression(rank=1332)","6","rank=6; score=0.001425","rank=54; score=69.22; p=0.047944; adjP=0.18614","rank=13; score=1.3193; p=0.047944"
"4","GATA1","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","36.66666666666666","8","6","Literature--ChIP-seq(rank=3); ENCODE--ChIP-seq(rank=37); ReMap--ChIP-seq(rank=188); GTEx--Coexpression(rank=580); ARCHS4--Coexpression(rank=701); Enrichr--Queries(rank=1188)","86","rank=86; score=0.01829","rank=16; score=80.605; p=0.0077021; adjP=0.18614","rank=8; score=1.4968; p=0.031856"
"5","HIF1A","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","47.66666666666666","17","5","Enrichr--Queries(rank=16); GTEx--Coexpression(rank=16); Literature--ChIP-seq(rank=94); ReMap--ChIP-seq(rank=179); ARCHS4--Coexpression(rank=249)","45","rank=45; score=0.009956","rank=81; score=14.125; p=0.062624; adjP=0.18614","rank=17; score=1.2033; p=0.062624"
"6","ESR2","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","57.00000000000000","17","5","Literature--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=107); GTEx--Coexpression(rank=323); Enrichr--Queries(rank=410); ARCHS4--Coexpression(rank=865)","56","rank=56; score=0.0122","rank=17; score=36.761; p=0.00047056; adjP=0.061556","rank=98; score=0; p=1"
"7","HES1","ChEA3;ENRICHR;TRRUST","4","ChEA3;ENRICHR;TRRUST;CollecTRI","58.66666666666667","9","4","GTEx--Coexpression(rank=47); ARCHS4--Coexpression(rank=122); ReMap--ChIP-seq(rank=201); Enrichr--Queries(rank=628)","137","rank=137; score=0.02925","rank=30; score=95.403; p=0.038541; adjP=0.18614","rank=9; score=1.4141; p=0.038541"
"8","KLF4","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","61.66666666666667","11","5","GTEx--Coexpression(rank=4); Literature--ChIP-seq(rank=38); ReMap--ChIP-seq(rank=101); Enrichr--Queries(rank=449); ARCHS4--Coexpression(rank=673)","11","rank=11; score=0.002489","rank=140; score=9.0464; p=0.023088; adjP=0.26037","rank=34; score=0.74826; p=0.17854"
"9","ARNT","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","64.66666666666667","54","5","Literature--ChIP-seq(rank=8); ARCHS4--Coexpression(rank=24); ReMap--ChIP-seq(rank=221); GTEx--Coexpression(rank=567); Enrichr--Queries(rank=1023)","68","rank=68; score=0.01474","rank=72; score=12.359; p=0.008489; adjP=0.29207","rank=54; score=0; p=1"
"10","GATA3","ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","67.00000000000000","20","6","ENCODE--ChIP-seq(rank=5); GTEx--Coexpression(rank=7); Literature--ChIP-seq(rank=18); ReMap--ChIP-seq(rank=83); Enrichr--Queries(rank=165); ARCHS4--Coexpression(rank=720)","20","rank=20; score=0.004356","rank=60; score=8.9299; p=0.012767; adjP=0.30433","rank=121; score=0; p=1"
