"Feature_ID","GeneID","Symbol","Ensembl","Entrez","Biotype","Length","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSMUSG00000073468","ENSMUSG00000073468","Sft2d1","ENSMUSG00000073468","106489","protein_coding",16341,-2.44375362125,3.170227607375,-22.0617754708787,3.40362733154095e-08,0.000454081409338379,8.86309621419157
"ENSMUSG00000041801","ENSMUSG00000041801","Phlda3","ENSMUSG00000041801","27280","protein_coding",3018,3.4815086235,8.21902068275,20.1583889886254,6.71007609799015e-08,0.000454081409338379,8.40184424886426
"ENSMUSG00000042523","ENSMUSG00000042523","Dnal1","ENSMUSG00000042523","105000","protein_coding",33133,-1.87035228775,2.907567966875,-19.8823089667805,7.44233079116662e-08,0.000454081409338379,8.32863624963091
"ENSMUSG00000046643","ENSMUSG00000046643","Or10j3","ENSMUSG00000046643","258880","protein_coding",8529,2.276992792,3.1217287085,18.9011002438387,1.08794545473529e-07,0.000472647846054561,8.0540283289562
"ENSMUSG00000017412","ENSMUSG00000017412","Cacnb4","ENSMUSG00000017412","12298","protein_coding",248507,-1.80722489925,3.035719741625,-18.4740769241914,1.29110534870673e-07,0.000472647846054561,7.92705383724344
"ENSMUSG00000048027","ENSMUSG00000048027","Rgmb","ENSMUSG00000048027","68799","protein_coding",27852,-2.39224627,3.4555362085,-17.4170202323868,2.0061482087614e-07,0.000590587571035192,7.59144618144116
"ENSMUSG00000000435","ENSMUSG00000000435","Myf5","ENSMUSG00000000435","17877","protein_coding",3227,-2.5560537255,3.23493978225,-17.1427800452204,2.25858446090819e-07,0.000590587571035192,7.49908980626496
"ENSMUSG00000046541","ENSMUSG00000046541","Zfp526","ENSMUSG00000046541","210172","protein_coding",6083,1.456265457,2.8219372905,15.8388395690631,4.07232760702686e-07,0.000770697355947592,7.02704058389446
"ENSMUSG00000090112","ENSMUSG00000090112","Shprh","ENSMUSG00000090112","268281","protein_coding",68169,1.4351290465,2.8835882175,15.7664642218056,4.21339537553609e-07,0.000770697355947592,6.99914191338785
"ENSMUSG00000036136","ENSMUSG00000036136","Fam110c","ENSMUSG00000036136","104943","protein_coding",6391,3.32354447325,3.983939073375,15.5739311264358,4.61626094787964e-07,0.000770697355947592,6.92400243631524
"ENSMUSG00000045009","ENSMUSG00000045009","Prrt3","ENSMUSG00000045009","210673","protein_coding",8293,1.5701975805,2.952264995,15.3569090414658,5.12332904023299e-07,0.000770697355947592,6.83766560792087
"ENSMUSG00000053461","ENSMUSG00000053461","Hhipl2","ENSMUSG00000053461","78772","protein_coding",18571,1.7162580515,2.83574987025,15.3235051831069,5.20681928993977e-07,0.000770697355947592,6.82421962576114
"ENSMUSG00000023868","ENSMUSG00000023868","Pde10a","ENSMUSG00000023868","23984","protein_coding",461277,-2.3972095745,3.307605623,-15.2206437928107,5.47370281212779e-07,0.000770697355947592,6.78254811272025
"ENSMUSG00000020326","ENSMUSG00000020326","Ccng1","ENSMUSG00000020326","12450","protein_coding",6760,1.4830380695,9.93673526025,14.8933253683808,6.43121450287379e-07,0.000802743454950107,6.64721180663945
"ENSMUSG00000099787","ENSMUSG00000099787","Vmn1r192","ENSMUSG00000099787","252907","protein_coding",7145,-2.26023490575,6.034604782875,-14.8479066915928,6.57842647741019e-07,0.000802743454950107,6.62809772330684
"ENSMUSG00000046152","ENSMUSG00000046152","Fut10","ENSMUSG00000046152","171167","protein_coding",74408,1.2639133035,2.7155188045,14.3603998202672,8.42245078132668e-07,0.000963528369383772,6.41761297899846
"ENSMUSG00000040136","ENSMUSG00000040136","Abcc8","ENSMUSG00000040136","20927","protein_coding",75511,2.04124408875,3.147148023375,14.2415324291658,8.95617488743989e-07,0.000964316618468822,6.36477479305579
"ENSMUSG00000046962","ENSMUSG00000046962","Zbtb21","ENSMUSG00000046962","114565","protein_coding",19266,-2.3293035455,3.31027285275,-13.5961246257322,1.26107464119571e-06,0.00128237279069146,6.06695183828694
"ENSMUSG00000057614","ENSMUSG00000057614","Gnai1","ENSMUSG00000057614","14677","protein_coding",95221,-2.04809759825,7.661287945625,-13.4437313399215,1.37021756274822e-06,0.00130971753369415,5.9938302493206
"ENSMUSG00000022181","ENSMUSG00000022181","C6","ENSMUSG00000022181","12274","protein_coding",87793,-2.16176092675,10.873205361625,-13.2811692628454,1.4985246845663e-06,0.00130971753369415,5.91460162066935
"ENSMUSG00000006488","ENSMUSG00000006488","Prl7a1","ENSMUSG00000006488","19113","protein_coding",9128,-1.81919649475,3.240234179625,-13.1976787930226,1.56964353238272e-06,0.00130971753369415,5.87340936213318
"ENSMUSG00000012443","ENSMUSG00000012443","Kif11","ENSMUSG00000012443","16551","protein_coding",45457,-2.00398289475,3.292837002125,-13.1924986590919,1.57417972799778e-06,0.00130971753369415,5.87084227812727
"ENSMUSG00000043243","ENSMUSG00000043243","Niban3","ENSMUSG00000043243","100037278","protein_coding",10289,-1.45949467225,4.134764424375,-12.8938878212464,1.86242953922817e-06,0.00132571211377435,5.72058695321792
"ENSMUSG00000095789","ENSMUSG00000095789","Nupr2","ENSMUSG00000095789","69034","protein_coding",5250,1.87236184875,7.401945876875,12.8936552578458,1.86267604938134e-06,0.00132571211377435,5.72046816578255
"ENSMUSG00000033967","ENSMUSG00000033967","Rnf225","ENSMUSG00000033967","381845","protein_coding",3657,-1.78625032575,3.025515505625,-12.7985068274379,1.96668239086383e-06,0.00132571211377435,5.67163419980426
"ENSMUSG00000039639","ENSMUSG00000039639","Kcne1","ENSMUSG00000039639","16509","protein_coding",13487,-2.26713968125,3.884054369625,-12.7735788441204,1.99500087095181e-06,0.00132571211377435,5.65876238619153
"ENSMUSG00000037263","ENSMUSG00000037263","Aldh3b3","ENSMUSG00000037263","73458","protein_coding",13459,1.8378062825,3.01321324625,12.7483220614361,2.02416180226049e-06,0.00132571211377435,5.64568764754471
"ENSMUSG00000030539","ENSMUSG00000030539","Sema4b","ENSMUSG00000030539","20352","protein_coding",39687,1.466523378,2.81361449575,12.745055080997,2.02796870551147e-06,0.00132571211377435,5.64399397940504
"ENSMUSG00000040987","ENSMUSG00000040987","Mill2","ENSMUSG00000040987","243864","protein_coding",25437,1.80018302525,2.912851491125,12.6652742423079,2.12348294321039e-06,0.00134028385491459,5.60245949230334
"ENSMUSG00000063260","ENSMUSG00000063260","Syt10","ENSMUSG00000063260","54526","protein_coding",59468,-2.0842663405,3.0199047515,-12.2585877759333,2.69629148855634e-06,0.00164509731355118,5.38541045245055
"ENSMUSG00000030609","ENSMUSG00000030609","Aen","ENSMUSG00000030609","68048","protein_coding",15356,1.7637900565,2.91909312625,12.1877600799102,2.81288108404113e-06,0.00166087017297706,5.3466764578566
