"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","ChEA3","VIPER","ENRICHR","TRRUST","CollecTRI"
"1","TP63","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","57.50000000000000","7","5","Literature--ChIP-seq(rank=17); Enrichr--Queries(rank=21); GTEx--Coexpression(rank=55); ReMap--ChIP-seq(rank=70); ARCHS4--Coexpression(rank=307)","68","rank=7; score=2.8917; p=0.0012831","rank=68; score=0.01496","rank=131; score=1.6625; direction=Activated","rank=15; score=21.905; p=6.4606e-07; adjP=1.7328e-05","rank=56; score=0.83647; p=0.14572","rank=68; score=2.2896; p=0.022042; direction=Activated"
"2","REST","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","71.83333333333333","8","6","ENCODE--ChIP-seq(rank=1); Literature--ChIP-seq(rank=8); GTEx--Coexpression(rank=11); ReMap--ChIP-seq(rank=21); ARCHS4--Coexpression(rank=356); Enrichr--Queries(rank=1270)","30","rank=64; score=1.0001; p=0.099988","rank=30; score=0.006845","rank=126; score=1.8071; direction=Activated","rank=8; score=23.534; p=7.7008e-07; adjP=1.9278e-05","rank=18; score=1.864; p=0.013678","rank=185; score=1.5336; p=0.12514; direction=Repressed"
"3","SMAD4","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","81.16666666666667","29","5","Literature--ChIP-seq(rank=3); ReMap--ChIP-seq(rank=40); GTEx--Coexpression(rank=1094); Enrichr--Queries(rank=1366); ARCHS4--Coexpression(rank=1571)","83","rank=110; score=0.45957; p=0.34708","rank=83; score=0.01829","rank=111; score=2.0474; direction=Repressed","rank=29; score=44.014; p=5.1822e-11; adjP=2.4324e-09","rank=123; score=0.48104; p=0.33034","rank=31; score=2.7868; p=0.0053237; direction=Activated"
"4","CEBPB","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","83.50000000000000","1","6","ENCODE--ChIP-seq(rank=8); Literature--ChIP-seq(rank=69); ReMap--ChIP-seq(rank=150); ARCHS4--Coexpression(rank=401); GTEx--Coexpression(rank=493); Enrichr--Queries(rank=645)","296","rank=11; score=2.5918; p=0.0025599","rank=296; score=0.0678","rank=115; score=2.0023; direction=Activated","rank=2; score=34.119; p=0.00032982; adjP=0.022025","rank=1; score=3.4817; p=0.00032984","rank=76; score=2.213; p=0.0269; direction=Activated"
"5","RUNX2","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","85.33333333333333","16","5","ReMap--ChIP-seq(rank=6); GTEx--Coexpression(rank=24); Literature--ChIP-seq(rank=35); Enrichr--Queries(rank=253); ARCHS4--Coexpression(rank=460)","67","rank=32; score=1.5669; p=0.027106","rank=67; score=0.01493","rank=125; score=1.8374; direction=Activated","rank=191; score=12.719; p=0.00011955; adjP=0.0013298","rank=81; score=0.67464; p=0.21152","rank=16; score=3.0355; p=0.0024014; direction=Activated"
"6","HIF1A","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","90.66666666666666","2","5","ReMap--ChIP-seq(rank=69); Literature--ChIP-seq(rank=76); GTEx--Coexpression(rank=110); ARCHS4--Coexpression(rank=319); Enrichr--Queries(rank=937)","300","rank=2; score=3.8884; p=0.0001293","rank=300; score=0.06845","rank=118; score=1.8986; direction=Activated","rank=68; score=11.296; p=0.012588; adjP=0.20706","rank=17; score=1.9001; p=0.012588","rank=39; score=2.5757; p=0.010003; direction=Activated"
"7","WT1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","103.83333333333334","19","4","Literature--ChIP-seq(rank=6); GTEx--Coexpression(rank=249); Enrichr--Queries(rank=258); ARCHS4--Coexpression(rank=277)","165","rank=41; score=1.3037; p=0.049695","rank=165; score=0.03659","rank=238; score=0.29951; direction=Activated","rank=72; score=24.983; p=1.3291e-07; adjP=3.9927e-06","rank=19; score=1.8538; p=0.014003","rank=88; score=2.0774; p=0.037768; direction=Activated"
"8","TFAP2A","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","106.83333333333333","31","6","GTEx--Coexpression(rank=52); ENCODE--ChIP-seq(rank=71); ReMap--ChIP-seq(rank=75); Literature--ChIP-seq(rank=85); ARCHS4--Coexpression(rank=215); Enrichr--Queries(rank=656)","148","rank=104; score=0.51124; p=0.30814","rank=148; score=0.03236","rank=142; score=1.4871; direction=Activated","rank=32; score=7.3942; p=0.041173; adjP=0.33865","rank=31; score=1.3854; p=0.041173","rank=184; score=1.5396; p=0.12365; direction=Activated"
"9","ESR1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","107.33333333333333","35","6","ENCODE--ChIP-seq(rank=4); Literature--ChIP-seq(rank=4); ReMap--ChIP-seq(rank=41); GTEx--Coexpression(rank=132); ARCHS4--Coexpression(rank=320); Enrichr--Queries(rank=456)","110","rank=62; score=1.0134; p=0.096957","rank=110; score=0.02439","rank=91; score=2.359; direction=Activated","rank=35; score=40.995; p=1.8888e-09; adjP=8.3439e-08","rank=171; score=0.17098; p=0.67456","rank=175; score=1.5914; p=0.11152; direction=Activated"
"10","AR","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","110.00000000000000","11","5","Literature--ChIP-seq(rank=9); ReMap--ChIP-seq(rank=85); Enrichr--Queries(rank=108); GTEx--Coexpression(rank=510); ARCHS4--Coexpression(rank=529)","240","rank=171; score=0.22341; p=0.59784","rank=240; score=0.05488","rank=146; score=1.4352; direction=Activated","rank=11; score=18.012; p=5.66e-06; adjP=0.00010367","rank=51; score=0.89217; p=0.12818","rank=41; score=2.5539; p=0.010654; direction=Activated"
