"statistic","source","condition","score","p_value","TF","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","Method_Direction","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"ora","ZNF263","HD_SW480","10.737844333856722656","0.00000000001828755587851516","ZNF263","1","dorothea","1","10.737844333856722656","0.00000000001828755587851516",NA,"","6","ENCODE--ChIP-seq(rank=4); ReMap--ChIP-seq(rank=38); Literature--ChIP-seq(rank=130); Enrichr--Queries(rank=998); GTEx--Coexpression(rank=1439); ARCHS4--Coexpression(rank=1563)","157","0.03390000000000000","ENCODE ChIP-seq,0.0339"
"ora","TEAD1","HD_SW480","10.068805542465208092","0.00000000008534821794063775","TEAD1","2","dorothea","2","10.068805542465208092","0.00000000008534821794063775",NA,"","4","ReMap--ChIP-seq(rank=25); Enrichr--Queries(rank=30); ARCHS4--Coexpression(rank=40); GTEx--Coexpression(rank=172)","99","0.02137000000000000","Enrichr Queries,0.02137"
"ora","FOXP1","HD_SW480","9.727146400721876418","0.00000000018743625537160592","FOXP1","3","dorothea","3","9.727146400721876418","0.00000000018743625537160592",NA,"","5","GTEx--Coexpression(rank=10); Enrichr--Queries(rank=84); Literature--ChIP-seq(rank=96); ReMap--ChIP-seq(rank=277); ARCHS4--Coexpression(rank=805)","30","0.00622300000000000","GTEx Coexpression,0.006223"
"ora","HNF4G","HD_SW480","7.204502534412190684","0.00000006244497061688877309","HNF4G","4","dorothea","4","7.204502534412190684","0.00000006244497061688877309",NA,"","5","ReMap--ChIP-seq(rank=20); ENCODE--ChIP-seq(rank=22); ARCHS4--Coexpression(rank=250); Enrichr--Queries(rank=285); GTEx--Coexpression(rank=632)","279","0.06734000000000000","ReMap ChIP-seq,0.06734"
"ora","MEIS2","HD_SW480","6.581717521722737274","0.00000026198865076445073409","MEIS2","5","dorothea","5","6.581717521722737274","0.00000026198865076445073409",NA,"","4","ARCHS4--Coexpression(rank=87); Enrichr--Queries(rank=168); ReMap--ChIP-seq(rank=197); GTEx--Coexpression(rank=230)","232","0.05344000000000000","ARCHS4 Coexpression,0.05344"
"ora","MEF2C","HD_SW480","6.302619975625413318","0.00000049817281468353209358","MEF2C","6","dorothea","6","6.302619975625413318","0.00000049817281468353209358",NA,"","5","ENCODE--ChIP-seq(rank=78); Enrichr--Queries(rank=144); ReMap--ChIP-seq(rank=208); ARCHS4--Coexpression(rank=321); GTEx--Coexpression(rank=970)","392","0.10260000000000000","Enrichr Queries,0.1026"
"ora","JUNB","HD_SW480","6.137451892247050900","0.00000072869888961799873253","JUNB","7","dorothea","7","6.137451892247050900","0.00000072869888961799873253",NA,"","4","ARCHS4--Coexpression(rank=74); ReMap--ChIP-seq(rank=214); Enrichr--Queries(rank=447); GTEx--Coexpression(rank=532)","200","0.04545000000000000","ARCHS4 Coexpression,0.04545"
"ora","KLF9","HD_SW480","6.058492155021389713","0.00000087399278001830012609","KLF9","8","dorothea","8","6.058492155021389713","0.00000087399278001830012609",NA,"","4","ReMap--ChIP-seq(rank=28); GTEx--Coexpression(rank=145); ARCHS4--Coexpression(rank=315); Enrichr--Queries(rank=379)","354","0.09023000000000000","GTEx Coexpression,0.09023"
"ora","SIX2","HD_SW480","5.745443684810690677","0.00000179703408740241306563","SIX2","9","dorothea","9","5.745443684810690677","0.00000179703408740241306563",NA,"","4","ReMap--ChIP-seq(rank=149); Enrichr--Queries(rank=355); ARCHS4--Coexpression(rank=457); GTEx--Coexpression(rank=756)","754","0.25280000000000002","Enrichr Queries,0.2528"
"ora","WT1","HD_SW480","5.637460035518299328","0.00000230430501217950669320","WT1","10","dorothea","10","5.637460035518299328","0.00000230430501217950669320",NA,"","4","Literature--ChIP-seq(rank=4); ARCHS4--Coexpression(rank=260); Enrichr--Queries(rank=284); GTEx--Coexpression(rank=660)","112","0.02439000000000000","Literature ChIP-seq,0.02439"
