"TF","Score","Activity_Score_Mean","Method_P_Value","Condition_Scores","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"E2F4","8.189177113171526301","8.189177113171526301","0.0000000000000002630182451215654","HD_HCT116=8.189","Activated","1","collectri","1","8.189177113171526301",NA,"6","ENCODE--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=32); Literature--ChIP-seq(rank=90); ARCHS4--Coexpression(rank=250); GTEx--Coexpression(rank=573); Enrichr--Queries(rank=779)","69","0.016950000000000000","ENCODE ChIP-seq,0.01695"
"E2F2","5.348279288691446531","5.348279288691446531","0.0000000887943715741073147523313","HD_HCT116=5.348","Activated","2","collectri","2","5.348279288691446531",NA,"3","ARCHS4--Coexpression(rank=32); Enrichr--Queries(rank=97); GTEx--Coexpression(rank=787)","80","0.019660000000000000","ARCHS4 Coexpression,0.01966"
"SMAD4","5.287656618775797845","-5.287656618775797845","0.0000001238932708145308469151126","HD_HCT116=-5.288","Repressed","3","collectri","3","5.287656618775797845",NA,"5","Literature--ChIP-seq(rank=73); ReMap--ChIP-seq(rank=152); GTEx--Coexpression(rank=1015); Enrichr--Queries(rank=1161); ARCHS4--Coexpression(rank=1536)","1203","0.445099999999999996","Literature ChIP-seq,0.4451"
"HNF1B","5.003915687632848552","-5.003915687632848552","0.0000005617733508925713009103794","HD_HCT116=-5.004","Repressed","4","collectri","4","5.003915687632848552",NA,"3","ARCHS4--Coexpression(rank=23); Enrichr--Queries(rank=70); ReMap--ChIP-seq(rank=196)","55","0.014130000000000000","ARCHS4 Coexpression,0.01413"
"RFXANK","4.873022338090259531","-4.873022338090259531","0.0000010990379057883629425524698","HD_HCT116=-4.873","Repressed","5","collectri","5","4.873022338090259531",NA,"0","",NA,NA,NA
"RARA","4.483593253820741253","-4.483593253820741253","0.0000073396505168274629596694703","HD_HCT116=-4.484","Repressed","6","collectri","6","4.483593253820741253",NA,"5","ReMap--ChIP-seq(rank=63); Literature--ChIP-seq(rank=151); GTEx--Coexpression(rank=391); Enrichr--Queries(rank=475); ARCHS4--Coexpression(rank=529)","717","0.212100000000000011","ReMap ChIP-seq,0.2121"
"GRHL2","4.428781326667126983","-4.428781326667126983","0.0000094767046385914250120324070","HD_HCT116=-4.429","Repressed","7","collectri","7","4.428781326667126983",NA,"5","ARCHS4--Coexpression(rank=1); Enrichr--Queries(rank=3); GTEx--Coexpression(rank=3); ReMap--ChIP-seq(rank=14); Literature--ChIP-seq(rank=129)","1","0.000614300000000000","ARCHS4 Coexpression,6.143E-4"
"FOXO3","4.313089467327700710","-4.313089467327700710","0.0000160988932268774938673730479","HD_HCT116=-4.313","Repressed","8","collectri","8","4.313089467327700710",NA,"4","Literature--ChIP-seq(rank=51); Enrichr--Queries(rank=367); GTEx--Coexpression(rank=429); ARCHS4--Coexpression(rank=734)","838","0.261400000000000021","Enrichr Queries,0.2614"
"E2F1","4.225273262420236264","4.225273262420236264","0.0000238651006755183668151323872","HD_HCT116=4.225","Activated","9","collectri","9","4.225273262420236264",NA,"6","ARCHS4--Coexpression(rank=9); ENCODE--ChIP-seq(rank=14); GTEx--Coexpression(rank=30); Literature--ChIP-seq(rank=82); ReMap--ChIP-seq(rank=95); Enrichr--Queries(rank=122)","18","0.005528000000000000","ARCHS4 Coexpression,0.005528"
"E2F3","3.805368251116229228","3.805368251116229228","0.0001415933683398995946312731720","HD_HCT116=3.805","Activated","10","collectri","10","3.805368251116229228",NA,"3","Enrichr--Queries(rank=359); ARCHS4--Coexpression(rank=411); GTEx--Coexpression(rank=826)","815","0.252500000000000002","ARCHS4 Coexpression,0.2525"
"FOXO1","3.699095239530258095","-3.699095239530258095","0.0002163694036503664426367155027","HD_HCT116=-3.699","Repressed","11","collectri","11","3.699095239530258095",NA,"5","Literature--ChIP-seq(rank=59); Enrichr--Queries(rank=199); ReMap--ChIP-seq(rank=219); ARCHS4--Coexpression(rank=343); GTEx--Coexpression(rank=422)","523","0.141699999999999993","Enrichr Queries,0.1417"
"GLI1","3.663931334823727681","-3.663931334823727681","0.0002483733958182420898178066615","HD_HCT116=-3.664","Repressed","12","collectri","12","3.663931334823727681",NA,"4","GTEx--Coexpression(rank=125); Literature--ChIP-seq(rank=158); Enrichr--Queries(rank=413); ARCHS4--Coexpression(rank=497)","319","0.077780000000000002","GTEx Coexpression,0.07778"
"RXRA","3.620369554163407333","-3.620369554163407333","0.0002941825377135837116769623290","HD_HCT116=-3.62","Repressed","13","collectri","13","3.620369554163407333",NA,"6","ENCODE--ChIP-seq(rank=76); ReMap--ChIP-seq(rank=89); Literature--ChIP-seq(rank=122); GTEx--Coexpression(rank=203); Enrichr--Queries(rank=461); ARCHS4--Coexpression(rank=494)","468","0.126299999999999996","GTEx Coexpression,0.1263"
"TCF4","3.540662470401377604","-3.540662470401377604","0.0003991238147397907498614699762","HD_HCT116=-3.541","Repressed","14","collectri","14","3.540662470401377604",NA,"5","Literature--ChIP-seq(rank=36); ReMap--ChIP-seq(rank=72); GTEx--Coexpression(rank=382); Enrichr--Queries(rank=438); ARCHS4--Coexpression(rank=982)","737","0.219500000000000001","Literature ChIP-seq,0.2195"
"BHLHA15","3.390122309217475038","-3.390122309217475038","0.0006986144687685329592377603269","HD_HCT116=-3.39","Repressed","15","collectri","15","3.390122309217475038",NA,"2","GTEx--Coexpression(rank=915); ARCHS4--Coexpression(rank=1474)","1395","0.569400000000000017","GTEx Coexpression,0.5694"
"ETV1","3.286082152015144864","-3.286082152015144864","0.0010159137610707025690254257100","HD_HCT116=-3.286","Repressed","16","collectri","16","3.286082152015144864",NA,"4","ReMap--ChIP-seq(rank=129); Enrichr--Queries(rank=220); ARCHS4--Coexpression(rank=237); GTEx--Coexpression(rank=633)","538","0.145600000000000007","ARCHS4 Coexpression,0.1456"
"ARID1A","3.184684259100131420","-3.184684259100131420","0.0014491202342221069093719520993","HD_HCT116=-3.185","Repressed","17","collectri","17","3.184684259100131420",NA,"0","",NA,NA,NA
"MEIS2","3.137860853998184485","-3.137860853998184485","0.0017018564642982997488218632753","HD_HCT116=-3.138","Repressed","18","collectri","18","3.137860853998184485",NA,"4","ReMap--ChIP-seq(rank=123); Enrichr--Queries(rank=421); ARCHS4--Coexpression(rank=491); GTEx--Coexpression(rank=659)","936","0.299900000000000000","Enrichr Queries,0.2999"
"HCFC1","3.103470418216412785","3.103470418216412785","0.0019126535479046136590391968824","HD_HCT116=3.103","Activated","19","collectri","19","3.103470418216412785",NA,"0","",NA,NA,NA
"STAT6","3.095376802334485866","-3.095376802334485866","0.0019656301129660799613396715557","HD_HCT116=-3.095","Repressed","20","collectri","20","3.095376802334485866",NA,"4","Literature--ChIP-seq(rank=101); ARCHS4--Coexpression(rank=435); Enrichr--Queries(rank=802); GTEx--Coexpression(rank=1176)","858","0.267199999999999993","ARCHS4 Coexpression,0.2672"
"FOXO4","3.086795078644692047","-3.086795078644692047","0.0020232702311245597849576061122","HD_HCT116=-3.087","Repressed","21","collectri","21","3.086795078644692047",NA,"3","Enrichr--Queries(rank=73); GTEx--Coexpression(rank=800); ARCHS4--Coexpression(rank=989)","221","0.051990000000000001","Enrichr Queries,0.05199"
"ATF2","3.076612634378428357","-3.076612634378428357","0.0020936718593191874955572462369","HD_HCT116=-3.077","Repressed","22","collectri","22","3.076612634378428357",NA,"5","ENCODE--ChIP-seq(rank=106); ReMap--ChIP-seq(rank=269); GTEx--Coexpression(rank=421); ARCHS4--Coexpression(rank=825); Enrichr--Queries(rank=1272)","840","0.262000000000000011","GTEx Coexpression,0.262"
"ZEB1","3.050189856253525900","-3.050189856253525900","0.0022869674664950461438761575295","HD_HCT116=-3.05","Repressed","23","collectri","23","3.050189856253525900",NA,"5","ENCODE--ChIP-seq(rank=27); ReMap--ChIP-seq(rank=65); GTEx--Coexpression(rank=104); ARCHS4--Coexpression(rank=330); Enrichr--Queries(rank=343)","274","0.064720000000000000","GTEx Coexpression,0.06472"
