"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","ChEA3","VIPER"
"1","KLF5","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","5.333333333333333","1","5","ARCHS4--Coexpression(rank=1); ReMap--ChIP-seq(rank=28); GTEx--Coexpression(rank=35); Literature--ChIP-seq(rank=65); Enrichr--Queries(rank=166)","1","rank=4; score=4.3975; p=4.0037e-05","rank=1; score=0.0006143","rank=11; score=3.4251; direction=Repressed"
"2","ATF4","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","5.333333333333333","1","4","ReMap--ChIP-seq(rank=1); GTEx--Coexpression(rank=166); Enrichr--Queries(rank=447); ARCHS4--Coexpression(rank=898)","13","rank=1; score=6.5407; p=2.8795e-07","rank=13; score=0.003367","rank=2; score=5.298; direction=Repressed"
"3","E2F1","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","7.000000000000000","4","6","Enrichr--Queries(rank=3); GTEx--Coexpression(rank=5); ARCHS4--Coexpression(rank=45); ENCODE--ChIP-seq(rank=57); Literature--ChIP-seq(rank=83); ReMap--ChIP-seq(rank=267)","8","rank=9; score=3.1996; p=0.00063161","rank=8; score=0.002137","rank=4; score=5.1746; direction=Activated"
"4","GRHL2","DoRothEA;ChEA3;VIPER","5","DoRothEA;ChEA3;VIPER;ENRICHR;CollecTRI","7.000000000000000","4","5","ARCHS4--Coexpression(rank=2); GTEx--Coexpression(rank=3); ReMap--ChIP-seq(rank=4); Enrichr--Queries(rank=26); Literature--ChIP-seq(rank=79)","4","rank=8; score=3.3627; p=0.00043383","rank=4; score=0.001229","rank=9; score=3.6829; direction=Repressed"
"5","E2F2","DoRothEA;ChEA3;VIPER","5","DoRothEA;ChEA3;VIPER;ENRICHR;CollecTRI","26.000000000000000","3","3","Enrichr--Queries(rank=12); ARCHS4--Coexpression(rank=16); GTEx--Coexpression(rank=849)","36","rank=39; score=1.5479; p=0.028321","rank=36; score=0.008547","rank=3; score=5.2897; direction=Activated"
"6","ESR1","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","28.666666666666668","5","6","ReMap--ChIP-seq(rank=3); ENCODE--ChIP-seq(rank=14); ARCHS4--Coexpression(rank=29); Literature--ChIP-seq(rank=35); GTEx--Coexpression(rank=458); Enrichr--Queries(rank=589)","44","rank=5; score=3.6448; p=0.00022658","rank=44; score=0.0101","rank=37; score=2.1367; direction=Repressed"
"7","EHF","DoRothEA;ChEA3;VIPER","4","DoRothEA;ChEA3;VIPER;CollecTRI","29.666666666666668","12","4","ARCHS4--Coexpression(rank=5); ReMap--ChIP-seq(rank=23); GTEx--Coexpression(rank=26); Enrichr--Queries(rank=253)","12","rank=58; score=1.1457; p=0.071506","rank=12; score=0.003071","rank=19; score=2.7331; direction=Repressed"
"8","E2F7","DoRothEA;ChEA3;VIPER","5","DoRothEA;ChEA3;VIPER;ENRICHR;CollecTRI","42.000000000000000","14","5","Enrichr--Queries(rank=5); ARCHS4--Coexpression(rank=18); GTEx--Coexpression(rank=21); Literature--ChIP-seq(rank=24); ReMap--ChIP-seq(rank=64)","14","rank=97; score=0.74622; p=0.17938","rank=14; score=0.003561","rank=15; score=2.9094; direction=Activated"
"9","TFDP1","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","43.333333333333336","6","4","GTEx--Coexpression(rank=17); Enrichr--Queries(rank=74); ARCHS4--Coexpression(rank=124); ReMap--ChIP-seq(rank=231)","46","rank=78; score=0.94313; p=0.11399","rank=46; score=0.01058","rank=6; score=3.8604; direction=Activated"
"10","CDX2","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","44.000000000000000","23","5","ARCHS4--Coexpression(rank=15); ReMap--ChIP-seq(rank=35); Literature--ChIP-seq(rank=64); GTEx--Coexpression(rank=198); Enrichr--Queries(rank=558)","39","rank=23; score=2.0908; p=0.0081135","rank=39; score=0.009214","rank=70; score=1.5053; direction=Repressed"
