"TF","Score","Activity_Score_Mean","Method_P_Value","Condition_Scores","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"SMAD4","6.233373744717500387","6.233373744717500387","0.0000000004564952931725402","MD_SW480=6.233","Activated","1","collectri","1","6.233373744717500387",NA,"5","ReMap--ChIP-seq(rank=12); Literature--ChIP-seq(rank=17); GTEx--Coexpression(rank=1211); Enrichr--Queries(rank=1256); ARCHS4--Coexpression(rank=1350)","176","0.040399999999999998","ReMap ChIP-seq,0.0404"
"CTNNB1","6.096787619126803115","6.096787619126803115","0.0000000010822114571898400","MD_SW480=6.097","Activated","2","collectri","2","6.096787619126803115",NA,"0","",NA,NA,NA
"SP3","4.753213112240451288","4.753213112240451288","0.0000020020911914067356744","MD_SW480=4.753","Activated","3","collectri","3","4.753213112240451288",NA,"3","GTEx--Coexpression(rank=1013); Enrichr--Queries(rank=1266); ARCHS4--Coexpression(rank=1537)","1392","0.630399999999999960","GTEx Coexpression,0.6304"
"FOXO3","4.680923029006314628","4.680923029006314628","0.0000028558615723778635045","MD_SW480=4.681","Activated","4","collectri","4","4.680923029006314628",NA,"4","Literature--ChIP-seq(rank=42); GTEx--Coexpression(rank=922); Enrichr--Queries(rank=928); ARCHS4--Coexpression(rank=951)","757","0.256099999999999994","Literature ChIP-seq,0.2561"
"SP1","4.499333383316183266","4.499333383316183266","0.0000068166882995348126916","MD_SW480=4.499","Activated","5","collectri","5","4.499333383316183266",NA,"5","ENCODE--ChIP-seq(rank=87); ReMap--ChIP-seq(rank=198); GTEx--Coexpression(rank=807); Enrichr--Queries(rank=1206); ARCHS4--Coexpression(rank=1417)","1201","0.502199999999999980","GTEx Coexpression,0.5022"
"TBX2","4.483776545773905831","4.483776545773905831","0.0000073333456044827583745","MD_SW480=4.484","Activated","6","collectri","6","4.483776545773905831",NA,"3","Enrichr--Queries(rank=277); GTEx--Coexpression(rank=326); ARCHS4--Coexpression(rank=1139)","632","0.197300000000000003","Enrichr Queries,0.1973"
"SNAI2","4.434984929726859981","4.434984929726859981","0.0000092078729936790876373","MD_SW480=4.435","Activated","7","collectri","7","4.434984929726859981",NA,"4","ARCHS4--Coexpression(rank=17); Enrichr--Queries(rank=46); ReMap--ChIP-seq(rank=103); GTEx--Coexpression(rank=257)","46","0.010440000000000000","ARCHS4 Coexpression,0.01044"
"CEBPA","4.404192948124762808","4.404192948124762808","0.0000106178410719293033751","MD_SW480=4.404","Activated","8","collectri","8","4.404192948124762808",NA,"5","Literature--ChIP-seq(rank=94); ReMap--ChIP-seq(rank=120); ARCHS4--Coexpression(rank=382); Enrichr--Queries(rank=637); GTEx--Coexpression(rank=858)","711","0.234600000000000003","ARCHS4 Coexpression,0.2346"
"STAT3","4.401256274913394329","4.401256274913394329","0.0000107625915166492315029","MD_SW480=4.401","Activated","9","collectri","9","4.401256274913394329",NA,"6","Literature--ChIP-seq(rank=27); ENCODE--ChIP-seq(rank=36); ReMap--ChIP-seq(rank=60); GTEx--Coexpression(rank=244); ARCHS4--Coexpression(rank=764); Enrichr--Queries(rank=852)","522","0.151799999999999990","GTEx Coexpression,0.1518"
"SREBF1","4.296712010475435939","4.296712010475435939","0.0000173350169758091852935","MD_SW480=4.297","Activated","10","collectri","10","4.296712010475435939",NA,"6","ENCODE--ChIP-seq(rank=73); Literature--ChIP-seq(rank=142); ReMap--ChIP-seq(rank=254); GTEx--Coexpression(rank=594); Enrichr--Queries(rank=809); ARCHS4--Coexpression(rank=1424)","976","0.369599999999999984","GTEx Coexpression,0.3696"
