"Query Name","Rank","TF","Score","Library","Overlapping_Genes","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","Method_Direction","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"DEG_MD_ALL","1","GLIS1","0.000614300000000000","ARCHS4 Coexpression,6.143E-4","FKBP10,SPARC,COL13A1,MTCL1,OLFML2A,ALDH1L2,ANTXR1,LOXL2,EXT1,MRC2,GPR176,SH3PXD2A,ZNF469","chea3","1","0.000614300000000000",NA,NA,"","3","ARCHS4--Coexpression(rank=1); GTEx--Coexpression(rank=4); Enrichr--Queries(rank=22)","1","0.000614300000000000","ARCHS4 Coexpression,6.143E-4"
"DEG_MD_ALL","2","ZNF469","0.000622300000000000","GTEx Coexpression,6.223E-4","MRC2,FKBP10,GPR176,OPN3,AXL,CLEC11A,STEAP1,ALDH1L2,CHST2,LOXL2","chea3","2","0.000622300000000000",NA,NA,"","2","GTEx--Coexpression(rank=1); ARCHS4--Coexpression(rank=33)","2","0.000622300000000000","GTEx Coexpression,6.223E-4"
"DEG_MD_ALL","3","ZBTB47","0.000712300000000000","Enrichr Queries,7.123E-4","SYNM,SPARC,GSN,DYSF,OLFML2A,ANTXR1,MRC2,TGFBR3,KLF7,ZEB1,SH3PXD2A,AXL,RCAN2,KCTD12,MGLL","chea3","3","0.000712300000000000",NA,NA,"","3","Enrichr--Queries(rank=1); ARCHS4--Coexpression(rank=240); GTEx--Coexpression(rank=926)","3","0.000712300000000000","Enrichr Queries,7.123E-4"
"DEG_MD_ALL","4","FOXC2","0.001229000000000000","ARCHS4 Coexpression,0.001229","FKBP10,SPARC,COL13A1,ALDH1L2,ANTXR1,LOXL2,EXT1,MRC2,GPR176,SH3PXD2A,AXL,ZNF469","chea3","4","0.001229000000000000",NA,NA,"","3","ARCHS4--Coexpression(rank=2); GTEx--Coexpression(rank=149); Enrichr--Queries(rank=465)","4","0.001229000000000000","ARCHS4 Coexpression,0.001229"
"DEG_MD_ALL","5","TWIST2","0.001245000000000000","GTEx Coexpression,0.001245","MRC2,FKBP10,GPR176,OPN3,AXL,CLEC11A,ZNF469,STEAP1,ALDH1L2,LOXL2","chea3","5","0.001245000000000000",NA,NA,"","2","GTEx--Coexpression(rank=2); ARCHS4--Coexpression(rank=3)","5","0.001245000000000000","GTEx Coexpression,0.001245"
"DEG_MD_ALL","6","ZNF488","0.001425000000000000","Enrichr Queries,0.001425","RAB3B,ITGB4,VASH2,OLFML2A,FAM107B,LFNG,TGFBR3,ALDH1A3,LIPG,KCTD12,PLPP3,MGLL","chea3","6","0.001425000000000000",NA,NA,"","2","Enrichr--Queries(rank=2); ARCHS4--Coexpression(rank=151)","6","0.001425000000000000","Enrichr Queries,0.001425"
"DEG_MD_ALL","7","PRRX2","0.001867000000000000","GTEx Coexpression,0.001867","EXT1,MRC2,FKBP10,GPR176,AXL,CLEC11A,STEAP1,ANTXR1,VGLL4,LOXL2","chea3","7","0.001867000000000000",NA,NA,"","3","GTEx--Coexpression(rank=3); ARCHS4--Coexpression(rank=18); Enrichr--Queries(rank=56)","7","0.001867000000000000","GTEx Coexpression,0.001867"
"DEG_MD_ALL","8","ZNF704","0.002137000000000000","Enrichr Queries,0.002137","SYNM,ATP8A1,PELI2,SIPA1L2,ANTXR1,EXT1,TGFBR3,KLF7,SH3PXD2A,SPRY1,PLPP3,MGLL","chea3","8","0.002137000000000000",NA,NA,"","3","Enrichr--Queries(rank=3); GTEx--Coexpression(rank=51); ARCHS4--Coexpression(rank=315)","8","0.002137000000000000","Enrichr Queries,0.002137"
"DEG_MD_ALL","9","MKX","0.002457000000000000","ARCHS4 Coexpression,0.002457","FKBP10,SPARC,MTCL1,ALDH1L2,ANTXR1,HOXA11,LOXL2,EXT1,MRC2,GPR176,SH3PXD2A,ZNF469","chea3","9","0.002457000000000000",NA,NA,"","3","ARCHS4--Coexpression(rank=4); GTEx--Coexpression(rank=295); Enrichr--Queries(rank=626)","9","0.002457000000000000","ARCHS4 Coexpression,0.002457"
"DEG_MD_ALL","10","PLAGL1","0.002849000000000000","Enrichr Queries,0.002849","SPARC,GSN,ANTXR1,LOXL2,MRC2,TGFBR3,ZEB1,PSAT1,SERPING1,KCTD12,PLPP3,MGLL","chea3","10","0.002849000000000000",NA,NA,"","3","Enrichr--Queries(rank=4); ARCHS4--Coexpression(rank=291); GTEx--Coexpression(rank=356)","10","0.002849000000000000","Enrichr Queries,0.002849"
"DEG_MD_ALL","11","TSHZ3","0.003071000000000000","ARCHS4 Coexpression,0.003071","FKBP10,SPARC,DYSF,ALDH1L2,ANTXR1,LOXL2,EXT1,MRC2,GPR176,SH3PXD2A,ZNF469,KCTD12","chea3","11","0.003071000000000000",NA,NA,"","3","ARCHS4--Coexpression(rank=5); Enrichr--Queries(rank=8); GTEx--Coexpression(rank=333)","11","0.003071000000000000","ARCHS4 Coexpression,0.003071"
"DEG_MD_ALL","12","ELK3","0.003111000000000000","GTEx Coexpression,0.003111","MRC2,FKBP10,KLF7,YES1,AXL,SPRY1,KCTD12,STEAP1,LOXL2","chea3","12","0.003111000000000000",NA,NA,"","4","GTEx--Coexpression(rank=5); Enrichr--Queries(rank=66); Literature--ChIP-seq(rank=102); ARCHS4--Coexpression(rank=297)","12","0.003111000000000000","GTEx Coexpression,0.003111"
