"Query Name","Rank","TF","Score","Library","Overlapping_Genes"
"DEG_HD_ALL","1","ZNF367","10.33","ARCHS4 Coexpression,22;Enrichr Queries,2;GTEx Coexpression,7","ERCC6L,FEN1,MCM7,MCM8,ZWILCH,DSCC1,HMGB2,MCM10,PEAR1,LMNB1,CDC14B,CHAF1A,EXO1,MYB,TK1,MYBL1,MBNL1,CIP2A,CDC25A,CCNA2,SGO1,SLC25A15,NEIL3,PSRC1,CCNE2,FANCD2,DDIT4,MCM4,MCM5,DNAJC9,DTL,MCM2,PCNA,ABCB1,SLC22A5,UHRF1,MEPCE,TSPAN33,NCAPH,TMA16,RAD54B,UNG,PSMC3IP,BRIP1,ORC1,HAUS8,E2F2,CLSPN,E2F8,GINS2,CENPU,JUN,EGF,GINS3,ATAD2,MND1,NETO2,SHCBP1,ZWINT,BMP6,KIF18B,CDK6,PSAT1,CDK2,CFAP161,NAA15,SPC24,PHF19"
"DEG_HD_ALL","2","CENPA","17.50","ARCHS4 Coexpression,21;GTEx Coexpression,14","ERCC6L,FEN1,PCNA,AHCY,MCM7,UHRF1,DSCC1,TONSL,HMGB2,MCM10,NCAPH,LMNB1,CEP128,RAD54B,BRIP1,CHAF1A,ORC1,HAUS8,EXO1,TK1,CLSPN,ZNF367,E2F8,GINS2,CENPU,RPS7,ATAD2,MND1,CIP2A,SHCBP1,ZWINT,CDC25A,CCNA2,SGO1,NEIL3,KIF18B,PSRC1,FANCD2,AHRR,MCM4,MCM5,DNAJC9,DTL,SPC24,MCM2,PHF19"
"DEG_HD_ALL","3","GRHL2","22.80","Literature ChIP-seq,79;ARCHS4 Coexpression,2;Enrichr Queries,26;ReMap ChIP-seq,4;GTEx Coexpression,3","EHF,MRGPRF,RAPGEFL1,RINL,FRAT2,NIPAL1,RASSF4,MYC,MYB,DAG1,EPSTI1,MBNL1,TINF2,ANK3,SULT2B1,CLDN4,TMEM79,DDIT4,MALL,CLDN7,VOPP1,TRIB3,EPHA1,TRIB1,TRIM10,LLGL2,CDS1,SLC45A3,SLC22A5,SDC4,IL20RA,GATA6,IL20RB,LYPD6,UGT8,BRIP1,RDH12,STC2,GRPEL2,MAP7,SFN,HIVEP2,KCNN4,ATRIP,BTBD19,JUN,TMEM184C,JAG1,ABCA5,LRBA,PDE2A,NR2F1,ZNF32,NR2F2,ZWINT,VANGL2,TMEM98,GJB3,LYPD6B,MYO5B,ID2,RPS21,PRRT4,PAM,LAD1,SLC44A2,CLTC,BHLHE41,BICDL2,PPP1R18,DMBX1,CHAF1A,PHGDH,TK1,EMD,RBBP8NL,SPHK1,RHOD,GPRC5A,TNNT2,PAX9,B3GNT3,SF3B5,PHLPP1,TMPRSS4,CST6,ALS2CL,ERMP1,SLC17A9,PERP,SPTSSB,GPR157,CENPU,EGLN3,F10,GDF15,PLEKHA6,GRHL1,KRT15,AGBL3,ANKRD65,TMEM39B,SPC24,DCLRE1B,FOXA1,ZWILCH,HHAT,CDH3,ARHGAP40,CDH1,ZNF83,NEK3,SH2D6,PHLDA1,CADPS2,AGTPBP1,TC2N,GRIP2,FTSJ3,ERN1,PRR15L,MAP7D1,GPD2,PKP3,STEAP2,RASAL1,INAVA,EFNB2,FAM83F,BAG3,ALDH3B1,MYH14,AP1M2,OSBPL5,ASNS,POU2F3,SYT7,EFNA1,BMP4,PTPRE,AFDN,NSFL1C,ARHGAP30,KIF18B,SP6,PLXNB2,DEGS2,FGFR2,LRP11,ZNF512B,KCNK5,KCNK6,CRYBG2,HSPB1,MCM10,MCF2L,UPP1,SMIM14,DYNLT1,ARHGEF17,ARHGEF16,DNMT3A,TBC1D9,CCNA2,PSRC1,TRNP1,SNRPA1,ZNF513,ZP3,CEBPB,RBM47,ZBTB42,SEMA3F,NOD2,ATP2C2,SH3TC1,MKNK2,RNF39,MAL2,GALNT3,SGTB,MACC1,TPD52L1,KLF3,ASS1,DLK2,TPCN1,RAB10,MYO15B,COL7A1,SPRY1,NAA15,LPIN3"
"DEG_HD_ALL","4","OVOL1","23.67","ARCHS4 Coexpression,3;Enrichr Queries,19;GTEx Coexpression,49","FOXA1,LAD1,CRYBG2,EHF,CLIC3,HSPB1,BICDL2,RAPGEFL1,HHAT,CDH3,NIPAL1,CDH1,MYC,CHAC1,PHLDA1,RBBP8NL,DENND2C,ARHGEF16,RHOD,SULT2B1,CLDN4,GPRC5A,SLPI,PRR15L,TMEM79,CLDN7,DDIT4,MALL,B3GNT3,PKP3,TRIM16,EPHA1,TRIB1,RHCG,LLGL2,CDS1,RBM47,CEBPB,SDC4,RGS16,TMPRSS4,IL20RA,IL20RB,SEMA3F,ATP2C2,PTGS2,INAVA,FAM83F,ALS2CL,RDH12,PERP,RNF39,HAS3,MAL2,MYH14,SFN,B4GALNT3,MISP,RAB11FIP4,AP1M2,GPR157,JUN,GALNT3,GDF15,MACC1,GRHL1,KLF3,ASS1,EFNA1,IL22RA1,FA2H,GJB2,GJB4,GJB3,PRXL2A,LYPD6B,MYO5B,SP6,CNTN1,DEGS2"
"DEG_HD_ALL","5","E2F7","26.40","Literature ChIP-seq,24;ARCHS4 Coexpression,18;Enrichr Queries,5;ReMap ChIP-seq,64;GTEx Coexpression,21","DCLRE1B,ERCC6L,SPARC,ZWILCH,DSCC1,HFE,MRGPRF,BEST1,RPS14,SYDE1,RINL,MYC,MYB,PHLDA1,MAGI1,KIRREL1,CDC25A,SGO1,NEIL3,CCNE2,FANCD2,PRR19,DDIT3,MFNG,MAP7D1,CLDN7,DDIT4,EPHA1,SDC4,COL13A1,MEPCE,NCAPH,BRIP1,ORC1,BAG3,STC2,SERPINH1,CLSPN,HSPA8,BTBD19,JUN,NR2F1,NR2F2,NETO2,ZWINT,INHBE,EHD2,KIF18B,CDK6,CDK2,PHF19,FEN1,MCM7,MCM8,CLTC,HMGB2,HSPB1,MCM10,BICDL2,CHD3,TRAM2,LMNB1,TUBA1A,CHAF1A,EXO1,TMSB4X,NUP62,CA9,TK1,UPP1,ZNF367,EMD,MYBL1,ARHGEF17,CIP2A,CCNA2,SLC25A15,MBLAC1,PSRC1,TRNP1,AHRR,MCM4,MCM5,SPACA6,DTL,MCM2,PCNA,C1R,UHRF1,DDX20,TULP2,CENPB,RAD54B,UNG,MTHFD1L,CAMK2N1,TMEM205,E2F2,STAT6,ZNF469,TBL1X,E2F8,GINS2,CENPU,GDF15,MID1IP1,ATAD2,MND1,PLEKHA4,FBXL16,SHCBP1,PSAT1,SPC24,TPT1"
"DEG_HD_ALL","6","IRF6","30.67","ARCHS4 Coexpression,8;Enrichr Queries,54;GTEx Coexpression,30","FOXA1,LAD1,CRYBG2,EHF,FHL2,HSPB1,RAPGEFL1,HHAT,CDH3,NIPAL1,CDH1,MYC,PHLDA1,ARHGEF16,RHOD,SULT2B1,CLDN4,GPRC5A,SLPI,COL4A1,TMEM79,CLDN7,DDIT4,PAX9,B3GNT3,HECA,PKP3,EPHA1,LLGL2,CDS1,RBM47,SDC4,INSIG1,IL20RA,IL20RB,SEMA3F,ATP2C2,PTGS2,INAVA,EFNB2,FAM83F,ALS2CL,RDH12,PERP,RNF39,MAP7,HAS3,MAL2,MYH14,SFN,SPTSSB,B4GALNT3,MISP,AP1M2,GPR157,FGF21,JUN,EGLN3,PPP1R14C,JAG1,GALNT3,GDF15,CKMT1A,GRHL1,KLF3,POU2F3,ASS1,DLK2,BMP4,EFNA1,IL22RA1,GJB2,VANGL2,GJB4,GJB3,LYPD6B,COL7A1,ID2,MYO5B,KRT15,SP6,CNTN1,PLXNB2,DEGS2,RETREG1,LRP11"
"DEG_HD_ALL","7","GRHL3","39.00","ARCHS4 Coexpression,13;Enrichr Queries,70;GTEx Coexpression,34","LAD1,CRYBG2,ECM1,EHF,CLIC3,FHL2,HSPB1,BICDL2,RAPGEFL1,HHAT,CDH3,NIPAL1,CDH1,MYC,UPP1,PHLDA1,RBBP8NL,DENND2C,ANK3,RHOD,SULT2B1,CLDN4,GPRC5A,SLPI,TMEM79,PAX9,MALL,CLDN7,DDIT4,PKP3,TRIM16,EPHA1,RHCG,RBM47,SDC4,RGS16,TMPRSS4,IL20RB,SEMA3F,PTGS2,INAVA,ALS2CL,RDH12,PERP,STC2,HAS3,RNF39,MAL2,SFN,GPR157,JUN,EGLN3,JAG1,GDF15,GRHL1,KLF3,ASS1,RAB10,BMP4,EFNA1,GJB2,GJB4,GJB3,KRT15,LYPD6B,ID2,MYO5B,RAET1L,CNTN1,DEGS2,FGFR2"
"DEG_HD_ALL","8","DNMT1","46.50","ARCHS4 Coexpression,80;GTEx Coexpression,13","ERCC6L,FEN1,MCM7,MCM8,ZWILCH,TONSL,MCM10,TMEM131L,LMNB1,MTBP,HPF1,CHAF1A,GNAT2,EXO1,NUP62,GGACT,CIP2A,CDC25A,CCNA2,SGO1,NEIL3,FANCD2,AHRR,MCM4,MCM5,DNAJC9,ZP3,DTL,MCM2,PCNA,UHRF1,NCAPH,PSMC3IP,BRIP1,ORC1,HAUS8,CLSPN,CENPU,GINS2,ATAD2,MND1,SHCBP1,ACTL8,ZWINT,BMP6,MSRA,KIF18B,NLRP11,SPC24"
"DEG_HD_ALL","9","IRX4","53.67","ARCHS4 Coexpression,81;Enrichr Queries,65;GTEx Coexpression,15","FOXA1,LAD1,CRYBG2,FHL2,HSPB1,RAPGEFL1,HHAT,CDH3,HEY1,NIPAL1,CDH1,MYC,DAG1,DENND2C,CADPS2,ARHGEF16,P3H2,ANK3,NPNT,ISL1,MYT1,RHOD,SULT2B1,TNNT2,TMEM79,DDIT4,ADGRB1,PAX9,PPARG,PKP3,EPHA1,MDFI,FOXC1,IL20RA,GATA6,IL20RB,SEMA3F,INAVA,NKD2,TRPM2,FAM83F,ALS2CL,RDH12,PERP,STC2,PRDM16,RNF39,HAS3,MAL2,SFN,SPTSSB,KCNN4,B4GALNT3,GPR157,EGLN3,PPP1R14C,JAG1,GDF15,CKMT1A,NR2F1,NR2F2,GRHL1,KLF3,POU2F3,DLK2,BMP4,GJB2,VANGL2,GJB4,GJB3,LYPD6B,COL7A1,KRT15,ID2,SP6,CNTN1,PLXNB2,LHX5,DEGS2,FGFR2,INKA1"
"DEG_HD_ALL","10","ZNF750","54.00","ARCHS4 Coexpression,55;Enrichr Queries,72;ReMap ChIP-seq,50;GTEx Coexpression,39","EHF,ABAT,RAPGEFL1,SYDE1,HHAT,RINL,CDH3,NIPAL1,MPC1,MYC,MYB,ZNF689,SBF1,IFRD1,TINF2,NPNT,ISL1,SULT2B1,ERN1,POR,CLDN4,RAB31,SLPI,PRR15L,PRR19,COL4A1,TMEM79,DDIT4,VOPP1,FKBP7,MT-CO2,TRIB3,HECA,PKP3,MT-CO3,RHCG,LLGL2,SLC22A5,DLX4,SDC4,IL20RA,IL20RB,INAVA,ACAT2,RDH12,SFN,FDFT1,BTBD19,JUN,UBE2H,JAG1,DTNB,POU2F3,EFNA1,EHD2,GJB2,VANGL2,ARHGAP30,GJB4,GJB3,LYPD6B,ID2,CDK2,SP6,SNAI1,DEGS2,NF2,MT-CYB,RPS21,FGFR2,INKA1,LAD1,CRYBG2,ECM1,CLIC3,HSPB1,BICDL2,CHD3,TIMM17B,UPP1,TK1,DENND2C,TMEM150A,KAT2B,TRAPPC6A,GPRC5A,TRNP1,PAX9,SPACA6,SFT2D1,AVPI1,WDR27,FOXC1,CEBPB,RGS16,TMPRSS4,SEMA3F,ATP2C2,PTGS2,CST6,PSMC3IP,ALS2CL,SLC17A9,SH3TC1,PERP,MKNK2,RNF39,MAL2,SPTSSB,GPR157,EGLN3,GDF15,FBXL16,GRHL1,TPD52L1,KLF3,ASS1,DLK2,COL7A1,KRT15"
