"Input_Type","TF_Analysis_Name","Intersection_Name","Required_Methods","Number_Of_Methods","Intersected_TF_Count","Reported_Top_N","Result_File"
"DEG","MD_ALL","WITHOUT_CHEA3","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","5","138","10","results/ngs/GSE299428/TF_summary/deg/MD_ALL/intersections/WITHOUT_CHEA3/candidates/top10_tf_candidates.csv"
