"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","TRRUST","CollecTRI"
"1","SP1","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","5.333333333333333","1","5","ENCODE--ChIP-seq(rank=87); ReMap--ChIP-seq(rank=198); GTEx--Coexpression(rank=807); Enrichr--Queries(rank=1206); ARCHS4--Coexpression(rank=1417)","1201","rank=10; score=4.0461; p=8.9927e-05","rank=1; score=6.9353; p=1.1607e-07","rank=5; score=4.4993; p=6.8167e-06; direction=Activated"
"2","SP3","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6.666666666666667","3","3","GTEx--Coexpression(rank=1013); Enrichr--Queries(rank=1266); ARCHS4--Coexpression(rank=1537)","1392","rank=8; score=4.1628; p=6.8734e-05","rank=9; score=3.3468; p=0.00044999","rank=3; score=4.7532; p=2.0021e-06; direction=Activated"
"3","STAT1","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","16.333333333333332","11","6","ENCODE--ChIP-seq(rank=7); ReMap--ChIP-seq(rank=16); ARCHS4--Coexpression(rank=95); Literature--ChIP-seq(rank=136); Enrichr--Queries(rank=270); GTEx--Coexpression(rank=1038)","224","rank=13; score=3.5026; p=0.00031432","rank=25; score=2.2112; p=0.0061492","rank=11; score=4.2557; p=2.0838e-05; direction=Activated"
"4","RELA","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","20.333333333333332","12","6","Literature--ChIP-seq(rank=28); ENCODE--ChIP-seq(rank=32); ReMap--ChIP-seq(rank=234); GTEx--Coexpression(rank=517); Enrichr--Queries(rank=1012); ARCHS4--Coexpression(rank=1162)","567","rank=35; score=2.2413; p=0.005737","rank=12; score=2.9121; p=0.0012243","rank=14; score=4.0381; p=5.3882e-05; direction=Activated"
"5","SMAD4","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","23.333333333333332","1","5","ReMap--ChIP-seq(rank=12); Literature--ChIP-seq(rank=17); GTEx--Coexpression(rank=1211); Enrichr--Queries(rank=1256); ARCHS4--Coexpression(rank=1350)","176","rank=49; score=1.836; p=0.014589","rank=20; score=2.6163; p=0.0024195","rank=1; score=6.2334; p=4.565e-10; direction=Activated"
"6","ATF4","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","27.666666666666664","2","4","ReMap--ChIP-seq(rank=8); GTEx--Coexpression(rank=105); Enrichr--Queries(rank=1175); ARCHS4--Coexpression(rank=1559)","118","rank=4; score=4.9605; p=1.0953e-05","rank=2; score=4.902; p=1.2531e-05","rank=77; score=2.8173; p=0.0048432; direction=Repressed"
"7","STAT3","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","28.000000000000000","9","6","Literature--ChIP-seq(rank=27); ENCODE--ChIP-seq(rank=36); ReMap--ChIP-seq(rank=60); GTEx--Coexpression(rank=244); ARCHS4--Coexpression(rank=764); Enrichr--Queries(rank=852)","522","rank=57; score=1.6694; p=0.021412","rank=18; score=2.6865; p=0.0020583","rank=9; score=4.4013; p=1.0763e-05; direction=Activated"
"8","ZEB1","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","31.333333333333336","8","5","ENCODE--ChIP-seq(rank=19); GTEx--Coexpression(rank=125); Enrichr--Queries(rank=156); ARCHS4--Coexpression(rank=160); ReMap--ChIP-seq(rank=231)","305","rank=70; score=1.3384; p=0.045879","rank=8; score=3.3557; p=0.00044088","rank=16; score=3.8881; p=0.00010104; direction=Activated"
"9","EGR1","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","35.333333333333336","20","6","Literature--ChIP-seq(rank=36); ENCODE--ChIP-seq(rank=75); ReMap--ChIP-seq(rank=209); Enrichr--Queries(rank=402); GTEx--Coexpression(rank=678); ARCHS4--Coexpression(rank=866)","679","rank=20; score=2.9011; p=0.0012557","rank=21; score=2.511; p=0.0030831","rank=65; score=2.9769; p=0.0029121; direction=Activated"
"10","AR","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","41.666666666666664","10","5","Literature--ChIP-seq(rank=26); ReMap--ChIP-seq(rank=39); Enrichr--Queries(rank=45); ARCHS4--Coexpression(rank=549); GTEx--Coexpression(rank=636)","141","rank=28; score=2.4216; p=0.003788","rank=10; score=3.2706; p=0.00053626","rank=87; score=2.6571; p=0.0078813; direction=Activated"
