"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","ENRICHR","TRRUST","CollecTRI"
"1","TFDP1","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","25.66666666666667","10","4","Enrichr--Queries(rank=2); ReMap--ChIP-seq(rank=164); ARCHS4--Coexpression(rank=663); GTEx--Coexpression(rank=1332)","6","rank=54; score=69.22; p=0.047944; adjP=0.18614","rank=13; score=1.3193; p=0.047944","rank=10; score=3.1017; p=0.0019243; direction=Repressed"
"2","E2F1","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","27.66666666666667","13","6","Literature--ChIP-seq(rank=40); ReMap--ChIP-seq(rank=53); ENCODE--ChIP-seq(rank=103); ARCHS4--Coexpression(rank=761); Enrichr--Queries(rank=854); GTEx--Coexpression(rank=1062)","716","rank=25; score=5.6021; p=0.059891; adjP=0.52055","rank=45; score=0.31573; p=0.48336","rank=13; score=2.8939; p=0.0038054; direction=Repressed"
"3","STAT1","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","28.66666666666666","3","6","ENCODE--ChIP-seq(rank=18); ReMap--ChIP-seq(rank=52); Literature--ChIP-seq(rank=137); Enrichr--Queries(rank=166); ARCHS4--Coexpression(rank=179); GTEx--Coexpression(rank=1258)","490","rank=65; score=13.846; p=0.063952; adjP=0.18614","rank=18; score=1.1941; p=0.063953","rank=3; score=3.9944; p=6.4865e-05; direction=Activated"
"4","MYC","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","40.00000000000000","12","6","Literature--ChIP-seq(rank=14); ReMap--ChIP-seq(rank=29); ENCODE--ChIP-seq(rank=34); Enrichr--Queries(rank=48); GTEx--Coexpression(rank=521); ARCHS4--Coexpression(rank=1283)","159","rank=88; score=10.308; p=0.0098361; adjP=0.19857","rank=20; score=1.0634; p=0.086421","rank=12; score=3.0716; p=0.0021294; direction=Repressed"
"5","RELA","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","48.00000000000000","16","6","Literature--ChIP-seq(rank=24); ENCODE--ChIP-seq(rank=28); ReMap--ChIP-seq(rank=190); GTEx--Coexpression(rank=629); Enrichr--Queries(rank=803); ARCHS4--Coexpression(rank=1453)","622","rank=61; score=7.8722; p=0.043891; adjP=0.18614","rank=16; score=1.2171; p=0.060656","rank=67; score=1.8326; p=0.066869; direction=Activated"
"6","E2F4","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","54.00000000000000","1","6","ENCODE--ChIP-seq(rank=19); Literature--ChIP-seq(rank=44); Enrichr--Queries(rank=84); ReMap--ChIP-seq(rank=231); GTEx--Coexpression(rank=752); ARCHS4--Coexpression(rank=1303)","278","rank=74; score=5.3277; p=0.078232; adjP=0.54923","rank=87; score=0; p=1","rank=1; score=7.5096; p=5.9322e-14; direction=Repressed"
"7","GATA1","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","54.66666666666667","8","6","Literature--ChIP-seq(rank=3); ENCODE--ChIP-seq(rank=37); ReMap--ChIP-seq(rank=188); GTEx--Coexpression(rank=580); ARCHS4--Coexpression(rank=701); Enrichr--Queries(rank=1188)","86","rank=16; score=80.605; p=0.0077021; adjP=0.18614","rank=8; score=1.4968; p=0.031856","rank=140; score=1.476; p=0.13995; direction=Activated"
"8","ESR2","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","58.66666666666666","17","5","Literature--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=107); GTEx--Coexpression(rank=323); Enrichr--Queries(rank=410); ARCHS4--Coexpression(rank=865)","56","rank=17; score=36.761; p=0.00047056; adjP=0.061556","rank=98; score=0; p=1","rank=61; score=1.8746; p=0.060852; direction=Activated"
"9","CTNNB1","ENRICHR;TRRUST;CollecTRI","3","ENRICHR;TRRUST;CollecTRI","59.33333333333334","2","0","",NA,"rank=96; score=6.7612; p=0.12858; adjP=0.4243","rank=80; score=0; p=1","rank=2; score=4.3859; p=1.1553e-05; direction=Activated"
"10","USF1","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","60.00000000000000","38","5","ENCODE--ChIP-seq(rank=60); ReMap--ChIP-seq(rank=129); GTEx--Coexpression(rank=574); ARCHS4--Coexpression(rank=1129); Enrichr--Queries(rank=1370)","1176","rank=103; score=4.1405; p=0.2737; adjP=0.32473","rank=39; score=0.56272; p=0.2737","rank=38; score=2.128; p=0.033339; direction=Activated"
