"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","TRRUST","CollecTRI"
"1","ATF4","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","2.333333333333333","1","4","ReMap--ChIP-seq(rank=1); GTEx--Coexpression(rank=166); Enrichr--Queries(rank=447); ARCHS4--Coexpression(rank=898)","13","rank=1; score=6.5407; p=2.8795e-07","rank=1; score=5.3488; p=4.4791e-06","rank=5; score=3.7524; p=0.00017518; direction=Repressed"
"2","E2F1","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","7.666666666666667","3","6","Enrichr--Queries(rank=3); GTEx--Coexpression(rank=5); ARCHS4--Coexpression(rank=45); ENCODE--ChIP-seq(rank=57); Literature--ChIP-seq(rank=83); ReMap--ChIP-seq(rank=267)","8","rank=9; score=3.1996; p=0.00063161","rank=11; score=2.6306; p=0.0023408","rank=3; score=5.1811; p=2.2062e-07; direction=Activated"
"3","E2F4","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","14.333333333333332","1","6","ENCODE--ChIP-seq(rank=13); Literature--ChIP-seq(rank=55); ReMap--ChIP-seq(rank=181); Enrichr--Queries(rank=465); GTEx--Coexpression(rank=473); ARCHS4--Coexpression(rank=1018)","441","rank=7; score=3.5888; p=0.00025776","rank=35; score=1.6209; p=0.02394","rank=1; score=8.6938; p=3.5051e-18; direction=Activated"
"4","ESRRA","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","21.000000000000000","16","5","ENCODE--ChIP-seq(rank=78); ReMap--ChIP-seq(rank=115); ARCHS4--Coexpression(rank=409); Enrichr--Queries(rank=991); GTEx--Coexpression(rank=1424)","845","rank=20; score=2.2034; p=0.0062604","rank=16; score=2.1055; p=0.0078431","rank=27; score=2.1847; p=0.02891; direction=Repressed"
"5","SREBF1","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","44.000000000000000","6","6","ENCODE--ChIP-seq(rank=84); Literature--ChIP-seq(rank=95); GTEx--Coexpression(rank=111); ReMap--ChIP-seq(rank=116); Enrichr--Queries(rank=464); ARCHS4--Coexpression(rank=681)","282","rank=35; score=1.6209; p=0.02394","rank=91; score=0.84348; p=0.14339","rank=6; score=3.7017; p=0.00021417; direction=Repressed"
"6","HSF1","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","51.666666666666671","12","5","Literature--ChIP-seq(rank=50); ENCODE--ChIP-seq(rank=91); ReMap--ChIP-seq(rank=177); ARCHS4--Coexpression(rank=1015); GTEx--Coexpression(rank=1484)","981","rank=12; score=2.688; p=0.0020513","rank=21; score=1.7874; p=0.016314","rank=122; score=1.4642; p=0.14315; direction=Activated"
"7","NANOG","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","64.333333333333329","7","6","Literature--ChIP-seq(rank=20); ENCODE--ChIP-seq(rank=88); ReMap--ChIP-seq(rank=235); GTEx--Coexpression(rank=563); ARCHS4--Coexpression(rank=613); Enrichr--Queries(rank=618)","477","rank=107; score=0.66346; p=0.21704","rank=79; score=1.0005; p=0.099884","rank=7; score=3.2871; p=0.0010124; direction=Activated"
"8","FOXM1","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","64.666666666666671","9","6","GTEx--Coexpression(rank=4); Enrichr--Queries(rank=15); ENCODE--ChIP-seq(rank=39); Literature--ChIP-seq(rank=54); ARCHS4--Coexpression(rank=99); ReMap--ChIP-seq(rank=191)","10","rank=112; score=0.63726; p=0.23054","rank=9; score=2.9804; p=0.0010461","rank=73; score=1.7458; p=0.080847; direction=Activated"
"9","ATF2","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","72.000000000000000","38","5","ENCODE--ChIP-seq(rank=90); ReMap--ChIP-seq(rank=265); GTEx--Coexpression(rank=838); Enrichr--Queries(rank=1272); ARCHS4--Coexpression(rank=1374)","1351","rank=76; score=0.9578; p=0.1102","rank=102; score=0.68912; p=0.20459","rank=38; score=1.946; p=0.051659; direction=Repressed"
"10","TCF4","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","75.666666666666671","41","5","ReMap--ChIP-seq(rank=36); Literature--ChIP-seq(rank=60); GTEx--Coexpression(rank=593); Enrichr--Queries(rank=744); ARCHS4--Coexpression(rank=1263)","475","rank=101; score=0.73136; p=0.18563","rank=41; score=1.4993; p=0.031676","rank=85; score=1.6653; p=0.095845; direction=Repressed"
