"Feature_ID","GeneID","Symbol","Ensembl","Entrez","Biotype","Length","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSMUSG00000030539","ENSMUSG00000030539","Sema4b","ENSMUSG00000030539","20352","protein_coding",39687,-1.35573902166667,2.7789701785,-14.1108423487541,1.73331971310678e-05,0.0126142114263633,3.76031677174151
"ENSMUSG00000049265","ENSMUSG00000049265","Kcnk3","ENSMUSG00000049265","16527","protein_coding",37102,-1.75417570566667,3.92890329116667,-14.0866956076356,1.74914558369321e-05,0.0126142114263633,3.75258539541994
"ENSMUSG00000036111","ENSMUSG00000036111","Lmo1","ENSMUSG00000036111","109594","protein_coding",36636,1.098652688,2.481033804,13.9713269362205,1.82715279956997e-05,0.0126142114263633,3.7153724378729
"ENSMUSG00000041920","ENSMUSG00000041920","Slc16a6","ENSMUSG00000041920","104681","protein_coding",22744,1.25707414666667,8.792459941,13.8923255523812,1.88294144355109e-05,0.0126142114263633,3.68962615222506
"ENSMUSG00000045053","ENSMUSG00000045053","Kcng3","ENSMUSG00000045053","225030","protein_coding",45939,1.58138302933333,2.68749827366667,13.8130391429133,1.94096288921233e-05,0.0126142114263633,3.66356866865997
"ENSMUSG00000057969","ENSMUSG00000057969","Sema3b","ENSMUSG00000057969","20347","protein_coding",11556,-2.807091544,4.09558262033333,-13.8113352995425,1.94223271686737e-05,0.0126142114263633,3.66300628265384
"ENSMUSG00000048197","ENSMUSG00000048197","Or5w20","ENSMUSG00000048197","258633","protein_coding",3349,2.06053850466667,7.98858204766667,13.7481709842966,1.9900064262845e-05,0.0126142114263633,3.64208543811363
"ENSMUSG00000020361","ENSMUSG00000020361","Hspa4","ENSMUSG00000020361","15525","protein_coding",40644,1.317632345,9.18328924383333,13.6699417122635,2.05110942352157e-05,0.0126142114263633,3.61597855105699
"ENSMUSG00000007805","ENSMUSG00000007805","Twist2","ENSMUSG00000007805","13345","protein_coding",46568,-1.41051817033333,2.65710099583333,-13.6494841847598,2.06745161052721e-05,0.0126142114263633,3.60911531042991
"ENSMUSG00000020326","ENSMUSG00000020326","Ccng1","ENSMUSG00000020326","12450","protein_coding",6760,-1.51218535766666,9.90875047783333,-13.4513492337756,2.23394269844933e-05,0.0128067403070793,3.54185859949177
"ENSMUSG00000046541","ENSMUSG00000046541","Zfp526","ENSMUSG00000046541","210172","protein_coding",6083,-1.434972057,2.84015824383333,-13.3713348745812,2.30562872771575e-05,0.0128067403070793,3.51428890694945
"ENSMUSG00000036136","ENSMUSG00000036136","Fam110c","ENSMUSG00000036136","104943","protein_coding",6391,-3.135773315,3.96470220816667,-13.332763449878,2.34115281552572e-05,0.0128067403070793,3.50091350148117
"ENSMUSG00000055838","ENSMUSG00000055838","Or1q1","ENSMUSG00000055838","258616","protein_coding",8021,-1.34421337966667,2.7388020625,-13.2500989409043,2.41948390735304e-05,0.0128067403070793,3.47205939610785
"ENSMUSG00000090112","ENSMUSG00000090112","Shprh","ENSMUSG00000090112","268281","protein_coding",68169,-1.413419299,2.86778546916667,-13.2199270107322,2.4488412956063e-05,0.0128067403070793,3.46146336284855
"ENSMUSG00000030609","ENSMUSG00000030609","Aen","ENSMUSG00000030609","68048","protein_coding",15356,-1.84124273633333,2.98250916816667,-13.0246758895755,2.64931112653061e-05,0.0133493394080852,3.39204757670366
"ENSMUSG00000037263","ENSMUSG00000037263","Aldh3b3","ENSMUSG00000037263","73458","protein_coding",13459,-1.925549466,3.06619215966667,-12.9794609935246,2.69845693891582e-05,0.0133493394080852,3.37576116352659
"ENSMUSG00000020424","ENSMUSG00000020424","Castor1","ENSMUSG00000020424","71962","protein_coding",4185,-1.60244497933333,2.95083164133333,-12.8152256541163,2.88624774467723e-05,0.0137336148918056,3.31592139249131
"ENSMUSG00000036907","ENSMUSG00000036907","C1ql2","ENSMUSG00000036907","226359","protein_coding",2592,-1.37900104733333,2.765048713,-12.7210365043535,3.00089138922837e-05,0.0137336148918056,3.28111358987354
"ENSMUSG00000022181","ENSMUSG00000022181","C6","ENSMUSG00000022181","12274","protein_coding",87793,2.10411465833334,10.9482653408333,12.6624590114334,3.07489802698501e-05,0.0137336148918056,3.25928344294626
"ENSMUSG00000045009","ENSMUSG00000045009","Prrt3","ENSMUSG00000045009","210673","protein_coding",8293,-1.524675907,2.96348433183333,-12.5822006486205,3.17981929853146e-05,0.0137336148918056,3.22914343607693
"ENSMUSG00000029192","ENSMUSG00000029192","Tbc1d14","ENSMUSG00000029192","100855","protein_coding",102673,-1.84900483533333,3.24584392933333,-12.4972625152099,3.29548677097414e-05,0.0137336148918056,3.19695325441466
"ENSMUSG00000041046","ENSMUSG00000041046","Ramp3","ENSMUSG00000041046","56089","protein_coding",18955,-2.228321499,3.37396595216667,-12.4392159022061,3.37739000293803e-05,0.0137336148918056,3.1747795146914
"ENSMUSG00000064039","ENSMUSG00000064039","Ccr1l1","ENSMUSG00000064039","12770","protein_coding",1166,-1.21864916633333,2.61195478716667,-12.4162917307749,3.41039506110637e-05,0.0137336148918056,3.16598305702743
"ENSMUSG00000046962","ENSMUSG00000046962","Zbtb21","ENSMUSG00000046962","114565","protein_coding",19266,2.37581378933333,3.378578361,12.4056935526982,3.42578219063799e-05,0.0137336148918056,3.1619087427096
"ENSMUST00000080031","ENSMUST00000080031","Olfr197","ENSMUST00000080031","258477",NA,NA,-1.02948965066667,2.479292108,-12.3881651076549,3.45141108513471e-05,0.0137336148918056,3.15515963884563
"ENSMUSG00000005696","ENSMUSG00000005696","Sh2d1a","ENSMUSG00000005696","20400","protein_coding",26878,1.63986344833333,2.9154665485,12.2780450612218,3.61769073671679e-05,0.0138689060302082,3.11245652533978
"ENSMUSG00000037904","ENSMUSG00000037904","Ankrd9","ENSMUSG00000037904","74251","protein_coding",3688,-2.18669517,3.415223176,-12.2057972604514,3.73191825866233e-05,0.0138689060302082,3.0841532149287
"ENSMUSG00000011382","ENSMUSG00000011382","Dhdh","ENSMUSG00000011382","71755","protein_coding",17819,2.29221470066667,3.66281352833333,12.1733183720789,3.78465076949851e-05,0.0138689060302082,3.07135475918088
"ENSMUSG00000046152","ENSMUSG00000046152","Fut10","ENSMUSG00000046152","171167","protein_coding",74408,-1.21967711433333,2.71293594883333,-12.170974264882,3.78849050213292e-05,0.0138689060302082,3.07042924985193
"ENSMUSG00000043243","ENSMUSG00000043243","Niban3","ENSMUSG00000043243","100037278","protein_coding",10289,1.45650580866667,4.18076455066667,11.9874539396879,4.10387354672229e-05,0.0144617513639938,2.99720958884992
"ENSMUSG00000063626","ENSMUSG00000063626","Unc5d","ENSMUSG00000063626","210801","protein_coding",572920,-1.16453342666667,2.574350263,-11.9593499359216,4.1548570678295e-05,0.0144617513639938,2.98586269065586
"ENSMUSG00000079049","ENSMUSG00000079049","Serpinb1c","ENSMUSG00000079049","380839","protein_coding",16778,1.962085459,3.16033900816667,11.8961696817131,4.27222208955988e-05,0.0144617513639938,2.96022202687481
"ENSMUSG00000043681","ENSMUSG00000043681","Fam25a","ENSMUSG00000043681","69134","protein_coding",3553,1.57783213333334,11.27953921,11.8830217767943,4.29713441279542e-05,0.0144617513639938,2.95486310723807
"ENSMUSG00000005225","ENSMUSG00000005225","Plekha8","ENSMUSG00000005225","231999","protein_coding",50729,-2.05569592066667,3.04255329533333,-11.8540417901449,4.35265182990147e-05,0.0144617513639938,2.94302303392768
"ENSMUSG00000023868","ENSMUSG00000023868","Pde10a","ENSMUSG00000023868","23984","protein_coding",461277,2.40322068433333,3.33425457883333,11.8154174348136,4.42796422346875e-05,0.0144617513639938,2.92718210612351
"ENSMUSG00000025551","ENSMUSG00000025551","Fgf14","ENSMUSG00000025551","14169","protein_coding",699221,1.68747326966667,2.88277134116667,11.7254050785625,4.6095144195543e-05,0.0144617513639938,2.88999494268679
"ENSMUSG00000033967","ENSMUSG00000033967","Rnf225","ENSMUSG00000033967","381845","protein_coding",3657,1.675297232,2.98895398033333,11.7010572484848,4.66012009467828e-05,0.0144617513639938,2.87987046736488
"ENSMUSG00000046345","ENSMUSG00000046345","Smco1","ENSMUSG00000046345","69576","protein_coding",3314,1.48052068833333,3.13384427283333,11.7003915152829,4.66151295058805e-05,0.0144617513639938,2.87959324348504
"ENSMUSG00000064247","ENSMUSG00000064247","Plcxd1","ENSMUSG00000064247","403178","protein_coding",5985,-2.67311418133333,3.456855411,-11.6296753663985,4.81229890994347e-05,0.0146807198746009,2.85002560903866
"ENSMUSG00000037995","ENSMUSG00000037995","Igsf9","ENSMUSG00000037995","93842","protein_coding",17091,-1.46604034833333,2.68452241016667,-11.5206601852441,5.05615754104736e-05,0.015078501361659,2.80397415063873
"ENSMUSG00000043760","ENSMUSG00000043760","Pkhd1","ENSMUSG00000043760","241035","protein_coding",560286,1.60237798566667,4.08710392316667,11.4985193012316,5.1074469210165e-05,0.015078501361659,2.79455073082799
"ENSMUSG00000060044","ENSMUSG00000060044","Tmem26","ENSMUSG00000060044","327766","protein_coding",59005,1.982337005,3.74299386416667,11.3764873857673,5.401379785382e-05,0.0153325972725305,2.74218050658072
"ENSMUSG00000095789","ENSMUSG00000095789","Nupr2","ENSMUSG00000095789","69034","protein_coding",5250,-1.810062692,7.348955512,-11.3598142168795,5.44306792420958e-05,0.0153325972725305,2.73496793950531
"ENSMUSG00000029762","ENSMUSG00000029762","Akr1b8","ENSMUSG00000029762","14187","protein_coding",14345,-1.55956321433333,10.6190035828333,-11.2957893593789,5.60671066607291e-05,0.0153325972725305,2.70714253218069
"ENSMUSG00000020387","ENSMUSG00000020387","Jade2","ENSMUSG00000020387","76901","protein_coding",44199,-1.91590440266667,3.11596680366667,-11.2942671225859,5.61067133879566e-05,0.0153325972725305,2.70647845783132
"ENSMUSG00000014351","ENSMUSG00000014351","Gip","ENSMUSG00000014351","14607","protein_coding",6287,-1.47323546233333,2.74684906916667,-11.266429308035,5.68368615891948e-05,0.0153325972725305,2.69431361860775
"ENSMUSG00000047921","ENSMUSG00000047921","Trappc9","ENSMUSG00000047921","76510","protein_coding",471585,2.10904299933333,2.97079240566667,11.2374613994468,5.76085585033458e-05,0.0153325972725305,2.68161330416808
"ENSMUSG00000099787","ENSMUSG00000099787","Vmn1r192","ENSMUSG00000099787","252907","protein_coding",7145,2.21729686266667,6.04008233833333,11.2303903308307,5.77987987218425e-05,0.0153325972725305,2.67850668782782
"ENSMUSG00000021957","ENSMUSG00000021957","Tkt","ENSMUSG00000021957","21881","protein_coding",26362,-1.60170846666667,4.39854587166667,-11.1767404100029,5.92665448336251e-05,0.0154973548090668,2.65485296470217
"ENSMUSG00000049036","ENSMUSG00000049036","Tmem121","ENSMUSG00000049036","69195","protein_coding",3594,-1.267932822,2.71434497233333,-11.055641426891,6.27439415583087e-05,0.0157287885647742,2.6009170017789
"ENSMUSG00000042745","ENSMUSG00000042745","Id1","ENSMUSG00000042745","15901","protein_coding",1160,-2.332673863,9.28296589183333,-11.0425939261063,6.31327523963232e-05,0.0157287885647742,2.59506033364674
"ENSMUSG00000044006","ENSMUSG00000044006","Cilp2","ENSMUSG00000044006","68709","protein_coding",7319,-1.61023449133333,2.761931257,-11.032196616705,6.34446200452425e-05,0.0157287885647742,2.59038688419399
"ENSMUSG00000078485","ENSMUSG00000078485","Plekhn1","ENSMUSG00000078485","231002","protein_coding",8262,1.028315106,5.80682379733333,11.0116268706601,6.4066969184188e-05,0.0157287885647742,2.58112435294527
"ENSMUSG00000068745","ENSMUSG00000068745","Mybphl","ENSMUSG00000068745","68753","protein_coding",15147,-1.081849047,2.58107523316667,-10.9300995165565,6.66053657264354e-05,0.0157287885647742,2.54419307604787
"ENSMUSG00000012443","ENSMUSG00000012443","Kif11","ENSMUSG00000012443","16551","protein_coding",45457,2.01690219066667,3.24848298466667,10.8861319029615,6.8023394751334e-05,0.0157287885647742,2.52412940803268
"ENSMUSG00000024891","ENSMUSG00000024891","Slc29a2","ENSMUSG00000024891","13340","protein_coding",8113,-1.65247300333333,3.35358648333333,-10.8677391882584,6.86271120289759e-05,0.0157287885647742,2.51570557682812
"ENSMUSG00000042548","ENSMUSG00000042548","Asxl1","ENSMUSG00000042548","228790","protein_coding",58179,-1.10238574766667,7.66827335416667,-10.8579721231415,6.89502660025499e-05,0.0157287885647742,2.5112248856132
"ENSMUSG00000063163","ENSMUSG00000063163","Speer2","ENSMUSG00000063163","224318","protein_coding",6871,-1.57795002166667,3.12760638216667,-10.8572709194596,6.89735349093171e-05,0.0157287885647742,2.51090300724062
"ENSMUSG00000062142","ENSMUSG00000062142","Or52r1","ENSMUSG00000062142","259092","protein_coding",7174,1.307557832,5.60509429333333,10.8491865287843,6.92424778106511e-05,0.0157287885647742,2.50719005981665
"ENSMUSG00000040136","ENSMUSG00000040136","Abcc8","ENSMUSG00000040136","20927","protein_coding",75511,-2.027879696,3.13610403633333,-10.8383768313326,6.96040140814417e-05,0.0157287885647742,2.50221994238194
"ENSMUSG00000057614","ENSMUSG00000057614","Gnai1","ENSMUSG00000057614","14677","protein_coding",95221,1.95194933066667,7.64896181233333,10.7060911692839,7.42133547357627e-05,0.0163880750815669,2.44088267113813
"ENSMUSG00000070866","ENSMUSG00000070866","Zfp804a","ENSMUSG00000070866","241514","protein_coding",206658,2.26364241,3.262281199,10.6734711963063,7.54045832583879e-05,0.0163880750815669,2.42561012133692
"ENSMUSG00000024592","ENSMUSG00000024592","C330018D20Rik","ENSMUSG00000024592","77422","protein_coding",19536,2.122503778,3.37875871366667,10.6590475051121,7.59384778909665e-05,0.0163880750815669,2.41883821669565
"ENSMUSG00000050134","ENSMUSG00000050134","Or6n2","ENSMUSG00000050134","258713","protein_coding",5669,1.15638572333333,8.03109558933333,10.6546311079178,7.61028399220489e-05,0.0163880750815669,2.41676241405088
"ENSMUSG00000020156","ENSMUSG00000020156","Pwwp3a","ENSMUSG00000020156","68114","protein_coding",17470,-2.05477305866667,3.22499371866667,-10.6191643872248,7.74380687957807e-05,0.0164817024562555,2.4000529062817
"ENSMUSG00000042097","ENSMUSG00000042097","Zfp239","ENSMUSG00000042097","22685","protein_coding",11192,-1.11614356833333,2.59300419183333,-10.5833678062642,7.8813752834121e-05,0.0165816888721351,2.3831166944719
"ENSMUSG00000039911","ENSMUSG00000039911","Spsb1","ENSMUSG00000039911","74646","protein_coding",58761,-1.539352046,2.72088893866667,-10.5551809618476,7.99172527108589e-05,0.0166227885638586,2.36973016263956
"ENSMUSG00000047040","ENSMUSG00000047040","Prr15l","ENSMUSG00000047040","217138","protein_coding",9727,-1.60869527766667,2.94641535883333,-10.5238281587094,8.11661198956387e-05,0.0166928613322446,2.35478734428491
"ENSMUSG00000035745","ENSMUSG00000035745","Grin3b","ENSMUSG00000035745","170483","protein_coding",6476,1.417444332,3.54390169666667,10.4590305821713,8.38206914821599e-05,0.0167735955624477,2.32372761446215
"ENSMUSG00000040987","ENSMUSG00000040987","Mill2","ENSMUSG00000040987","243864","protein_coding",25437,-1.84507331933333,2.94037255266667,-10.4551646852618,8.39822687541083e-05,0.0167735955624477,2.32186697258636
"ENSMUSG00000044186","ENSMUSG00000044186","Nkx2-6","ENSMUSG00000044186","18092","protein_coding",3717,-1.36637918266667,2.698637788,-10.4305539538352,8.50195211184201e-05,0.0167735955624477,2.31000179933293
"ENSMUSG00000021258","ENSMUSG00000021258","Ccnk","ENSMUSG00000021258","12454","protein_coding",23781,-1.78114605166667,3.0146700215,-10.4114802010682,8.58337847177483e-05,0.0167735955624477,2.30078209992464
"ENSMUSG00000003545","ENSMUSG00000003545","Fosb","ENSMUSG00000003545","14282","protein_coding",7356,-2.23207776933333,3.05803342566667,-10.404347771067,8.61406240641437e-05,0.0167735955624477,2.29732909622409
"ENSMUSG00000073932","ENSMUSG00000073932","Or51i2","ENSMUSG00000073932","259075","protein_coding",6628,-1.061031311,2.74788167916667,-10.3658897474266,8.78175058641839e-05,0.0169201223930318,2.27865975156674
"ENSMUSG00000042734","ENSMUSG00000042734","Ttc9","ENSMUSG00000042734","69480","protein_coding",36309,2.005532812,3.21683005866667,10.313368030307,9.01700405078028e-05,0.0171924210568211,2.25302414683486
"ENSMUSG00000022149","ENSMUSG00000022149","C9","ENSMUSG00000022149","12279","protein_coding",53425,1.50968145333333,9.98172201333333,10.2699275784978,9.21719619768554e-05,0.0173929442476738,2.23169887039074
"ENSMUSG00000046997","ENSMUSG00000046997","Spsb4","ENSMUSG00000046997","211949","protein_coding",75362,2.05585940333333,7.12360661233333,10.2337295911137,9.38801336675324e-05,0.0175345098637808,2.21384388445368
"ENSMUSG00000023912","ENSMUSG00000023912","Slc25a27","ENSMUSG00000023912","74011","protein_coding",25324,-1.58489699266667,4.01215867733333,-10.1859993726472,9.61897518945278e-05,0.0175428104382579,2.19018146938191
"ENSMUSG00000031786","ENSMUSG00000031786","Drc7","ENSMUSG00000031786","330830","protein_coding",23039,-1.69711137333333,3.07629419066667,-10.1519357284119,9.78789629229301e-05,0.0175428104382579,2.17321098001697
"ENSMUSG00000029468","ENSMUSG00000029468","P2rx7","ENSMUSG00000029468","18439","protein_coding",47522,-1.144314428,3.79661539566667,-10.135298933036,9.87166452764731e-05,0.0175428104382579,2.16489717934976
"ENSMUSG00000027669","ENSMUSG00000027669","Gnb4","ENSMUSG00000027669","14696","protein_coding",36254,-1.777032215,3.1203465275,-10.1047020699372,0.000100279345272241,0.0176491647679145,2.14956356592119
"ENSMUSG00000030641","ENSMUSG00000030641","Ddias","ENSMUSG00000030641","74041","protein_coding",16723,-1.443892457,4.35997469516667,-10.0039515153281,0.000105634619561791,0.0177375929737488,2.09866969530581
"ENSMUSG00000056508","ENSMUSG00000056508","1700001K19Rik","ENSMUSG00000056508","66323","protein_coding",14932,1.12563468266667,7.78183243066667,9.97483914498563,0.000107244191706905,0.0177375929737488,2.08384760600892
"ENSMUSG00000044551","ENSMUSG00000044551","9930012K11Rik","ENSMUSG00000044551","268759","protein_coding",5098,-1.42529186233333,2.6169697185,-9.96339735329148,0.000107884668976041,0.0177375929737488,2.07800785181393
"ENSMUSG00000041936","ENSMUSG00000041936","Agrn","ENSMUSG00000041936","11603","protein_coding",32199,-1.46525289566667,2.7142794495,-9.94662955983834,0.000108831421643493,0.0177375929737488,2.06943509388493
"ENSMUSG00000066272","ENSMUSG00000066272","Or51a25","ENSMUSG00000066272","259116","protein_coding",4285,-1.475829538,3.09125661233333,-9.92369609191869,0.000110142164941249,0.0177375929737488,2.0576817255447
"ENSMUSG00000063260","ENSMUSG00000063260","Syt10","ENSMUSG00000063260","54526","protein_coding",59468,2.150698682,3.037602806,9.91940792603389,0.000110389306038392,0.0177375929737488,2.05548040651553
"ENSMUSG00000042451","ENSMUSG00000042451","Mybph","ENSMUSG00000042451","53311","protein_coding",7785,-1.44540326033333,2.81012016716667,-9.91154758063915,0.000110844018186295,0.0177375929737488,2.0514423346007
"ENSMUSG00000038370","ENSMUSG00000038370","Pcp4l1","ENSMUSG00000038370","66425","protein_coding",23007,-1.18136413,7.986796476,-9.89893132591898,0.000111578465614499,0.0177375929737488,2.04495294090963
"ENSMUSG00000041945","ENSMUSG00000041945","Mfsd9","ENSMUSG00000041945","211798","protein_coding",18650,-1.48589488466667,2.95624775633333,-9.89466879942876,0.000111827897660831,0.0177375929737488,2.04275818105629
"ENSMUSG00000033981","ENSMUSG00000033981","Gria2","ENSMUSG00000033981","14800","protein_coding",121386,1.93669583066667,3.10752661266667,9.8919656857213,0.000111986416509834,0.0177375929737488,2.04136576683315
"ENSMUSG00000039337","ENSMUSG00000039337","Tex19.2","ENSMUSG00000039337","70956","protein_coding",2463,-1.36549330933333,2.70460678633333,-9.88475706692807,0.000112410444982237,0.0177375929737488,2.03765025715873
"ENSMUSG00000058620","ENSMUSG00000058620","Adra2b","ENSMUSG00000058620","11552","protein_coding",4014,-1.593534864,2.82449802866667,-9.86741288850551,0.000113438428011735,0.017746811848947,2.02869723098266
"ENSMUSG00000046667","ENSMUSG00000046667","Rbm12b1","ENSMUSG00000046667","72397","protein_coding",6468,1.081698167,6.43889095483333,9.82510818295321,0.000115992505980325,0.0177546236000632,2.00678003160769
"ENSMUSG00000091039","ENSMUSG00000091039","Krtap20-2","ENSMUSG00000091039","622935","protein_coding",534,1.67497327033333,3.12776042316667,9.79421223701112,0.000117900554162212,0.0177546236000632,1.99070178002548
"ENSMUSG00000056481","ENSMUSG00000056481","Cd248","ENSMUSG00000056481","70445","protein_coding",2605,-2.254123666,3.65236887166667,-9.77862910936392,0.000118876908525852,0.0177546236000632,1.98256924775516
"ENSMUSG00000026784","ENSMUSG00000026784","Pdss1","ENSMUSG00000026784","56075","protein_coding",44745,-1.522547337,4.44133993983333,-9.77517276791509,0.000119094749796695,0.0177546236000632,1.98076334819716
"ENSMUSG00000067702","ENSMUSG00000067702","Tuba3a","ENSMUSG00000067702","22144","protein_coding",7769,-2.53091460366667,4.01207540616667,-9.76245177026998,0.000119900561317332,0.0177546236000632,1.97411018530944
"ENSMUSG00000026688","ENSMUSG00000026688","Mgst3","ENSMUSG00000026688","66447","protein_coding",21876,-1.12604906466667,8.69823698333333,-9.75985197729578,0.000120066032759539,0.0177546236000632,1.97274920125751
"ENSMUSG00000024427","ENSMUSG00000024427","Spry4","ENSMUSG00000024427","24066","protein_coding",15169,2.74621125033333,3.63668112116667,9.75649625656593,0.000120280014361901,0.0177546236000632,1.97099185047239
"ENSMUSG00000049709","ENSMUSG00000049709","Nlrp10","ENSMUSG00000049709","244202","protein_coding",8327,-1.241302559,2.84070072983333,-9.74139932815183,0.00012124824901704,0.0177546236000632,1.96307682780171
"ENSMUSG00000048621","ENSMUSG00000048621","Gm6377","ENSMUSG00000048621","622976","protein_coding",3684,2.57124416566667,3.28475538483333,9.70760609405916,0.000123448956065376,0.0179334102525448,1.94530651676556
"ENSMUSG00000037689","ENSMUSG00000037689","Tmem247","ENSMUSG00000037689","78469","protein_coding",5027,-2.290841078,3.05606933533333,-9.66967031064807,0.000125975591504561,0.0181563561173188,1.92526982090063
"ENSMUSG00000045518","ENSMUSG00000045518","Onecut3","ENSMUSG00000045518","246086","protein_coding",22442,1.34793048933333,2.66216942833333,9.63464176152263,0.000128362708441111,0.0182206402281738,1.90668550384401
"ENSMUSG00000006651","ENSMUSG00000006651","Aplp1","ENSMUSG00000006651","11803","protein_coding",10554,-2.03416944433333,3.24059100283333,-9.63262054029865,0.00012850206438217,0.0182206402281738,1.90561070331163
"ENSMUSG00000003865","ENSMUSG00000003865","Gys1","ENSMUSG00000003865","14936","protein_coding",21776,-1.40097389733333,2.7051144,-9.61954394378245,0.000129407956166007,0.0182206402281738,1.8986506517606
"ENSMUSG00000039639","ENSMUSG00000039639","Kcne1","ENSMUSG00000039639","16509","protein_coding",13487,2.22714537066667,3.868641612,9.569368742561,0.000132954229323098,0.0185770550651144,1.87184044514476
"ENSMUSG00000060560","ENSMUSG00000060560","Ces4a","ENSMUSG00000060560","234677","protein_coding",18310,2.52063618266667,4.666652475,9.54261818030317,0.000134891517441603,0.0187049570852357,1.85747878639088
"ENSMUSG00000051747","ENSMUSG00000051747","Ttn","ENSMUSG00000051747","22138","protein_coding",278568,1.07016594166667,2.80943194616667,9.50921402119641,0.00013735741679081,0.0187809938769639,1.83947820254992
