"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","ChEA3","ENRICHR"
"1","E2F7","ChEA3;ENRICHR","5","DoRothEA;ChEA3;VIPER;ENRICHR;CollecTRI","3.0","3","5","ARCHS4--Coexpression(rank=2); Enrichr--Queries(rank=3); Literature--ChIP-seq(rank=3); GTEx--Coexpression(rank=8); ReMap--ChIP-seq(rank=61)","3","rank=3; score=0.001229","rank=3; score=354.96; p=1.0506e-11; adjP=3.9347e-09"
"2","TFDP1","ChEA3;ENRICHR","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","4.5","4","4","GTEx--Coexpression(rank=3); Enrichr--Queries(rank=15); ARCHS4--Coexpression(rank=21); ReMap--ChIP-seq(rank=73)","5","rank=5; score=0.001867","rank=4; score=730.3; p=7.9871e-08; adjP=1.4976e-05"
"3","E2F4","ChEA3;ENRICHR","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","10.5","1","6","ENCODE--ChIP-seq(rank=1); Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=28); Enrichr--Queries(rank=432); ARCHS4--Coexpression(rank=896); GTEx--Coexpression(rank=1406)","20","rank=20; score=0.006098","rank=1; score=470.57; p=1.7344e-37; adjP=1.8038e-35"
"4","FOXM1","ChEA3;ENRICHR","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","10.5","10","6","ENCODE--ChIP-seq(rank=2); Literature--ChIP-seq(rank=4); GTEx--Coexpression(rank=5); Enrichr--Queries(rank=6); ARCHS4--Coexpression(rank=30); ReMap--ChIP-seq(rank=46)","10","rank=10; score=0.003111","rank=11; score=48.624; p=9.0052e-10; adjP=8.4311e-08"
"5","E2F1","ChEA3;ENRICHR","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","11.0","8","6","ENCODE--ChIP-seq(rank=3); GTEx--Coexpression(rank=6); Enrichr--Queries(rank=7); Literature--ChIP-seq(rank=7); ReMap--ChIP-seq(rank=59); ARCHS4--Coexpression(rank=65)","14","rank=14; score=0.003734","rank=8; score=61.899; p=3.4353e-08; adjP=1.7154e-06"
"6","CTCF","ChEA3;ENRICHR","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","25.5","13","6","ARCHS4--Coexpression(rank=6); ENCODE--ChIP-seq(rank=20); Literature--ChIP-seq(rank=59); ReMap--ChIP-seq(rank=66); Enrichr--Queries(rank=421); GTEx--Coexpression(rank=1321)","13","rank=13; score=0.003686","rank=38; score=25.067; p=1.5779e-07; adjP=5.9091e-06"
"7","ZBTB7A","ChEA3;ENRICHR","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","26.0","11","5","ReMap--ChIP-seq(rank=1); ENCODE--ChIP-seq(rank=5); ARCHS4--Coexpression(rank=121); GTEx--Coexpression(rank=123); Enrichr--Queries(rank=632)","11","rank=11; score=0.003367","rank=41; score=32.589; p=0.0051613; adjP=0.06894"
"8","JUN","ChEA3;ENRICHR","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","35.0","26","6","ARCHS4--Coexpression(rank=19); ENCODE--ChIP-seq(rank=25); Literature--ChIP-seq(rank=96); ReMap--ChIP-seq(rank=102); Enrichr--Queries(rank=184); GTEx--Coexpression(rank=383)","44","rank=44; score=0.01167","rank=26; score=15.08; p=0.0015986; adjP=0.0089687"
"9","BACH1","ChEA3;ENRICHR","5","DoRothEA;ChEA3;VIPER;ENRICHR;CollecTRI","38.5","30","6","Literature--ChIP-seq(rank=2); ENCODE--ChIP-seq(rank=46); ReMap--ChIP-seq(rank=129); Enrichr--Queries(rank=674); ARCHS4--Coexpression(rank=1213); GTEx--Coexpression(rank=1261)","47","rank=47; score=0.0122","rank=30; score=40.895; p=1.5832e-09; adjP=1.2122e-07"
"10","NFYB","ChEA3;ENRICHR","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","44.0","26","5","ARCHS4--Coexpression(rank=12); ENCODE--ChIP-seq(rank=26); Enrichr--Queries(rank=56); ReMap--ChIP-seq(rank=167); GTEx--Coexpression(rank=1258)","26","rank=26; score=0.007371","rank=62; score=3.4499; p=0.049387; adjP=0.20676"
