"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","VIPER","CollecTRI"
"1","SP3","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","30.66666666666667","6","3","GTEx--Coexpression(rank=604); ARCHS4--Coexpression(rank=982); Enrichr--Queries(rank=1107)","986","rank=51; score=3.0285; p=0.00093647","rank=35; score=2.69; direction=Activated","rank=6; score=4.0892; p=4.3284e-05; direction=Activated"
"2","STAT1","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","31.66666666666667","10","6","ENCODE--ChIP-seq(rank=15); ReMap--ChIP-seq(rank=16); ARCHS4--Coexpression(rank=79); Literature--ChIP-seq(rank=153); Enrichr--Queries(rank=421); GTEx--Coexpression(rank=925)","211","rank=28; score=4.25; p=5.6228e-05","rank=57; score=2.2116; direction=Activated","rank=10; score=3.7442; p=0.00018099; direction=Activated"
"3","MEIS1","DoRothEA;VIPER;CollecTRI","5","DoRothEA;ChEA3;VIPER;ENRICHR;CollecTRI","36.00000000000000","30","5","Enrichr--Queries(rank=36); Literature--ChIP-seq(rank=49); GTEx--Coexpression(rank=210); ReMap--ChIP-seq(rank=241); ARCHS4--Coexpression(rank=776)","117","rank=30; score=4.2363; p=5.8036e-05","rank=34; score=2.7235; direction=Activated","rank=44; score=3.0363; p=0.0023946; direction=Activated"
"4","JUNB","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","39.33333333333334","7","4","ARCHS4--Coexpression(rank=74); ReMap--ChIP-seq(rank=214); Enrichr--Queries(rank=447); GTEx--Coexpression(rank=532)","200","rank=7; score=6.1375; p=7.287e-07","rank=26; score=3.0933; direction=Activated","rank=85; score=2.5814; p=0.0098394; direction=Activated"
"5","RUNX2","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","39.66666666666666","5","5","ReMap--ChIP-seq(rank=7); Enrichr--Queries(rank=14); Literature--ChIP-seq(rank=30); GTEx--Coexpression(rank=98); ARCHS4--Coexpression(rank=122)","48","rank=32; score=3.981; p=0.00010448","rank=5; score=4.2194; direction=Activated","rank=82; score=2.6562; p=0.0079035; direction=Activated"
"6","NFKB1","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","39.66666666666666","16","4","ARCHS4--Coexpression(rank=80); ReMap--ChIP-seq(rank=151); Enrichr--Queries(rank=452); GTEx--Coexpression(rank=470)","214","rank=16; score=4.861; p=1.3772e-05","rank=45; score=2.4098; direction=Activated","rank=58; score=2.7806; p=0.0054252; direction=Activated"
"7","STAT3","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","41.00000000000000","4","6","Literature--ChIP-seq(rank=25); ReMap--ChIP-seq(rank=51); ENCODE--ChIP-seq(rank=54); GTEx--Coexpression(rank=362); ARCHS4--Coexpression(rank=423); Enrichr--Queries(rank=732)","525","rank=31; score=4.0531; p=8.8483e-05","rank=88; score=1.6317; direction=Activated","rank=4; score=4.251; p=2.1283e-05; direction=Activated"
"8","E2F1","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","41.33333333333334","2","6","ENCODE--ChIP-seq(rank=63); Literature--ChIP-seq(rank=94); ReMap--ChIP-seq(rank=271); GTEx--Coexpression(rank=1074); ARCHS4--Coexpression(rank=1158); Enrichr--Queries(rank=1277)","1268","rank=98; score=1.7927; p=0.016116","rank=24; score=3.1345; direction=Activated","rank=2; score=4.6653; p=3.0809e-06; direction=Activated"
"9","RELA","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","43.66666666666666","9","6","Literature--ChIP-seq(rank=13); ENCODE--ChIP-seq(rank=53); ReMap--ChIP-seq(rank=207); GTEx--Coexpression(rank=561); ARCHS4--Coexpression(rank=767); Enrichr--Queries(rank=797)","320","rank=52; score=3.0282; p=0.00093706","rank=70; score=1.909; direction=Activated","rank=9; score=3.8404; p=0.00012283; direction=Activated"
"10","ETS1","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","45.00000000000000","12","6","ENCODE--ChIP-seq(rank=7); Enrichr--Queries(rank=48); ARCHS4--Coexpression(rank=86); GTEx--Coexpression(rank=95); Literature--ChIP-seq(rank=164); ReMap--ChIP-seq(rank=200)","158","rank=39; score=3.5374; p=0.00029014","rank=12; score=3.6105; direction=Activated","rank=84; score=2.5968; p=0.0094101; direction=Activated"
