"TF","Score","Activity_Score_Mean","Method_P_Value","Condition_Scores","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"E2F4","8.693800443826647850","8.693800443826647850","0.000000000000000003505131034533131","HD_ALL=8.694","Activated","1","collectri","1","8.693800443826647850",NA,"6","ENCODE--ChIP-seq(rank=13); Literature--ChIP-seq(rank=55); ReMap--ChIP-seq(rank=181); Enrichr--Queries(rank=465); GTEx--Coexpression(rank=473); ARCHS4--Coexpression(rank=1018)","441","0.110200000000000006","ENCODE ChIP-seq,0.1102"
"E2F2","5.649187475529227953","5.649187475529227953","0.000000016120797234047261009347280","HD_ALL=5.649","Activated","2","collectri","2","5.649187475529227953",NA,"3","Enrichr--Queries(rank=12); ARCHS4--Coexpression(rank=16); GTEx--Coexpression(rank=849)","36","0.008547000000000001","Enrichr Queries,0.008547"
"E2F1","5.181066714352572156","5.181066714352572156","0.000000220620560426252091669487823","HD_ALL=5.181","Activated","3","collectri","3","5.181066714352572156",NA,"6","Enrichr--Queries(rank=3); GTEx--Coexpression(rank=5); ARCHS4--Coexpression(rank=45); ENCODE--ChIP-seq(rank=57); Literature--ChIP-seq(rank=83); ReMap--ChIP-seq(rank=267)","8","0.002137000000000000","Enrichr Queries,0.002137"
"E2F3","4.473614265315908334","4.473614265315908334","0.000007690842907036923034938546984","HD_ALL=4.474","Activated","4","collectri","4","4.473614265315908334",NA,"3","Enrichr--Queries(rank=80); ARCHS4--Coexpression(rank=281); GTEx--Coexpression(rank=1205)","229","0.056980000000000003","Enrichr Queries,0.05698"
"ATF4","3.752361505732203728","-3.752361505732203728","0.000175176610484448290038644868716","HD_ALL=-3.752","Repressed","5","collectri","5","3.752361505732203728",NA,"4","ReMap--ChIP-seq(rank=1); GTEx--Coexpression(rank=166); Enrichr--Queries(rank=447); ARCHS4--Coexpression(rank=898)","13","0.003367000000000000","ReMap ChIP-seq,0.003367"
"SREBF1","3.701685204102625804","-3.701685204102625804","0.000214172238911620652470138570500","HD_ALL=-3.702","Repressed","6","collectri","6","3.701685204102625804",NA,"6","ENCODE--ChIP-seq(rank=84); Literature--ChIP-seq(rank=95); GTEx--Coexpression(rank=111); ReMap--ChIP-seq(rank=116); Enrichr--Queries(rank=464); ARCHS4--Coexpression(rank=681)","282","0.069070000000000006","GTEx Coexpression,0.06907"
"NANOG","3.287067291802088231","3.287067291802088231","0.001012366393180366089948885033323","HD_ALL=3.287","Activated","7","collectri","7","3.287067291802088231",NA,"6","Literature--ChIP-seq(rank=20); ENCODE--ChIP-seq(rank=88); ReMap--ChIP-seq(rank=235); GTEx--Coexpression(rank=563); ARCHS4--Coexpression(rank=613); Enrichr--Queries(rank=618)","477","0.121999999999999997","Literature ChIP-seq,0.122"
"ZFP42","3.196895276394708052","3.196895276394708052","0.001389153504927442264391124204792","HD_ALL=3.197","Activated","8","collectri","8","3.196895276394708052",NA,"4","Literature--ChIP-seq(rank=144); Enrichr--Queries(rank=250); ARCHS4--Coexpression(rank=523); GTEx--Coexpression(rank=1598)","648","0.178100000000000008","Enrichr Queries,0.1781"
"NFAT5","3.190204127936280720","3.190204127936280720","0.001421723346776529754362239366117","HD_ALL=3.19","Activated","9","collectri","9","3.190204127936280720",NA,"3","ARCHS4--Coexpression(rank=892); Enrichr--Queries(rank=1323); GTEx--Coexpression(rank=1371)","1392","0.547900000000000054","ARCHS4 Coexpression,0.5479"
"IRF1","3.037597734688536999","3.037597734688536999","0.002384720590603064179630043994962","HD_ALL=3.038","Activated","10","collectri","10","3.037597734688536999",NA,"6","Literature--ChIP-seq(rank=72); ENCODE--ChIP-seq(rank=79); ReMap--ChIP-seq(rank=178); GTEx--Coexpression(rank=246); ARCHS4--Coexpression(rank=452); Enrichr--Queries(rank=642)","566","0.153100000000000014","GTEx Coexpression,0.1531"
