"Analysis_Name","GeneSet_Name","Source","Ranked_Genes","GSEA_Terms","Positive_NES","Negative_NES","Single_Pathway_Plots","CSV_File","PDF_File","PNG_File"
"LD_HCT116","GO_BP","computed","12790","1232","651","556","10","results/ngs/GSE299428/tables/LD_HCT116/GSEA/GO_BP/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/LD_HCT116/GO_BP/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/LD_HCT116/GO_BP/png/dotplot.png"
"LD_SW480","GO_BP","computed","13851","1023","814","196","10","results/ngs/GSE299428/tables/LD_SW480/GSEA/GO_BP/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/LD_SW480/GO_BP/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/LD_SW480/GO_BP/png/dotplot.png"
"MD_ALL","GO_BP","computed","14231","1120","654","454","10","results/ngs/GSE299428/tables/MD_ALL/GSEA/GO_BP/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/MD_ALL/GO_BP/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/MD_ALL/GO_BP/png/dotplot.png"
"MD_HCT116","GO_BP","computed","13431","1159","610","534","10","results/ngs/GSE299428/tables/MD_HCT116/GSEA/GO_BP/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/MD_HCT116/GO_BP/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/MD_HCT116/GO_BP/png/dotplot.png"
"MD_SW480","GO_BP","computed","13840","1169","957","199","10","results/ngs/GSE299428/tables/MD_SW480/GSEA/GO_BP/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/MD_SW480/GO_BP/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/MD_SW480/GO_BP/png/dotplot.png"
"HD_ALL","GO_CC","computed","13949","156","102","45","10","results/ngs/GSE299428/tables/HD_ALL/GSEA/GO_CC/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/HD_ALL/GO_CC/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/HD_ALL/GO_CC/png/dotplot.png"
"HD_HCT116","GO_CC","computed","13296","262","160","92","10","results/ngs/GSE299428/tables/HD_HCT116/GSEA/GO_CC/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/HD_HCT116/GO_CC/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/HD_HCT116/GO_CC/png/dotplot.png"
"HD_SW480","GO_CC","computed","13915","137","85","43","10","results/ngs/GSE299428/tables/HD_SW480/GSEA/GO_CC/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/HD_SW480/GO_CC/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/HD_SW480/GO_CC/png/dotplot.png"
"LD_ALL","GO_CC","computed","14177","306","93","201","10","results/ngs/GSE299428/tables/LD_ALL/GSEA/GO_CC/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/LD_ALL/GO_CC/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/LD_ALL/GO_CC/png/dotplot.png"
"LD_HCT116","GO_CC","computed","12790","300","82","205","10","results/ngs/GSE299428/tables/LD_HCT116/GSEA/GO_CC/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/LD_HCT116/GO_CC/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/LD_HCT116/GO_CC/png/dotplot.png"
"LD_SW480","GO_CC","computed","13851","143","73","60","10","results/ngs/GSE299428/tables/LD_SW480/GSEA/GO_CC/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/LD_SW480/GO_CC/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/LD_SW480/GO_CC/png/dotplot.png"
"MD_ALL","GO_CC","computed","14231","250","91","147","10","results/ngs/GSE299428/tables/MD_ALL/GSEA/GO_CC/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/MD_ALL/GO_CC/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/MD_ALL/GO_CC/png/dotplot.png"
"MD_HCT116","GO_CC","computed","13431","259","86","163","10","results/ngs/GSE299428/tables/MD_HCT116/GSEA/GO_CC/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/MD_HCT116/GO_CC/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/MD_HCT116/GO_CC/png/dotplot.png"
"MD_SW480","GO_CC","computed","13840","204","111","83","10","results/ngs/GSE299428/tables/MD_SW480/GSEA/GO_CC/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/MD_SW480/GO_CC/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/MD_SW480/GO_CC/png/dotplot.png"
"HD_ALL","GO_MF","computed","13949","203","91","100","10","results/ngs/GSE299428/tables/HD_ALL/GSEA/GO_MF/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/HD_ALL/GO_MF/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/HD_ALL/GO_MF/png/dotplot.png"
"HD_HCT116","GO_MF","computed","13296","310","149","150","10","results/ngs/GSE299428/tables/HD_HCT116/GSEA/GO_MF/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/HD_HCT116/GO_MF/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/HD_HCT116/GO_MF/png/dotplot.png"
"HD_SW480","GO_MF","computed","13915","192","102","74","10","results/ngs/GSE299428/tables/HD_SW480/GSEA/GO_MF/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/HD_SW480/GO_MF/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/HD_SW480/GO_MF/png/dotplot.png"
"LD_ALL","GO_MF","computed","14177","275","131","131","10","results/ngs/GSE299428/tables/LD_ALL/GSEA/GO_MF/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/LD_ALL/GO_MF/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/LD_ALL/GO_MF/png/dotplot.png"
"LD_HCT116","GO_MF","computed","12790","321","155","148","10","results/ngs/GSE299428/tables/LD_HCT116/GSEA/GO_MF/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/LD_HCT116/GO_MF/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/LD_HCT116/GO_MF/png/dotplot.png"
"LD_SW480","GO_MF","computed","13851","201","131","54","10","results/ngs/GSE299428/tables/LD_SW480/GSEA/GO_MF/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/LD_SW480/GO_MF/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/LD_SW480/GO_MF/png/dotplot.png"
"MD_ALL","GO_MF","computed","14231","260","134","113","10","results/ngs/GSE299428/tables/MD_ALL/GSEA/GO_MF/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/MD_ALL/GO_MF/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/MD_ALL/GO_MF/png/dotplot.png"
"MD_HCT116","GO_MF","computed","13431","315","155","148","10","results/ngs/GSE299428/tables/MD_HCT116/GSEA/GO_MF/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/MD_HCT116/GO_MF/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/MD_HCT116/GO_MF/png/dotplot.png"
"MD_SW480","GO_MF","computed","13840","238","164","59","10","results/ngs/GSE299428/tables/MD_SW480/GSEA/GO_MF/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/MD_SW480/GO_MF/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/MD_SW480/GO_MF/png/dotplot.png"
"HD_ALL","HPO","computed","13949","571","354","213","10","results/ngs/GSE299428/tables/HD_ALL/GSEA/HPO/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/HD_ALL/HPO/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/HD_ALL/HPO/png/dotplot.png"
"HD_HCT116","HPO","computed","13296","581","298","281","10","results/ngs/GSE299428/tables/HD_HCT116/GSEA/HPO/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/HD_HCT116/HPO/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/HD_HCT116/HPO/png/dotplot.png"
"HD_SW480","HPO","computed","13915","722","538","181","10","results/ngs/GSE299428/tables/HD_SW480/GSEA/HPO/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/HD_SW480/HPO/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/HD_SW480/HPO/png/dotplot.png"
"LD_ALL","HPO","computed","14177","383","222","159","10","results/ngs/GSE299428/tables/LD_ALL/GSEA/HPO/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/LD_ALL/HPO/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/LD_ALL/HPO/png/dotplot.png"
"LD_HCT116","HPO","computed","12790","679","352","324","10","results/ngs/GSE299428/tables/LD_HCT116/GSEA/HPO/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/LD_HCT116/HPO/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/LD_HCT116/HPO/png/dotplot.png"
"LD_SW480","HPO","computed","13851","528","387","139","10","results/ngs/GSE299428/tables/LD_SW480/GSEA/HPO/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/LD_SW480/HPO/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/LD_SW480/HPO/png/dotplot.png"
"MD_ALL","HPO","computed","14231","510","310","198","10","results/ngs/GSE299428/tables/MD_ALL/GSEA/HPO/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/MD_ALL/HPO/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/MD_ALL/HPO/png/dotplot.png"
"MD_HCT116","HPO","computed","13431","670","394","274","10","results/ngs/GSE299428/tables/MD_HCT116/GSEA/HPO/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/MD_HCT116/HPO/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/MD_HCT116/HPO/png/dotplot.png"
"MD_SW480","HPO","computed","13840","762","622","138","10","results/ngs/GSE299428/tables/MD_SW480/GSEA/HPO/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/MD_SW480/HPO/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/MD_SW480/HPO/png/dotplot.png"
"HD_ALL","C6","computed","13949","62","15","47","10","results/ngs/GSE299428/tables/HD_ALL/GSEA/C6/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/HD_ALL/C6/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/HD_ALL/C6/png/dotplot.png"
"HD_HCT116","C6","computed","13296","99","15","84","10","results/ngs/GSE299428/tables/HD_HCT116/GSEA/C6/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/HD_HCT116/C6/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/HD_HCT116/C6/png/dotplot.png"
"HD_SW480","C6","computed","13915","56","51","5","10","results/ngs/GSE299428/tables/HD_SW480/GSEA/C6/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/HD_SW480/C6/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/HD_SW480/C6/png/dotplot.png"
"LD_ALL","C6","computed","14177","55","40","15","10","results/ngs/GSE299428/tables/LD_ALL/GSEA/C6/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/LD_ALL/C6/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/LD_ALL/C6/png/dotplot.png"
"LD_HCT116","C6","computed","12790","94","74","20","10","results/ngs/GSE299428/tables/LD_HCT116/GSEA/C6/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/LD_HCT116/C6/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/LD_HCT116/C6/png/dotplot.png"
"LD_SW480","C6","computed","13851","52","46","6","10","results/ngs/GSE299428/tables/LD_SW480/GSEA/C6/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/LD_SW480/C6/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/LD_SW480/C6/png/dotplot.png"
"MD_ALL","C6","computed","14231","51","40","11","10","results/ngs/GSE299428/tables/MD_ALL/GSEA/C6/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/MD_ALL/C6/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/MD_ALL/C6/png/dotplot.png"
"MD_HCT116","C6","computed","13431","78","57","21","10","results/ngs/GSE299428/tables/MD_HCT116/GSEA/C6/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/MD_HCT116/C6/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/MD_HCT116/C6/png/dotplot.png"
"MD_SW480","C6","computed","13840","78","71","7","10","results/ngs/GSE299428/tables/MD_SW480/GSEA/C6/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/MD_SW480/C6/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/MD_SW480/C6/png/dotplot.png"
"HD_ALL","IMMUNESIGDB","computed","13949","972","497","475","10","results/ngs/GSE299428/tables/HD_ALL/GSEA/IMMUNESIGDB/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/HD_ALL/IMMUNESIGDB/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/HD_ALL/IMMUNESIGDB/png/dotplot.png"
"HD_HCT116","IMMUNESIGDB","computed","13296","1896","721","1175","10","results/ngs/GSE299428/tables/HD_HCT116/GSEA/IMMUNESIGDB/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/HD_HCT116/IMMUNESIGDB/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/HD_HCT116/IMMUNESIGDB/png/dotplot.png"
"HD_SW480","IMMUNESIGDB","computed","13915","1099","801","298","10","results/ngs/GSE299428/tables/HD_SW480/GSEA/IMMUNESIGDB/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/HD_SW480/IMMUNESIGDB/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/HD_SW480/IMMUNESIGDB/png/dotplot.png"
"LD_ALL","IMMUNESIGDB","computed","14177","1772","942","830","10","results/ngs/GSE299428/tables/LD_ALL/GSEA/IMMUNESIGDB/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/LD_ALL/IMMUNESIGDB/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/LD_ALL/IMMUNESIGDB/png/dotplot.png"
"LD_HCT116","IMMUNESIGDB","computed","12790","2096","996","1100","10","results/ngs/GSE299428/tables/LD_HCT116/GSEA/IMMUNESIGDB/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/LD_HCT116/IMMUNESIGDB/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/LD_HCT116/IMMUNESIGDB/png/dotplot.png"
"LD_SW480","IMMUNESIGDB","computed","13851","1160","977","183","10","results/ngs/GSE299428/tables/LD_SW480/GSEA/IMMUNESIGDB/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/LD_SW480/IMMUNESIGDB/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/LD_SW480/IMMUNESIGDB/png/dotplot.png"
"MD_ALL","IMMUNESIGDB","computed","14231","1575","752","823","10","results/ngs/GSE299428/tables/MD_ALL/GSEA/IMMUNESIGDB/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/MD_ALL/IMMUNESIGDB/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/MD_ALL/IMMUNESIGDB/png/dotplot.png"
"MD_HCT116","IMMUNESIGDB","computed","13431","1713","713","1000","10","results/ngs/GSE299428/tables/MD_HCT116/GSEA/IMMUNESIGDB/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/MD_HCT116/IMMUNESIGDB/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/MD_HCT116/IMMUNESIGDB/png/dotplot.png"
"MD_SW480","IMMUNESIGDB","computed","13840","1283","969","314","10","results/ngs/GSE299428/tables/MD_SW480/GSEA/IMMUNESIGDB/gsea_result.csv","results/ngs/GSE299428/plots/GSEA/MD_SW480/IMMUNESIGDB/pdf/dotplot.pdf","results/ngs/GSE299428/plots/GSEA/MD_SW480/IMMUNESIGDB/png/dotplot.png"
