"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","ChEA3","VIPER","ENRICHR","TRRUST","CollecTRI"
"1","ATF4","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","39.50000000000000","2","4","ReMap--ChIP-seq(rank=8); GTEx--Coexpression(rank=105); Enrichr--Queries(rank=1175); ARCHS4--Coexpression(rank=1559)","118","rank=4; score=4.9605; p=1.0953e-05","rank=118; score=0.02694","rank=30; score=3.4013; direction=Repressed","rank=6; score=78.259; p=1.253e-05; adjP=0.0024872","rank=2; score=4.902; p=1.2531e-05","rank=77; score=2.8173; p=0.0048432; direction=Repressed"
"2","RUNX2","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","56.33333333333334","2","5","ReMap--ChIP-seq(rank=5); Literature--ChIP-seq(rank=12); GTEx--Coexpression(rank=26); Enrichr--Queries(rank=65); ARCHS4--Coexpression(rank=208)","72","rank=2; score=5.0346; p=9.2347e-06","rank=72; score=0.01618","rank=8; score=4.6107; direction=Activated","rank=81; score=46.855; p=2.4728e-12; adjP=6.8779e-11","rank=58; score=1.08; p=0.083178","rank=117; score=2.2343; p=0.025465; direction=Activated"
"3","STAT1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","62.16666666666667","11","6","ENCODE--ChIP-seq(rank=7); ReMap--ChIP-seq(rank=16); ARCHS4--Coexpression(rank=95); Literature--ChIP-seq(rank=136); Enrichr--Queries(rank=270); GTEx--Coexpression(rank=1038)","224","rank=13; score=3.5026; p=0.00031432","rank=224; score=0.05387","rank=40; score=3.1473; direction=Activated","rank=60; score=13.277; p=0.002641; adjP=0.0081959","rank=25; score=2.2112; p=0.0061492","rank=11; score=4.2557; p=2.0838e-05; direction=Activated"
"4","AR","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","83.66666666666666","10","5","Literature--ChIP-seq(rank=26); ReMap--ChIP-seq(rank=39); Enrichr--Queries(rank=45); ARCHS4--Coexpression(rank=549); GTEx--Coexpression(rank=636)","141","rank=28; score=2.4216; p=0.003788","rank=141; score=0.03205","rank=215; score=0.53579; direction=Activated","rank=21; score=26.572; p=1.568e-07; adjP=1.9626e-06","rank=10; score=3.2706; p=0.00053626","rank=87; score=2.6571; p=0.0078813; direction=Activated"
"5","WT1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","85.33333333333333","4","4","Literature--ChIP-seq(rank=4); Enrichr--Queries(rank=157); GTEx--Coexpression(rank=329); ARCHS4--Coexpression(rank=384)","105","rank=7; score=4.5274; p=2.9688e-05","rank=105; score=0.02439","rank=201; score=0.675; direction=Activated","rank=9; score=74.951; p=1.436e-17; adjP=5.6758e-16","rank=4; score=4.2952; p=5.0673e-05","rank=186; score=1.791; p=0.073289; direction=Activated"
"6","SMAD4","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","85.66666666666667","1","5","ReMap--ChIP-seq(rank=12); Literature--ChIP-seq(rank=17); GTEx--Coexpression(rank=1211); Enrichr--Queries(rank=1256); ARCHS4--Coexpression(rank=1350)","176","rank=49; score=1.836; p=0.014589","rank=176; score=0.0404","rank=251; score=0.20311; direction=Activated","rank=17; score=37.996; p=5.1761e-10; adjP=9.9674e-09","rank=20; score=2.6163; p=0.0024195","rank=1; score=6.2334; p=4.565e-10; direction=Activated"
"7","IRF9","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","89.66666666666667","28","4","GTEx--Coexpression(rank=31); ARCHS4--Coexpression(rank=84); ReMap--ChIP-seq(rank=147); Enrichr--Queries(rank=170)","83","rank=174; score=0.30753; p=0.49257","rank=83; score=0.01929","rank=48; score=2.9465; direction=Activated","rank=91; score=50.584; p=0.0075222; adjP=0.090495","rank=28; score=2.1236; p=0.0075223","rank=114; score=2.2691; p=0.02326; direction=Activated"
"8","ZEB1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","91.66666666666666","8","5","ENCODE--ChIP-seq(rank=19); GTEx--Coexpression(rank=125); Enrichr--Queries(rank=156); ARCHS4--Coexpression(rank=160); ReMap--ChIP-seq(rank=231)","305","rank=70; score=1.3384; p=0.045879","rank=305; score=0.07778","rank=124; score=1.4803; direction=Repressed","rank=27; score=83.399; p=0.00044087; adjP=0.017864","rank=8; score=3.3557; p=0.00044088","rank=16; score=3.8881; p=0.00010104; direction=Activated"
"9","HIF1A","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","92.33333333333333","1","5","Literature--ChIP-seq(rank=43); GTEx--Coexpression(rank=77); ReMap--ChIP-seq(rank=92); ARCHS4--Coexpression(rank=134); Enrichr--Queries(rank=927)","205","rank=1; score=5.7539; p=1.7623e-06","rank=205; score=0.04792","rank=102; score=1.8057; direction=Activated","rank=36; score=24.062; p=0.00010456; adjP=0.00054155","rank=11; score=3.245; p=0.00056881","rank=199; score=1.7239; p=0.084723; direction=Activated"
"10","STAT2","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","92.83333333333334","19","5","ENCODE--ChIP-seq(rank=4); ReMap--ChIP-seq(rank=22); ARCHS4--Coexpression(rank=56); Enrichr--Queries(rank=346); GTEx--Coexpression(rank=1102)","149","rank=19; score=2.9645; p=0.0010852","rank=149; score=0.0339","rank=24; score=3.7898; direction=Activated","rank=32; score=13.83; p=0.0010183; adjP=0.080184","rank=71; score=0.92286; p=0.11944","rank=262; score=1.3936; p=0.16343; direction=Activated"
