"Sample_Group","Group_Value","Samples","Genes_After_Biotype_Filter","Genes_After_Removing_Zero_Variance","Genes_Used_For_Clustering","Top_Variable_Gene_N","Correlation_Method","Clustering_Method","Column_Name_Rotation","PDF_Width","PDF_Height","PDF_File","PNG_File"
"ALL_SAMPLES","ALL_SAMPLES",24,20543,18691,5000,5000,"pearson","average",90,18.38,16.12,"results/ngs/GSE299428/plots/sample_clustering_heatmap/coding/ALL_SAMPLES/pdf/heatmap.pdf","results/ngs/GSE299428/plots/sample_clustering_heatmap/coding/ALL_SAMPLES/png/heatmap.png"
