"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","ENRICHR","TRRUST","CollecTRI"
"1","ATF4","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","2.333333333333333","1","4","ReMap--ChIP-seq(rank=1); GTEx--Coexpression(rank=166); Enrichr--Queries(rank=447); ARCHS4--Coexpression(rank=898)","13","rank=1; score=96.682; p=4.4787e-06; adjP=0.001693","rank=1; score=5.3488; p=4.4791e-06","rank=5; score=3.7524; p=0.00017518; direction=Repressed"
"2","HOXA10","ENRICHR;TRRUST;CollecTRI","4","ChEA3;ENRICHR;TRRUST;CollecTRI","16.333333333333332","2","3","Enrichr--Queries(rank=203); GTEx--Coexpression(rank=1280); ARCHS4--Coexpression(rank=1281)","544","rank=11; score=130.22; p=4.6039e-05; adjP=0.0058009","rank=2; score=4.3369; p=4.6041e-05","rank=36; score=1.9629; p=0.049662; direction=Repressed"
"3","E2F4","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","17.333333333333332","1","6","ENCODE--ChIP-seq(rank=13); Literature--ChIP-seq(rank=55); ReMap--ChIP-seq(rank=181); Enrichr--Queries(rank=465); GTEx--Coexpression(rank=473); ARCHS4--Coexpression(rank=1018)","441","rank=16; score=15.33; p=0.00029739; adjP=0.0070435","rank=35; score=1.6209; p=0.02394","rank=1; score=8.6938; p=3.5051e-18; direction=Activated"
"4","HDAC3","ENRICHR;TRRUST;CollecTRI","3","ENRICHR;TRRUST;CollecTRI","21.333333333333332","7","0","",NA,"rank=31; score=46.093; p=0.00084803; adjP=0.03235","rank=7; score=3.0716; p=0.00084805","rank=26; score=2.2382; p=0.025205; direction=Repressed"
"5","E2F1","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","22.333333333333332","3","6","Enrichr--Queries(rank=3); GTEx--Coexpression(rank=5); ARCHS4--Coexpression(rank=45); ENCODE--ChIP-seq(rank=57); Literature--ChIP-seq(rank=83); ReMap--ChIP-seq(rank=267)","8","rank=53; score=14.987; p=0.0023407; adjP=0.057386","rank=11; score=2.6306; p=0.0023408","rank=3; score=5.1811; p=2.2062e-07; direction=Activated"
"6","ESRRA","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","39.000000000000000","16","5","ENCODE--ChIP-seq(rank=78); ReMap--ChIP-seq(rank=115); ARCHS4--Coexpression(rank=409); Enrichr--Queries(rank=991); GTEx--Coexpression(rank=1424)","845","rank=74; score=47.278; p=0.007843; adjP=0.12353","rank=16; score=2.1055; p=0.0078431","rank=27; score=2.1847; p=0.02891; direction=Repressed"
"7","FOXM1","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","42.666666666666664","9","6","GTEx--Coexpression(rank=4); Enrichr--Queries(rank=15); ENCODE--ChIP-seq(rank=39); Literature--ChIP-seq(rank=54); ARCHS4--Coexpression(rank=99); ReMap--ChIP-seq(rank=191)","10","rank=46; score=55.867; p=6.3885e-05; adjP=0.00071418","rank=9; score=2.9804; p=0.0010461","rank=73; score=1.7458; p=0.080847; direction=Activated"
"8","AR","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","46.000000000000000","32","5","Literature--ChIP-seq(rank=5); ReMap--ChIP-seq(rank=61); ARCHS4--Coexpression(rank=162); Enrichr--Queries(rank=420); GTEx--Coexpression(rank=549)","126","rank=32; score=58.991; p=1.9447e-08; adjP=9.1037e-07","rank=46; score=1.4198; p=0.038038","rank=60; score=1.8607; p=0.062785; direction=Activated"
"9","IRF1","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","60.000000000000000","10","6","Literature--ChIP-seq(rank=72); ENCODE--ChIP-seq(rank=79); ReMap--ChIP-seq(rank=178); GTEx--Coexpression(rank=246); ARCHS4--Coexpression(rank=452); Enrichr--Queries(rank=642)","566","rank=47; score=11.533; p=0.0091508; adjP=0.03144","rank=123; score=0.62311; p=0.23817","rank=10; score=3.0376; p=0.0023847; direction=Activated"
"10","NANOG","ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","64.666666666666671","7","6","Literature--ChIP-seq(rank=20); ENCODE--ChIP-seq(rank=88); ReMap--ChIP-seq(rank=235); GTEx--Coexpression(rank=563); ARCHS4--Coexpression(rank=613); Enrichr--Queries(rank=618)","477","rank=108; score=15.655; p=4.7484e-05; adjP=0.00054367","rank=79; score=1.0005; p=0.099884","rank=7; score=3.2871; p=0.0010124; direction=Activated"
