"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","ChEA3","VIPER"
"1","SIX2","DoRothEA;ChEA3;VIPER","3","DoRothEA;ChEA3;VIPER","39.33333333333334","23","4","ReMap--ChIP-seq(rank=2); ARCHS4--Coexpression(rank=78); Enrichr--Queries(rank=121); GTEx--Coexpression(rank=978)","29","rank=66; score=0.57; p=0.26915","rank=29; score=0.006734","rank=23; score=3.3422; direction=Activated"
"2","TEAD1","DoRothEA;ChEA3;VIPER","5","DoRothEA;ChEA3;VIPER;TRRUST;CollecTRI","43.33333333333334","4","4","Enrichr--Queries(rank=32); ARCHS4--Coexpression(rank=60); ReMap--ChIP-seq(rank=125); GTEx--Coexpression(rank=213)","96","rank=30; score=1.0787; p=0.083434","rank=96; score=0.02279","rank=4; score=4.8099; direction=Activated"
"3","PRDM14","DoRothEA;ChEA3;VIPER","4","DoRothEA;ChEA3;VIPER;ENRICHR","43.66666666666666","2","5","ReMap--ChIP-seq(rank=5); ARCHS4--Coexpression(rank=39); Literature--ChIP-seq(rank=55); Enrichr--Queries(rank=278); GTEx--Coexpression(rank=1050)","76","rank=53; score=0.6832; p=0.2074","rank=76; score=0.01684","rank=2; score=5.1601; direction=Activated"
"4","BCL11A","DoRothEA;ChEA3;VIPER","5","DoRothEA;ChEA3;VIPER;ENRICHR;CollecTRI","45.00000000000000","36","5","ENCODE--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=76); ARCHS4--Coexpression(rank=252); GTEx--Coexpression(rank=468); Enrichr--Queries(rank=664)","37","rank=62; score=0.59981; p=0.2513","rank=37; score=0.008475","rank=36; score=2.8724; direction=Activated"
"5","RUNX2","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","49.66666666666666","24","5","GTEx--Coexpression(rank=9); Literature--ChIP-seq(rank=12); ReMap--ChIP-seq(rank=24); Enrichr--Queries(rank=315); ARCHS4--Coexpression(rank=561)","24","rank=90; score=0.39017; p=0.40722","rank=24; score=0.0056","rank=35; score=2.9449; direction=Activated"
"6","EBF1","DoRothEA;ChEA3;VIPER","5","DoRothEA;ChEA3;VIPER;ENRICHR;CollecTRI","54.00000000000000","18","5","GTEx--Coexpression(rank=17); Enrichr--Queries(rank=26); ENCODE--ChIP-seq(rank=56); ReMap--ChIP-seq(rank=222); ARCHS4--Coexpression(rank=1201)","48","rank=96; score=0.34378; p=0.45312","rank=48; score=0.01058","rank=18; score=3.5909; direction=Activated"
"7","KLF9","DoRothEA;ChEA3;VIPER","4","DoRothEA;ChEA3;VIPER;CollecTRI","55.00000000000000","12","4","ARCHS4--Coexpression(rank=31); ReMap--ChIP-seq(rank=95); GTEx--Coexpression(rank=136); Enrichr--Queries(rank=229)","84","rank=12; score=1.7636; p=0.017234","rank=84; score=0.01904","rank=69; score=2.2605; direction=Activated"
"8","ZBTB7A","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","60.33333333333334","3","5","ENCODE--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=51); GTEx--Coexpression(rank=138); ARCHS4--Coexpression(rank=581); Enrichr--Queries(rank=1304)","77","rank=101; score=0.28782; p=0.51544","rank=77; score=0.01695","rank=3; score=4.812; direction=Repressed"
"9","MYOD1","DoRothEA;ChEA3;VIPER","5","DoRothEA;ChEA3;VIPER;ENRICHR;CollecTRI","61.00000000000000","4","5","ENCODE--ChIP-seq(rank=18); ReMap--ChIP-seq(rank=29); ARCHS4--Coexpression(rank=64); Enrichr--Queries(rank=422); GTEx--Coexpression(rank=1039)","164","rank=4; score=2.2009; p=0.0062965","rank=164; score=0.03931","rank=15; score=3.6466; direction=Activated"
"10","GATA3","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","61.66666666666667","14","6","Literature--ChIP-seq(rank=5); ENCODE--ChIP-seq(rank=9); ReMap--ChIP-seq(rank=18); Enrichr--Queries(rank=302); GTEx--Coexpression(rank=483); ARCHS4--Coexpression(rank=488)","131","rank=14; score=1.6823; p=0.020781","rank=131; score=0.03049","rank=40; score=2.7434; direction=Activated"
