"TF","HD_ALL","HD_HCT116","HD_SW480","LD_ALL","LD_HCT116","LD_SW480","MD_ALL","MD_HCT116","MD_SW480"
"CEBPB","-0.759536287544840150","-1.52604275510794163","0.720169871169120679","1.51306002232362502","1.71174076557504673","2.002263899280670945","0.2453918003032598827","0.662147331038625553","0.5090594821940594983"
"CEBPD","1.113153336777510383","-0.42566111741936552","1.478208053188185822","0.02001287789271239","0.50400001622858415","0.574364676592005519","-0.7345060361961758266","0.060426871490002136","-0.0501334885862245727"
"CEBPG","-1.770754037496429900","-4.06462248812277238","1.293136855095955884","1.63199915269285323","0.80864414000160501","1.457437398096293357","2.6317853374474591277","0.686975996664316746","3.0305178040995741640"
"CLOCK","-1.051570857409050097","-3.15967133349342477","2.680189199587580617","4.03215884515090206","4.69457001458620304","1.034149684695633065","3.1222114575892989663","3.914835334523091959","1.4879265183924199611"
"CREB1","-0.615526670224595063","0.55782075840056966","0.419330374197540545","0.70908152625742760","1.32957661416729955","0.839025723382606836","0.3375388842125649491","1.033088583284442530","-0.3850198367532481347"
"CREB3","0.706848170301936030","1.25089887821395096","1.127806588849814551","1.11189006275280833","0.48033624714924134","1.844092881761066893","-0.8620793128042008036","-0.555959511229560888","0.9254219450838515604"
"CREB3L1","1.487978492696310884","1.04087491420127942","2.049824563143680667","0.37387448113460342","2.10456962135127368","0.902427459810036359","0.0035149142252100794","0.909933138656054186","0.7549570849194133793"
"CREM","-1.802022655896092562","-0.84507605892679949","-1.211903267344702551","2.75379651224483313","2.59343134685772236","3.091051323082155022","1.0286079615652019559","1.248563839711368750","0.6838892725004773743"
"CTCF","1.442225453318947581","0.64537783733182441","1.762724583956336133","1.48478590207094974","2.20691124824919926","1.059432543808229488","1.4841177568130479170","1.623799291455654270","1.4996657572298806027"
"CTCFL","0.429454660431064172","0.74571841055794685","0.427870949998645445","2.05595304668628032","5.85554333992514664","-1.044908254596924380","3.1613112197841970463","6.348443525347861716","-1.4106497388440935037"
"CUX1","0.766356863611268202","-0.01429022437443934","2.410032606207932027","2.63410150456825765","2.01880581938743964","2.310106603908779643","1.9018804878587283191","1.465580924370342375","1.8685055764593812011"
"DUX4","-0.008697750781466507","-0.53905193073906355","0.537755955811231035","0.26148429557719732","0.02285609494021954","1.874436293772519857","1.1158632185783716739","0.546265871740140518","2.7770565458197258302"
"E2F1","5.174585571055439814","4.20414625327214164","3.134483140788636213","-3.98027748476633780","-5.18230512968938672","-1.174674206038068158","-0.8991485408738729701","-3.618499069397796752","1.1130981311895167263"
"E2F2","5.289663759876574112","6.62541464808892044","1.453810661503509571","-4.09460251189168645","-4.00516851940497354","-1.184094401259474738","-1.4070250712347838196","-1.829667475123012643","0.8650750700303663221"
"E2F3","3.711029492568199473","4.48804741185848144","0.938081937019609846","-1.15144499717795967","-1.70025257255130469","0.469715137932086524","-1.4087303597992026916","-2.262070337705563094","0.8768000451669327733"
"E2F4","7.014566482726652730","9.38107360396986323","1.437728552555765704","-6.48735022301319741","-8.67164528192880191","-0.848574893003823938","-4.4475539422671586109","-5.025189602361500363","-1.7168370880875236661"
"E2F5","0.218586552878464596","1.51480745041288922","-0.173830084317671635","-1.38923079364297331","-2.25525710506447741","0.325972557134182439","-0.9397345369784666502","-0.414013596651337579","-0.3715815875306178739"
"E2F6","-0.986035770282270296","-1.36794620375359499","0.104312380812348782","-2.90970578017620651","-3.20118936605167992","-1.123398245674599005","-1.5046542416253623209","-3.181917156660059476","0.8958932499436290664"
"E2F7","2.909389119909139954","0.92732616708388260","2.856936397404128858","-0.80129655750129514","-0.93086887256937179","0.613041647861714556","0.3395001218540814603","-0.513666139037070035","2.3348264217753706973"
"EBF1","-0.946322700415125007","-3.72049975971447200","1.919272097845566183","3.96048210272092005","4.46563074161038820","2.797477468759054897","3.5909381446789732095","4.862917124761350962","1.9549649896415917105"
"EGR1","-1.006313457930571031","-1.95944774222811624","0.601595301735086241","1.11590785553276728","2.46321322361167505","1.015561307339136299","-0.0162804736540937793","-0.038372246980430610","1.0548294495171306462"
"EHF","-2.733133760137493429","-2.88660523665610036","-1.147358592687451884","1.58173519534047857","2.30787705694350276","0.084710995670682868","0.4979208414712223418","-0.098481576706899027","-0.5918218256051100967"
"ELF1","-0.226213933201583256","-0.99936936101582685","1.558847701161867105","3.14601831231472762","2.38671536493059921","2.751826100035604128","1.2556884808196939751","0.875586057723962696","2.1867100339949407939"
"ELF3","-0.864716342869046639","-3.09445303264590299","1.448482192703225202","3.06576752304402866","0.19925186826072486","5.451594406911970836","2.3081123195190680342","-0.036305853643393345","4.1692983171629967032"
"ELF5","-0.644669184875932055","-0.47407743554014131","-0.443580967337227849","-1.79780488327035637","-1.13085283129197189","-0.104136619831642047","-1.8873457037782184198","-1.300354958351324974","-0.6949162652880069846"
"ELK1","-1.685655412812316456","-2.02318248209545448","-0.491838760301205880","0.46216214684093954","2.52152912875645363","-0.683496149511577222","-1.0947211807281416185","-0.839667485394982260","-1.5209807893209037477"
"ELK4","-0.519590094310776518","-1.05564942953911567","1.249765784608765307","1.10075703580692696","0.93748145444118625","-0.268846757940186032","-0.9152196296497576711","-1.482904314676726232","-0.5292298328503376448"
"EOMES","-0.120526773659535125","-2.77361590576695205","1.709436307804994115","2.14626481937733038","1.80065510425325792","3.414720728900104696","0.7576111179971981580","1.424726374607828028","2.2815302944438711208"
"EPAS1","-1.156186358050207419","-0.94031793598274938","0.297396132527873891","0.91221929812230396","2.04139100797877049","0.592173152368367539","1.1599798524775626340","1.473645160881123184","0.9976794474263572798"
"ERG","0.660206106501071144","0.72816261418805373","1.157918100272926853","-0.25579734077667582","-0.33931150777853730","-0.922012354063566186","-1.0529211250775845077","-0.474561693201307977","0.6675655283199990464"
"ESR1","-2.136716463635090157","-2.41827093015240946","0.360716269391680222","2.46963630894554331","2.23504438965993080","2.359016112146354871","1.8046574781160578116","1.052957811605640392","1.7054431584713358738"
"ESR2","-1.833204685240992671","-1.25800863086373527","-0.164079490071127126","2.15537007945370673","2.49182846113254497","0.855833063184243570","1.2766166482944214522","0.994049270061147738","0.7770315532126816915"
"ESRRA","-2.483385908849191193","-2.81320529413302056","-0.555412680445570794","4.14077917635372295","4.77269486338231808","3.025195312886430177","2.7538016700449161611","2.398011519255374147","1.6312757295711866057"
"ETS1","2.683055768305222966","1.54177716505266704","3.610518710089243744","0.97094978785216024","2.58931253350426704","-1.887186346816560611","1.4870317175909220087","1.573506310334569003","0.7997704588220858613"
"ETS2","-0.289113442996246528","-0.97501521802954261","1.423210543735212941","-1.54150816599140938","0.88641955054058630","-2.393910720024251315","-1.6164722635825561348","-0.366670862592194280","-1.1710183683208712502"
"ETV1","0.514716662538956538","-0.43585022283203834","1.765157566121252630","2.08809749715776061","2.08507774454859263","2.329257845826546269","2.5630959836229116888","3.392102409846840860","1.0469154653701351343"
"ETV4","1.025736311113991439","-1.79799918184254848","3.396252627177331895","-0.57068366053371455","-0.25881391529234299","-0.307762281623735812","0.0096689242331702459","0.059960978904828328","0.6632471357955481706"
"FLI1","-0.683321831699631455","-2.08452304329901983","0.063829548983531312","-0.80941558484097942","0.05639832782916744","-1.310730199018412145","-0.9600080504621690825","-2.472028812594352587","-0.6758363792962497341"
"FOS","-0.208231233585306513","-3.17562728996918686","1.571493985606529309","1.00019987357246687","1.31384779538645247","1.019613087405650154","-0.1592249869329265266","-0.708943312268379477","1.0238793261282352898"
"FOSL1","0.821189436852180377","0.08896972081338013","0.950792713921434274","-0.73387652794407510","0.63077526568672038","0.496166753487788270","-1.1437159035332251644","-1.203277363799913457","1.0083119645908515949"
"FOSL2","1.472143282704678535","0.86651953019194528","1.525304691450429795","0.67243284627524968","0.58977341936422489","0.130296497120514165","0.1248358919817018076","-0.234234248580205057","0.2636727335371569225"
"FOXA1","-1.191025082962604564","-2.07198496026125634","0.783251456158934323","2.78532786736575888","0.70107851547109479","3.564072911320856463","-0.0417180504745681691","-1.503915435337371598","2.3859318366842625636"
"FOXA2","-1.569375713455917420","-1.77510013194679406","-0.644455918409916229","0.24176966143415962","-0.77869582930544101","0.763309890336583585","-1.4851115438870425844","-1.729002931596697934","-0.3079593660627223950"
"FOXJ2","-0.532060587837671295","-1.74597765415804562","1.178508253554001906","-1.37472962723350989","0.04886564354805144","-0.376185890645366894","0.1999431419156184053","0.356695149495845965","-0.2986380348031931198"
"FOXK2","0.905082490513934745","0.78211226052116400","0.419699231221892788","1.90067152279760121","1.05721095851643376","0.805657595382862191","-0.0207265551706140201","-0.082811077021345547","0.0792469210693080850"
"FOXL2","-1.400175515245353663","-1.31566233144556621","-0.204306368583518999","-1.18587481664919281","0.99160226855123279","-0.213898821340101103","-1.5853541736415752705","-0.581053342515976956","-0.9464470916210434570"
"FOXM1","2.623918098785748665","1.73330278951239825","1.876103753205193847","-1.51572810503522359","-2.47567310043441102","0.374832631618773060","-1.6731560663363331809","-2.822062160491705107","-0.0393476521820839004"
"FOXO1","-2.812275063143651277","-3.61855562005575315","-1.777721247958497175","1.04579564694191518","0.17925766407352409","1.295573358627341687","0.1688293485649217107","-1.214614312104320915","-0.1680425736816381355"
"FOXO3","-1.383651465818128923","-3.19369624435763910","1.098939642975802489","2.69692712689660974","1.00173576664392638","2.965992590136064866","2.3512528120934197418","0.099275367707976167","2.5753424562363069761"
"FOXO4","-1.181918422224917053","-1.09571203300453490","-0.928157908236916018","0.72008661059828616","0.45566899262702071","1.336036997566507845","-0.1732451549460385098","-0.038591163606070705","0.1218998360513168649"
"FOXP1","-0.989912490704373149","2.74516611666005561","-4.492926488676022956","-3.29629219661348971","0.47770358609272268","-6.231460375991857426","-4.5555186050635168016","-1.810106582404996889","-5.6306420100564267273"
"FOXP2","-0.766404929939559221","1.27842373764872463","-1.717337310023185237","-2.09265405092268475","-1.35915772474455787","-3.310621168243662815","-2.7413122632045592297","-1.546394375055036408","-3.4903091262119896321"
"GABPA","1.748098542480447160","0.74009196744869798","2.079033543031510778","1.33953950527673427","-0.49074627626967787","2.217587951317984807","1.8104841700951239680","0.004675306459415844","2.3327665229063021535"
"GATA1","0.037431682160596405","0.42988893933215938","0.530748009698766010","0.40295303471269206","-0.30862221864862471","0.949377348478999572","-0.0369946252094498149","-1.022551979302464886","0.7350767338272298224"
"GATA2","-1.844096241410607684","-1.85770061585894197","-0.195666352775398095","0.22072455240200442","0.63653870480006003","0.977585631837845193","-0.7769454594411743242","1.139271120639425705","-0.6757362507168701571"
"GATA3","0.490732022280517322","-2.87282739869391568","2.214041270062897304","0.36902965668221754","1.71878387969272839","-0.838147696633627759","2.7433956695764902811","1.468060949565427542","1.5231716348818860052"
"GATA4","-0.602276684502920157","-0.78528107554060300","-0.223701888597461818","0.06047560820416227","0.41034070280310181","0.190767334082744322","-1.0102406418127372056","-0.414620670116851497","-0.8967083725819715578"
"GATA6","-0.871247671579390759","-3.88431453481923006","1.287273405163077200","1.44671529240636154","0.46809705954823405","1.524197598150561994","2.2501542588232821274","-0.298690287870023052","2.9733551668689353065"
"GFI1B","0.203726236474181366","-1.96662955106211390","2.222081363297459422","2.23470544040051777","1.91885809551799991","3.607660068190040370","1.4315521000296809184","1.478225463728711109","1.3660704059599171334"
"GLI2","0.336123532651961154","1.30890423776768339","0.193500373700342704","0.47809228612207849","0.51512717368112393","1.749888631858754540","0.2974255409667607708","0.891113094318197518","1.1396535134295355807"
"GRHL2","-3.682854170740610389","-5.53301126223144735","-0.486496891645445351","3.13126790971718716","1.05626035477253488","4.141235190092165119","1.8143802341843249248","0.711750799735440087","3.0318488587058851635"
"HBP1","-1.058387749815380641","0.66227910859555528","-1.184398106192878997","-0.98915561021362830","0.71902688456401731","-1.610450882442038267","-1.1906034548387531835","0.446076378304384957","-1.5137414847390437966"
"HHEX","-1.140040562313310746","0.42044369095598716","-1.655195424000543536","-0.18122653046779313","-0.95071139978025088","-0.259551928601838677","-0.3335755096796071961","-1.757955686842965548","-0.0515500306132812211"
"HIF1A","-0.622346327731534310","-2.04429452287137270","1.385521291663336818","-0.34788108921980432","-1.87374643406311159","1.898609811987222118","-0.6359946402994720582","-2.668989622801115846","1.8056545412189395350"
"HINFP","0.716635108905416818","0.91249031116293966","1.266626131826267709","1.08703619790221628","-0.73247054838002001","2.080783786161817694","-0.1899058913022989015","-0.422666089942482059","0.3764067186189393177"
"HMBOX1","1.363177651996504425","3.22229792118889957","-1.418201872181493073","-2.19263546428861922","0.15486493561443473","-3.640850078883037355","-1.3238806701383467601","1.600668821762673666","-2.6980873127223183872"
"HNF1A","-2.179253593938209388",NA,"-2.831891700861475236","1.53290225168835348",NA,"1.125432454910178848","-1.5713674764495040304","-3.227188369759803166","-2.0726427149409301087"
"HNF1B","-2.295117559893798287","-4.00253573487724257","-1.371712520196283869","0.38258697616064763","-1.09740834470117998","2.741809613866425632","0.6966290107043492386","-1.328920217235771695","1.3716328026679616148"
"HNF4A","-3.015227313993666947","-4.39021280020963367","-0.269072742769888351","2.41741886901760550","1.01436050513090792","2.840268586518734040","0.5892237233987021039","-0.522116367342833620","2.0681332618262633360"
"HNF4G","-2.150650345915545270","-3.94562786113218777","1.251212103852988422","3.38761146921264222","1.97441694255733458","4.238299140820674715","1.1690258038573060340","0.112226086269142822","3.0103498272680595527"
"HOXA9","0.186189118962673483","-0.80069268446247122","1.169609047354079445","0.84004106947958834","-0.09861842358161010","1.534587635737473477","0.9963541611776993712","0.079008726967379345","2.7817053565399776360"
"HOXB13","-1.496982589379613815","-2.74932674053541160","-0.361076988965392309","1.45186585347723440","-1.08941915682062751","3.884010616619675282","0.2171500285627212534","-0.333526689595269765","0.2818486003951501950"
"HSF1","-0.616407403847093471","1.29270675616904174","-1.116047021291672436","0.73667920771502216","-0.12704156065891270","0.558130068868720297","-1.7380849881156235082","-1.903295296407212511","0.0791779545308771981"
"IKZF1","-1.448010410833006745","-1.37152952019865926","0.715621988870899006","3.33968577301870750","2.23996761889466667","3.078714839747289211","2.3755351736446481681","2.666321709287285735","2.1210720717203708219"
"IRF1","1.001087707078211375","1.16467833122561260","0.427749767962154193","0.91197131301656087","2.31473172545681605","0.634344168733285030","3.0469557549723464973","3.327876042402104328","3.0539858586249479799"
"IRF2","3.358676441671026858","2.90897959812939000","2.539233753996656962","1.17053899836071906","1.32033151150267636","1.134271740316082688","3.5167291173982611063","1.779164108375358655","4.3246170762834079682"
"IRF3","1.699684689595417852","1.51179862605973825","0.381995958548302317","3.34508732063549896","3.46117256669550022","3.213831528050971720","2.5711509284036302425","1.810711087238795702","1.4339879804821920040"
"IRF4","0.077857611787784789","-1.97729435525136510","2.734937526540058172","2.30296254816388579","1.68105345147481144","2.670035829686611351","4.2131747093632032630","3.156210748849600733","4.0266858416184048153"
"IRF9","1.957666674016107500","-0.12984242404695406","2.539072555036126388","0.78544324533381471","1.89265072627584963","1.069253480593218564","1.2106911174527548170","0.154511277634758276","2.9464600289208355832"
"JUN","0.457419428780808213","-1.23875649993170378","2.012048826351813702","0.63973062632985445","1.43290126546959340","1.190795342366830711","0.8110649044039852651","0.650301509651176834","1.5633826992362918062"
"JUNB","0.671436298786228791","-1.83918899628751631","3.093280181792764427","2.91814479403954374","2.25553828916486632","2.615904973272906275","2.7288800522886726974","0.844115446148112514","3.1936998511043803717"
"JUND","1.263008834914523204","0.74384071401824869","0.582435081296602375","0.71767704250852615","2.07991747936804705","-0.101779996041521201","0.4366002053887453882","1.374591373036690545","-0.2032920357200454498"
"KDM5B","-1.289146889464150236","-2.78513536629563285","1.450228740335194777","3.38566584864615550","2.56560916472236977","3.691040606716645911","1.7357328444507944543","-0.248728080778328919","3.3678932291802836652"
"KLF1","-0.219766664761361641","0.02013997235745517","0.945100072060407470","3.05108169398714102","3.84194266732334011","1.982770022836850554","1.7950321224911354179","3.296682694162680338","1.3255073475486636170"
"KLF13","-2.815991661361297194","-2.05607625906063163","-3.134307698631455086","-1.76439398691403504","-2.28864774783642311","-2.634535393204666232","-0.7622444368915455293","-0.888980264506113671","-1.7687763144262924619"
"KLF3","-2.403174940617232469","-3.52223002288777165","-0.609589926709165009","-0.76472110542090088","-1.39975402043674979","0.438817441600264035","0.0006801382275662927","-1.274185977171589101","0.3560975918153644892"
"KLF4","-1.948751825728351594","-2.88316212157459395","-0.891181811172065852","0.16167127904948481","-0.16785744396012839","1.370630423395839737","-0.3972469803802776700","-2.048820928654344176","0.7283258952554290122"
"KLF5","-3.425089903460166951","-5.01665030196830575","-0.376708787319180671","4.98639953417881809","5.45284285221960641","3.707563241112821650","1.0841493961610826346","1.426964103636936043","1.1779552393058396742"
"KLF6","-0.234168532728529694","-2.75712897032516890","2.777388770392376305","3.56468617046219949","2.53520117020904356","4.433155359462832124","2.1138391575573489689","0.807226902346314668","3.2942031866648955329"
"KLF9","-1.434800232408901310","-0.24609735932624521","-1.319613413106377253","5.39647546068171202","5.53919946275136343","3.456718178641481565","2.2605317284146910772","5.379603757825364596","-0.4645586838762829629"
"KMT2A","-1.072634106802538234","-0.34679883095342651","-1.051857435286789322","0.54082956701581431","1.17892462177737611","-0.724509068363140218","-2.1825699917350247503","-0.630351239157586507","-2.8477320876275298289"
"LEF1","1.005396034998364607","0.09136086576737752","2.400982408899758003","0.30036259983390357","-1.22857398329439604","0.901717304649185425","-0.0767255020942999855","-0.921646768762989677","2.6798132029323831205"
"LHX2","1.599619870799894539","0.29641209926647205","3.586462738371884562","-0.62789275462974126","-1.41823074725584952","1.409048286681890971","1.3829616733008940344","0.712338137870170862","3.3275500790298244702"
"LYL1","-2.026568725440708985","-2.09824609952654573","0.232689099058536270","5.22026572264031152","5.89815573351864231","3.749816373002100800","2.8522275679950985783","4.496820896505216325","1.2953871703790440506"
"MAF","-1.270194266584647069","-2.30278635928063036","-0.372258548862670846","3.35190703638061782","1.90951044779877721","3.036097396500980761","1.1532484392923578742","1.292322293686176460","0.4557385688046227123"
"MAFB","-2.643281985159223524","-4.81835502638103996","0.915266873602628261","4.28080182655029162","1.39038845907902364","4.392040371587258463","3.3322796637854636970","2.347467235440822364","3.8416685272366137838"
"MAFF","0.009197927536593313","-1.78888469624431767","3.319010775322668305","1.47331282096672811","1.72752926046348221","2.245989799194211045","3.2151571705601775797","1.580022726892584162","4.5118430091374186475"
"MAFG","-1.539593610111085198","-3.85311582124515661","1.352371883778554551","2.38977362699969875","1.08847045507322893","4.542636986611666039","2.6482851757535827986","0.905385417115602165","5.1474386681371200325"
"MAFK","-1.810484268652279738","-3.45291285812434268","2.062427554451091716","3.81475510809348917","2.43102431107895933","4.447363175487424769","2.4378369096384440162","2.248773275575790986","3.8161089319396515052"
"MAX","-1.570764608568470999","-1.10288309551238006","0.246945768416143574","4.57969708500421646","4.42093325908009938","3.584178912027547792","1.8927848590307438936","3.510559668505171427","0.4360703416978119473"
"MAZ","2.495947439106234622","3.42192342037065567","0.931403060182261266","5.74746918432428799","4.50879466125050055","4.146414488883904959","3.8525838545096799947","4.246710676630830683","1.3783453999570620674"
"MBD1","-1.270818615842803423","-3.31524432374288125","1.380600986043862166","-2.88027416718127238","-3.09568455585007385","-1.119975119004039232","-1.2216141689942936477","-2.660909530102420373","1.2973772786207622421"
"MBD2","-1.596559371157498575","-0.58238302269892495","-1.265294066194365241","2.88439637767945900","3.68882493678537982","1.452277955755039596","2.4366846427523909391","3.511072731377362643","0.4316463799093798737"
"MEF2A","-0.025414444533843665","-3.25300214146298172","4.347803635848454640","3.27169986018730219","1.85022128051703372","3.799579782326889088","4.6703841403227048801","3.163798860348286723","4.2678770034095725450"
"MEF2B","0.069791286763305246","-2.10757237182674251","2.022173327107539276","1.07429555943755339","2.33075251901047098","-0.986548678456599881","2.1355695153271692099","2.949677332842488564","-0.4053566166254978786"
"MEF2C","0.938954223721395809","-2.63175506197851572","4.542585449665485164","1.47547809098080673","1.41010634368397003","2.302278676680436842","1.8071260852009629616","2.548478437646231054","1.9816901114505052206"
"MEIS1","0.488845353277066796","-2.01621074849584625","2.723480215324098896","0.16374458784647375","-0.04280936587674169","1.190337917613868646","2.0409767350284444554","1.174434406722003166","3.2082042288876531089"
"MEIS2","-0.766393346488451255","-2.40406852610247190","3.146574589015779022","1.50228996479631660","-0.40874192823399941","3.023925827209307915","2.6200925938202734855","0.814892551020940048","4.0078322753229480568"
"MITF","-0.487950747315393785","-0.68004259104550158","0.933970422686788981","-0.28879895615099904","-1.33776958564635340","0.613963253124226949","-0.5634094880517750425","-1.655641920979864068","0.9858840517846457763"
"MNT","-0.534311772280409381","-0.70920291201863805","-1.590185620295645474","-6.42037141462861261","-4.75418039924880009","-4.251401088085255076","-2.1490880917697205987","-2.847396411536225802","-0.4688305316508061260"
"MXI1","-1.733641361148382964","-0.81742911816656294","-1.817081832179350931","-2.95768424699158183","-2.87631894094792884","-2.259914783981396447","-1.6269886108030640059","-3.241730464246514121","-0.5347668536352512270"
"MYB","-0.450648460410244756","0.06613760689654198","-0.372950720399700952","0.18900180448057766","-0.18381695777128809","-1.432475600154397233","0.4860356393597414226","-0.284311340553064174","-0.6397806415162514693"
"MYBL2","0.928264175853231510","-1.07317963303729957","2.571342664806140377","0.32097191779687168","-2.27509758383564087","2.264341656637495870","1.2396186336578813858","-1.584849636333487632","3.4344173552863033194"
"MYC","0.570496372921625250","4.57496679866152700","-3.833846762284778276","-3.07770611928409155","-4.66271385018204487","-2.462109152674140322","-4.1583313009934101956","-4.078698561930078625","-3.4731808203407652513"
"MYCN","4.579913857740045557","4.95699570156773284","2.376636265600705400","-2.70876951774801800","-3.95614104653960474","0.096629803289219288","-1.5004982033930223118","-2.759726150709102654","1.1346907568677826461"
"MYOD1","-0.780502212005527163","-2.42459610071092602","0.263269468389492112","3.82441086486029835","3.63960394329119108","3.185355023214421877","3.6465536599820911334","2.883843234941804834","2.8529628079884346015"
"NANOG","-1.580816118029517936","-4.09047865672521027","1.546491939957985062","1.66440840737143159","0.43759245472452385","2.213538087522234576","1.4293744273000246192","1.461382114875956928","1.7802440399015224681"
"NCOA1","1.564792576671776070","-0.39914795299635364","2.439776635949648220","1.23527253179665375","-0.10607849856655285","2.386090841897506643","2.0880039049077785407","1.119650163112427821","1.9211058169159747067"
"NCOA2","-1.187167914257394763","-2.58112747916115604","0.343051457571569018","2.53950650855424609","-0.57272907492340885","3.850753870560555292","1.5376722882468065734","-0.298703562612876339","1.8707756741707595172"
"NCOA3","1.925878463925466022","-0.83135699733579405","3.862819334106512681","0.95135300496441444","-0.68330045337389811","3.008605639550405719","2.2900412751779617437","0.928668238568882698","3.3589838695287048687"
"NEUROD1","-0.930554548788048996","-0.79212982522256736","0.730309908943853170","2.58746599144661227","3.34375091970653138","2.396966915467231729","1.5777236677636028439","2.531404757336925826","0.5263815324391326600"
"NFATC1","0.430606507217929479","-1.38291385857261195","2.278704258201502242","2.36396486908564096","1.29831409641964024","2.307206076856797239","1.4792478962780286622","1.094010856774991769","2.3031177833600264826"
"NFATC2",NA,NA,"0.360661713633018799","0.16696015274110876",NA,"-0.601256589226689897","-0.2115957888768620343",NA,"-0.6367909758817632548"
"NFE2","-1.725645095193338197","-2.74434113538986590","0.172962738562716184","4.16699515829830958","3.81627986788173468","3.272557610839575748","2.1837170684287130484","2.223300617176999783","1.9409047912130577007"
"NFE2L1","0.776087612600860122","-1.28860437167117081","2.661289309596805985","2.10235597588590784","1.18119033588839706","1.415302505353371210","2.4215441992372870317","0.198880402820345720","2.6061827829406274404"
