"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","TRRUST","CollecTRI"
"1","E2F1","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","7.333333333333333","1","6","ARCHS4--Coexpression(rank=9); ENCODE--ChIP-seq(rank=14); GTEx--Coexpression(rank=30); Literature--ChIP-seq(rank=82); ReMap--ChIP-seq(rank=95); Enrichr--Queries(rank=122)","18","rank=12; score=4.6943; p=2.0215e-05","rank=1; score=6.2243; p=5.9663e-07","rank=9; score=4.2253; p=2.3865e-05; direction=Activated"
"2","E2F4","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","11.333333333333332","1","6","ENCODE--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=32); Literature--ChIP-seq(rank=90); ARCHS4--Coexpression(rank=250); GTEx--Coexpression(rank=573); Enrichr--Queries(rank=779)","69","rank=3; score=7.4523; p=3.5293e-08","rank=30; score=2.5559; p=0.0027806","rank=1; score=8.1892; p=2.6302e-16; direction=Activated"
"3","TCF4","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","12.666666666666666","6","5","Literature--ChIP-seq(rank=36); ReMap--ChIP-seq(rank=72); GTEx--Coexpression(rank=382); Enrichr--Queries(rank=438); ARCHS4--Coexpression(rank=982)","737","rank=18; score=4.0801; p=8.3162e-05","rank=6; score=4.0556; p=8.7987e-05","rank=14; score=3.5407; p=0.00039912; direction=Repressed"
"4","RARA","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","19.333333333333332","6","5","ReMap--ChIP-seq(rank=63); Literature--ChIP-seq(rank=151); GTEx--Coexpression(rank=391); Enrichr--Queries(rank=475); ARCHS4--Coexpression(rank=529)","717","rank=23; score=3.7947; p=0.00016043","rank=29; score=2.5813; p=0.0026224","rank=6; score=4.4836; p=7.3397e-06; direction=Repressed"
"5","SNAI2","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","27.000000000000000","17","4","ReMap--ChIP-seq(rank=21); ARCHS4--Coexpression(rank=80); Enrichr--Queries(rank=559); GTEx--Coexpression(rank=658)","209","rank=31; score=3.1378; p=0.00072808","rank=17; score=3.3742; p=0.00042243","rank=33; score=2.8124; p=0.0049179; direction=Repressed"
"6","ZEB1","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","36.000000000000000","23","5","ENCODE--ChIP-seq(rank=27); ReMap--ChIP-seq(rank=65); GTEx--Coexpression(rank=104); ARCHS4--Coexpression(rank=330); Enrichr--Queries(rank=343)","274","rank=60; score=2.3362; p=0.0046109","rank=25; score=2.866; p=0.0013615","rank=23; score=3.0502; p=0.002287; direction=Repressed"
"7","EGR1","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","41.333333333333329","2","6","Literature--ChIP-seq(rank=3); ENCODE--ChIP-seq(rank=8); ReMap--ChIP-seq(rank=28); GTEx--Coexpression(rank=140); Enrichr--Queries(rank=294); ARCHS4--Coexpression(rank=378)","74","rank=2; score=7.5105; p=3.0864e-08","rank=10; score=3.4719; p=0.0003374","rank=112; score=1.8319; p=0.066968; direction=Repressed"
"8","ATF4","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","45.666666666666664","27","4","GTEx--Coexpression(rank=227); ReMap--ChIP-seq(rank=246); ARCHS4--Coexpression(rank=993); Enrichr--Queries(rank=1197)","521","rank=27; score=3.5586; p=0.00027634","rank=39; score=2.2281; p=0.0059144","rank=71; score=2.1569; p=0.031012; direction=Repressed"
"9","MEF2C","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","48.333333333333336","40","5","ENCODE--ChIP-seq(rank=100); ARCHS4--Coexpression(rank=246); ReMap--ChIP-seq(rank=272); Enrichr--Queries(rank=300); GTEx--Coexpression(rank=1193)","552","rank=53; score=2.4325; p=0.0036937","rank=52; score=1.9577; p=0.011024","rank=40; score=2.4393; p=0.014717; direction=Repressed"
"10","GATA6","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","53.666666666666664","20","5","Literature--ChIP-seq(rank=35); ReMap--ChIP-seq(rank=119); ARCHS4--Coexpression(rank=152); Enrichr--Queries(rank=202); GTEx--Coexpression(rank=587)","367","rank=20; score=3.9487; p=0.00011254","rank=67; score=1.6842; p=0.020693","rank=74; score=2.1204; p=0.033971; direction=Repressed"
