"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","ChEA3","VIPER","ENRICHR","TRRUST","CollecTRI"
"1","E2F1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","9.333333333333334","1","6","ARCHS4--Coexpression(rank=9); ENCODE--ChIP-seq(rank=14); GTEx--Coexpression(rank=30); Literature--ChIP-seq(rank=82); ReMap--ChIP-seq(rank=95); Enrichr--Queries(rank=122)","18","rank=12; score=4.6943; p=2.0215e-05","rank=18; score=0.005528","rank=14; score=4.2041; direction=Activated","rank=2; score=36.028; p=1.0814e-07; adjP=4.6249e-07","rank=1; score=6.2243; p=5.9663e-07","rank=9; score=4.2253; p=2.3865e-05; direction=Activated"
"2","E2F4","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","19.333333333333336","1","6","ENCODE--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=32); Literature--ChIP-seq(rank=90); ARCHS4--Coexpression(rank=250); GTEx--Coexpression(rank=573); Enrichr--Queries(rank=779)","69","rank=3; score=7.4523; p=3.5293e-08","rank=69; score=0.01695","rank=1; score=9.3811; direction=Activated","rank=12; score=28.173; p=2.7069e-08; adjP=5.6304e-07","rank=30; score=2.5559; p=0.0027806","rank=1; score=8.1892; p=2.6302e-16; direction=Activated"
"3","EGR1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","52.333333333333336","2","6","Literature--ChIP-seq(rank=3); ENCODE--ChIP-seq(rank=8); ReMap--ChIP-seq(rank=28); GTEx--Coexpression(rank=140); Enrichr--Queries(rank=294); ARCHS4--Coexpression(rank=378)","74","rank=2; score=7.5105; p=3.0864e-08","rank=74; score=0.01829","rank=106; score=1.9594; direction=Repressed","rank=10; score=114.9; p=3.5707e-32; adjP=9.01e-30","rank=10; score=3.4719; p=0.0003374","rank=112; score=1.8319; p=0.066968; direction=Repressed"
"4","KLF5","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","54.500000000000000","4","5","ARCHS4--Coexpression(rank=2); GTEx--Coexpression(rank=4); Enrichr--Queries(rank=10); ReMap--ChIP-seq(rank=17); Literature--ChIP-seq(rank=80)","4","rank=6; score=6.4884; p=3.2478e-07","rank=4; score=0.001229","rank=5; score=5.0167; direction=Repressed","rank=112; score=41.601; p=9.4503e-07; adjP=3.4728e-06","rank=24; score=2.866; p=0.0013615","rank=176; score=1.5394; p=0.12371; direction=Repressed"
"5","SMAD3","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","78.166666666666671","6","5","Literature--ChIP-seq(rank=7); ReMap--ChIP-seq(rank=24); Enrichr--Queries(rank=362); ARCHS4--Coexpression(rank=370); GTEx--Coexpression(rank=544)","182","rank=34; score=3.0169; p=0.00096176","rank=182; score=0.04268","rank=105; score=1.9645; direction=Repressed","rank=6; score=70.442; p=1.3393e-18; adjP=4.0555e-17","rank=36; score=2.3083; p=0.0049171","rank=106; score=1.858; p=0.063165; direction=Repressed"
"6","MYCN","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","80.333333333333343","5","5","ReMap--ChIP-seq(rank=9); Literature--ChIP-seq(rank=108); Enrichr--Queries(rank=253); GTEx--Coexpression(rank=287); ARCHS4--Coexpression(rank=476)","123","rank=25; score=3.735; p=0.00018408","rank=123; score=0.0303","rank=6; score=4.957; direction=Activated","rank=28; score=33.513; p=6.1199e-05; adjP=0.0035254","rank=5; score=4.2132; p=6.1202e-05","rank=295; score=1.0832; p=0.27871; direction=Activated"
"7","SNAI2","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","82.666666666666671","17","4","ReMap--ChIP-seq(rank=21); ARCHS4--Coexpression(rank=80); Enrichr--Queries(rank=559); GTEx--Coexpression(rank=658)","209","rank=31; score=3.1378; p=0.00072808","rank=209; score=0.04914","rank=124; score=1.6918; direction=Activated","rank=82; score=55.114; p=0.00042242; adjP=0.0098074","rank=17; score=3.3742; p=0.00042243","rank=33; score=2.8124; p=0.0049179; direction=Repressed"
"8","ZEB1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","91.833333333333343","23","5","ENCODE--ChIP-seq(rank=27); ReMap--ChIP-seq(rank=65); GTEx--Coexpression(rank=104); ARCHS4--Coexpression(rank=330); Enrichr--Queries(rank=343)","274","rank=60; score=2.3362; p=0.0046109","rank=274; score=0.06472","rank=123; score=1.7119; direction=Activated","rank=46; score=41.601; p=0.00067375; adjP=0.0046714","rank=25; score=2.866; p=0.0013615","rank=23; score=3.0502; p=0.002287; direction=Repressed"
"9","ATF3","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","92.166666666666671","28","6","ARCHS4--Coexpression(rank=35); Enrichr--Queries(rank=95); ENCODE--ChIP-seq(rank=101); Literature--ChIP-seq(rank=103); ReMap--ChIP-seq(rank=109); GTEx--Coexpression(rank=175)","87","rank=28; score=3.4186; p=0.0003814","rank=87; score=0.0215","rank=183; score=0.92033; direction=Activated","rank=50; score=90.481; p=9.1845e-23; adjP=5.6121e-21","rank=111; score=1.0648; p=0.086137","rank=94; score=1.9457; p=0.051695; direction=Repressed"
"10","FOXP2","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","92.500000000000000","11","6","ReMap--ChIP-seq(rank=1); ENCODE--ChIP-seq(rank=81); Literature--ChIP-seq(rank=89); GTEx--Coexpression(rank=247); Enrichr--Queries(rank=623); ARCHS4--Coexpression(rank=1319)","11","rank=47; score=2.5544; p=0.0027901","rank=11; score=0.003367","rank=155; score=1.2784; direction=Activated","rank=146; score=14.727; p=3.2758e-05; adjP=8.3777e-05","rank=120; score=0.99057; p=0.10219","rank=76; score=2.1086; p=0.034976; direction=Repressed"
