"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","ChEA3","ENRICHR","TRRUST"
"1","GATA1","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","34.00","8","6","Literature--ChIP-seq(rank=3); ENCODE--ChIP-seq(rank=37); ReMap--ChIP-seq(rank=188); GTEx--Coexpression(rank=580); ARCHS4--Coexpression(rank=701); Enrichr--Queries(rank=1188)","86","rank=26; score=1.1484; p=0.071056","rank=86; score=0.01829","rank=16; score=80.605; p=0.0077021; adjP=0.18614","rank=8; score=1.4968; p=0.031856"
"2","ESR1","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","35.25","1","6","Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=1); ENCODE--ChIP-seq(rank=9); Enrichr--Queries(rank=189); ARCHS4--Coexpression(rank=547); GTEx--Coexpression(rank=703)","15","rank=85; score=0.27031; p=0.53665","rank=15; score=0.003367","rank=1; score=50.981; p=0.00045516; adjP=0.061556","rank=40; score=0.5058; p=0.31204"
"3","HIF1A","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","47.00","17","5","Enrichr--Queries(rank=16); GTEx--Coexpression(rank=16); Literature--ChIP-seq(rank=94); ReMap--ChIP-seq(rank=179); ARCHS4--Coexpression(rank=249)","45","rank=45; score=0.78515; p=0.164","rank=45; score=0.009956","rank=81; score=14.125; p=0.062624; adjP=0.18614","rank=17; score=1.2033; p=0.062624"
"4","GATA3","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","55.00","19","6","ENCODE--ChIP-seq(rank=5); GTEx--Coexpression(rank=7); Literature--ChIP-seq(rank=18); ReMap--ChIP-seq(rank=83); Enrichr--Queries(rank=165); ARCHS4--Coexpression(rank=720)","20","rank=19; score=1.302; p=0.049892","rank=20; score=0.004356","rank=60; score=8.9299; p=0.012767; adjP=0.30433","rank=121; score=0; p=1"
"5","NR3C1","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","59.75","18","6","Enrichr--Queries(rank=47); ENCODE--ChIP-seq(rank=57); Literature--ChIP-seq(rank=63); ReMap--ChIP-seq(rank=189); GTEx--Coexpression(rank=819); ARCHS4--Coexpression(rank=1140)","154","rank=18; score=1.3193; p=0.047944","rank=154; score=0.03348","rank=35; score=27.531; p=0.012613; adjP=0.19857","rank=32; score=0.76849; p=0.17042"
"6","JUN","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","65.25","30","6","ENCODE--ChIP-seq(rank=4); Literature--ChIP-seq(rank=28); ReMap--ChIP-seq(rank=193); GTEx--Coexpression(rank=346); ARCHS4--Coexpression(rank=487); Enrichr--Queries(rank=661)","158","rank=35; score=0.92508; p=0.11883","rank=158; score=0.0339","rank=38; score=11.62; p=0.022433; adjP=0.25872","rank=30; score=0.78059; p=0.16573"
"7","MYC","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","69.00","9","6","Literature--ChIP-seq(rank=14); ReMap--ChIP-seq(rank=29); ENCODE--ChIP-seq(rank=34); Enrichr--Queries(rank=48); GTEx--Coexpression(rank=521); ARCHS4--Coexpression(rank=1283)","159","rank=9; score=1.9271; p=0.011828","rank=159; score=0.03419","rank=88; score=10.308; p=0.0098361; adjP=0.19857","rank=20; score=1.0634; p=0.086421"
"8","SOX2","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","71.50","3","5","Literature--ChIP-seq(rank=4); ARCHS4--Coexpression(rank=11); ReMap--ChIP-seq(rank=91); GTEx--Coexpression(rank=297); Enrichr--Queries(rank=972)","31","rank=228; score=0; p=1","rank=31; score=0.006757","rank=3; score=24.342; p=0.00013346; adjP=0.061556","rank=24; score=0.98935; p=0.10248"
"9","ARNT","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","71.75","54","5","Literature--ChIP-seq(rank=8); ARCHS4--Coexpression(rank=24); ReMap--ChIP-seq(rank=221); GTEx--Coexpression(rank=567); Enrichr--Queries(rank=1023)","68","rank=93; score=0; p=1","rank=68; score=0.01474","rank=72; score=12.359; p=0.008489; adjP=0.29207","rank=54; score=0; p=1"
"10","ESR2","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","74.25","17","5","Literature--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=107); GTEx--Coexpression(rank=323); Enrichr--Queries(rank=410); ARCHS4--Coexpression(rank=865)","56","rank=126; score=0; p=1","rank=56; score=0.0122","rank=17; score=36.761; p=0.00047056; adjP=0.061556","rank=98; score=0; p=1"
