"TF","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"SOX2","SOX2 20726797 ChIP-Seq SW620 Human","22/1931","0.0001334644090024692","0.06155649279802757","0","0","2.7283918281822945","24.3418271142264188711","ABCC3;EDN1;ZNF273;OSBPL5;CD163L1;SLC44A2;SLC43A3;STON2;DTX4;LEMD1;LOXL2;BST2;DAB2;GAL;LRG1;CASP4;NRIP1;MAL2;KCTD12;STEAP1;LMCD1;TMEM45A"
"BRD4","BRD4 25478319 ChIP-Seq HGPS Human","20/1770","0.0003196378848226653","0.06155649279802757","0","0","2.6596336996337002","21.4055879189624889136","OXTR;ZNF273;CD163L1;NR1D1;HMGB1;STON2;LOXL2;ISG20;NKAIN1;DAB2;ZMAT1;CDK6;SH3PXD2A;KCNS2;NRIP1;COL6A3;ZNF469;STEAP1;LMCD1;TMEM45A"
"ESR1","ESR1 21235772 ChIP-Seq MCF-7 Human","6/200","0.0004551605159281598","0.06155649279802757","0","0","6.6252801434334376","50.9806059402717224316","ISG20;DAB2;EDN1;GREB1;NRIP1;LMCD1"
"ESR2","ESR2 21235772 ChIP-Seq MCF-7 Human","8/370","0.0004705626725873620","0.06155649279802757","0","0","4.7980356046654391","36.7605403624472728552","ISG20;ZCWPW1;EDN1;CDK6;GREB1;NRIP1;WIPI1;LMCD1"
"TRIM28","TRIM28 21343339 ChIP-Seq HEK293 Human","4/75","0.0005046987348283963","0.06155649279802757","0","0","11.8855259214863658","90.2295508952633440458","BST2;RTN1;KCTD12;ACTL8"
"AR","AR 35650195 ChIP-Seq DSRCT Human Mesenchymal Sarcoma","13/916","0.0005231429982835204","0.06155649279802757","0","0","3.2178620285323434","24.3130576162807514606","HSP90AA1;RTN1;PDE3B;NR1D1;DTX4;NKAIN1;CD4;OBSCN;CDK6;PCLO;CFAP69;EFHB;LMCD1"
"ESR1","ESR1 22446102 ChIP-Seq UTERUS Mouse","15/1183","0.0006205662044415034","0.06258853433367163","0","0","2.8986837762006932","21.4064268121999745631","ABCC3;OXTR;EDN1;ATP8A1;GREB1;PELI2;SORCS2;LEMD1;LOXL2;BST2;PDE10A;SH3PXD2A;NRIP1;COL6A3;ZP1"
"SUZ12","SUZ12 20075857 ChIP-Seq MESCs Mouse","31/3611","0.0007971737728965339","0.07035058545811912","0","0","2.1094888685066286","15.0500172681142423414","OXTR;RTN1;ATP8A1;SLC43A3;PTGER2;PDE3B;PELI2;DYSF;DTX4;LYPD5;NKPD1;NKAIN1;PCLO;NRIP1;MAL2;NKX3-2;ABCC3;EDN1;OSBPL5;GREB1;SORCS2;LEMD1;DAB2;CDK6;GAL;LRG1;PDE10A;KCNS2;MXRA8;KCTD12;STEAP1"
"NR1I2","NR1I2 20693526 ChIP-Seq LIVER Mouse","10/631","0.0010528124377926810","0.08258728678684808","0","0","3.5282169521299962","24.1904792539714783572","ABCC3;CD4;PDE10A;SH3PXD2A;SLC43A3;MXRA8;DYSF;MAL2;DTX4;LMCD1"
"NFKB1","NFKB1 27076634 ChIP-Seq BEAS2B Human Lung Inflammation","31/3823","0.0020784106174551987","0.14673578959233702","0","0","1.9656858114490836","12.1403739696639245693","OXTR;CD163L1;TEX22;DYSF;STON2;NKPD1;CASP4;NRIP1;ZNF469;LMCD1;ABCC3;EDN1;OSBPL5;LRRIQ3;MACC1;GREB1;KIAA1549L;SORCS2;ACTL8;DAB2;OBSCN;CDK6;DLG2;PDE10A;KCNS2;CYCS;COL6A3;ZNF117;KCTD12;EFHB;TMEM45A"
"PBX","PBX 27287812 Chip-Seq EMBYONIC-LIMB Mouse","16/1490","0.0023240474524435289","0.14916159103864832","0","0","2.4394215176887184","14.7937376789354093631","ABCC3;OXTR;EDN1;SLC44A2;ACYP1;DTX4;NKAIN1;CD4;OBSCN;GAL;SH3PXD2A;ACOX2;MCF2L;IL1RAPL1;LMCD1;NKX3-2"
"RUNX1","RUNX1 22343733 ChIP-Seq PBMC Human BoneMarrow","10/748","0.0036463523664265066","0.21452706422475948","0","0","2.9508499630450848","16.5661542063751205944","IFITM3;ISG20;ZCWPW1;CD4;OBSCN;OSBPL5;HYAL1;MXRA8;DTX4;NKPD1"
"RING1B","RING1B 27294783 Chip-Seq ESCs Mouse","16/1651","0.0063189609376923727","0.29206869762458776","0","0","2.1799955247258893","11.0399344109084154297","SLC15A1;PTGER2;PELI2;NR1D1;LEMD1;NKPD1;ISG20;OBSCN;CDK6;VANGL2;LRG1;PIK3IP1;KCNS2;MXRA8;KCTD12;NKX3-2"
"KDM2B","KDM2B 26808549 Chip-Seq REH Human","14/1389","0.0076659854783720479","0.29206869762458776","0","0","2.2456969696969695","10.9387050662315719052","EDN1;OSBPL5;MACC1;HMGB1;OBSCN;DLG2;PCLO;GAL;PDE10A;SH3PXD2A;PIK3IP1;EFHB;LMCD1;TMEM45A"
"GATA1","GATA1 22025678 ChIP-Seq K562 Human","2/27","0.0077021469594706262","0.29206869762458776","0","0","16.5641666666666652","80.6054781279831189522","SLC43A3;SLC44A2"
