"TF","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"JUND","JUND MCF-7 hg19","5/241","0.006676277535089067","0.999964857861053","0","0","4.4801348642245307","22.441867826048088829793","ISG20;VANGL2;MACC1;GREB1;NR1D1"
"STAT2","STAT2 K562 hg19","5/271","0.010758931381787058","0.999964857861053","0","0","3.9687929501172290","17.986645228214104719200","IFITM3;BST2;ISG20;NKAIN1;HNRNPA2B1"
"EP300","EP300 MCF-7 hg19","4/175","0.010816957796956352","0.999964857861053","0","0","4.9100410600970514","22.225989294843763843801","ISG20;VANGL2;MACC1;GREB1"
"JUND","JUND T47D hg19","3/123","0.022616316548819116","0.999964857861053","0","0","5.2057894736842103","19.725171842616276762783","EDN1;MACC1;LMCD1"
"NELFE","NELFE K562 hg19","5/334","0.024275416744841970","0.999964857861053","0","0","3.1985161943981435","11.893014290189032777789","ZCWPW1;TUBA1B;GAL;HNRNPA2B1;CYCS"
"RAD21","RAD21 IMR-90 hg19","16/2000","0.033537855154680114","0.999964857861053","0","0","1.7621951219512195","5.982794249048431822757","OXTR;OSBPL5;LRRIQ3;TEX22;ACYP1;ISG20;HNRNPM;TUBA1B;SH3PXD2A;PIK3IP1;KCNS2;NRIP1;COL6A3;KCTD12;STEAP1;LMCD1"
"TEAD4","TEAD4 MCF-7 hg19","3/150","0.037518956897081693","0.999964857861053","0","0","4.2438238453276051","13.932087311553901898264","MACC1;GREB1;LMCD1"
"EP300","EP300 HeLa-S3 hg19","14/1770","0.049643755479603868","0.999964857861053","0","0","1.7222854973424448","5.171821267946988598396","ABCC3;EDN1;MRPS24;GREB1;DYSF;NR1D1;STON2;DTX4;BST2;ISG20;DLG2;ACOX2;CASP4;MAL2"
"ESR1","ESR1 T47D hg19","5/425","0.057933341468443589","0.999964857861053","0","0","2.4938556067588324","7.103653464014734630894","EDN1;MCF2L;GREB1;WIPI1;LMCD1"
"CEBPB","CEBPB MCF-7 hg19","10/1173","0.061300648949470779","0.999964857861053","0","0","1.8309817869147189","5.112036789405369319184","ISG20;ABCC3;ZMAT1;ACOX2;MACC1;GREB1;CASP4;DYSF;MAL2;DTX4"
"CBX8","CBX8 K562 hg19","15/2000","0.062523354447546406","0.999964857861053","0","0","1.6312403265454769","4.522149099033248909052","ARHGEF33;OXTR;EDN1;PTGER2;GREB1;PELI2;LEMD1;NKAIN1;DAB2;CDK6;DLG2;SH3PXD2A;ACOX2;MCF2L;TMEM45A"
"REST","REST ECC-1 hg19","9/1057","0.074397750012300576","0.999964857861053","0","0","1.8192597992966808","4.727036549072270332772","EDN1;HSP90AA1;PCLO;MRPS24;KCNS2;NRIP1;HNRNPA2B1;MAL2;ACYP1"
"TCF12","TCF12 myocyte mm9","10/1223","0.076420631036933681","0.999964857861053","0","0","1.7508244023083264","4.502249466810853917309","IFITM3;ISG20;NKAIN1;TUBA1B;OSBPL5;MCM7;NR1D1;STON2;LMCD1;SORCS2"
"FOSL2","FOSL2 MCF-7 hg19","4/329","0.078403260566835303","0.999964857861053","0","0","2.5632733224222588","6.525811312935235086741","ISG20;MACC1;GREB1;NR1D1"
"GATA3","GATA3 MCF-7 hg19","15/2095","0.085614641299223526","0.999964857861053","0","0","1.5484823911028731","3.806013269889494399223","OXTR;EDN1;HSP90AA1;ATP8A1;MACC1;GREB1;PDE3B;STON2;BST2;ISG20;DAB2;MAL2;ZP1;EFHB;LMCD1"
"STAT1","STAT1 K562 hg19","4/345","0.089591744968715872","0.999964857861053","0","0","2.4410058027079304","5.888907203592959049843","IFITM3;BST2;ISG20;NKAIN1"
"TCF12","TCF12 MCF-7 hg19","2/104","0.092361886098362364","0.999964857861053","0","0","4.0441176470588234","9.633253532715041700385","MACC1;GREB1"
"JUN","JUN HeLa-S3 hg19","5/506","0.103001878751977319","0.999964857861053","0","0","2.0819651020539567","4.732323438054370612349","ISG20;MRPS24;GREB1;NR1D1;STON2"
"RFX5","RFX5 HeLa-S3 hg19","14/2000","0.109219330823004904","0.999964857861053","0","0","1.5035246727089628","3.329400839133723977170","IFITM3;ZNF273;LRRIQ3;PDE3B;LOXL2;BST2;HNRNPM;ZMAT1;CDK6;GAL;PIK3IP1;CASP4;STEAP1;TMEM45A"
"CTCF","CTCF NB4 hg19","14/2000","0.109219330823004904","0.999964857861053","0","0","1.5035246727089628","3.329400839133723977170","OXTR;EDN1;MACC1;TEX22;PDE3B;SORCS2;ACTL8;ISG20;DAB2;SH3PXD2A;PIK3IP1;HNRNPA2B1;KCTD12;STEAP1"
"EZH2","EZH2 fibroblast of dermis hg19","14/2000","0.109219330823004904","0.999964857861053","0","0","1.5035246727089628","3.329400839133723977170","ABCC3;LYPD5;ABO;NKPD1;ISG20;NKAIN1;ZCWPW1;DAB2;PCLO;GAL;KCNS2;MCF2L;IL1RAPL1;CYCS"
"E2F4","E2F4 HeLa-S3 hg19","9/1173","0.120827834875759446","0.999964857861053","0","0","1.6278813853816749","3.440345960174020056854","ZCWPW1;TUBA1B;DLG2;MCM7;HNRNPA2B1;CYCS;ACYP1;HMGB1;LSM3"
"TCF7L2","TCF7L2 HepG2 hg19","5/548","0.131687886692861550","0.999964857861053","0","0","1.9167706291213689","3.885908679607489091268","CDK6;SH3PXD2A;GREB1;WIPI1;NR1D1"
"ZNF217","ZNF217 MCF-7 hg19","11/1562","0.142032574804027173","0.999964857861053","0","0","1.4959647835656640","2.919672744226064153850","ISG20;ZCWPW1;EDN1;DLG2;MACC1;GREB1;PDE3B;HNRNPA2B1;DYSF;MAL2;NR1D1"
"ZKSCAN1","ZKSCAN1 CH12.LX mm9","9/1240","0.153575604778754510","0.999964857861053","0","0","1.5337763214341131","2.873625483172758343642","HNRNPM;CDK6;MCM7;SH3PXD2A;SLC44A2;LRRIQ3;ACYP1;NR1D1;LSM3"
"ZC3H11A","ZC3H11A CH12.LX mm9","10/1429","0.161553180827807008","0.999964857861053","0","0","1.4801556794157218","2.698206719520335195028","IFITM3;HNRNPM;EDN1;CDK6;SH3PXD2A;KCTD12;HMGB1;STEAP1;DTX4;SORCS2"
