"Input_Type","TF_Analysis_Name","Intersection_Name","Required_Methods","Number_Of_Methods","Intersected_TF_Count","Reported_Top_N","Result_File"
"DEG","HD_HCT116","DOROTHEA_CHEA3_VIPER","DoRothEA;ChEA3;VIPER","3","267","10","results/ngs/GSE299428/TF_summary/deg/HD_HCT116/intersections/DOROTHEA_CHEA3_VIPER/candidates/top10_tf_candidates.csv"
