"TF","LD_ALL","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"MYBL2","0.32097191779687168","0.32097191779687168","0.32097191779687168","Activated","238","viper","238","0.32097191779687168",NA,NA,"6","Literature--ChIP-seq(rank=45); ReMap--ChIP-seq(rank=94); ENCODE--ChIP-seq(rank=98); ARCHS4--Coexpression(rank=391); Enrichr--Queries(rank=1123); GTEx--Coexpression(rank=1209)","904","0.24020000000000000","ARCHS4 Coexpression,0.2402"
"LEF1","0.30036259983390357","0.30036259983390357","0.30036259983390357","Activated","239","viper","239","0.30036259983390357",NA,NA,"4","ReMap--ChIP-seq(rank=203); ARCHS4--Coexpression(rank=283); GTEx--Coexpression(rank=833); Enrichr--Queries(rank=928)","702","0.17380000000000001","ARCHS4 Coexpression,0.1738"
"NR1H3","0.29323406810263192","0.29323406810263192","0.29323406810263192","Activated","240","viper","240","0.29323406810263192",NA,NA,"5","Enrichr--Queries(rank=25); Literature--ChIP-seq(rank=53); GTEx--Coexpression(rank=157); ReMap--ChIP-seq(rank=265); ARCHS4--Coexpression(rank=348)","83","0.01781000000000000","Enrichr Queries,0.01781"
"MITF","-0.28879895615099904","-0.28879895615099904","0.28879895615099904","Repressed","241","viper","241","0.28879895615099904",NA,NA,"5","ReMap--ChIP-seq(rank=6); Literature--ChIP-seq(rank=55); ARCHS4--Coexpression(rank=501); Enrichr--Queries(rank=594); GTEx--Coexpression(rank=1048)","96","0.02020000000000000","ReMap ChIP-seq,0.0202"
"PAX8","-0.27500121693374313","-0.27500121693374313","0.27500121693374313","Repressed","242","viper","242","0.27500121693374313",NA,NA,"4","ReMap--ChIP-seq(rank=181); GTEx--Coexpression(rank=254); Enrichr--Queries(rank=518); ARCHS4--Coexpression(rank=1473)","654","0.15809999999999999","GTEx Coexpression,0.1581"
"DUX4","0.26148429557719732","0.26148429557719732","0.26148429557719732","Activated","243","viper","243","0.26148429557719732",NA,NA,"2","ReMap--ChIP-seq(rank=244); ARCHS4--Coexpression(rank=1327)","1595","0.81510000000000005","ARCHS4 Coexpression,0.8151"
"ERG","-0.25579734077667582","-0.25579734077667582","0.25579734077667582","Repressed","244","viper","244","0.25579734077667582",NA,NA,"5","Literature--ChIP-seq(rank=26); ARCHS4--Coexpression(rank=32); ReMap--ChIP-seq(rank=187); Enrichr--Queries(rank=314); GTEx--Coexpression(rank=326)","93","0.01966000000000000","ARCHS4 Coexpression,0.01966"
"SOX11","-0.25345096480203050","-0.25345096480203050","0.25345096480203050","Repressed","245","viper","245","0.25345096480203050",NA,NA,"5","Literature--ChIP-seq(rank=84); ReMap--ChIP-seq(rank=174); ARCHS4--Coexpression(rank=231); GTEx--Coexpression(rank=697); Enrichr--Queries(rank=999)","605","0.14190000000000000","ARCHS4 Coexpression,0.1419"
"FOXA2","0.24176966143415959","0.24176966143415959","0.24176966143415959","Activated","246","viper","246","0.24176966143415959",NA,NA,"6","Literature--ChIP-seq(rank=37); ENCODE--ChIP-seq(rank=76); ReMap--ChIP-seq(rank=92); Enrichr--Queries(rank=909); ARCHS4--Coexpression(rank=1170); GTEx--Coexpression(rank=1495)","862","0.22559999999999999","Literature ChIP-seq,0.2256"
"SNAPC4","0.23497847641804545","0.23497847641804545","0.23497847641804545","Activated","247","viper","247","0.23497847641804545",NA,NA,"4","ReMap--ChIP-seq(rank=115); Enrichr--Queries(rank=993); GTEx--Coexpression(rank=1003); ARCHS4--Coexpression(rank=1450)","1227","0.38719999999999999","ReMap ChIP-seq,0.3872"
"ZEB2","-0.22575514629408927","-0.22575514629408927","0.22575514629408927","Repressed","248","viper","248","0.22575514629408927",NA,NA,"4","Enrichr--Queries(rank=154); ReMap--ChIP-seq(rank=260); ARCHS4--Coexpression(rank=714); GTEx--Coexpression(rank=790)","489","0.10970000000000001","Enrichr Queries,0.1097"
"GATA2","0.22072455240200439","0.22072455240200439","0.22072455240200439","Activated","249","viper","249","0.22072455240200439",NA,NA,"6","ENCODE--ChIP-seq(rank=14); Literature--ChIP-seq(rank=33); ReMap--ChIP-seq(rank=173); Enrichr--Queries(rank=215); GTEx--Coexpression(rank=747); ARCHS4--Coexpression(rank=1079)","523","0.11860000000000000","ENCODE ChIP-seq,0.1186"
"NR5A2","0.21850104324192007","0.21850104324192007","0.21850104324192007","Activated","250","viper","250","0.21850104324192007",NA,NA,"4","ReMap--ChIP-seq(rank=206); GTEx--Coexpression(rank=558); ARCHS4--Coexpression(rank=628); Enrichr--Queries(rank=964)","1157","0.34720000000000001","GTEx Coexpression,0.3472"
"ZNF24","-0.20591559206291551","-0.20591559206291551","0.20591559206291551","Repressed","251","viper","251","0.20591559206291551",NA,NA,"4","ReMap--ChIP-seq(rank=112); Enrichr--Queries(rank=266); GTEx--Coexpression(rank=333); ARCHS4--Coexpression(rank=1056)","748","0.18950000000000000","Enrichr Queries,0.1895"
"MYB","0.18900180448057768","0.18900180448057768","0.18900180448057768","Activated","252","viper","252","0.18900180448057768",NA,NA,"6","Literature--ChIP-seq(rank=9); ENCODE--ChIP-seq(rank=71); ARCHS4--Coexpression(rank=127); ReMap--ChIP-seq(rank=146); Enrichr--Queries(rank=712); GTEx--Coexpression(rank=1060)","255","0.05488000000000000","Literature ChIP-seq,0.05488"
"HHEX","-0.18122653046779311","-0.18122653046779311","0.18122653046779311","Repressed","253","viper","253","0.18122653046779311",NA,NA,"4","ReMap--ChIP-seq(rank=4); GTEx--Coexpression(rank=197); ARCHS4--Coexpression(rank=537); Enrichr--Queries(rank=749)","61","0.01347000000000000","ReMap ChIP-seq,0.01347"
"NFE2L2","0.17068656156461609","0.17068656156461609","0.17068656156461609","Activated","254","viper","254","0.17068656156461609",NA,NA,"5","Literature--ChIP-seq(rank=101); ReMap--ChIP-seq(rank=240); Enrichr--Queries(rank=381); GTEx--Coexpression(rank=499); ARCHS4--Coexpression(rank=693)","978","0.27139999999999997","Enrichr Queries,0.2714"
"NFATC2","0.16696015274110876","0.16696015274110876","0.16696015274110876","Activated","255","viper","255","0.16696015274110876",NA,NA,"3","GTEx--Coexpression(rank=200); ARCHS4--Coexpression(rank=608); Enrichr--Queries(rank=673)","542","0.12450000000000000","GTEx Coexpression,0.1245"
"MEIS1","0.16374458784647375","0.16374458784647375","0.16374458784647375","Activated","256","viper","256","0.16374458784647375",NA,NA,"5","Literature--ChIP-seq(rank=52); ReMap--ChIP-seq(rank=182); Enrichr--Queries(rank=580); ARCHS4--Coexpression(rank=586); GTEx--Coexpression(rank=1024)","1095","0.31709999999999999","Literature ChIP-seq,0.3171"
"KLF4","0.16167127904948481","0.16167127904948481","0.16167127904948481","Activated","257","viper","257","0.16167127904948481",NA,NA,"5","GTEx--Coexpression(rank=4); Literature--ChIP-seq(rank=38); ReMap--ChIP-seq(rank=101); Enrichr--Queries(rank=449); ARCHS4--Coexpression(rank=673)","11","0.00248900000000000","GTEx Coexpression,0.002489"
"SMAD4","-0.15710142410498407","-0.15710142410498407","0.15710142410498407","Repressed","258","viper","258","0.15710142410498407",NA,NA,"5","Literature--ChIP-seq(rank=41); ReMap--ChIP-seq(rank=155); Enrichr--Queries(rank=524); ARCHS4--Coexpression(rank=1308); GTEx--Coexpression(rank=1323)","929","0.25000000000000000","Literature ChIP-seq,0.25"
"XBP1","0.09829701459276163","0.09829701459276163","0.09829701459276163","Activated","259","viper","259","0.09829701459276163",NA,NA,"4","ReMap--ChIP-seq(rank=214); Enrichr--Queries(rank=247); ARCHS4--Coexpression(rank=346); GTEx--Coexpression(rank=1189)","709","0.17590000000000000","Enrichr Queries,0.1759"
"USF1","0.09486053597922856","0.09486053597922856","0.09486053597922856","Activated","260","viper","260","0.09486053597922856",NA,NA,"5","ENCODE--ChIP-seq(rank=60); ReMap--ChIP-seq(rank=129); GTEx--Coexpression(rank=574); ARCHS4--Coexpression(rank=1129); Enrichr--Queries(rank=1370)","1176","0.35720000000000002","GTEx Coexpression,0.3572"
"PGR","0.08449776921741044","0.08449776921741044","0.08449776921741044","Activated","261","viper","261","0.08449776921741044",NA,NA,"4","ReMap--ChIP-seq(rank=228); Enrichr--Queries(rank=366); GTEx--Coexpression(rank=788); ARCHS4--Coexpression(rank=976)","947","0.26069999999999999","Enrichr Queries,0.2607"
"NRF1","-0.06073564878193011","-0.06073564878193011","0.06073564878193011","Repressed","262","viper","262","0.06073564878193011",NA,NA,"5","ENCODE--ChIP-seq(rank=91); Enrichr--Queries(rank=162); ReMap--ChIP-seq(rank=236); ARCHS4--Coexpression(rank=549); GTEx--Coexpression(rank=1132)","512","0.11540000000000000","Enrichr Queries,0.1154"
"GATA4","0.06047560820416227","0.06047560820416227","0.06047560820416227","Activated","263","viper","263","0.06047560820416227",NA,NA,"5","Literature--ChIP-seq(rank=47); ReMap--ChIP-seq(rank=223); GTEx--Coexpression(rank=425); Enrichr--Queries(rank=617); ARCHS4--Coexpression(rank=1624)","957","0.26450000000000001","GTEx Coexpression,0.2645"
"ZBED1","0.05645696495182977","0.05645696495182977","0.05645696495182977","Activated","264","viper","264","0.05645696495182977",NA,NA,"4","ReMap--ChIP-seq(rank=71); Enrichr--Queries(rank=116); GTEx--Coexpression(rank=789); ARCHS4--Coexpression(rank=1554)","379","0.08262000000000000","Enrichr Queries,0.08262"
"TP53","-0.04144832639451912","-0.04144832639451912","0.04144832639451912","Repressed","265","viper","265","0.04144832639451912",NA,NA,"5","Literature--ChIP-seq(rank=91); ReMap--ChIP-seq(rank=171); Enrichr--Queries(rank=338); ARCHS4--Coexpression(rank=358); GTEx--Coexpression(rank=1433)","848","0.21990000000000001","ARCHS4 Coexpression,0.2199"
"RFX2","0.04108408963742712","0.04108408963742712","0.04108408963742712","Activated","266","viper","266","0.04108408963742712",NA,NA,"4","ReMap--ChIP-seq(rank=161); ARCHS4--Coexpression(rank=684); GTEx--Coexpression(rank=713); Enrichr--Queries(rank=756)","1280","0.42009999999999997","ARCHS4 Coexpression,0.4201"
"POU2F2","0.02869278223478004","0.02869278223478004","0.02869278223478004","Activated","267","viper","267","0.02869278223478004",NA,NA,"5","ReMap--ChIP-seq(rank=8); ENCODE--ChIP-seq(rank=88); GTEx--Coexpression(rank=486); Enrichr--Queries(rank=540); ARCHS4--Coexpression(rank=1177)","125","0.02694000000000000","ReMap ChIP-seq,0.02694"
"CEBPD","0.02001287789271239","0.02001287789271239","0.02001287789271239","Activated","268","viper","268","0.02001287789271239",NA,NA,"5","ENCODE--ChIP-seq(rank=35); Literature--ChIP-seq(rank=87); ReMap--ChIP-seq(rank=103); ARCHS4--Coexpression(rank=171); GTEx--Coexpression(rank=568)","469","0.10500000000000000","ARCHS4 Coexpression,0.105"
"REL","0.01720012412671474","0.01720012412671474","0.01720012412671474","Activated","269","viper","269","0.01720012412671474",NA,NA,"3","GTEx--Coexpression(rank=500); ARCHS4--Coexpression(rank=604); Enrichr--Queries(rank=855)","1077","0.31109999999999999","GTEx Coexpression,0.3111"
