"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","ChEA3","VIPER","ENRICHR","TRRUST","CollecTRI"
"1","NFE2L2","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","48.66666666666666","27","5","GTEx--Coexpression(rank=16); Literature--ChIP-seq(rank=36); ReMap--ChIP-seq(rank=144); ARCHS4--Coexpression(rank=185); Enrichr--Queries(rank=380)","45","rank=83; score=1.4238; p=0.037685","rank=45; score=0.009956","rank=39; score=2.9419; direction=Repressed","rank=27; score=17.376; p=0.00015464; adjP=0.0007343","rank=54; score=1.6452; p=0.022634","rank=44; score=2.1649; p=0.030396; direction=Repressed"
"2","KLF5","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","58.16666666666667","4","5","GTEx--Coexpression(rank=7); ARCHS4--Coexpression(rank=9); ReMap--ChIP-seq(rank=18); Enrichr--Queries(rank=29); Literature--ChIP-seq(rank=56)","20","rank=4; score=4.8917; p=1.2832e-05","rank=20; score=0.004356","rank=116; score=1.427; direction=Activated","rank=28; score=100.94; p=0.00012732; adjP=0.00065391","rank=7; score=3.8669; p=0.00013587","rank=174; score=1.3744; p=0.16932; direction=Repressed"
"3","SOX2","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","71.50000000000000","9","5","Literature--ChIP-seq(rank=2); ARCHS4--Coexpression(rank=126); ReMap--ChIP-seq(rank=161); GTEx--Coexpression(rank=289); Enrichr--Queries(rank=351)","54","rank=77; score=1.5392; p=0.028893","rank=54; score=0.0122","rank=169; score=0.89992; direction=Activated","rank=9; score=138.59; p=9.2005e-27; adjP=2.3155e-24","rank=47; score=1.7789; p=0.016639","rank=73; score=1.8668; p=0.061923; direction=Activated"
"4","SREBF2","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","80.50000000000000","8","6","ENCODE--ChIP-seq(rank=58); Literature--ChIP-seq(rank=71); ReMap--ChIP-seq(rank=116); GTEx--Coexpression(rank=139); Enrichr--Queries(rank=533); ARCHS4--Coexpression(rank=1145)","330","rank=38; score=2.4059; p=0.0039275","rank=330; score=0.0865","rank=8; score=4.9112; direction=Repressed","rank=79; score=35.215; p=0.0019989; adjP=0.038978","rank=17; score=2.6992; p=0.0019989","rank=11; score=3.1408; p=0.001685; direction=Repressed"
"5","KLF4","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","103.33333333333334","47","5","ReMap--ChIP-seq(rank=25); Literature--ChIP-seq(rank=34); Enrichr--Queries(rank=90); ARCHS4--Coexpression(rank=121); GTEx--Coexpression(rank=303)","252","rank=47; score=2.1126; p=0.0077161","rank=252; score=0.0641","rank=73; score=2.0488; direction=Repressed","rank=77; score=14.496; p=4.1963e-05; adjP=0.00026624","rank=82; score=1.2234; p=0.059781","rank=89; score=1.8068; p=0.070798; direction=Repressed"
"6","HIF1A","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","103.83333333333334","5","5","ReMap--ChIP-seq(rank=13); Literature--ChIP-seq(rank=69); ARCHS4--Coexpression(rank=99); Enrichr--Queries(rank=364); GTEx--Coexpression(rank=923)","186","rank=5; score=4.8696; p=1.3502e-05","rank=186; score=0.04377","rank=47; score=2.669; direction=Repressed","rank=33; score=27.058; p=0.00019674; adjP=0.0094944","rank=8; score=3.7061; p=0.00019675","rank=344; score=0.85156; p=0.39446; direction=Activated"
"7","REST","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","108.50000000000000","2","6","ENCODE--ChIP-seq(rank=17); ReMap--ChIP-seq(rank=37); Literature--ChIP-seq(rank=40); GTEx--Coexpression(rank=214); ARCHS4--Coexpression(rank=320); Enrichr--Queries(rank=1158)","443","rank=48; score=2.1126; p=0.0077161","rank=443; score=0.1246","rank=28; score=3.3031; direction=Repressed","rank=39; score=13.735; p=6.1581e-05; adjP=0.00035764","rank=91; score=1.1461; p=0.071427","rank=2; score=4.5297; p=5.9065e-06; direction=Activated"
"8","ZBTB7A","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","109.50000000000000","4","5","ReMap--ChIP-seq(rank=2); ENCODE--ChIP-seq(rank=9); GTEx--Coexpression(rank=124); ARCHS4--Coexpression(rank=348); Enrichr--Queries(rank=977)","28","rank=55; score=1.9867; p=0.010312","rank=28; score=0.006734","rank=4; score=6.2324; direction=Repressed","rank=96; score=2.8216; p=0.083834; adjP=0.53645","rank=199; score=0.44936; p=0.35534","rank=275; score=1.0552; p=0.29135; direction=Repressed"
"9","TFAP2A","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","112.16666666666666","32","6","ENCODE--ChIP-seq(rank=23); Enrichr--Queries(rank=86); ReMap--ChIP-seq(rank=98); ARCHS4--Coexpression(rank=102); Literature--ChIP-seq(rank=109); GTEx--Coexpression(rank=169)","243","rank=60; score=1.9587; p=0.010998","rank=243; score=0.06125","rank=193; score=0.69098; direction=Activated","rank=32; score=11.034; p=0.010594; adjP=0.079964","rank=40; score=1.975; p=0.010594","rank=105; score=1.7048; p=0.088233; direction=Activated"
"10","RELA","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","115.00000000000000","2","6","Literature--ChIP-seq(rank=18); ENCODE--ChIP-seq(rank=48); ReMap--ChIP-seq(rank=152); Enrichr--Queries(rank=836); GTEx--Coexpression(rank=843); ARCHS4--Coexpression(rank=1533)","399","rank=19; score=3.3179; p=0.00048096","rank=399; score=0.1098","rank=44; score=2.7445; direction=Activated","rank=7; score=26.298; p=1.1459e-06; adjP=1.1852e-05","rank=2; score=5.114; p=7.6908e-06","rank=219; score=1.2569; p=0.2088; direction=Activated"
