"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","VIPER","ENRICHR","TRRUST","CollecTRI"
"1","ATF4","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","2.00000000000000","1","4","ReMap--ChIP-seq(rank=1); GTEx--Coexpression(rank=166); Enrichr--Queries(rank=447); ARCHS4--Coexpression(rank=898)","13","rank=1; score=6.5407; p=2.8795e-07","rank=2; score=5.298; direction=Repressed","rank=1; score=96.682; p=4.4787e-06; adjP=0.001693","rank=1; score=5.3488; p=4.4791e-06","rank=5; score=3.7524; p=0.00017518; direction=Repressed"
"2","E2F4","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","12.00000000000000","1","6","ENCODE--ChIP-seq(rank=13); Literature--ChIP-seq(rank=55); ReMap--ChIP-seq(rank=181); Enrichr--Queries(rank=465); GTEx--Coexpression(rank=473); ARCHS4--Coexpression(rank=1018)","441","rank=7; score=3.5888; p=0.00025776","rank=1; score=7.0146; direction=Activated","rank=16; score=15.33; p=0.00029739; adjP=0.0070435","rank=35; score=1.6209; p=0.02394","rank=1; score=8.6938; p=3.5051e-18; direction=Activated"
"3","E2F1","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","16.00000000000000","3","6","Enrichr--Queries(rank=3); GTEx--Coexpression(rank=5); ARCHS4--Coexpression(rank=45); ENCODE--ChIP-seq(rank=57); Literature--ChIP-seq(rank=83); ReMap--ChIP-seq(rank=267)","8","rank=9; score=3.1996; p=0.00063161","rank=4; score=5.1746; direction=Activated","rank=53; score=14.987; p=0.0023407; adjP=0.057386","rank=11; score=2.6306; p=0.0023408","rank=3; score=5.1811; p=2.2062e-07; direction=Activated"
"4","ESRRA","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","32.80000000000000","16","5","ENCODE--ChIP-seq(rank=78); ReMap--ChIP-seq(rank=115); ARCHS4--Coexpression(rank=409); Enrichr--Queries(rank=991); GTEx--Coexpression(rank=1424)","845","rank=20; score=2.2034; p=0.0062604","rank=27; score=2.4834; direction=Repressed","rank=74; score=47.278; p=0.007843; adjP=0.12353","rank=16; score=2.1055; p=0.0078431","rank=27; score=2.1847; p=0.02891; direction=Repressed"
"5","FOXM1","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","53.00000000000000","9","6","GTEx--Coexpression(rank=4); Enrichr--Queries(rank=15); ENCODE--ChIP-seq(rank=39); Literature--ChIP-seq(rank=54); ARCHS4--Coexpression(rank=99); ReMap--ChIP-seq(rank=191)","10","rank=112; score=0.63726; p=0.23054","rank=25; score=2.6239; direction=Activated","rank=46; score=55.867; p=6.3885e-05; adjP=0.00071418","rank=9; score=2.9804; p=0.0010461","rank=73; score=1.7458; p=0.080847; direction=Activated"
"6","MYCN","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","55.40000000000000","3","5","GTEx--Coexpression(rank=63); Literature--ChIP-seq(rank=119); Enrichr--Queries(rank=124); ReMap--ChIP-seq(rank=222); ARCHS4--Coexpression(rank=689)","160","rank=6; score=3.5913; p=0.00025626","rank=5; score=4.5799; direction=Activated","rank=18; score=40.104; p=0.00027817; adjP=0.026287","rank=3; score=3.5557; p=0.00027818","rank=245; score=1.0887; p=0.27629; direction=Activated"
"7","NANOG","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","72.80000000000000","7","6","Literature--ChIP-seq(rank=20); ENCODE--ChIP-seq(rank=88); ReMap--ChIP-seq(rank=235); GTEx--Coexpression(rank=563); ARCHS4--Coexpression(rank=613); Enrichr--Queries(rank=618)","477","rank=107; score=0.66346; p=0.21704","rank=63; score=1.5808; direction=Repressed","rank=108; score=15.655; p=4.7484e-05; adjP=0.00054367","rank=79; score=1.0005; p=0.099884","rank=7; score=3.2871; p=0.0010124; direction=Activated"
"8","NR3C1","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","77.40000000000001","23","6","Literature--ChIP-seq(rank=44); ENCODE--ChIP-seq(rank=59); ReMap--ChIP-seq(rank=121); ARCHS4--Coexpression(rank=434); Enrichr--Queries(rank=514); GTEx--Coexpression(rank=1155)","888","rank=139; score=0.4041; p=0.39436","rank=53; score=1.7517; direction=Repressed","rank=23; score=24.865; p=1.0389e-07; adjP=3.5368e-06","rank=45; score=1.4379; p=0.03648","rank=127; score=1.4464; p=0.14806; direction=Repressed"
"9","HSF1","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","81.00000000000000","12","5","Literature--ChIP-seq(rank=50); ENCODE--ChIP-seq(rank=91); ReMap--ChIP-seq(rank=177); ARCHS4--Coexpression(rank=1015); GTEx--Coexpression(rank=1484)","981","rank=12; score=2.688; p=0.0020513","rank=182; score=0.61641; direction=Repressed","rank=68; score=15.452; p=0.00033451; adjP=0.0024806","rank=21; score=1.7874; p=0.016314","rank=122; score=1.4642; p=0.14315; direction=Activated"
"10","IRF1","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","83.20000000000000","10","6","Literature--ChIP-seq(rank=72); ENCODE--ChIP-seq(rank=79); ReMap--ChIP-seq(rank=178); GTEx--Coexpression(rank=246); ARCHS4--Coexpression(rank=452); Enrichr--Queries(rank=642)","566","rank=104; score=0.68912; p=0.20459","rank=132; score=1.0011; direction=Activated","rank=47; score=11.533; p=0.0091508; adjP=0.03144","rank=123; score=0.62311; p=0.23817","rank=10; score=3.0376; p=0.0023847; direction=Activated"
