"statistic","source","condition","score","p_value","TF","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","Method_Direction","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"ora","HIF1A","MD_SW480","5.7539308072520629622","0.000001762256790657773","HIF1A","1","dorothea","1","5.7539308072520629622","0.000001762256790657773",NA,"","5","Literature--ChIP-seq(rank=43); GTEx--Coexpression(rank=77); ReMap--ChIP-seq(rank=92); ARCHS4--Coexpression(rank=134); Enrichr--Queries(rank=927)","205","0.04792000000000000","GTEx Coexpression,0.04792"
"ora","RUNX2","MD_SW480","5.0345764544558173625","0.000009234716034989397","RUNX2","2","dorothea","2","5.0345764544558173625","0.000009234716034989397",NA,"","5","ReMap--ChIP-seq(rank=5); Literature--ChIP-seq(rank=12); GTEx--Coexpression(rank=26); Enrichr--Queries(rank=65); ARCHS4--Coexpression(rank=208)","72","0.01618000000000000","GTEx Coexpression,0.01618"
"ora","FOXP1","MD_SW480","4.9987075286862401313","0.000010029804579393653","FOXP1","3","dorothea","3","4.9987075286862401313","0.000010029804579393653",NA,"","5","GTEx--Coexpression(rank=60); Literature--ChIP-seq(rank=123); ReMap--ChIP-seq(rank=210); ARCHS4--Coexpression(rank=503); Enrichr--Queries(rank=681)","165","0.03734000000000000","GTEx Coexpression,0.03734"
"ora","ATF4","MD_SW480","4.9604681042713432149","0.000010952969939040294","ATF4","4","dorothea","4","4.9604681042713432149","0.000010952969939040294",NA,"","4","ReMap--ChIP-seq(rank=8); GTEx--Coexpression(rank=105); Enrichr--Queries(rank=1175); ARCHS4--Coexpression(rank=1559)","118","0.02694000000000000","ReMap ChIP-seq,0.02694"
"ora","FOXO1","MD_SW480","4.8284967149727480162","0.000014842371068728964","FOXO1","5","dorothea","5","4.8284967149727480162","0.000014842371068728964",NA,"","5","Literature--ChIP-seq(rank=58); ReMap--ChIP-seq(rank=99); ARCHS4--Coexpression(rank=562); Enrichr--Queries(rank=591); GTEx--Coexpression(rank=717)","914","0.33329999999999999","ReMap ChIP-seq,0.3333"
"ora","TEAD1","MD_SW480","4.6571271991873528506","0.000022022813491121484","TEAD1","6","dorothea","6","4.6571271991873528506","0.000022022813491121484",NA,"","4","ReMap--ChIP-seq(rank=7); ARCHS4--Coexpression(rank=132); Enrichr--Queries(rank=219); GTEx--Coexpression(rank=547)","102","0.02357000000000000","ReMap ChIP-seq,0.02357"
"ora","WT1","MD_SW480","4.5274213846429098851","0.000029687840998170235","WT1","7","dorothea","7","4.5274213846429098851","0.000029687840998170235",NA,"","4","Literature--ChIP-seq(rank=4); Enrichr--Queries(rank=157); GTEx--Coexpression(rank=329); ARCHS4--Coexpression(rank=384)","105","0.02439000000000000","Literature ChIP-seq,0.02439"
"ora","SP3","MD_SW480","4.1628291930531231557","0.000068733871548024906","SP3","8","dorothea","8","4.1628291930531231557","0.000068733871548024906",NA,"","3","GTEx--Coexpression(rank=1013); Enrichr--Queries(rank=1266); ARCHS4--Coexpression(rank=1537)","1392","0.63039999999999996","GTEx Coexpression,0.6304"
"ora","MAFF","MD_SW480","4.1505845760302841896","0.000070699350487980308","MAFF","9","dorothea","9","4.1505845760302841896","0.000070699350487980308",NA,"","5","ENCODE--ChIP-seq(rank=67); ReMap--ChIP-seq(rank=144); Enrichr--Queries(rank=410); GTEx--Coexpression(rank=686); ARCHS4--Coexpression(rank=902)","834","0.29199999999999998","Enrichr Queries,0.292"
"ora","SP1","MD_SW480","4.0461084635979354118","0.000089927296306002922","SP1","10","dorothea","10","4.0461084635979354118","0.000089927296306002922",NA,"","5","ENCODE--ChIP-seq(rank=87); ReMap--ChIP-seq(rank=198); GTEx--Coexpression(rank=807); Enrichr--Queries(rank=1206); ARCHS4--Coexpression(rank=1417)","1201","0.50219999999999998","GTEx Coexpression,0.5022"
