"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","ChEA3","ENRICHR","TRRUST"
"1","KLF4","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","22.75","6","5","GTEx--Coexpression(rank=16); Literature--ChIP-seq(rank=51); ARCHS4--Coexpression(rank=126); ReMap--ChIP-seq(rank=155); Enrichr--Queries(rank=414)","42","rank=23; score=1.8253; p=0.014951","rank=42; score=0.009956","rank=20; score=28.183; p=0.0019131; adjP=0.017441","rank=6; score=2.7183; p=0.0019131"
"2","REST","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","30.00","8","6","ENCODE--ChIP-seq(rank=1); Literature--ChIP-seq(rank=8); GTEx--Coexpression(rank=11); ReMap--ChIP-seq(rank=21); ARCHS4--Coexpression(rank=356); Enrichr--Queries(rank=1270)","30","rank=64; score=1.0001; p=0.099988","rank=30; score=0.006845","rank=8; score=23.534; p=7.7008e-07; adjP=1.9278e-05","rank=18; score=1.864; p=0.013678"
"3","TP63","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","36.50","7","5","Literature--ChIP-seq(rank=17); Enrichr--Queries(rank=21); GTEx--Coexpression(rank=55); ReMap--ChIP-seq(rank=70); ARCHS4--Coexpression(rank=307)","68","rank=7; score=2.8917; p=0.0012831","rank=68; score=0.01496","rank=15; score=21.905; p=6.4606e-07; adjP=1.7328e-05","rank=56; score=0.83647; p=0.14572"
"4","ASCL1","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","68.75","27","4","GTEx--Coexpression(rank=32); ReMap--ChIP-seq(rank=77); Enrichr--Queries(rank=228); ARCHS4--Coexpression(rank=1312)","90","rank=61; score=1.0158; p=0.096429","rank=90; score=0.01991","rank=97; score=27.899; p=0.03691; adjP=0.33865","rank=27; score=1.4329; p=0.03691"
"5","WT1","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","74.25","19","4","Literature--ChIP-seq(rank=6); GTEx--Coexpression(rank=249); Enrichr--Queries(rank=258); ARCHS4--Coexpression(rank=277)","165","rank=41; score=1.3037; p=0.049695","rank=165; score=0.03659","rank=72; score=24.983; p=1.3291e-07; adjP=3.9927e-06","rank=19; score=1.8538; p=0.014003"
"6","CEBPB","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","77.50","1","6","ENCODE--ChIP-seq(rank=8); Literature--ChIP-seq(rank=69); ReMap--ChIP-seq(rank=150); ARCHS4--Coexpression(rank=401); GTEx--Coexpression(rank=493); Enrichr--Queries(rank=645)","296","rank=11; score=2.5918; p=0.0025599","rank=296; score=0.0678","rank=2; score=34.119; p=0.00032982; adjP=0.022025","rank=1; score=3.4817; p=0.00032984"
"7","TFAP2A","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","78.75","31","6","GTEx--Coexpression(rank=52); ENCODE--ChIP-seq(rank=71); ReMap--ChIP-seq(rank=75); Literature--ChIP-seq(rank=85); ARCHS4--Coexpression(rank=215); Enrichr--Queries(rank=656)","148","rank=104; score=0.51124; p=0.30814","rank=148; score=0.03236","rank=32; score=7.3942; p=0.041173; adjP=0.33865","rank=31; score=1.3854; p=0.041173"
"8","EGR1","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","80.75","18","6","Literature--ChIP-seq(rank=7); ENCODE--ChIP-seq(rank=60); ReMap--ChIP-seq(rank=123); ARCHS4--Coexpression(rank=485); GTEx--Coexpression(rank=504); Enrichr--Queries(rank=509)","192","rank=18; score=1.9778; p=0.010525","rank=192; score=0.04268","rank=81; score=23.609; p=1.1366e-07; adjP=3.5567e-06","rank=32; score=1.3408; p=0.045621"
"9","CLOCK","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","85.25","44","5","ReMap--ChIP-seq(rank=3); Literature--ChIP-seq(rank=63); GTEx--Coexpression(rank=1198); Enrichr--Queries(rank=1317); ARCHS4--Coexpression(rank=1498)","44","rank=55; score=1.0699; p=0.085134","rank=44; score=0.0101","rank=93; score=18.919; p=0.027957; adjP=0.12193","rank=149; score=0.32133; p=0.47717"
"10","SMAD4","DoRothEA;ChEA3;ENRICHR;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","86.25","29","5","Literature--ChIP-seq(rank=3); ReMap--ChIP-seq(rank=40); GTEx--Coexpression(rank=1094); Enrichr--Queries(rank=1366); ARCHS4--Coexpression(rank=1571)","83","rank=110; score=0.45957; p=0.34708","rank=83; score=0.01829","rank=29; score=44.014; p=5.1822e-11; adjP=2.4324e-09","rank=123; score=0.48104; p=0.33034"
