"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","TRRUST","CollecTRI"
"1","SREBF2","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","22.00000000000000","11","6","ENCODE--ChIP-seq(rank=58); Literature--ChIP-seq(rank=71); ReMap--ChIP-seq(rank=116); GTEx--Coexpression(rank=139); Enrichr--Queries(rank=533); ARCHS4--Coexpression(rank=1145)","330","rank=38; score=2.4059; p=0.0039275","rank=17; score=2.6992; p=0.0019989","rank=11; score=3.1408; p=0.001685; direction=Repressed"
"2","E2F4","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","28.00000000000000","1","6","ENCODE--ChIP-seq(rank=43); ReMap--ChIP-seq(rank=103); Literature--ChIP-seq(rank=132); ARCHS4--Coexpression(rank=1197); Enrichr--Queries(rank=1221); GTEx--Coexpression(rank=1496)","967","rank=32; score=2.5741; p=0.0026665","rank=51; score=1.6978; p=0.020055","rank=1; score=5.6558; p=1.5516e-08; direction=Repressed"
"3","REST","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","47.00000000000000","2","6","ENCODE--ChIP-seq(rank=17); ReMap--ChIP-seq(rank=37); Literature--ChIP-seq(rank=40); GTEx--Coexpression(rank=214); ARCHS4--Coexpression(rank=320); Enrichr--Queries(rank=1158)","443","rank=48; score=2.1126; p=0.0077161","rank=91; score=1.1461; p=0.071427","rank=2; score=4.5297; p=5.9065e-06; direction=Activated"
"4","NFKB1","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","50.66666666666667","3","4","ReMap--ChIP-seq(rank=141); ARCHS4--Coexpression(rank=378); Enrichr--Queries(rank=432); GTEx--Coexpression(rank=1213)","727","rank=13; score=3.6721; p=0.00021277","rank=3; score=4.6884; p=2.0495e-05","rank=136; score=1.5706; p=0.11628; direction=Activated"
"5","MYC","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","54.66666666666667","3","6","Literature--ChIP-seq(rank=68); ENCODE--ChIP-seq(rank=69); ReMap--ChIP-seq(rank=114); Enrichr--Queries(rank=194); GTEx--Coexpression(rank=547); ARCHS4--Coexpression(rank=1428)","490","rank=123; score=0.83682; p=0.14561","rank=38; score=1.9829; p=0.010403","rank=3; score=4.1422; p=3.4401e-05; direction=Repressed"
"6","NR1H3","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","56.00000000000000","7","5","Literature--ChIP-seq(rank=26); Enrichr--Queries(rank=237); ARCHS4--Coexpression(rank=252); ReMap--ChIP-seq(rank=253); GTEx--Coexpression(rank=429)","533","rank=7; score=4.109; p=7.7809e-05","rank=74; score=1.3656; p=0.043094","rank=87; score=1.8109; p=0.070152; direction=Repressed"
"7","NFE2L2","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","60.33333333333334","44","5","GTEx--Coexpression(rank=16); Literature--ChIP-seq(rank=36); ReMap--ChIP-seq(rank=144); ARCHS4--Coexpression(rank=185); Enrichr--Queries(rank=380)","45","rank=83; score=1.4238; p=0.037685","rank=54; score=1.6452; p=0.022634","rank=44; score=2.1649; p=0.030396; direction=Repressed"
"8","KLF5","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","61.66666666666667","4","5","GTEx--Coexpression(rank=7); ARCHS4--Coexpression(rank=9); ReMap--ChIP-seq(rank=18); Enrichr--Queries(rank=29); Literature--ChIP-seq(rank=56)","20","rank=4; score=4.8917; p=1.2832e-05","rank=7; score=3.8669; p=0.00013587","rank=174; score=1.3744; p=0.16932; direction=Repressed"
"9","E2F1","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","62.00000000000000","27","6","ENCODE--ChIP-seq(rank=64); Literature--ChIP-seq(rank=108); ReMap--ChIP-seq(rank=143); GTEx--Coexpression(rank=211); Enrichr--Queries(rank=920); ARCHS4--Coexpression(rank=1212)","469","rank=81; score=1.4685; p=0.034005","rank=78; score=1.2943; p=0.050778","rank=27; score=2.4778; p=0.013221; direction=Repressed"
"10","SREBF1","DoRothEA;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","64.66666666666667","9","6","ENCODE--ChIP-seq(rank=35); Literature--ChIP-seq(rank=103); ReMap--ChIP-seq(rank=128); GTEx--Coexpression(rank=193); Enrichr--Queries(rank=260); ARCHS4--Coexpression(rank=497)","428","rank=9; score=3.9467; p=0.00011307","rank=19; score=2.6632; p=0.0021719","rank=166; score=1.3935; p=0.16346; direction=Repressed"
