"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","TRRUST"
"1","CEBPB","DoRothEA;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6.0","1","6","ENCODE--ChIP-seq(rank=8); Literature--ChIP-seq(rank=69); ReMap--ChIP-seq(rank=150); ARCHS4--Coexpression(rank=401); GTEx--Coexpression(rank=493); Enrichr--Queries(rank=645)","296","rank=11; score=2.5918; p=0.0025599","rank=1; score=3.4817; p=0.00032984"
"2","SP3","DoRothEA;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","7.0","4","3","GTEx--Coexpression(rank=840); Enrichr--Queries(rank=1328); ARCHS4--Coexpression(rank=1599)","1266","rank=4; score=3.1768; p=0.00066558","rank=10; score=2.2914; p=0.005112"
"3","HIF1A","DoRothEA;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","9.5","2","5","ReMap--ChIP-seq(rank=69); Literature--ChIP-seq(rank=76); GTEx--Coexpression(rank=110); ARCHS4--Coexpression(rank=319); Enrichr--Queries(rank=937)","300","rank=2; score=3.8884; p=0.0001293","rank=17; score=1.9001; p=0.012588"
"4","RELA","DoRothEA;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","12.5","3","6","ENCODE--ChIP-seq(rank=30); Literature--ChIP-seq(rank=59); ReMap--ChIP-seq(rank=165); GTEx--Coexpression(rank=491); Enrichr--Queries(rank=1106); ARCHS4--Coexpression(rank=1425)","798","rank=22; score=1.8608; p=0.013778","rank=3; score=2.8947; p=0.0012743"
"5","NFKB1","DoRothEA;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","14.5","4","4","ReMap--ChIP-seq(rank=186); ARCHS4--Coexpression(rank=402); Enrichr--Queries(rank=728); GTEx--Coexpression(rank=1513)","779","rank=25; score=1.7685; p=0.017041","rank=4; score=2.8537; p=0.0014006"
"6","KLF4","DoRothEA;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","14.5","6","5","GTEx--Coexpression(rank=16); Literature--ChIP-seq(rank=51); ARCHS4--Coexpression(rank=126); ReMap--ChIP-seq(rank=155); Enrichr--Queries(rank=414)","42","rank=23; score=1.8253; p=0.014951","rank=6; score=2.7183; p=0.0019131"
"7","SOX10","DoRothEA;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","18.5","2","4","ReMap--ChIP-seq(rank=49); ARCHS4--Coexpression(rank=143); GTEx--Coexpression(rank=192); Enrichr--Queries(rank=287)","371","rank=35; score=1.4778; p=0.033279","rank=2; score=2.9728; p=0.0010645"
"8","JUN","DoRothEA;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","19.0","17","6","ENCODE--ChIP-seq(rank=13); Literature--ChIP-seq(rank=60); ReMap--ChIP-seq(rank=80); GTEx--Coexpression(rank=438); ARCHS4--Coexpression(rank=468); Enrichr--Queries(rank=654)","442","rank=17; score=2.0586; p=0.0087384","rank=21; score=1.7482; p=0.017858"
"9","SP1","DoRothEA;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","20.5","5","5","ENCODE--ChIP-seq(rank=86); ReMap--ChIP-seq(rank=207); GTEx--Coexpression(rank=622); Enrichr--Queries(rank=1331); ARCHS4--Coexpression(rank=1582)","1048","rank=36; score=1.4506; p=0.035433","rank=5; score=2.7862; p=0.0016359"
"10","CREB1","DoRothEA;TRRUST","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","20.5","13","6","ENCODE--ChIP-seq(rank=88); Literature--ChIP-seq(rank=146); ReMap--ChIP-seq(rank=241); Enrichr--Queries(rank=1247); ARCHS4--Coexpression(rank=1420); GTEx--Coexpression(rank=1575)","1528","rank=28; score=1.7027; p=0.01983","rank=13; score=2.1291; p=0.0074284"
