"statistic","source","condition","score","p_value"
"ora","AHR","MD_SW480","0.6550458708278803499","0.221286097160120792671"
"ora","AR","MD_SW480","2.4215900594885573227","0.003787999739906039009"
"ora","ARID2","MD_SW480","0.0000000000000000000","1.000000000000000000000"
"ora","ARID3A","MD_SW480","0.1210275504889537224","0.756784885074205160294"
"ora","ARNT","MD_SW480","0.8816548223399244266","0.131324325129898555886"
"ora","ARNTL","MD_SW480","0.0000000000000000000","1.000000000000000000000"
"ora","ASCL1","MD_SW480","3.1994553393758846660","0.000631749141799071100"
"ora","ATF1","MD_SW480","0.5206220872153066725","0.301562901181954723384"
"ora","ATF2","MD_SW480","2.0555850219565967585","0.008798628438214559436"
"ora","ATF3","MD_SW480","2.2550962642387144541","0.005557810510774640299"
"ora","ATF4","MD_SW480","4.9604681042713423267","0.000010952969939040294"
"ora","ATF6","MD_SW480","0.3647039394730053341","0.431813345639273649113"
"ora","ATF7","MD_SW480","0.3371046938747555566","0.460145634486980092959"
"ora","BACH1","MD_SW480","0.3040383103301682599","0.496548517585668425234"
"ora","BACH2","MD_SW480","1.2243497581802116336","0.059655465898883590359"
"ora","BATF","MD_SW480","0.8855175994352413316","0.130161456762502930617"
"ora","BCL11A","MD_SW480","0.2248558494606451852","0.595859887858097958535"
"ora","BCL6","MD_SW480","0.3304876936739033488","0.467210190021859761433"
"ora","BHLHE22","MD_SW480","0.1580087631503748480","0.695010293599509276774"
"ora","BHLHE40","MD_SW480","0.6722764950507702508","0.212678459026647226349"
"ora","CDX2","MD_SW480","1.1989662433477235037","0.063246100911950584034"
"ora","CEBPA","MD_SW480","1.4977280615083932158","0.031788639298587342830"
"ora","CEBPB","MD_SW480","2.1306263959920688222","0.007402417979551947913"
"ora","CEBPD","MD_SW480","0.0000000000000000000","1.000000000000000000000"
"ora","CEBPG","MD_SW480","1.0033394099757226847","0.099234021122443935581"
"ora","CLOCK","MD_SW480","0.8072539519963847221","0.155864082718783769632"
"ora","CREB1","MD_SW480","0.9304725042839805393","0.117361998345903065233"
"ora","CREB3","MD_SW480","0.1210275504889537224","0.756784885074205160294"
"ora","CREB3L1","MD_SW480","0.1580087631503748480","0.695010293599509276774"
"ora","CREM","MD_SW480","0.2595935505136658938","0.550055421400114985531"
"ora","CTCF","MD_SW480","1.2437743135215455492","0.057046064216928309143"
"ora","CTCFL","MD_SW480","0.7592882431457297354","0.174065121210829620857"
"ora","CUX1","MD_SW480","0.0449440302669598807","0.901687335139413792540"
"ora","DUX4","MD_SW480","0.8428408339788796555","0.143601562704137153403"
"ora","E2F1","MD_SW480","1.2578813198682083918","0.055222832670679108946"
"ora","E2F2","MD_SW480","0.2621401329984909268","0.546839486736514279741"
"ora","E2F3","MD_SW480","0.2836023782385750369","0.520472301006073445606"
"ora","E2F4","MD_SW480","0.0003400530820833319","0.999217305307781855639"
"ora","E2F5","MD_SW480","0.0000000000000000000","1.000000000000000000000"
"ora","E2F6","MD_SW480","0.0462802307657744147","0.898917363267226265933"
"ora","E2F7","MD_SW480","0.6450300905922715655","0.226448740454533670174"
"ora","EBF1","MD_SW480","0.6388107585207671857","0.229714940052777233381"
"ora","EGR1","MD_SW480","2.9010999555962571073","0.001255740913793167417"
"ora","EHF","MD_SW480","0.1692459456179774835","0.677257860606863992814"
"ora","ELF1","MD_SW480","0.2702095387305640251","0.536772751359532951376"
"ora","ELF3","MD_SW480","1.1582470318425470701","0.069462909194432320703"
"ora","ELF5","MD_SW480","0.0000000000000000000","1.000000000000000000000"
"ora","ELK1","MD_SW480","0.0825917326265390023","0.826814848489100473472"
"ora","ELK4","MD_SW480","0.0000000000000000000","1.000000000000000000000"
"ora","EOMES","MD_SW480","2.2240055074829241377","0.005970277153598547472"
"ora","EPAS1","MD_SW480","0.2836023782385750369","0.520472301006073445606"
"ora","ERG","MD_SW480","1.6009300501539147632","0.025065129332125714312"
"ora","ESR1","MD_SW480","2.2624781874017831917","0.005464139930340953383"
"ora","ESR2","MD_SW480","0.0000000000000000000","1.000000000000000000000"
"ora","ESRRA","MD_SW480","1.4569619676886724768","0.034917089195415092207"
"ora","ETS1","MD_SW480","1.5417971201296651884","0.028721219751962779460"
"ora","ETS2","MD_SW480","0.0879220356772829198","0.816728976966103470403"
"ora","ETV1","MD_SW480","0.3200800614805821565","0.478541865776926422793"
"ora","ETV4","MD_SW480","0.7033810898494902153","0.197978901473230051167"
"ora","FLI1","MD_SW480","0.2836023782385750369","0.520472301006073445606"
"ora","FOS","MD_SW480","1.9897661913518587262","0.010238440450244985086"
"ora","FOSL1","MD_SW480","0.0000000000000000000","1.000000000000000000000"
"ora","FOSL2","MD_SW480","0.0000000000000000000","1.000000000000000000000"
"ora","FOXA1","MD_SW480","1.0556755779825264252","0.087967940014541251559"
"ora","FOXA2","MD_SW480","0.3343713414152308938","0.463050821034092896511"
"ora","FOXJ2","MD_SW480","1.8348266370647685619","0.014627609671089255097"
"ora","FOXK2","MD_SW480","0.0249328893836134290","0.944206771307344427946"
"ora","FOXL2","MD_SW480","0.1380823407656959489","0.727641833025923001621"
"ora","FOXM1","MD_SW480","0.0686106781910150870","0.853865215594038606817"
"ora","FOXO1","MD_SW480","4.8284967149727480162","0.000014842371068728963"
"ora","FOXO3","MD_SW480","1.2560142014548378864","0.055460757696133872185"
"ora","FOXO4","MD_SW480","0.7503152935448982319","0.177698886510339076894"
"ora","FOXP1","MD_SW480","4.9987075286862401313","0.000010029804579393651"
