"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","ChEA3","ENRICHR","CollecTRI"
"1","E2F1","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","9.666666666666666","2","6","ARCHS4--Coexpression(rank=9); ENCODE--ChIP-seq(rank=14); GTEx--Coexpression(rank=30); Literature--ChIP-seq(rank=82); ReMap--ChIP-seq(rank=95); Enrichr--Queries(rank=122)","18","rank=18; score=0.005528","rank=2; score=36.028; p=1.0814e-07; adjP=4.6249e-07","rank=9; score=4.2253; p=2.3865e-05; direction=Activated"
"2","E2F4","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","27.333333333333336","1","6","ENCODE--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=32); Literature--ChIP-seq(rank=90); ARCHS4--Coexpression(rank=250); GTEx--Coexpression(rank=573); Enrichr--Queries(rank=779)","69","rank=69; score=0.01695","rank=12; score=28.173; p=2.7069e-08; adjP=5.6304e-07","rank=1; score=8.1892; p=2.6302e-16; direction=Activated"
"3","EGR1","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","65.333333333333329","10","6","Literature--ChIP-seq(rank=3); ENCODE--ChIP-seq(rank=8); ReMap--ChIP-seq(rank=28); GTEx--Coexpression(rank=140); Enrichr--Queries(rank=294); ARCHS4--Coexpression(rank=378)","74","rank=74; score=0.01829","rank=10; score=114.9; p=3.5707e-32; adjP=9.01e-30","rank=112; score=1.8319; p=0.066968; direction=Repressed"
"4","FOXA1","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","74.666666666666671","25","6","ARCHS4--Coexpression(rank=12); Enrichr--Queries(rank=30); ENCODE--ChIP-seq(rank=37); Literature--ChIP-seq(rank=41); ReMap--ChIP-seq(rank=209); GTEx--Coexpression(rank=288)","25","rank=25; score=0.007371","rank=59; score=76.273; p=3.2288e-22; adjP=1.6295e-20","rank=140; score=1.686; p=0.091805; direction=Repressed"
"5","ATF3","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","77.000000000000000","50","6","ARCHS4--Coexpression(rank=35); Enrichr--Queries(rank=95); ENCODE--ChIP-seq(rank=101); Literature--ChIP-seq(rank=103); ReMap--ChIP-seq(rank=109); GTEx--Coexpression(rank=175)","87","rank=87; score=0.0215","rank=50; score=90.481; p=9.1845e-23; adjP=5.6121e-21","rank=94; score=1.9457; p=0.051695; direction=Repressed"
"6","FOXP2","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","77.666666666666671","11","6","ReMap--ChIP-seq(rank=1); ENCODE--ChIP-seq(rank=81); Literature--ChIP-seq(rank=89); GTEx--Coexpression(rank=247); Enrichr--Queries(rank=623); ARCHS4--Coexpression(rank=1319)","11","rank=11; score=0.003367","rank=146; score=14.727; p=3.2758e-05; adjP=8.3777e-05","rank=76; score=2.1086; p=0.034976; direction=Repressed"
"7","KLF5","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","97.333333333333329","4","5","ARCHS4--Coexpression(rank=2); GTEx--Coexpression(rank=4); Enrichr--Queries(rank=10); ReMap--ChIP-seq(rank=17); Literature--ChIP-seq(rank=80)","4","rank=4; score=0.001229","rank=112; score=41.601; p=9.4503e-07; adjP=3.4728e-06","rank=176; score=1.5394; p=0.12371; direction=Repressed"
"8","SMAD3","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","98.000000000000000","6","5","Literature--ChIP-seq(rank=7); ReMap--ChIP-seq(rank=24); Enrichr--Queries(rank=362); ARCHS4--Coexpression(rank=370); GTEx--Coexpression(rank=544)","182","rank=182; score=0.04268","rank=6; score=70.442; p=1.3393e-18; adjP=4.0555e-17","rank=106; score=1.858; p=0.063165; direction=Repressed"
"9","VDR","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","99.666666666666671","34","5","Literature--ChIP-seq(rank=14); GTEx--Coexpression(rank=15); ARCHS4--Coexpression(rank=51); ReMap--ChIP-seq(rank=173); Enrichr--Queries(rank=325)","34","rank=34; score=0.009334","rank=102; score=70.115; p=2.6608e-17; adjP=6.714e-16","rank=163; score=1.6122; p=0.10693; direction=Repressed"
"10","ZBTB7A","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","100.000000000000000","37","5","ENCODE--ChIP-seq(rank=3); ReMap--ChIP-seq(rank=20); GTEx--Coexpression(rank=93); ARCHS4--Coexpression(rank=479); Enrichr--Queries(rank=1002)","102","rank=102; score=0.02542","rank=37; score=31.725; p=0.0013475; adjP=0.0070068","rank=161; score=1.614; p=0.10653; direction=Activated"
