"Input_Type","TF_Analysis_Name","Intersection_Name","Required_Methods","Number_Of_Methods","Intersected_TF_Count","Reported_Top_N","Result_File"
"DEG","MD_SW480","ENRICHR_TRRUST_COLLECTRI","ENRICHR;TRRUST;CollecTRI","3","256","10","results/ngs/GSE299428/TF_summary/deg/MD_SW480/intersections/ENRICHR_TRRUST_COLLECTRI/candidates/top10_tf_candidates.csv"
