"Input_Type","TF_Analysis_Name","Intersection_Name","Required_Methods","Number_Of_Methods","Intersected_TF_Count","Reported_Top_N","Result_File","Summary_File"
"DEG","HD_ALL","ALL_6_METHODS","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","158","10","results/ngs/GSE299428/TF_summary/deg/HD_ALL/intersections/ALL_6_METHODS/candidates/top10_tf_candidates.csv","results/ngs/GSE299428/TF_summary/deg/HD_ALL/intersections/ALL_6_METHODS/summary/summary.csv"
"DEG","HD_ALL","WITHOUT_CHEA3","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","5","158","10","results/ngs/GSE299428/TF_summary/deg/HD_ALL/intersections/WITHOUT_CHEA3/candidates/top10_tf_candidates.csv","results/ngs/GSE299428/TF_summary/deg/HD_ALL/intersections/WITHOUT_CHEA3/summary/summary.csv"
"DEG","HD_ALL","DOROTHEA_CHEA3_VIPER","DoRothEA;ChEA3;VIPER","3","268","10","results/ngs/GSE299428/TF_summary/deg/HD_ALL/intersections/DOROTHEA_CHEA3_VIPER/candidates/top10_tf_candidates.csv","results/ngs/GSE299428/TF_summary/deg/HD_ALL/intersections/DOROTHEA_CHEA3_VIPER/summary/summary.csv"
"DEG","HD_ALL","ENRICHR_TRRUST_COLLECTRI","ENRICHR;TRRUST;CollecTRI","3","254","10","results/ngs/GSE299428/TF_summary/deg/HD_ALL/intersections/ENRICHR_TRRUST_COLLECTRI/candidates/top10_tf_candidates.csv","results/ngs/GSE299428/TF_summary/deg/HD_ALL/intersections/ENRICHR_TRRUST_COLLECTRI/summary/summary.csv"
"DEG","HD_ALL","ACTIVITY_METHODS_VIPER_COLLECTRI","VIPER;CollecTRI","2","242","10","results/ngs/GSE299428/TF_summary/deg/HD_ALL/intersections/ACTIVITY_METHODS_VIPER_COLLECTRI/candidates/top10_tf_candidates.csv","results/ngs/GSE299428/TF_summary/deg/HD_ALL/intersections/ACTIVITY_METHODS_VIPER_COLLECTRI/summary/summary.csv"
"DEG","HD_ALL","ORA_METHODS_DOROTHEA_TRRUST","DoRothEA;TRRUST","2","174","10","results/ngs/GSE299428/TF_summary/deg/HD_ALL/intersections/ORA_METHODS_DOROTHEA_TRRUST/candidates/top10_tf_candidates.csv","results/ngs/GSE299428/TF_summary/deg/HD_ALL/intersections/ORA_METHODS_DOROTHEA_TRRUST/summary/summary.csv"
"DEG","HD_ALL","API_METHODS_CHEA3_ENRICHR","ChEA3;ENRICHR","2","335","10","results/ngs/GSE299428/TF_summary/deg/HD_ALL/intersections/API_METHODS_CHEA3_ENRICHR/candidates/top10_tf_candidates.csv","results/ngs/GSE299428/TF_summary/deg/HD_ALL/intersections/API_METHODS_CHEA3_ENRICHR/summary/summary.csv"
"DEG","HD_ALL","SIGNED_NETWORK_DOROTHEA_VIPER_COLLECTRI","DoRothEA;VIPER;CollecTRI","3","242","10","results/ngs/GSE299428/TF_summary/deg/HD_ALL/intersections/SIGNED_NETWORK_DOROTHEA_VIPER_COLLECTRI/candidates/top10_tf_candidates.csv","results/ngs/GSE299428/TF_summary/deg/HD_ALL/intersections/SIGNED_NETWORK_DOROTHEA_VIPER_COLLECTRI/summary/summary.csv"
"DEG","HD_ALL","LIST_BASED_ORA_API_DOROTHEA_CHEA3_ENRICHR_TRRUST","DoRothEA;ChEA3;ENRICHR;TRRUST","4","162","10","results/ngs/GSE299428/TF_summary/deg/HD_ALL/intersections/LIST_BASED_ORA_API_DOROTHEA_CHEA3_ENRICHR_TRRUST/candidates/top10_tf_candidates.csv","results/ngs/GSE299428/TF_summary/deg/HD_ALL/intersections/LIST_BASED_ORA_API_DOROTHEA_CHEA3_ENRICHR_TRRUST/summary/summary.csv"
"DEG","HD_ALL","CHIP_LITERATURE_EVIDENCE_CHEA3_ENRICHR_TRRUST","ChEA3;ENRICHR;TRRUST","3","219","10","results/ngs/GSE299428/TF_summary/deg/HD_ALL/intersections/CHIP_LITERATURE_EVIDENCE_CHEA3_ENRICHR_TRRUST/candidates/top10_tf_candidates.csv","results/ngs/GSE299428/TF_summary/deg/HD_ALL/intersections/CHIP_LITERATURE_EVIDENCE_CHEA3_ENRICHR_TRRUST/summary/summary.csv"
"DEG","HD_ALL","BROAD_DATABASE_EVIDENCE_CHEA3_ENRICHR_COLLECTRI","ChEA3;ENRICHR;CollecTRI","3","300","10","results/ngs/GSE299428/TF_summary/deg/HD_ALL/intersections/BROAD_DATABASE_EVIDENCE_CHEA3_ENRICHR_COLLECTRI/candidates/top10_tf_candidates.csv","results/ngs/GSE299428/TF_summary/deg/HD_ALL/intersections/BROAD_DATABASE_EVIDENCE_CHEA3_ENRICHR_COLLECTRI/summary/summary.csv"
"DEG","HD_ALL","CURATED_REGULON_NETWORK_DOROTHEA_TRRUST_COLLECTRI","DoRothEA;TRRUST;CollecTRI","3","172","10","results/ngs/GSE299428/TF_summary/deg/HD_ALL/intersections/CURATED_REGULON_NETWORK_DOROTHEA_TRRUST_COLLECTRI/candidates/top10_tf_candidates.csv","results/ngs/GSE299428/TF_summary/deg/HD_ALL/intersections/CURATED_REGULON_NETWORK_DOROTHEA_TRRUST_COLLECTRI/summary/summary.csv"
