"statistic","source","condition","score","p_value","TF","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","Method_Direction","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"ora","E2F4","LD_HCT116","9.73653541606421236","0.0000000001834275578593661","E2F4","1","trrust","1","9.73653541606421236","0.0000000001834275578593661",NA,"","6","ENCODE--ChIP-seq(rank=1); Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=28); Enrichr--Queries(rank=432); ARCHS4--Coexpression(rank=896); GTEx--Coexpression(rank=1406)","20","0.006098000000000000","Literature ChIP-seq,0.006098"
"ora","TFDP1","LD_HCT116","7.09755289253368460","0.0000000798816648215079128","TFDP1","2","trrust","2","7.09755289253368460","0.0000000798816648215079128",NA,"","4","GTEx--Coexpression(rank=3); Enrichr--Queries(rank=15); ARCHS4--Coexpression(rank=21); ReMap--ChIP-seq(rank=73)","5","0.001867000000000000","GTEx Coexpression,0.001867"
"ora","E2F1","LD_HCT116","6.70317914651178981","0.0000001980709814295043194","E2F1","3","trrust","3","6.70317914651178981","0.0000001980709814295043194",NA,"","6","ENCODE--ChIP-seq(rank=3); GTEx--Coexpression(rank=6); Enrichr--Queries(rank=7); Literature--ChIP-seq(rank=7); ReMap--ChIP-seq(rank=59); ARCHS4--Coexpression(rank=65)","14","0.003734000000000000","GTEx Coexpression,0.003734"
"ora","SP1","LD_HCT116","5.25621177799520201","0.0000055435532295109000113","SP1","4","trrust","4","5.25621177799520201","0.0000055435532295109000113",NA,"","5","ENCODE--ChIP-seq(rank=8); ReMap--ChIP-seq(rank=71); GTEx--Coexpression(rank=315); Enrichr--Queries(rank=995); ARCHS4--Coexpression(rank=1477)","270","0.067799999999999999","ENCODE ChIP-seq,0.0678"
"ora","MYCN","LD_HCT116","3.48746712998000241","0.0003254864173366739475007","MYCN","5","trrust","5","3.48746712998000241","0.0003254864173366739475007",NA,"","5","ReMap--ChIP-seq(rank=24); Literature--ChIP-seq(rank=46); ARCHS4--Coexpression(rank=91); Enrichr--Queries(rank=136); GTEx--Coexpression(rank=303)","218","0.055899999999999998","ARCHS4 Coexpression,0.0559"
"ora","RB1","LD_HCT116","3.15777908138674768","0.0006953779552104405372454","RB1","6","trrust","6","3.15777908138674768","0.0006953779552104405372454",NA,"","0","",NA,NA,NA
"ora","LMO4","LD_HCT116","2.93865894682800199","0.0011517044719787873554434","LMO4","7","trrust","7","2.93865894682800199","0.0011517044719787873554434",NA,"","0","",NA,NA,NA
"ora","RORA","LD_HCT116","2.93865894682800199","0.0011517044719787873554434","RORA","8","trrust","8","2.93865894682800199","0.0011517044719787873554434",NA,"","3","Enrichr--Queries(rank=678); GTEx--Coexpression(rank=706); ARCHS4--Coexpression(rank=1113)","1166","0.439300000000000024","GTEx Coexpression,0.4393"
"ora","TP53","LD_HCT116","2.84107573996971619","0.0014418638718174511727937","TP53","9","trrust","9","2.84107573996971619","0.0014418638718174511727937",NA,"","5","ARCHS4--Coexpression(rank=36); Literature--ChIP-seq(rank=39); ReMap--ChIP-seq(rank=96); Enrichr--Queries(rank=156); GTEx--Coexpression(rank=189)","84","0.022110000000000001","ARCHS4 Coexpression,0.02211"
"ora","MEN1","LD_HCT116","2.81267125530855955","0.0015393194066653029250524","MEN1","10","trrust","10","2.81267125530855955","0.0015393194066653029250524",NA,"","0","",NA,NA,NA
"ora","EZH2","LD_HCT116","2.47685062696097447","0.0033354111254570509292883","EZH2","11","trrust","11","2.47685062696097447","0.0033354111254570509292883",NA,"","0","",NA,NA,NA
"ora","E2F6","LD_HCT116","2.42744298632433653","0.0037372918489555497466303","E2F6","12","trrust","12","2.42744298632433653","0.0037372918489555497466303",NA,"","5","ENCODE--ChIP-seq(rank=11); ReMap--ChIP-seq(rank=13); Enrichr--Queries(rank=166); ARCHS4--Coexpression(rank=419); GTEx--Coexpression(rank=1168)","169","0.043770000000000003","ReMap ChIP-seq,0.04377"
"ora","SALL4","LD_HCT116","2.42744298632433653","0.0037372918489555497466303","SALL4","13","trrust","13","2.42744298632433653","0.0037372918489555497466303",NA,"","4","Literature--ChIP-seq(rank=25); ARCHS4--Coexpression(rank=63); Enrichr--Queries(rank=88); GTEx--Coexpression(rank=132)","151","0.038699999999999998","ARCHS4 Coexpression,0.0387"
"ora","MYC","LD_HCT116","2.38303463222470358","0.0041396666229319258392683","MYC","14","trrust","14","2.38303463222470358","0.0041396666229319258392683",NA,"","6","Literature--ChIP-seq(rank=35); ENCODE--ChIP-seq(rank=43); ReMap--ChIP-seq(rank=50); Enrichr--Queries(rank=98); ARCHS4--Coexpression(rank=977); GTEx--Coexpression(rank=1364)","279","0.069800000000000001","Enrichr Queries,0.0698"
"ora","IRF3","LD_HCT116","2.26555160216920415","0.0054256078130286719898856","IRF3","15","trrust","15","2.26555160216920415","0.0054256078130286719898856",NA,"","5","ENCODE--ChIP-seq(rank=35); ReMap--ChIP-seq(rank=105); ARCHS4--Coexpression(rank=556); GTEx--Coexpression(rank=578); Enrichr--Queries(rank=1100)","913","0.296599999999999919","ENCODE ChIP-seq,0.2966"
"ora","RFX1","LD_HCT116","2.26555160216920415","0.0054256078130286719898856","RFX1","16","trrust","16","2.26555160216920415","0.0054256078130286719898856",NA,"","4","ReMap--ChIP-seq(rank=143); Enrichr--Queries(rank=822); ARCHS4--Coexpression(rank=839); GTEx--Coexpression(rank=1071)","1234","0.481499999999999984","ReMap ChIP-seq,0.4815"
"ora","CREBBP","LD_HCT116","2.14912702682982992","0.0070937025385127191329238","CREBBP","17","trrust","17","2.14912702682982992","0.0070937025385127191329238",NA,"","0","",NA,NA,NA
"ora","PARP1","LD_HCT116","2.14912702682982992","0.0070937025385127191329238","PARP1","18","trrust","18","2.14912702682982992","0.0070937025385127191329238",NA,"","0","",NA,NA,NA
"ora","GATA6","LD_HCT116","2.07990764400005590","0.0083194067075620416196191","GATA6","19","trrust","19","2.07990764400005590","0.0083194067075620416196191",NA,"","5","Literature--ChIP-seq(rank=34); ReMap--ChIP-seq(rank=158); Enrichr--Queries(rank=236); ARCHS4--Coexpression(rank=580); GTEx--Coexpression(rank=841)","610","0.168099999999999999","Enrichr Queries,0.1681"
"ora","PPARD","LD_HCT116","1.94127663578213339","0.0114478350789922068281301","PPARD","20","trrust","20","1.94127663578213339","0.0114478350789922068281301",NA,"","4","Literature--ChIP-seq(rank=15); GTEx--Coexpression(rank=63); Enrichr--Queries(rank=469); ARCHS4--Coexpression(rank=759)","153","0.039199999999999999","GTEx Coexpression,0.0392"
"ora","JUN","LD_HCT116","1.76398140498000933","0.0172194230114964194622296","JUN","21","trrust","21","1.76398140498000933","0.0172194230114964194622296",NA,"","6","ARCHS4--Coexpression(rank=19); ENCODE--ChIP-seq(rank=25); Literature--ChIP-seq(rank=96); ReMap--ChIP-seq(rank=102); Enrichr--Queries(rank=184); GTEx--Coexpression(rank=383)","44","0.011670000000000000","ARCHS4 Coexpression,0.01167"
"ora","IRF7","LD_HCT116","1.71044125415956705","0.0194786451448968923882976","IRF7","22","trrust","22","1.71044125415956705","0.0194786451448968923882976",NA,"","3","ARCHS4--Coexpression(rank=507); Enrichr--Queries(rank=634); GTEx--Coexpression(rank=1392)","944","0.311400000000000010","ARCHS4 Coexpression,0.3114"
"ora","CHD8","LD_HCT116","1.64719047209249347","0.0225325076874528518189322","CHD8","23","trrust","23","1.64719047209249347","0.0225325076874528518189322",NA,"","0","",NA,NA,NA
"ora","BRCA1","LD_HCT116","1.64177893673562014","0.0228150310029530851985147","BRCA1","24","trrust","24","1.64177893673562014","0.0228150310029530851985147",NA,"","0","",NA,NA,NA
"ora","E2F3","LD_HCT116","1.61263226303841245","0.0243987589824003134331143","E2F3","25","trrust","25","1.61263226303841245","0.0243987589824003134331143",NA,"","3","ARCHS4--Coexpression(rank=26); Enrichr--Queries(rank=27); GTEx--Coexpression(rank=1365)","62","0.015970000000000002","ARCHS4 Coexpression,0.01597"
