"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","VIPER","ENRICHR","TRRUST","CollecTRI"
"1","STAT1","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","31.00000000000000","1","6","ENCODE--ChIP-seq(rank=18); ReMap--ChIP-seq(rank=52); Literature--ChIP-seq(rank=137); Enrichr--Queries(rank=166); ARCHS4--Coexpression(rank=179); GTEx--Coexpression(rank=1258)","490","rank=1; score=4.0443; p=9.0312e-05","rank=68; score=2.6563; direction=Activated","rank=65; score=13.846; p=0.063952; adjP=0.18614","rank=18; score=1.1941; p=0.063953","rank=3; score=3.9944; p=6.4865e-05; direction=Activated"
"2","MYC","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","35.60000000000000","9","6","Literature--ChIP-seq(rank=14); ReMap--ChIP-seq(rank=29); ENCODE--ChIP-seq(rank=34); Enrichr--Queries(rank=48); GTEx--Coexpression(rank=521); ARCHS4--Coexpression(rank=1283)","159","rank=9; score=1.9271; p=0.011828","rank=49; score=3.0777; direction=Repressed","rank=88; score=10.308; p=0.0098361; adjP=0.19857","rank=20; score=1.0634; p=0.086421","rank=12; score=3.0716; p=0.0021294; direction=Repressed"
"3","E2F1","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","39.00000000000000","13","6","Literature--ChIP-seq(rank=40); ReMap--ChIP-seq(rank=53); ENCODE--ChIP-seq(rank=103); ARCHS4--Coexpression(rank=761); Enrichr--Queries(rank=854); GTEx--Coexpression(rank=1062)","716","rank=89; score=0.097445; p=0.79902","rank=23; score=3.9803; direction=Repressed","rank=25; score=5.6021; p=0.059891; adjP=0.52055","rank=45; score=0.31573; p=0.48336","rank=13; score=2.8939; p=0.0038054; direction=Repressed"
"4","E2F4","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","48.60000000000000","1","6","ENCODE--ChIP-seq(rank=19); Literature--ChIP-seq(rank=44); Enrichr--Queries(rank=84); ReMap--ChIP-seq(rank=231); GTEx--Coexpression(rank=752); ARCHS4--Coexpression(rank=1303)","278","rank=77; score=0.48969; p=0.32382","rank=4; score=6.4874; direction=Repressed","rank=74; score=5.3277; p=0.078232; adjP=0.54923","rank=87; score=0; p=1","rank=1; score=7.5096; p=5.9322e-14; direction=Repressed"
"5","PPARA","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","55.60000000000000","7","3","GTEx--Coexpression(rank=873); Enrichr--Queries(rank=1021); ARCHS4--Coexpression(rank=1024)","1432","rank=7; score=1.9701; p=0.010713","rank=79; score=2.4341; direction=Activated","rank=145; score=9.4087; p=0.17449; adjP=0.25988","rank=33; score=0.75823; p=0.17449","rank=14; score=2.868; p=0.0041307; direction=Activated"
"6","NFKB2","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","66.40000000000001","6","4","Enrichr--Queries(rank=208); ReMap--ChIP-seq(rank=280); ARCHS4--Coexpression(rank=787); GTEx--Coexpression(rank=1030)","628","rank=31; score=1.0723; p=0.084655","rank=77; score=2.4504; direction=Repressed","rank=15; score=145.18; p=0.029046; adjP=0.18614","rank=6; score=1.5369; p=0.029046","rank=203; score=1.2708; p=0.2038; direction=Activated"
"7","ESR1","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","70.80000000000000","1","6","Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=1); ENCODE--ChIP-seq(rank=9); Enrichr--Queries(rank=189); ARCHS4--Coexpression(rank=547); GTEx--Coexpression(rank=703)","15","rank=85; score=0.27031; p=0.53665","rank=76; score=2.4696; direction=Activated","rank=1; score=50.981; p=0.00045516; adjP=0.061556","rank=40; score=0.5058; p=0.31204","rank=152; score=1.4266; p=0.15371; direction=Activated"
"8","TFDP1","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","71.00000000000000","10","4","Enrichr--Queries(rank=2); ReMap--ChIP-seq(rank=164); ARCHS4--Coexpression(rank=663); GTEx--Coexpression(rank=1332)","6","rank=250; score=0; p=1","rank=28; score=3.6904; direction=Repressed","rank=54; score=69.22; p=0.047944; adjP=0.18614","rank=13; score=1.3193; p=0.047944","rank=10; score=3.1017; p=0.0019243; direction=Repressed"
"9","NANOG","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","75.59999999999999","3","6","Literature--ChIP-seq(rank=25); ENCODE--ChIP-seq(rank=118); GTEx--Coexpression(rank=145); ReMap--ChIP-seq(rank=219); Enrichr--Queries(rank=249); ARCHS4--Coexpression(rank=602)","409","rank=3; score=2.7484; p=0.001785","rank=115; score=1.6644; direction=Activated","rank=27; score=20.83; p=0.036303; adjP=0.20783","rank=25; score=0.97109; p=0.10688","rank=208; score=1.253; p=0.21021; direction=Repressed"
"10","RELA","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","77.00000000000000","16","6","Literature--ChIP-seq(rank=24); ENCODE--ChIP-seq(rank=28); ReMap--ChIP-seq(rank=190); GTEx--Coexpression(rank=629); Enrichr--Queries(rank=803); ARCHS4--Coexpression(rank=1453)","622","rank=42; score=0.80377; p=0.15712","rank=199; score=0.72253; direction=Activated","rank=61; score=7.8722; p=0.043891; adjP=0.18614","rank=16; score=1.2171; p=0.060656","rank=67; score=1.8326; p=0.066869; direction=Activated"
