"Input_Type","TF_Analysis_Name","Intersection_Name","Required_Methods","Number_Of_Methods","Intersected_TF_Count","Reported_Top_N","Result_File"
"DEG","LD_ALL","ALL_6_METHODS","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","136","10","results/ngs/GSE299428/TF_summary/deg/LD_ALL/intersections/ALL_6_METHODS/candidates/top10_tf_candidates.csv"
