"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","VIPER","CollecTRI"
"1","E2F2","DoRothEA;VIPER;CollecTRI","4","DoRothEA;ChEA3;VIPER;CollecTRI","17.66666666666667","7","3","GTEx--Coexpression(rank=564); ARCHS4--Coexpression(rank=765); Enrichr--Queries(rank=825)","1163","rank=25; score=1.1773; p=0.066478","rank=21; score=4.0946; direction=Repressed","rank=7; score=3.3385; p=0.00084233; direction=Repressed"
"2","MYC","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","23.33333333333333","9","6","Literature--ChIP-seq(rank=14); ReMap--ChIP-seq(rank=29); ENCODE--ChIP-seq(rank=34); Enrichr--Queries(rank=48); GTEx--Coexpression(rank=521); ARCHS4--Coexpression(rank=1283)","159","rank=9; score=1.9271; p=0.011828","rank=49; score=3.0777; direction=Repressed","rank=12; score=3.0716; p=0.0021294; direction=Repressed"
"3","STAT1","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","24.00000000000000","1","6","ENCODE--ChIP-seq(rank=18); ReMap--ChIP-seq(rank=52); Literature--ChIP-seq(rank=137); Enrichr--Queries(rank=166); ARCHS4--Coexpression(rank=179); GTEx--Coexpression(rank=1258)","490","rank=1; score=4.0443; p=9.0312e-05","rank=68; score=2.6563; direction=Activated","rank=3; score=3.9944; p=6.4865e-05; direction=Activated"
"4","LYL1","DoRothEA;VIPER;CollecTRI","5","DoRothEA;ChEA3;VIPER;ENRICHR;CollecTRI","27.00000000000000","6","5","ReMap--ChIP-seq(rank=124); Literature--ChIP-seq(rank=141); Enrichr--Queries(rank=534); GTEx--Coexpression(rank=552); ARCHS4--Coexpression(rank=636)","1150","rank=6; score=2.0883; p=0.0081607","rank=9; score=5.2203; direction=Activated","rank=66; score=1.8427; p=0.065366; direction=Repressed"
"5","E2F4","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","27.33333333333334","1","6","ENCODE--ChIP-seq(rank=19); Literature--ChIP-seq(rank=44); Enrichr--Queries(rank=84); ReMap--ChIP-seq(rank=231); GTEx--Coexpression(rank=752); ARCHS4--Coexpression(rank=1303)","278","rank=77; score=0.48969; p=0.32382","rank=4; score=6.4874; direction=Repressed","rank=1; score=7.5096; p=5.9322e-14; direction=Repressed"
"6","PPARA","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","33.33333333333334","7","3","GTEx--Coexpression(rank=873); Enrichr--Queries(rank=1021); ARCHS4--Coexpression(rank=1024)","1432","rank=7; score=1.9701; p=0.010713","rank=79; score=2.4341; direction=Activated","rank=14; score=2.868; p=0.0041307; direction=Activated"
"7","E2F1","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","41.66666666666666","13","6","Literature--ChIP-seq(rank=40); ReMap--ChIP-seq(rank=53); ENCODE--ChIP-seq(rank=103); ARCHS4--Coexpression(rank=761); Enrichr--Queries(rank=854); GTEx--Coexpression(rank=1062)","716","rank=89; score=0.097445; p=0.79902","rank=23; score=3.9803; direction=Repressed","rank=13; score=2.8939; p=0.0038054; direction=Repressed"
"8","SOX9","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","45.66666666666666","16","5","ReMap--ChIP-seq(rank=3); Literature--ChIP-seq(rank=46); ARCHS4--Coexpression(rank=48); Enrichr--Queries(rank=431); GTEx--Coexpression(rank=766)","47","rank=24; score=1.2085; p=0.061878","rank=97; score=2.0962; direction=Activated","rank=16; score=2.763; p=0.0057277; direction=Activated"
"9","MXI1","DoRothEA;VIPER;CollecTRI","5","DoRothEA;ChEA3;VIPER;ENRICHR;CollecTRI","47.00000000000000","5","5","ENCODE--ChIP-seq(rank=50); ReMap--ChIP-seq(rank=57); Enrichr--Queries(rank=644); ARCHS4--Coexpression(rank=1083); GTEx--Coexpression(rank=1525)","759","rank=5; score=2.1924; p=0.006421","rank=54; score=2.9577; direction=Repressed","rank=82; score=1.769; p=0.076889; direction=Repressed"
"10","TFAP2C","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","48.66666666666666","28","6","Literature--ChIP-seq(rank=82); ENCODE--ChIP-seq(rank=100); GTEx--Coexpression(rank=104); ARCHS4--Coexpression(rank=125); ReMap--ChIP-seq(rank=220); Enrichr--Queries(rank=996)","302","rank=28; score=1.1484; p=0.071056","rank=61; score=2.8622; direction=Activated","rank=57; score=1.9001; p=0.057424; direction=Activated"
