"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","VIPER","CollecTRI"
"1","E2F4","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","1.333333333333333","1","6","ENCODE--ChIP-seq(rank=1); Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=28); Enrichr--Queries(rank=432); ARCHS4--Coexpression(rank=896); GTEx--Coexpression(rank=1406)","20","rank=1; score=24.651; p=2.2327e-25","rank=2; score=8.6716; direction=Repressed","rank=1; score=9.5484; p=1.3172e-21; direction=Repressed"
"2","E2F1","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","5.333333333333333","2","6","ENCODE--ChIP-seq(rank=3); GTEx--Coexpression(rank=6); Enrichr--Queries(rank=7); Literature--ChIP-seq(rank=7); ReMap--ChIP-seq(rank=59); ARCHS4--Coexpression(rank=65)","14","rank=2; score=11.422; p=3.7811e-12","rank=12; score=5.1823; direction=Repressed","rank=2; score=4.2288; p=2.3495e-05; direction=Repressed"
"3","TFDP1","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","7.666666666666667","3","4","GTEx--Coexpression(rank=3); Enrichr--Queries(rank=15); ARCHS4--Coexpression(rank=21); ReMap--ChIP-seq(rank=73)","5","rank=3; score=6.3165; p=4.8254e-07","rank=11; score=5.4059; direction=Repressed","rank=9; score=3.5113; p=0.000446; direction=Repressed"
"4","MYC","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","12.333333333333334","7","6","Literature--ChIP-seq(rank=35); ENCODE--ChIP-seq(rank=43); ReMap--ChIP-seq(rank=50); Enrichr--Queries(rank=98); ARCHS4--Coexpression(rank=977); GTEx--Coexpression(rank=1364)","279","rank=7; score=4.9671; p=1.0786e-05","rank=16; score=4.6627; direction=Repressed","rank=14; score=3.4123; p=0.00064415; direction=Repressed"
"5","SMAD3","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","20.000000000000000","12","5","Literature--ChIP-seq(rank=27); ReMap--ChIP-seq(rank=65); ARCHS4--Coexpression(rank=342); Enrichr--Queries(rank=367); GTEx--Coexpression(rank=402)","601","rank=26; score=1.6414; p=0.022833","rank=22; score=4.2664; direction=Activated","rank=12; score=3.4528; p=0.00055478; direction=Activated"
"6","E2F2","DoRothEA;VIPER;CollecTRI","5","DoRothEA;ChEA3;VIPER;ENRICHR;CollecTRI","31.333333333333336","4","3","ARCHS4--Coexpression(rank=5); Enrichr--Queries(rank=12); GTEx--Coexpression(rank=1492)","9","rank=4; score=5.718; p=1.914e-06","rank=23; score=4.0052; direction=Repressed","rank=67; score=2.1594; p=0.030817; direction=Repressed"
"7","SMAD4","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","34.333333333333336","6","5","Literature--ChIP-seq(rank=56); ReMap--ChIP-seq(rank=192); Enrichr--Queries(rank=1262); ARCHS4--Coexpression(rank=1311); GTEx--Coexpression(rank=1601)","992","rank=67; score=0.82373; p=0.15006","rank=30; score=3.6835; direction=Activated","rank=6; score=3.7595; p=0.00017027; direction=Activated"
"8","RUNX1","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","39.000000000000000","22","5","Literature--ChIP-seq(rank=63); ReMap--ChIP-seq(rank=177); GTEx--Coexpression(rank=484); Enrichr--Queries(rank=509); ARCHS4--Coexpression(rank=510)","922","rank=45; score=1.0725; p=0.08462","rank=50; score=2.8369; direction=Activated","rank=22; score=3.0339; p=0.002414; direction=Activated"
"9","REST","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","40.333333333333336","16","6","ENCODE--ChIP-seq(rank=37); Literature--ChIP-seq(rank=75); ReMap--ChIP-seq(rank=85); GTEx--Coexpression(rank=98); ARCHS4--Coexpression(rank=136); Enrichr--Queries(rank=1037)","241","rank=56; score=0.92768; p=0.11812","rank=49; score=2.8397; direction=Repressed","rank=16; score=3.3042; p=0.00095248; direction=Activated"
"10","STAT2","DoRothEA;VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","44.333333333333336","21","5","ENCODE--ChIP-seq(rank=33); ReMap--ChIP-seq(rank=223); GTEx--Coexpression(rank=334); Enrichr--Queries(rank=603); ARCHS4--Coexpression(rank=865)","705","rank=31; score=1.3621; p=0.043437","rank=81; score=2.2599; direction=Activated","rank=21; score=3.1172; p=0.0018258; direction=Activated"
