"TF","Score","Activity_Score_Mean","Method_P_Value","Condition_Scores","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"E2F4","9.548398756870215109","-9.548398756870215109","0.000000000000000000001317162860918675","LD_HCT116=-9.548","Repressed","1","collectri","1","9.548398756870215109",NA,"6","ENCODE--ChIP-seq(rank=1); Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=28); Enrichr--Queries(rank=432); ARCHS4--Coexpression(rank=896); GTEx--Coexpression(rank=1406)","20","0.006098000000000000","Literature ChIP-seq,0.006098"
"E2F1","4.228794528853891066","-4.228794528853891066","0.000023494679433637975004417475233254","LD_HCT116=-4.229","Repressed","2","collectri","2","4.228794528853891066",NA,"6","ENCODE--ChIP-seq(rank=3); GTEx--Coexpression(rank=6); Enrichr--Queries(rank=7); Literature--ChIP-seq(rank=7); ReMap--ChIP-seq(rank=59); ARCHS4--Coexpression(rank=65)","14","0.003734000000000000","GTEx Coexpression,0.003734"
"SPI1","4.184732738853610634","4.184732738853610634","0.000028550180263865747212325557624624","LD_HCT116=4.185","Activated","3","collectri","3","4.184732738853610634",NA,"6","ENCODE--ChIP-seq(rank=113); Literature--ChIP-seq(rank=130); ReMap--ChIP-seq(rank=195); ARCHS4--Coexpression(rank=521); GTEx--Coexpression(rank=1002); Enrichr--Queries(rank=1268)","958","0.320000000000000007","ARCHS4 Coexpression,0.32"
"CIITA","3.807907413960950116","3.807907413960950116","0.000140147722464397929366050621347028","LD_HCT116=3.808","Activated","4","collectri","4","3.807907413960950116",NA,"0","",NA,NA,NA
"ZNF331","3.774853712561056618","-3.774853712561056618","0.000160101588916234630240176262105933","LD_HCT116=-3.775","Repressed","5","collectri","5","3.774853712561056618",NA,"3","GTEx--Coexpression(rank=340); Enrichr--Queries(rank=397); ARCHS4--Coexpression(rank=1229)","714","0.211600000000000010","GTEx Coexpression,0.2116"
"SMAD4","3.759478962981932071","3.759478962981932071","0.000170267593465035782518413043362671","LD_HCT116=3.759","Activated","6","collectri","6","3.759478962981932071",NA,"5","Literature--ChIP-seq(rank=56); ReMap--ChIP-seq(rank=192); Enrichr--Queries(rank=1262); ARCHS4--Coexpression(rank=1311); GTEx--Coexpression(rank=1601)","992","0.341500000000000026","Literature ChIP-seq,0.3415"
"EGR3","3.588071669345136439","3.588071669345136439","0.000333132727189395161024321190268438","LD_HCT116=3.588","Activated","7","collectri","7","3.588071669345136439",NA,"3","Enrichr--Queries(rank=272); ARCHS4--Coexpression(rank=385); GTEx--Coexpression(rank=825)","669","0.193700000000000011","Enrichr Queries,0.1937"
"RFXANK","3.573162881372490940","3.573162881372490940","0.000352695221917678932137957259485006","LD_HCT116=3.573","Activated","8","collectri","8","3.573162881372490940",NA,"0","",NA,NA,NA
"TFDP1","3.511254187623485734","-3.511254187623485734","0.000445997720297739320017421649211542","LD_HCT116=-3.511","Repressed","9","collectri","9","3.511254187623485734",NA,"4","GTEx--Coexpression(rank=3); Enrichr--Queries(rank=15); ARCHS4--Coexpression(rank=21); ReMap--ChIP-seq(rank=73)","5","0.001867000000000000","GTEx Coexpression,0.001867"
"HCFC1","3.490823143615001900","-3.490823143615001900","0.000481534895957370890576948463390750","LD_HCT116=-3.491","Repressed","10","collectri","10","3.490823143615001900",NA,"0","",NA,NA,NA
"ZNF143","3.484302880299359195","-3.484302880299359195","0.000493420769294403626856193589844679","LD_HCT116=-3.484","Repressed","11","collectri","11","3.484302880299359195",NA,"5","ReMap--ChIP-seq(rank=49); ENCODE--ChIP-seq(rank=88); Enrichr--Queries(rank=234); ARCHS4--Coexpression(rank=808); GTEx--Coexpression(rank=1506)","603","0.165000000000000008","ReMap ChIP-seq,0.165"
