"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","VIPER","ENRICHR","TRRUST","CollecTRI"
"1","E2F4","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","21.60000000000000","1","6","ENCODE--ChIP-seq(rank=43); ReMap--ChIP-seq(rank=103); Literature--ChIP-seq(rank=132); ARCHS4--Coexpression(rank=1197); Enrichr--Queries(rank=1221); GTEx--Coexpression(rank=1496)","967","rank=32; score=2.5741; p=0.0026665","rank=7; score=5.0252; direction=Repressed","rank=17; score=14.343; p=0.012956; adjP=0.12024","rank=51; score=1.6978; p=0.020055","rank=1; score=5.6558; p=1.5516e-08; direction=Repressed"
"2","SREBF2","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","30.60000000000000","8","6","ENCODE--ChIP-seq(rank=58); Literature--ChIP-seq(rank=71); ReMap--ChIP-seq(rank=116); GTEx--Coexpression(rank=139); Enrichr--Queries(rank=533); ARCHS4--Coexpression(rank=1145)","330","rank=38; score=2.4059; p=0.0039275","rank=8; score=4.9112; direction=Repressed","rank=79; score=35.215; p=0.0019989; adjP=0.038978","rank=17; score=2.6992; p=0.0019989","rank=11; score=3.1408; p=0.001685; direction=Repressed"
"3","REST","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","41.60000000000000","2","6","ENCODE--ChIP-seq(rank=17); ReMap--ChIP-seq(rank=37); Literature--ChIP-seq(rank=40); GTEx--Coexpression(rank=214); ARCHS4--Coexpression(rank=320); Enrichr--Queries(rank=1158)","443","rank=48; score=2.1126; p=0.0077161","rank=28; score=3.3031; direction=Repressed","rank=39; score=13.735; p=6.1581e-05; adjP=0.00035764","rank=91; score=1.1461; p=0.071427","rank=2; score=4.5297; p=5.9065e-06; direction=Activated"
"4","NFE2L2","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","49.40000000000000","27","5","GTEx--Coexpression(rank=16); Literature--ChIP-seq(rank=36); ReMap--ChIP-seq(rank=144); ARCHS4--Coexpression(rank=185); Enrichr--Queries(rank=380)","45","rank=83; score=1.4238; p=0.037685","rank=39; score=2.9419; direction=Repressed","rank=27; score=17.376; p=0.00015464; adjP=0.0007343","rank=54; score=1.6452; p=0.022634","rank=44; score=2.1649; p=0.030396; direction=Repressed"
"5","SREBF1","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","53.40000000000000","9","6","ENCODE--ChIP-seq(rank=35); Literature--ChIP-seq(rank=103); ReMap--ChIP-seq(rank=128); GTEx--Coexpression(rank=193); Enrichr--Queries(rank=260); ARCHS4--Coexpression(rank=497)","428","rank=9; score=3.9467; p=0.00011307","rank=11; score=4.6404; direction=Repressed","rank=62; score=28.386; p=0.0021719; adjP=0.039094","rank=19; score=2.6632; p=0.0021719","rank=166; score=1.3935; p=0.16346; direction=Repressed"
"6","NFKB1","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","56.80000000000000","3","4","ReMap--ChIP-seq(rank=141); ARCHS4--Coexpression(rank=378); Enrichr--Queries(rank=432); GTEx--Coexpression(rank=1213)","727","rank=13; score=3.6721; p=0.00021277","rank=122; score=1.3217; direction=Activated","rank=10; score=40.843; p=4.5761e-12; adjP=1.7633e-10","rank=3; score=4.6884; p=2.0495e-05","rank=136; score=1.5706; p=0.11628; direction=Activated"
"7","RELA","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","58.20000000000000","2","6","Literature--ChIP-seq(rank=18); ENCODE--ChIP-seq(rank=48); ReMap--ChIP-seq(rank=152); Enrichr--Queries(rank=836); GTEx--Coexpression(rank=843); ARCHS4--Coexpression(rank=1533)","399","rank=19; score=3.3179; p=0.00048096","rank=44; score=2.7445; direction=Activated","rank=7; score=26.298; p=1.1459e-06; adjP=1.1852e-05","rank=2; score=5.114; p=7.6908e-06","rank=219; score=1.2569; p=0.2088; direction=Activated"
"8","KLF5","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","65.80000000000000","4","5","GTEx--Coexpression(rank=7); ARCHS4--Coexpression(rank=9); ReMap--ChIP-seq(rank=18); Enrichr--Queries(rank=29); Literature--ChIP-seq(rank=56)","20","rank=4; score=4.8917; p=1.2832e-05","rank=116; score=1.427; direction=Activated","rank=28; score=100.94; p=0.00012732; adjP=0.00065391","rank=7; score=3.8669; p=0.00013587","rank=174; score=1.3744; p=0.16932; direction=Repressed"
"9","STAT4","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","68.40000000000001","13","4","Literature--ChIP-seq(rank=147); Enrichr--Queries(rank=766); ARCHS4--Coexpression(rank=981); GTEx--Coexpression(rank=1046)","1313","rank=78; score=1.5392; p=0.028893","rank=134; score=1.271; direction=Activated","rank=13; score=16.224; p=0.011973; adjP=0.16638","rank=68; score=1.4238; p=0.037685","rank=49; score=2.0916; p=0.036474; direction=Activated"
"10","MYC","DoRothEA;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","68.80000000000000","3","6","Literature--ChIP-seq(rank=68); ENCODE--ChIP-seq(rank=69); ReMap--ChIP-seq(rank=114); Enrichr--Queries(rank=194); GTEx--Coexpression(rank=547); ARCHS4--Coexpression(rank=1428)","490","rank=123; score=0.83682; p=0.14561","rank=15; score=4.0787; direction=Repressed","rank=165; score=9.8443; p=0.0029845; adjP=0.0088366","rank=38; score=1.9829; p=0.010403","rank=3; score=4.1422; p=3.4401e-05; direction=Repressed"
