"TF","MD_HCT116","Activity_Score_Mean","Score","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"TWIST1","-0.996108988966420861","-0.996108988966420861","0.996108988966420861","Repressed","158","viper","158","0.996108988966420861",NA,NA,"4","ReMap--ChIP-seq(rank=21); ARCHS4--Coexpression(rank=28); Enrichr--Queries(rank=128); GTEx--Coexpression(rank=331)","74","0.01720000000000000","ARCHS4 Coexpression,0.0172"
"ESR2","0.994049270061147627","0.994049270061147627","0.994049270061147627","Activated","159","viper","159","0.994049270061147627",NA,NA,"5","Literature--ChIP-seq(rank=9); ReMap--ChIP-seq(rank=92); Enrichr--Queries(rank=705); ARCHS4--Coexpression(rank=1064); GTEx--Coexpression(rank=1289)","222","0.05488000000000000","Literature ChIP-seq,0.05488"
"RFX5","0.990049527013228126","0.990049527013228126","0.990049527013228126","Activated","160","viper","160","0.990049527013228126",NA,NA,"5","ENCODE--ChIP-seq(rank=45); ReMap--ChIP-seq(rank=180); Enrichr--Queries(rank=714); GTEx--Coexpression(rank=846); ARCHS4--Coexpression(rank=1052)","1043","0.38140000000000002","ENCODE ChIP-seq,0.3814"
"PAX8","0.985499815269423762","0.985499815269423762","0.985499815269423762","Activated","161","viper","161","0.985499815269423762",NA,NA,"4","ARCHS4--Coexpression(rank=51); Enrichr--Queries(rank=134); ReMap--ChIP-seq(rank=268); GTEx--Coexpression(rank=554)","134","0.03133000000000000","ARCHS4 Coexpression,0.03133"
"USF1","0.975107755150752986","0.975107755150752986","0.975107755150752986","Activated","162","viper","162","0.975107755150752986",NA,NA,"5","ENCODE--ChIP-seq(rank=78); ReMap--ChIP-seq(rank=95); ARCHS4--Coexpression(rank=844); Enrichr--Queries(rank=1026); GTEx--Coexpression(rank=1205)","929","0.31990000000000002","ReMap ChIP-seq,0.3199"
"NRF1","0.969320049496748770","0.969320049496748770","0.969320049496748770","Activated","163","viper","163","0.969320049496748770",NA,NA,"5","ReMap--ChIP-seq(rank=75); ENCODE--ChIP-seq(rank=97); ARCHS4--Coexpression(rank=771); GTEx--Coexpression(rank=986); Enrichr--Queries(rank=1210)","787","0.25250000000000000","ReMap ChIP-seq,0.2525"
"NCOA3","0.928668238568882698","0.928668238568882698","0.928668238568882698","Activated","164","viper","164","0.928668238568882698",NA,NA,"4","ARCHS4--Coexpression(rank=244); ReMap--ChIP-seq(rank=267); Enrichr--Queries(rank=615); GTEx--Coexpression(rank=1190)","520","0.14990000000000001","ARCHS4 Coexpression,0.1499"
"LEF1","-0.921646768762989566","-0.921646768762989566","0.921646768762989566","Repressed","165","viper","165","0.921646768762989566",NA,NA,"4","Enrichr--Queries(rank=187); ReMap--ChIP-seq(rank=192); ARCHS4--Coexpression(rank=512); GTEx--Coexpression(rank=1090)","473","0.13320000000000001","Enrichr Queries,0.1332"
"CREB3L1","0.909933138656054186","0.909933138656054186","0.909933138656054186","Activated","166","viper","166","0.909933138656054186",NA,NA,"4","ARCHS4--Coexpression(rank=36); Enrichr--Queries(rank=44); ReMap--ChIP-seq(rank=193); GTEx--Coexpression(rank=997)","96","0.02211000000000000","ARCHS4 Coexpression,0.02211"
"MAFG","0.905385417115602054","0.905385417115602054","0.905385417115602054","Activated","167","viper","167","0.905385417115602054",NA,NA,"4","ReMap--ChIP-seq(rank=238); Enrichr--Queries(rank=667); GTEx--Coexpression(rank=878); ARCHS4--Coexpression(rank=1528)","1188","0.47510000000000002","Enrichr Queries,0.4751"
"ZNF217","-0.900378114083214887","-0.900378114083214887","0.900378114083214887","Repressed","168","viper","168","0.900378114083214887",NA,NA,"6","Literature--ChIP-seq(rank=4); ENCODE--ChIP-seq(rank=28); ReMap--ChIP-seq(rank=227); Enrichr--Queries(rank=322); ARCHS4--Coexpression(rank=860); GTEx--Coexpression(rank=1127)","106","0.02439000000000000","Literature ChIP-seq,0.02439"
"SOX2","0.899921231894977636","0.899921231894977636","0.899921231894977636","Activated","169","viper","169","0.899921231894977636",NA,NA,"5","Literature--ChIP-seq(rank=2); ARCHS4--Coexpression(rank=126); ReMap--ChIP-seq(rank=161); GTEx--Coexpression(rank=289); Enrichr--Queries(rank=351)","54","0.01220000000000000","Literature ChIP-seq,0.0122"
"GLI2","0.891113094318197518","0.891113094318197518","0.891113094318197518","Activated","170","viper","170","0.891113094318197518",NA,NA,"3","Enrichr--Queries(rank=106); ARCHS4--Coexpression(rank=140); GTEx--Coexpression(rank=191)","290","0.07550000000000000","Enrichr Queries,0.0755"
"KLF13","-0.888980264506113671","-0.888980264506113671","0.888980264506113671","Repressed","171","viper","171","0.888980264506113671",NA,NA,"4","ReMap--ChIP-seq(rank=42); Enrichr--Queries(rank=398); GTEx--Coexpression(rank=653); ARCHS4--Coexpression(rank=765)","502","0.14140000000000000","ReMap ChIP-seq,0.1414"
"ELF1","0.875586057723962807","0.875586057723962807","0.875586057723962807","Activated","172","viper","172","0.875586057723962807",NA,NA,"5","ENCODE--ChIP-seq(rank=75); ReMap--ChIP-seq(rank=123); Literature--ChIP-seq(rank=146); ARCHS4--Coexpression(rank=575); GTEx--Coexpression(rank=1203)","981","0.35320000000000001","ARCHS4 Coexpression,0.3532"
"ZBED1","-0.863927294555814962","-0.863927294555814962","0.863927294555814962","Repressed","173","viper","173","0.863927294555814962",NA,NA,"4","ReMap--ChIP-seq(rank=250); Enrichr--Queries(rank=540); GTEx--Coexpression(rank=786); ARCHS4--Coexpression(rank=1284)","1053","0.38460000000000000","Enrichr Queries,0.3846"
"JUNB","0.844115446148112514","0.844115446148112514","0.844115446148112514","Activated","174","viper","174","0.844115446148112514",NA,NA,"4","ReMap--ChIP-seq(rank=175); Enrichr--Queries(rank=306); GTEx--Coexpression(rank=512); ARCHS4--Coexpression(rank=551)","696","0.21790000000000001","Enrichr Queries,0.2179"
"ELK1","-0.839667485394982260","-0.839667485394982260","0.839667485394982260","Repressed","175","viper","175","0.839667485394982260",NA,NA,"5","ENCODE--ChIP-seq(rank=103); GTEx--Coexpression(rank=119); Literature--ChIP-seq(rank=121); ReMap--ChIP-seq(rank=284); ARCHS4--Coexpression(rank=1602)","284","0.07405000000000000","GTEx Coexpression,0.07405"
"MEIS2","0.814892551020940048","0.814892551020940048","0.814892551020940048","Activated","176","viper","176","0.814892551020940048",NA,NA,"4","GTEx--Coexpression(rank=157); ReMap--ChIP-seq(rank=213); Enrichr--Queries(rank=330); ARCHS4--Coexpression(rank=564)","366","0.09770000000000000","GTEx Coexpression,0.0977"
"TP73","0.814172467381370835","0.814172467381370835","0.814172467381370835","Activated","177","viper","177","0.814172467381370835",NA,NA,"3","GTEx--Coexpression(rank=105); Enrichr--Queries(rank=217); ARCHS4--Coexpression(rank=683)","255","0.06534000000000000","GTEx Coexpression,0.06534"
"SOX11","0.813647192991303725","0.813647192991303725","0.813647192991303725","Activated","178","viper","178","0.813647192991303725",NA,NA,"5","Literature--ChIP-seq(rank=98); ReMap--ChIP-seq(rank=286); Enrichr--Queries(rank=558); GTEx--Coexpression(rank=718); ARCHS4--Coexpression(rank=764)","1074","0.39739999999999998","Enrichr Queries,0.3974"
"KLF6","0.807226902346314779","0.807226902346314779","0.807226902346314779","Activated","179","viper","179","0.807226902346314779",NA,NA,"4","ReMap--ChIP-seq(rank=17); Enrichr--Queries(rank=147); ARCHS4--Coexpression(rank=488); GTEx--Coexpression(rank=1131)","230","0.05724000000000000","ReMap ChIP-seq,0.05724"
"TP53","-0.799166797507397164","-0.799166797507397164","0.799166797507397164","Repressed","180","viper","180","0.799166797507397164",NA,NA,"5","Literature--ChIP-seq(rank=17); ReMap--ChIP-seq(rank=71); Enrichr--Queries(rank=964); ARCHS4--Coexpression(rank=1046); GTEx--Coexpression(rank=1245)","383","0.10370000000000000","Literature ChIP-seq,0.1037"
"SMAD5","-0.790688170284385317","-0.790688170284385317","0.790688170284385317","Repressed","181","viper","181","0.790688170284385317",NA,NA,"4","ReMap--ChIP-seq(rank=282); GTEx--Coexpression(rank=939); ARCHS4--Coexpression(rank=1072); Enrichr--Queries(rank=1236)","1368","0.58430000000000004","GTEx Coexpression,0.5843"
"SNAPC4","0.789721426636510460","0.789721426636510460","0.789721426636510460","Activated","182","viper","182","0.789721426636510460",NA,NA,"4","ReMap--ChIP-seq(rank=230); GTEx--Coexpression(rank=1121); Enrichr--Queries(rank=1321); ARCHS4--Coexpression(rank=1352)","1491","0.69760000000000000","GTEx Coexpression,0.6976"
"RUNX3","0.779093654159406679","0.779093654159406679","0.779093654159406679","Activated","183","viper","183","0.779093654159406679",NA,NA,"5","ENCODE--ChIP-seq(rank=84); ReMap--ChIP-seq(rank=279); ARCHS4--Coexpression(rank=489); GTEx--Coexpression(rank=559); Enrichr--Queries(rank=745)","895","0.30040000000000000","ARCHS4 Coexpression,0.3004"
"SP2","-0.770230817394904177","-0.770230817394904177","0.770230817394904177","Repressed","184","viper","184","0.770230817394904177",NA,NA,"5","ENCODE--ChIP-seq(rank=102); ReMap--ChIP-seq(rank=289); Enrichr--Queries(rank=1080); ARCHS4--Coexpression(rank=1209); GTEx--Coexpression(rank=1418)","1535","0.74260000000000004","ARCHS4 Coexpression,0.7426"
"NFYB","-0.746659229659411894","-0.746659229659411894","0.746659229659411894","Repressed","185","viper","185","0.746659229659411894",NA,NA,"5","ENCODE--ChIP-seq(rank=65); ARCHS4--Coexpression(rank=177); ReMap--ChIP-seq(rank=235); GTEx--Coexpression(rank=617); Enrichr--Queries(rank=867)","396","0.10870000000000000","ARCHS4 Coexpression,0.1087"
"BCL6","-0.731275542710213888","-0.731275542710213888","0.731275542710213888","Repressed","186","viper","186","0.731275542710213888",NA,NA,"5","Literature--ChIP-seq(rank=111); ReMap--ChIP-seq(rank=140); Enrichr--Queries(rank=280); ARCHS4--Coexpression(rank=487); GTEx--Coexpression(rank=1326)","649","0.19939999999999999","Enrichr Queries,0.1994"
"ATF1","0.730251349412141315","0.730251349412141315","0.730251349412141315","Activated","187","viper","187","0.730251349412141315",NA,NA,"5","ENCODE--ChIP-seq(rank=111); ReMap--ChIP-seq(rank=182); ARCHS4--Coexpression(rank=395); Enrichr--Queries(rank=1091); GTEx--Coexpression(rank=1277)","758","0.24260000000000001","ARCHS4 Coexpression,0.2426"
"LHX2","0.712338137870170862","0.712338137870170862","0.712338137870170862","Activated","188","viper","188","0.712338137870170862",NA,NA,"4","GTEx--Coexpression(rank=72); ReMap--ChIP-seq(rank=136); ARCHS4--Coexpression(rank=291); Enrichr--Queries(rank=472)","189","0.04480000000000000","GTEx Coexpression,0.0448"
"GRHL2","0.711750799735440087","0.711750799735440087","0.711750799735440087","Activated","189","viper","189","0.711750799735440087",NA,NA,"5","ReMap--ChIP-seq(rank=14); GTEx--Coexpression(rank=17); ARCHS4--Coexpression(rank=78); Literature--ChIP-seq(rank=95); Enrichr--Queries(rank=152)","48","0.01058000000000000","GTEx Coexpression,0.01058"
"FOS","-0.708943312268379366","-0.708943312268379366","0.708943312268379366","Repressed","190","viper","190","0.708943312268379366",NA,NA,"5","ENCODE--ChIP-seq(rank=33); ReMap--ChIP-seq(rank=67); Enrichr--Queries(rank=102); GTEx--Coexpression(rank=391); ARCHS4--Coexpression(rank=749)","278","0.07265000000000001","Enrichr Queries,0.07265"
"OTX2","0.702073627118537047","0.702073627118537047","0.702073627118537047","Activated","191","viper","191","0.702073627118537047",NA,NA,"4","GTEx--Coexpression(rank=151); ReMap--ChIP-seq(rank=203); ARCHS4--Coexpression(rank=559); Enrichr--Queries(rank=889)","351","0.09396000000000000","GTEx Coexpression,0.09396"
"TCF4","0.701055956958312687","0.701055956958312687","0.701055956958312687","Activated","192","viper","192","0.701055956958312687",NA,NA,"5","Literature--ChIP-seq(rank=31); ReMap--ChIP-seq(rank=41); Enrichr--Queries(rank=358); ARCHS4--Coexpression(rank=768); GTEx--Coexpression(rank=815)","489","0.13800000000000001","ReMap ChIP-seq,0.138"
"TFAP2A","0.690975601332803113","0.690975601332803113","0.690975601332803113","Activated","193","viper","193","0.690975601332803113",NA,NA,"6","ENCODE--ChIP-seq(rank=23); Enrichr--Queries(rank=86); ReMap--ChIP-seq(rank=98); ARCHS4--Coexpression(rank=102); Literature--ChIP-seq(rank=109); GTEx--Coexpression(rank=169)","243","0.06125000000000000","Enrichr Queries,0.06125"
"CEBPG","0.686975996664316635","0.686975996664316635","0.686975996664316635","Activated","194","viper","194","0.686975996664316635",NA,NA,"4","ReMap--ChIP-seq(rank=172); Enrichr--Queries(rank=470); ARCHS4--Coexpression(rank=1059); GTEx--Coexpression(rank=1272)","949","0.33479999999999999","Enrichr Queries,0.3348"
"STAT2","-0.684865679140105099","-0.684865679140105099","0.684865679140105099","Repressed","195","viper","195","0.684865679140105099",NA,NA,"5","ENCODE--ChIP-seq(rank=61); ReMap--ChIP-seq(rank=156); ARCHS4--Coexpression(rank=500); Enrichr--Queries(rank=608); GTEx--Coexpression(rank=720)","907","0.30709999999999998","ARCHS4 Coexpression,0.3071"
"CEBPB","0.662147331038625553","0.662147331038625553","0.662147331038625553","Activated","196","viper","196","0.662147331038625553",NA,NA,"6","ENCODE--ChIP-seq(rank=13); Literature--ChIP-seq(rank=35); ReMap--ChIP-seq(rank=138); Enrichr--Queries(rank=290); ARCHS4--Coexpression(rank=454); GTEx--Coexpression(rank=1144)","402","0.11020000000000001","ENCODE ChIP-seq,0.1102"
"RFX1","0.655696452858720802","0.655696452858720802","0.655696452858720802","Activated","197","viper","197","0.655696452858720802",NA,NA,"4","ReMap--ChIP-seq(rank=111); Enrichr--Queries(rank=1193); ARCHS4--Coexpression(rank=1414); GTEx--Coexpression(rank=1505)","1028","0.37369999999999998","ReMap ChIP-seq,0.3737"
"JUN","0.650301509651176834","0.650301509651176834","0.650301509651176834","Activated","198","viper","198","0.650301509651176834",NA,NA,"6","ENCODE--ChIP-seq(rank=12); Literature--ChIP-seq(rank=63); ReMap--ChIP-seq(rank=96); Enrichr--Queries(rank=145); ARCHS4--Coexpression(rank=198); GTEx--Coexpression(rank=256)","378","0.10170000000000001","ENCODE ChIP-seq,0.1017"
"NR1H2","-0.641459142922810588","-0.641459142922810588","0.641459142922810588","Repressed","199","viper","199","0.641459142922810588",NA,NA,"4","ReMap--ChIP-seq(rank=46); GTEx--Coexpression(rank=439); Enrichr--Queries(rank=1027); ARCHS4--Coexpression(rank=1155)","534","0.15490000000000001","ReMap ChIP-seq,0.1549"
"ZNF274","-0.632240204635003855","-0.632240204635003855","0.632240204635003855","Repressed","200","viper","200","0.632240204635003855",NA,NA,"6","ENCODE--ChIP-seq(rank=104); Literature--ChIP-seq(rank=139); ReMap--ChIP-seq(rank=249); GTEx--Coexpression(rank=338); Enrichr--Queries(rank=500); ARCHS4--Coexpression(rank=1290)","676","0.21029999999999999","GTEx Coexpression,0.2103"
"BHLHE40","-0.631190288187234771","-0.631190288187234771","0.631190288187234771","Repressed","201","viper","201","0.631190288187234771",NA,NA,"4","GTEx--Coexpression(rank=27); ENCODE--ChIP-seq(rank=42); ReMap--ChIP-seq(rank=76); ARCHS4--Coexpression(rank=535)","71","0.01680000000000000","GTEx Coexpression,0.0168"
"KMT2A","-0.630351239157586396","-0.630351239157586396","0.630351239157586396","Repressed","202","viper","202","0.630351239157586396",NA,NA,"3","ReMap--ChIP-seq(rank=204); GTEx--Coexpression(rank=869); ARCHS4--Coexpression(rank=1346)","1300","0.54079999999999995","GTEx Coexpression,0.5408"
"ARNT","0.605808336244114343","0.605808336244114343","0.605808336244114343","Activated","203","viper","203","0.605808336244114343",NA,NA,"5","Literature--ChIP-seq(rank=53); ReMap--ChIP-seq(rank=158); ARCHS4--Coexpression(rank=179); GTEx--Coexpression(rank=447); Enrichr--Queries(rank=1048)","400","0.11000000000000000","ARCHS4 Coexpression,0.11"
"WT1","-0.587687239949732598","-0.587687239949732598","0.587687239949732598","Repressed","204","viper","204","0.587687239949732598",NA,NA,"4","Literature--ChIP-seq(rank=5); ARCHS4--Coexpression(rank=357); Enrichr--Queries(rank=386); GTEx--Coexpression(rank=817)","131","0.03049000000000000","Literature ChIP-seq,0.03049"
"FOXL2","-0.581053342515976956","-0.581053342515976956","0.581053342515976956","Repressed","205","viper","205","0.581053342515976956",NA,NA,"3","Enrichr--Queries(rank=606); GTEx--Coexpression(rank=726); ARCHS4--Coexpression(rank=728)","1130","0.43159999999999998","Enrichr Queries,0.4316"
"CREB3","-0.555959511229560888","-0.555959511229560888","0.555959511229560888","Repressed","206","viper","206","0.555959511229560888",NA,NA,"4","ReMap--ChIP-seq(rank=220); GTEx--Coexpression(rank=657); Enrichr--Queries(rank=661); ARCHS4--Coexpression(rank=733)","1098","0.40880000000000000","GTEx Coexpression,0.4088"
"AHR","-0.546441067049745710","-0.546441067049745710","0.546441067049745710","Repressed","207","viper","207","0.546441067049745710",NA,NA,"5","Enrichr--Queries(rank=14); GTEx--Coexpression(rank=19); Literature--ChIP-seq(rank=45); ReMap--ChIP-seq(rank=149); ARCHS4--Coexpression(rank=534)","46","0.00997200000000000","Enrichr Queries,0.009972"
"DUX4","0.546265871740140518","0.546265871740140518","0.546265871740140518","Activated","208","viper","208","0.546265871740140518",NA,NA,"2","ReMap--ChIP-seq(rank=294); ARCHS4--Coexpression(rank=1512)","1621","0.92869999999999997","ARCHS4 Coexpression,0.9287"
"ZEB2","0.537986554634776182","0.537986554634776182","0.537986554634776182","Activated","209","viper","209","0.537986554634776182",NA,NA,"4","ReMap--ChIP-seq(rank=169); Enrichr--Queries(rank=193); ARCHS4--Coexpression(rank=529); GTEx--Coexpression(rank=668)","487","0.13750000000000001","Enrichr Queries,0.1375"
"HNF4A","-0.522116367342833620","-0.522116367342833620","0.522116367342833620","Repressed","210","viper","210","0.522116367342833620",NA,NA,"6","Literature--ChIP-seq(rank=39); ENCODE--ChIP-seq(rank=44); ReMap--ChIP-seq(rank=90); ARCHS4--Coexpression(rank=280); Enrichr--Queries(rank=388); GTEx--Coexpression(rank=551)","580","0.17199999999999999","ARCHS4 Coexpression,0.172"
"E2F7","-0.513666139037070035","-0.513666139037070035","0.513666139037070035","Repressed","211","viper","211","0.513666139037070035",NA,NA,"5","ReMap--ChIP-seq(rank=109); Literature--ChIP-seq(rank=141); ARCHS4--Coexpression(rank=324); GTEx--Coexpression(rank=350); Enrichr--Queries(rank=823)","647","0.19900000000000001","ARCHS4 Coexpression,0.199"
"SRF","0.498531191828880393","0.498531191828880393","0.498531191828880393","Activated","212","viper","212","0.498531191828880393",NA,NA,"6","ENCODE--ChIP-seq(rank=80); GTEx--Coexpression(rank=132); Literature--ChIP-seq(rank=158); ReMap--ChIP-seq(rank=222); Enrichr--Queries(rank=451); ARCHS4--Coexpression(rank=1621)","315","0.08214000000000000","GTEx Coexpression,0.08214"
"POU2F2","-0.479008981950772184","-0.479008981950772184","0.479008981950772184","Repressed","213","viper","213","0.479008981950772184",NA,NA,"5","ENCODE--ChIP-seq(rank=112); ReMap--ChIP-seq(rank=271); Enrichr--Queries(rank=401); ARCHS4--Coexpression(rank=404); GTEx--Coexpression(rank=494)","771","0.24820000000000000","ARCHS4 Coexpression,0.2482"
"SPI1","0.476067262766152022","0.476067262766152022","0.476067262766152022","Activated","214","viper","214","0.476067262766152022",NA,NA,"6","Literature--ChIP-seq(rank=65); ENCODE--ChIP-seq(rank=66); ReMap--ChIP-seq(rank=139); ARCHS4--Coexpression(rank=739); GTEx--Coexpression(rank=1024); Enrichr--Queries(rank=1110)","1071","0.39629999999999999","Literature ChIP-seq,0.3963"
"ERG","-0.474561693201308032","-0.474561693201308032","0.474561693201308032","Repressed","215","viper","215","0.474561693201308032",NA,NA,"5","Literature--ChIP-seq(rank=59); ReMap--ChIP-seq(rank=83); ARCHS4--Coexpression(rank=172); GTEx--Coexpression(rank=253); Enrichr--Queries(rank=318)","387","0.10570000000000000","ARCHS4 Coexpression,0.1057"
"HBP1","0.446076378304384957","0.446076378304384957","0.446076378304384957","Activated","216","viper","216","0.446076378304384957",NA,NA,"4","ReMap--ChIP-seq(rank=63); GTEx--Coexpression(rank=516); Enrichr--Queries(rank=702); ARCHS4--Coexpression(rank=967)","684","0.21210000000000001","ReMap ChIP-seq,0.2121"
"XBP1","0.432804699874127730","0.432804699874127730","0.432804699874127730","Activated","217","viper","217","0.432804699874127730",NA,NA,"4","ARCHS4--Coexpression(rank=141); ReMap--ChIP-seq(rank=295); Enrichr--Queries(rank=734); GTEx--Coexpression(rank=1262)","331","0.08661000000000001","ARCHS4 Coexpression,0.08661"
"NFYA","-0.428579907130592852","-0.428579907130592852","0.428579907130592852","Repressed","218","viper","218","0.428579907130592852",NA,NA,"5","ENCODE--ChIP-seq(rank=82); ReMap--ChIP-seq(rank=237); GTEx--Coexpression(rank=893); Enrichr--Queries(rank=946); ARCHS4--Coexpression(rank=1341)","1328","0.55569999999999997","GTEx Coexpression,0.5557"
"CDX2","-0.427135391690095068","-0.427135391690095068","0.427135391690095068","Repressed","219","viper","219","0.427135391690095068",NA,NA,"5","Literature--ChIP-seq(rank=19); ReMap--ChIP-seq(rank=44); ARCHS4--Coexpression(rank=213); GTEx--Coexpression(rank=307); Enrichr--Queries(rank=404)","419","0.11590000000000000","Literature ChIP-seq,0.1159"
"HINFP","-0.422666089942482115","-0.422666089942482115","0.422666089942482115","Repressed","220","viper","220","0.422666089942482115",NA,NA,"3","ReMap--ChIP-seq(rank=293); GTEx--Coexpression(rank=587); ARCHS4--Coexpression(rank=1280)","1007","0.36530000000000001","GTEx Coexpression,0.3653"
"TCF3","0.422229514906180992","0.422229514906180992","0.422229514906180992","Activated","221","viper","221","0.422229514906180992",NA,NA,"6","Literature--ChIP-seq(rank=14); ENCODE--ChIP-seq(rank=16); ReMap--ChIP-seq(rank=155); GTEx--Coexpression(rank=768); ARCHS4--Coexpression(rank=974); Enrichr--Queries(rank=1050)","326","0.08537000000000000","Literature ChIP-seq,0.08537"
"GATA4","-0.414620670116851497","-0.414620670116851497","0.414620670116851497","Repressed","222","viper","222","0.414620670116851497",NA,NA,"5","ReMap--ChIP-seq(rank=8); Literature--ChIP-seq(rank=58); ARCHS4--Coexpression(rank=106); GTEx--Coexpression(rank=390); Enrichr--Queries(rank=407)","117","0.02694000000000000","ReMap ChIP-seq,0.02694"
"E2F5","-0.414013596651337579","-0.414013596651337579","0.414013596651337579","Repressed","223","viper","223","0.414013596651337579",NA,NA,"4","ReMap--ChIP-seq(rank=115); Enrichr--Queries(rank=347); ARCHS4--Coexpression(rank=956); GTEx--Coexpression(rank=1110)","770","0.24720000000000000","Enrichr Queries,0.2472"
"ETS2","-0.366670862592194224","-0.366670862592194224","0.366670862592194224","Repressed","224","viper","224","0.366670862592194224",NA,NA,"4","Literature--ChIP-seq(rank=119); Enrichr--Queries(rank=126); ARCHS4--Coexpression(rank=288); GTEx--Coexpression(rank=323)","339","0.08974000000000000","Enrichr Queries,0.08974"
"YY1","-0.363898021748849609","-0.363898021748849609","0.363898021748849609","Repressed","225","viper","225","0.363898021748849609",NA,NA,"6","ENCODE--ChIP-seq(rank=96); ReMap--ChIP-seq(rank=135); Literature--ChIP-seq(rank=148); GTEx--Coexpression(rank=342); ARCHS4--Coexpression(rank=1137); Enrichr--Queries(rank=1225)","686","0.21279999999999999","GTEx Coexpression,0.2128"
"FOXJ2","0.356695149495845965","0.356695149495845965","0.356695149495845965","Activated","226","viper","226","0.356695149495845965",NA,NA,"4","ReMap--ChIP-seq(rank=241); ARCHS4--Coexpression(rank=392); Enrichr--Queries(rank=803); GTEx--Coexpression(rank=842)","752","0.24079999999999999","ARCHS4 Coexpression,0.2408"
"TP63","-0.347722893640111719","-0.347722893640111719","0.347722893640111719","Repressed","227","viper","227","0.347722893640111719",NA,NA,"5","ReMap--ChIP-seq(rank=3); Literature--ChIP-seq(rank=16); ARCHS4--Coexpression(rank=98); GTEx--Coexpression(rank=143); Enrichr--Queries(rank=173)","47","0.01010000000000000","ReMap ChIP-seq,0.0101"
"SOX10","0.345391732408336039","0.345391732408336039","0.345391732408336039","Activated","228","viper","228","0.345391732408336039",NA,NA,"4","ARCHS4--Coexpression(rank=24); GTEx--Coexpression(rank=99); ReMap--ChIP-seq(rank=212); Enrichr--Queries(rank=441)","64","0.01474000000000000","ARCHS4 Coexpression,0.01474"
"ZNF384","0.339019881975948845","0.339019881975948845","0.339019881975948845","Activated","229","viper","229","0.339019881975948845",NA,NA,"5","ENCODE--ChIP-seq(rank=49); ReMap--ChIP-seq(rank=280); GTEx--Coexpression(rank=1104); Enrichr--Queries(rank=1388); ARCHS4--Coexpression(rank=1546)","1108","0.41530000000000000","ENCODE ChIP-seq,0.4153"
"HOXB13","-0.333526689595269765","-0.333526689595269765","0.333526689595269765","Repressed","230","viper","230","0.333526689595269765",NA,NA,"4","ReMap--ChIP-seq(rank=264); Enrichr--Queries(rank=403); ARCHS4--Coexpression(rank=615); GTEx--Coexpression(rank=619)","864","0.28699999999999998","Enrichr Queries,0.287"
"PPARG","-0.318171704363313546","-0.318171704363313546","0.318171704363313546","Repressed","231","viper","231","0.318171704363313546",NA,NA,"5","Literature--ChIP-seq(rank=33); ReMap--ChIP-seq(rank=43); Enrichr--Queries(rank=202); ARCHS4--Coexpression(rank=415); GTEx--Coexpression(rank=462)","507","0.14390000000000000","Enrichr Queries,0.1439"
"ZNF592","0.312159077653228534","0.312159077653228534","0.312159077653228534","Activated","232","viper","232","0.312159077653228534",NA,NA,"4","ReMap--ChIP-seq(rank=216); GTEx--Coexpression(rank=1309); Enrichr--Queries(rank=1357); ARCHS4--Coexpression(rank=1463)","1516","0.72729999999999995","ReMap ChIP-seq,0.7273"
"NCOA2","-0.298703562612876339","-0.298703562612876339","0.298703562612876339","Repressed","233","viper","233","0.298703562612876339",NA,NA,"4","ReMap--ChIP-seq(rank=127); GTEx--Coexpression(rank=450); ARCHS4--Coexpression(rank=942); Enrichr--Queries(rank=1300)","847","0.28000000000000003","GTEx Coexpression,0.28"
"GATA6","-0.298690287870023052","-0.298690287870023052","0.298690287870023052","Repressed","234","viper","234","0.298690287870023052",NA,NA,"5","ReMap--ChIP-seq(rank=16); Enrichr--Queries(rank=52); Literature--ChIP-seq(rank=61); ARCHS4--Coexpression(rank=155); GTEx--Coexpression(rank=247)","156","0.03704000000000000","Enrichr Queries,0.03704"
"MYB","-0.284311340553064174","-0.284311340553064174","0.284311340553064174","Repressed","235","viper","235","0.284311340553064174",NA,NA,"6","ENCODE--ChIP-seq(rank=60); Literature--ChIP-seq(rank=92); ReMap--ChIP-seq(rank=179); GTEx--Coexpression(rank=210); ARCHS4--Coexpression(rank=299); Enrichr--Queries(rank=391)","468","0.13070000000000001","GTEx Coexpression,0.1307"
"SOX6","0.268383068953770842","0.268383068953770842","0.268383068953770842","Activated","236","viper","236","0.268383068953770842",NA,NA,"4","ReMap--ChIP-seq(rank=219); Enrichr--Queries(rank=308); GTEx--Coexpression(rank=667); ARCHS4--Coexpression(rank=1023)","699","0.21940000000000001","Enrichr Queries,0.2194"
"BACH2","-0.251822905038771805","-0.251822905038771805","0.251822905038771805","Repressed","237","viper","237","0.251822905038771805",NA,NA,"4","Enrichr--Queries(rank=121); ReMap--ChIP-seq(rank=260); ARCHS4--Coexpression(rank=306); GTEx--Coexpression(rank=966)","329","0.08618000000000001","Enrichr Queries,0.08618"
"KDM5B","-0.248728080778328919","-0.248728080778328919","0.248728080778328919","Repressed","238","viper","238","0.248728080778328919",NA,NA,"5","ReMap--ChIP-seq(rank=30); ENCODE--ChIP-seq(rank=41); Literature--ChIP-seq(rank=155); ARCHS4--Coexpression(rank=410); GTEx--Coexpression(rank=951)","375","0.10100000000000001","ReMap ChIP-seq,0.101"
