"TF","Score","Activity_Score_Mean","Method_P_Value","Condition_Scores","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"ARID1A","4.906963472003842419","4.906963472003842419","0.0000009249725146514504","LD_SW480=4.907","Activated","1","collectri","1","4.906963472003842419",NA,"0","",NA,NA,NA
"SREBF1","3.966598528470822504","3.966598528470822504","0.0000729056446780936717","LD_SW480=3.967","Activated","2","collectri","2","3.966598528470822504",NA,"6","ENCODE--ChIP-seq(rank=62); Literature--ChIP-seq(rank=134); ReMap--ChIP-seq(rank=271); GTEx--Coexpression(rank=657); Enrichr--Queries(rank=901); ARCHS4--Coexpression(rank=1229)","1076","0.40880000000000000","GTEx Coexpression,0.4088"
"TBX2","3.905381811403467740","3.905381811403467740","0.0000940767294163317633","LD_SW480=3.905","Activated","3","collectri","3","3.905381811403467740",NA,"3","GTEx--Coexpression(rank=292); Enrichr--Queries(rank=370); ARCHS4--Coexpression(rank=1019)","627","0.18170000000000000","GTEx Coexpression,0.1817"
"CTNNB1","3.825447340759096537","3.825447340759096537","0.0001305348359712713133","LD_SW480=3.825","Activated","4","collectri","4","3.825447340759096537",NA,"0","",NA,NA,NA
"PPARA","3.429141485404619605","3.429141485404619605","0.0006054937944154591134","LD_SW480=3.429","Activated","5","collectri","5","3.429141485404619605",NA,"3","Enrichr--Queries(rank=655); GTEx--Coexpression(rank=943); ARCHS4--Coexpression(rank=1272)","1177","0.46650000000000003","Enrichr Queries,0.4665"
"STAT1","3.402260773502122415","3.402260773502122415","0.0006683083575940831954","LD_SW480=3.402","Activated","6","collectri","6","3.402260773502122415",NA,"6","ENCODE--ChIP-seq(rank=24); ReMap--ChIP-seq(rank=39); Literature--ChIP-seq(rank=140); Enrichr--Queries(rank=559); ARCHS4--Coexpression(rank=751); GTEx--Coexpression(rank=1416)","505","0.13130000000000000","ReMap ChIP-seq,0.1313"
"TRPS1","3.400658056782194905","3.400658056782194905","0.0006722386039917021628","LD_SW480=3.401","Activated","7","collectri","7","3.400658056782194905",NA,"3","GTEx--Coexpression(rank=328); Enrichr--Queries(rank=363); ARCHS4--Coexpression(rank=960)","683","0.20410000000000000","GTEx Coexpression,0.2041"
"TFAP2C","3.341078624684735487","3.341078624684735487","0.0008345358653245976395","LD_SW480=3.341","Activated","8","collectri","8","3.341078624684735487",NA,"6","Literature--ChIP-seq(rank=44); GTEx--Coexpression(rank=71); ReMap--ChIP-seq(rank=71); ENCODE--ChIP-seq(rank=104); Enrichr--Queries(rank=250); ARCHS4--Coexpression(rank=428)","201","0.04418000000000000","GTEx Coexpression,0.04418"
"FOXO3","3.339473823536172947","3.339473823536172947","0.0008393726116292467201","LD_SW480=3.339","Activated","9","collectri","9","3.339473823536172947",NA,"4","Literature--ChIP-seq(rank=50); GTEx--Coexpression(rank=805); Enrichr--Queries(rank=1099); ARCHS4--Coexpression(rank=1314)","896","0.30490000000000000","Literature ChIP-seq,0.3049"
"MECP2","3.333423474214634918","3.333423474214634918","0.0008578426633859926676","LD_SW480=3.333","Activated","10","collectri","10","3.333423474214634918",NA,"3","GTEx--Coexpression(rank=806); Enrichr--Queries(rank=1153); ARCHS4--Coexpression(rank=1243)","1241","0.50160000000000005","GTEx Coexpression,0.5016"
"HOXA5","3.332436693717898191","-3.332436693717898191","0.0008608905401507092143","LD_SW480=-3.332","Repressed","11","collectri","11","3.332436693717898191",NA,"3","Enrichr--Queries(rank=621); GTEx--Coexpression(rank=650); ARCHS4--Coexpression(rank=969)","1071","0.40450000000000003","GTEx Coexpression,0.4045"
"EPAS1","3.140072327077800818","3.140072327077800818","0.0016890612790527309572","LD_SW480=3.14","Activated","12","collectri","12","3.140072327077800818",NA,"4","ReMap--ChIP-seq(rank=56); Enrichr--Queries(rank=206); GTEx--Coexpression(rank=212); ARCHS4--Coexpression(rank=369)","508","0.13189999999999999","GTEx Coexpression,0.1319"
"ATF4","3.114138552220949929","-3.114138552220949929","0.0018448283675319497154","LD_SW480=-3.114","Repressed","13","collectri","13","3.114138552220949929",NA,"4","ReMap--ChIP-seq(rank=65); GTEx--Coexpression(rank=1214); Enrichr--Queries(rank=1272); ARCHS4--Coexpression(rank=1460)","715","0.21890000000000001","ReMap ChIP-seq,0.2189"
"TADA2A","3.081942608130590067","-3.081942608130590067","0.0020565448415785394891","LD_SW480=-3.082","Repressed","14","collectri","14","3.081942608130590067",NA,"0","",NA,NA,NA
"HOXB13","3.053224814976557067","3.053224814976557067","0.0022639625924212565880","LD_SW480=3.053","Activated","15","collectri","15","3.053224814976557067",NA,"4","Enrichr--Queries(rank=229); ReMap--ChIP-seq(rank=237); ARCHS4--Coexpression(rank=635); GTEx--Coexpression(rank=727)","591","0.16309999999999999","Enrichr Queries,0.1631"
"RUNX2","3.035496696047253806","3.035496696047253806","0.0024013985450834036614","LD_SW480=3.035","Activated","16","collectri","16","3.035496696047253806",NA,"5","ReMap--ChIP-seq(rank=6); GTEx--Coexpression(rank=24); Literature--ChIP-seq(rank=35); Enrichr--Queries(rank=253); ARCHS4--Coexpression(rank=460)","67","0.01493000000000000","GTEx Coexpression,0.01493"
"FOXF2","3.034793645348520474","3.034793645348520474","0.0024070031284414089914","LD_SW480=3.035","Activated","17","collectri","17","3.034793645348520474",NA,"3","Enrichr--Queries(rank=204); ARCHS4--Coexpression(rank=250); GTEx--Coexpression(rank=710)","536","0.14530000000000001","Enrichr Queries,0.1453"
