"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","ChEA3","VIPER","ENRICHR","TRRUST","CollecTRI"
"1","STAT1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","61.16666666666667","10","6","ENCODE--ChIP-seq(rank=15); ReMap--ChIP-seq(rank=16); ARCHS4--Coexpression(rank=79); Literature--ChIP-seq(rank=153); Enrichr--Queries(rank=421); GTEx--Coexpression(rank=925)","211","rank=28; score=4.25; p=5.6228e-05","rank=211; score=0.04853","rank=57; score=2.2116; direction=Activated","rank=39; score=14.973; p=5.0242e-06; adjP=1.6528e-05","rank=22; score=2.4071; p=0.0039161","rank=10; score=3.7442; p=0.00018099; direction=Activated"
"2","EGR1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","61.83333333333333","3","6","Literature--ChIP-seq(rank=5); ENCODE--ChIP-seq(rank=18); ReMap--ChIP-seq(rank=113); GTEx--Coexpression(rank=244); Enrichr--Queries(rank=265); ARCHS4--Coexpression(rank=501)","140","rank=11; score=5.4668; p=3.4136e-06","rank=140; score=0.03049","rank=196; score=0.6016; direction=Activated","rank=13; score=134.64; p=2.8542e-36; adjP=5.4015e-34","rank=3; score=4.2133; p=6.1188e-05","rank=8; score=3.8431; p=0.00012147; direction=Activated"
"3","NFKB1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","62.66666666666667","8","4","ARCHS4--Coexpression(rank=80); ReMap--ChIP-seq(rank=151); Enrichr--Queries(rank=452); GTEx--Coexpression(rank=470)","214","rank=16; score=4.861; p=1.3772e-05","rank=214; score=0.04914","rank=45; score=2.4098; direction=Activated","rank=35; score=88.866; p=2.2064e-25; adjP=1.1381e-23","rank=8; score=3.5483; p=0.00028293","rank=58; score=2.7806; p=0.0054252; direction=Activated"
"4","SMAD3","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","72.16666666666666","2","5","ReMap--ChIP-seq(rank=15); Literature--ChIP-seq(rank=43); Enrichr--Queries(rank=184); GTEx--Coexpression(rank=203); ARCHS4--Coexpression(rank=362)","219","rank=13; score=5.1105; p=7.7539e-06","rank=219; score=0.05051","rank=122; score=1.3161; direction=Repressed","rank=2; score=38.906; p=5.2958e-12; adjP=5.2064e-11","rank=35; score=1.993; p=0.010163","rank=42; score=3.0416; p=0.0023535; direction=Activated"
"5","RELA","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","83.00000000000000","9","6","Literature--ChIP-seq(rank=13); ENCODE--ChIP-seq(rank=53); ReMap--ChIP-seq(rank=207); GTEx--Coexpression(rank=561); ARCHS4--Coexpression(rank=767); Enrichr--Queries(rank=797)","320","rank=52; score=3.0282; p=0.00093706","rank=320; score=0.07927","rank=70; score=1.909; direction=Activated","rank=38; score=47.946; p=3.8872e-13; adjP=4.7461e-12","rank=9; score=3.4335; p=0.00036859","rank=9; score=3.8404; p=0.00012283; direction=Activated"
"6","AR","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","85.16666666666667","11","5","Literature--ChIP-seq(rank=8); ReMap--ChIP-seq(rank=105); ARCHS4--Coexpression(rank=154); Enrichr--Queries(rank=277); GTEx--Coexpression(rank=598)","213","rank=75; score=2.353; p=0.0044359","rank=213; score=0.04878","rank=161; score=0.95795; direction=Activated","rank=16; score=65.08; p=4.3481e-19; adjP=1.135e-17","rank=11; score=3.3125; p=0.00048696","rank=35; score=3.1575; p=0.0015912; direction=Activated"
"7","RUNX2","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","88.33333333333334","5","5","ReMap--ChIP-seq(rank=7); Enrichr--Queries(rank=14); Literature--ChIP-seq(rank=30); GTEx--Coexpression(rank=98); ARCHS4--Coexpression(rank=122)","48","rank=32; score=3.981; p=0.00010448","rank=48; score=0.009972","rank=5; score=4.2194; direction=Activated","rank=132; score=46.545; p=1.3931e-14; adjP=2.2438e-13","rank=231; score=0.2832; p=0.52095","rank=82; score=2.6562; p=0.0079035; direction=Activated"
"8","ETS1","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","92.33333333333333","12","6","ENCODE--ChIP-seq(rank=7); Enrichr--Queries(rank=48); ARCHS4--Coexpression(rank=86); GTEx--Coexpression(rank=95); Literature--ChIP-seq(rank=164); ReMap--ChIP-seq(rank=200)","158","rank=39; score=3.5374; p=0.00029014","rank=158; score=0.03419","rank=12; score=3.6105; direction=Activated","rank=195; score=17.579; p=2.2049e-06; adjP=8.0246e-06","rank=66; score=1.3491; p=0.044756","rank=84; score=2.5968; p=0.0094101; direction=Activated"
"9","ATF3","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","93.33333333333333","22","6","ARCHS4--Coexpression(rank=30); Literature--ChIP-seq(rank=85); ENCODE--ChIP-seq(rank=92); ReMap--ChIP-seq(rank=221); Enrichr--Queries(rank=312); GTEx--Coexpression(rank=629)","85","rank=46; score=3.1962; p=0.00063645","rank=85; score=0.01843","rank=22; score=3.2041; direction=Repressed","rank=104; score=64.706; p=1.4533e-17; adjP=3.2358e-16","rank=146; score=0.73142; p=0.1856","rank=157; score=1.949; p=0.051294; direction=Activated"
"10","CTCF","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","94.50000000000000","17","6","ENCODE--ChIP-seq(rank=3); ReMap--ChIP-seq(rank=21); Literature--ChIP-seq(rank=98); GTEx--Coexpression(rank=1209); Enrichr--Queries(rank=1301); ARCHS4--Coexpression(rank=1472)","116","rank=129; score=1.2164; p=0.060754","rank=116; score=0.02542","rank=79; score=1.7627; direction=Activated","rank=49; score=53.288; p=1.7757e-16; adjP=3.4466e-15","rank=17; score=2.6219; p=0.0023883","rank=177; score=1.8469; p=0.064765; direction=Activated"
