"statistic","source","condition","score","p_value"
"ora","AHR","LD_SW480","0.864005799098079397","0.13677105625485816431"
"ora","AR","LD_SW480","0.223413170670140326","0.59784256055211260072"
"ora","ARID2","LD_SW480","0.000000000000000000","1.00000000000000000000"
"ora","ARID3A","LD_SW480","0.000000000000000000","1.00000000000000000000"
"ora","ARNT","LD_SW480","0.496918206748026059","0.31847972769804033799"
"ora","ARNTL","LD_SW480","1.140736263574864351","0.07232088573399338138"
"ora","ASCL1","LD_SW480","1.015790193856262791","0.09642947585393016330"
"ora","ATF1","LD_SW480","0.218899139074118537","0.60408890721661245848"
"ora","ATF2","LD_SW480","0.527933526641682138","0.29652852230199411299"
"ora","ATF3","LD_SW480","0.402675373491515665","0.39566225925069586911"
"ora","ATF4","LD_SW480","0.791057920669352321","0.16178642531157005902"
"ora","ATF6","LD_SW480","0.000000000000000000","1.00000000000000000000"
"ora","ATF7","LD_SW480","0.138600341415120093","0.72677446246553745191"
"ora","BACH1","LD_SW480","0.124374164461664105","0.75097561555729497318"
"ora","BACH2","LD_SW480","1.570451902016968715","0.02688735603233871271"
"ora","BATF","LD_SW480","0.416479092105319582","0.38328419210264741412"
"ora","BCL11A","LD_SW480","0.090727156938953016","0.81147069964177598322"
"ora","BCL6","LD_SW480","0.000000000000000000","1.00000000000000000000"
"ora","BHLHE22","LD_SW480","0.000000000000000000","1.00000000000000000000"
"ora","BHLHE40","LD_SW480","0.308453102745020191","0.49152645477859385759"
"ora","CDX2","LD_SW480","0.263580872904680741","0.54502839282533199761"
"ora","CEBPA","LD_SW480","2.160521380021183102","0.00691000911063963975"
"ora","CEBPB","LD_SW480","2.591775892403094250","0.00255990652653716438"
"ora","CEBPD","LD_SW480","0.000000000000000000","1.00000000000000000000"
"ora","CEBPG","LD_SW480","0.057579887582180779","0.87583059556681330804"
"ora","CLOCK","LD_SW480","1.069895328327406636","0.08513432003277991711"
"ora","CREB1","LD_SW480","1.702686578246223048","0.01982957570876427503"
"ora","CREB3","LD_SW480","0.163677267301292256","0.68599781544079641016"
"ora","CREB3L1","LD_SW480","0.000000000000000000","1.00000000000000000000"
"ora","CREM","LD_SW480","0.040825625169678005","0.91027868788990640159"
"ora","CTCF","LD_SW480","0.359691858405060516","0.43682565983436605350"
"ora","CTCFL","LD_SW480","0.037046082281037472","0.91823515887512163758"
"ora","CUX1","LD_SW480","0.000000000000000000","1.00000000000000000000"
"ora","DUX4","LD_SW480","1.072446035165743217","0.08463577295195268135"
"ora","E2F1","LD_SW480","0.402228440125761366","0.39606964569994923542"
"ora","E2F2","LD_SW480","0.321328120232767689","0.47716862472615628743"
"ora","E2F3","LD_SW480","0.344503941953699488","0.45237235627301553009"
"ora","E2F4","LD_SW480","0.038294055845952059","0.91560033763905734894"
"ora","E2F5","LD_SW480","0.000000000000000000","1.00000000000000000000"
"ora","E2F6","LD_SW480","0.083242681750646960","0.82557649232820651264"
"ora","E2F7","LD_SW480","0.000000000000000000","1.00000000000000000000"
"ora","EBF1","LD_SW480","1.702686578246223048","0.01982957570876427503"
"ora","EGR1","LD_SW480","1.977782585228226475","0.01052488634623224145"
"ora","EHF","LD_SW480","0.218899139074118537","0.60408890721661245848"
"ora","ELF1","LD_SW480","0.042864614978471979","0.90601499394642637242"
"ora","ELF3","LD_SW480","1.042437291361200780","0.09069069052111980445"
"ora","ELF5","LD_SW480","0.000000000000000000","1.00000000000000000000"
"ora","ELK1","LD_SW480","0.384663255866516340","0.41241717601701216589"
"ora","ELK4","LD_SW480","0.000000000000000000","1.00000000000000000000"
"ora","EOMES","LD_SW480","1.124749936729125599","0.07503261167213737259"
"ora","EPAS1","LD_SW480","0.344503941953699488","0.45237235627301553009"
"ora","ERG","LD_SW480","0.370181338515498337","0.42640143882958836397"
"ora","ESR1","LD_SW480","1.013421892680918424","0.09695676291453422802"
"ora","ESR2","LD_SW480","0.263580872904680741","0.54502839282533199761"
"ora","ESRRA","LD_SW480","1.905636594778483461","0.01242691721604325360"
"ora","ETS1","LD_SW480","0.189902114953280354","0.64579976857018295266"
"ora","ETS2","LD_SW480","0.124374164461664105","0.75097561555729497318"
"ora","ETV1","LD_SW480","0.848308692128986852","0.14180492283277359999"
"ora","ETV4","LD_SW480","0.000000000000000000","1.00000000000000000000"
"ora","FLI1","LD_SW480","0.000000000000000000","1.00000000000000000000"
"ora","FOS","LD_SW480","0.413825415690053655","0.38563334927750647640"
"ora","FOSL1","LD_SW480","0.000000000000000000","1.00000000000000000000"
"ora","FOSL2","LD_SW480","0.000000000000000000","1.00000000000000000000"
"ora","FOXA1","LD_SW480","2.628455872367761348","0.00235257852116886471"
"ora","FOXA2","LD_SW480","0.398809150385057876","0.39920029138360080267"
"ora","FOXJ2","LD_SW480","0.297739537876847704","0.50380266689929265045"
"ora","FOXK2","LD_SW480","0.042864614978471979","0.90601499394642637242"
"ora","FOXL2","LD_SW480","0.183433893521423558","0.65549005417794981021"
"ora","FOXM1","LD_SW480","0.000000000000000000","1.00000000000000000000"
"ora","FOXO1","LD_SW480","1.359919943989168711","0.04365963051421276053"
"ora","FOXO3","LD_SW480","0.608969883615273155","0.24605382255799601587"
"ora","FOXO4","LD_SW480","0.000000000000000000","1.00000000000000000000"
"ora","FOXP1","LD_SW480","1.277016572600433442","0.05284250867828093473"
"ora","FOXP2","LD_SW480","0.090727156938953016","0.81147069964177598322"
"ora","GABPA","LD_SW480","0.149726814173816863","0.70839124616780047017"
"ora","GATA1","LD_SW480","0.300298117081247928","0.50084331674170845528"
