"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","ChEA3","ENRICHR","CollecTRI"
"1","TFDP1","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","6.000000000000000","4","4","GTEx--Coexpression(rank=3); Enrichr--Queries(rank=15); ARCHS4--Coexpression(rank=21); ReMap--ChIP-seq(rank=73)","5","rank=5; score=0.001867","rank=4; score=730.3; p=7.9871e-08; adjP=1.4976e-05","rank=9; score=3.5113; p=0.000446; direction=Repressed"
"2","E2F4","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","7.333333333333334","1","6","ENCODE--ChIP-seq(rank=1); Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=28); Enrichr--Queries(rank=432); ARCHS4--Coexpression(rank=896); GTEx--Coexpression(rank=1406)","20","rank=20; score=0.006098","rank=1; score=470.57; p=1.7344e-37; adjP=1.8038e-35","rank=1; score=9.5484; p=1.3172e-21; direction=Repressed"
"3","E2F1","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","8.000000000000000","2","6","ENCODE--ChIP-seq(rank=3); GTEx--Coexpression(rank=6); Enrichr--Queries(rank=7); Literature--ChIP-seq(rank=7); ReMap--ChIP-seq(rank=59); ARCHS4--Coexpression(rank=65)","14","rank=14; score=0.003734","rank=8; score=61.899; p=3.4353e-08; adjP=1.7154e-06","rank=2; score=4.2288; p=2.3495e-05; direction=Repressed"
"4","FOXM1","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","36.333333333333336","10","6","ENCODE--ChIP-seq(rank=2); Literature--ChIP-seq(rank=4); GTEx--Coexpression(rank=5); Enrichr--Queries(rank=6); ARCHS4--Coexpression(rank=30); ReMap--ChIP-seq(rank=46)","10","rank=10; score=0.003111","rank=11; score=48.624; p=9.0052e-10; adjP=8.4311e-08","rank=88; score=1.9411; p=0.052245; direction=Repressed"
"5","STAT1","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","47.000000000000000","40","6","ENCODE--ChIP-seq(rank=14); GTEx--Coexpression(rank=17); Literature--ChIP-seq(rank=129); ReMap--ChIP-seq(rank=160); Enrichr--Queries(rank=614); ARCHS4--Coexpression(rank=656)","40","rank=40; score=0.01058","rank=54; score=24.614; p=9.2171e-08; adjP=3.8353e-06","rank=47; score=2.4863; p=0.012907; direction=Activated"
"6","CTCF","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","49.000000000000000","13","6","ARCHS4--Coexpression(rank=6); ENCODE--ChIP-seq(rank=20); Literature--ChIP-seq(rank=59); ReMap--ChIP-seq(rank=66); Enrichr--Queries(rank=421); GTEx--Coexpression(rank=1321)","13","rank=13; score=0.003686","rank=38; score=25.067; p=1.5779e-07; adjP=5.9091e-06","rank=96; score=1.8897; p=0.058799; direction=Activated"
"7","BACH1","ChEA3;ENRICHR;CollecTRI","5","DoRothEA;ChEA3;VIPER;ENRICHR;CollecTRI","51.666666666666664","30","6","Literature--ChIP-seq(rank=2); ENCODE--ChIP-seq(rank=46); ReMap--ChIP-seq(rank=129); Enrichr--Queries(rank=674); ARCHS4--Coexpression(rank=1213); GTEx--Coexpression(rank=1261)","47","rank=47; score=0.0122","rank=30; score=40.895; p=1.5832e-09; adjP=1.2122e-07","rank=78; score=2.0357; p=0.041776; direction=Repressed"
"8","MYBL2","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","73.000000000000000","12","6","Enrichr--Queries(rank=5); Literature--ChIP-seq(rank=9); GTEx--Coexpression(rank=10); ARCHS4--Coexpression(rank=23); ENCODE--ChIP-seq(rank=58); ReMap--ChIP-seq(rank=147)","12","rank=12; score=0.003561","rank=108; score=20.584; p=3.9351e-06; adjP=8.0375e-05","rank=99; score=1.8703; p=0.061439; direction=Repressed"
"9","SOX2","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","82.333333333333329","37","5","Literature--ChIP-seq(rank=5); ReMap--ChIP-seq(rank=165); ARCHS4--Coexpression(rank=231); GTEx--Coexpression(rank=374); Enrichr--Queries(rank=561)","115","rank=115; score=0.03049","rank=37; score=30.12; p=2.2009e-08; adjP=1.2681e-06","rank=95; score=1.8927; p=0.058403; direction=Activated"
"10","JUN","ChEA3;ENRICHR;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","89.000000000000000","26","6","ARCHS4--Coexpression(rank=19); ENCODE--ChIP-seq(rank=25); Literature--ChIP-seq(rank=96); ReMap--ChIP-seq(rank=102); Enrichr--Queries(rank=184); GTEx--Coexpression(rank=383)","44","rank=44; score=0.01167","rank=26; score=15.08; p=0.0015986; adjP=0.0089687","rank=197; score=1.5107; p=0.13086; direction=Activated"
