"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","VIPER","CollecTRI"
"1","E2F4","VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","1.5","1","6","ENCODE--ChIP-seq(rank=1); Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=28); Enrichr--Queries(rank=432); ARCHS4--Coexpression(rank=896); GTEx--Coexpression(rank=1406)","20","rank=2; score=8.6716; direction=Repressed","rank=1; score=9.5484; p=1.3172e-21; direction=Repressed"
"2","E2F1","VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","7.0","2","6","ENCODE--ChIP-seq(rank=3); GTEx--Coexpression(rank=6); Enrichr--Queries(rank=7); Literature--ChIP-seq(rank=7); ReMap--ChIP-seq(rank=59); ARCHS4--Coexpression(rank=65)","14","rank=12; score=5.1823; direction=Repressed","rank=2; score=4.2288; p=2.3495e-05; direction=Repressed"
"3","TFDP1","VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","10.0","9","4","GTEx--Coexpression(rank=3); Enrichr--Queries(rank=15); ARCHS4--Coexpression(rank=21); ReMap--ChIP-seq(rank=73)","5","rank=11; score=5.4059; direction=Repressed","rank=9; score=3.5113; p=0.000446; direction=Repressed"
"4","MYC","VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","15.0","14","6","Literature--ChIP-seq(rank=35); ENCODE--ChIP-seq(rank=43); ReMap--ChIP-seq(rank=50); Enrichr--Queries(rank=98); ARCHS4--Coexpression(rank=977); GTEx--Coexpression(rank=1364)","279","rank=16; score=4.6627; direction=Repressed","rank=14; score=3.4123; p=0.00064415; direction=Repressed"
"5","SMAD3","VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","17.0","12","5","Literature--ChIP-seq(rank=27); ReMap--ChIP-seq(rank=65); ARCHS4--Coexpression(rank=342); Enrichr--Queries(rank=367); GTEx--Coexpression(rank=402)","601","rank=22; score=4.2664; direction=Activated","rank=12; score=3.4528; p=0.00055478; direction=Activated"
"6","SMAD4","VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","18.0","6","5","Literature--ChIP-seq(rank=56); ReMap--ChIP-seq(rank=192); Enrichr--Queries(rank=1262); ARCHS4--Coexpression(rank=1311); GTEx--Coexpression(rank=1601)","992","rank=30; score=3.6835; direction=Activated","rank=6; score=3.7595; p=0.00017027; direction=Activated"
"7","REST","VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","32.5","16","6","ENCODE--ChIP-seq(rank=37); Literature--ChIP-seq(rank=75); ReMap--ChIP-seq(rank=85); GTEx--Coexpression(rank=98); ARCHS4--Coexpression(rank=136); Enrichr--Queries(rank=1037)","241","rank=49; score=2.8397; direction=Repressed","rank=16; score=3.3042; p=0.00095248; direction=Activated"
"8","ZNF143","VIPER;CollecTRI","5","DoRothEA;ChEA3;VIPER;ENRICHR;CollecTRI","33.5","11","5","ReMap--ChIP-seq(rank=49); ENCODE--ChIP-seq(rank=88); Enrichr--Queries(rank=234); ARCHS4--Coexpression(rank=808); GTEx--Coexpression(rank=1506)","603","rank=56; score=2.6173; direction=Activated","rank=11; score=3.4843; p=0.00049342; direction=Repressed"
"9","RUNX1","VIPER;CollecTRI","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","36.0","22","5","Literature--ChIP-seq(rank=63); ReMap--ChIP-seq(rank=177); GTEx--Coexpression(rank=484); Enrichr--Queries(rank=509); ARCHS4--Coexpression(rank=510)","922","rank=50; score=2.8369; direction=Activated","rank=22; score=3.0339; p=0.002414; direction=Activated"
"10","NR2C2","VIPER;CollecTRI","5","DoRothEA;ChEA3;VIPER;ENRICHR;CollecTRI","39.5","38","5","ENCODE--ChIP-seq(rank=108); ReMap--ChIP-seq(rank=186); ARCHS4--Coexpression(rank=966); Enrichr--Queries(rank=1381); GTEx--Coexpression(rank=1495)","1385","rank=38; score=3.2552; direction=Repressed","rank=41; score=2.5317; p=0.01135; direction=Activated"
