"TF","Score","Activity_Score_Mean","Method_P_Value","Condition_Scores","Method_Direction","Rank","Method","Method_Rank","Method_Score","Method_Adjusted_P_Value","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"ZEB1","4.866903770300762488","4.866903770300762488","0.000001133601903543835","HD_SW480=4.867","Activated","1","collectri","1","4.866903770300762488",NA,"5","Enrichr--Queries(rank=41); ENCODE--ChIP-seq(rank=65); GTEx--Coexpression(rank=119); ReMap--ChIP-seq(rank=182); ARCHS4--Coexpression(rank=518)","133","0.029200000000000000","Enrichr Queries,0.0292"
"E2F1","4.665348574834391471","4.665348574834391471","0.000003080943106181933","HD_SW480=4.665","Activated","2","collectri","2","4.665348574834391471",NA,"6","ENCODE--ChIP-seq(rank=63); Literature--ChIP-seq(rank=94); ReMap--ChIP-seq(rank=271); GTEx--Coexpression(rank=1074); ARCHS4--Coexpression(rank=1158); Enrichr--Queries(rank=1277)","1268","0.533900000000000041","ENCODE ChIP-seq,0.5339"
"SMAD4","4.305316851904483322","4.305316851904483322","0.000016674689674234409","HD_SW480=4.305","Activated","3","collectri","3","4.305316851904483322",NA,"5","Literature--ChIP-seq(rank=35); ReMap--ChIP-seq(rank=78); GTEx--Coexpression(rank=646); ARCHS4--Coexpression(rank=992); Enrichr--Queries(rank=1170)","673","0.213400000000000006","Literature ChIP-seq,0.2134"
"STAT3","4.250983125398498430","4.250983125398498430","0.000021283420502558683","HD_SW480=4.251","Activated","4","collectri","4","4.250983125398498430",NA,"6","Literature--ChIP-seq(rank=25); ReMap--ChIP-seq(rank=51); ENCODE--ChIP-seq(rank=54); GTEx--Coexpression(rank=362); ARCHS4--Coexpression(rank=423); Enrichr--Queries(rank=732)","525","0.152400000000000008","Literature ChIP-seq,0.1524"
"SNAI2","4.246358333171891708","4.246358333171891708","0.000021727304989597163","HD_SW480=4.246","Activated","5","collectri","5","4.246358333171891708",NA,"4","ARCHS4--Coexpression(rank=3); ReMap--ChIP-seq(rank=26); Enrichr--Queries(rank=127); GTEx--Coexpression(rank=277)","7","0.001843000000000000","ARCHS4 Coexpression,0.001843"
"SP3","4.089214689674483871","4.089214689674483871","0.000043283610098685478","HD_SW480=4.089","Activated","6","collectri","6","4.089214689674483871",NA,"3","GTEx--Coexpression(rank=604); ARCHS4--Coexpression(rank=982); Enrichr--Queries(rank=1107)","986","0.375900000000000012","GTEx Coexpression,0.3759"
"FOXM1","3.855840864631840059","3.855840864631840059","0.000115332499966098876","HD_SW480=3.856","Activated","7","collectri","7","3.855840864631840059",NA,"6","Literature--ChIP-seq(rank=16); ENCODE--ChIP-seq(rank=67); ReMap--ChIP-seq(rank=272); ARCHS4--Coexpression(rank=957); GTEx--Coexpression(rank=1246); Enrichr--Queries(rank=1315)","373","0.097559999999999994","Literature ChIP-seq,0.09756"
"EGR1","3.843140134781268813","3.843140134781268813","0.000121470062659030865","HD_SW480=3.843","Activated","8","collectri","8","3.843140134781268813",NA,"6","Literature--ChIP-seq(rank=5); ENCODE--ChIP-seq(rank=18); ReMap--ChIP-seq(rank=113); GTEx--Coexpression(rank=244); Enrichr--Queries(rank=265); ARCHS4--Coexpression(rank=501)","140","0.030490000000000000","Literature ChIP-seq,0.03049"
"RELA","3.840414195174458367","3.840414195174458367","0.000122826898595966306","HD_SW480=3.84","Activated","9","collectri","9","3.840414195174458367",NA,"6","Literature--ChIP-seq(rank=13); ENCODE--ChIP-seq(rank=53); ReMap--ChIP-seq(rank=207); GTEx--Coexpression(rank=561); ARCHS4--Coexpression(rank=767); Enrichr--Queries(rank=797)","320","0.079269999999999993","Literature ChIP-seq,0.07927"
"STAT1","3.744178252758651571","3.744178252758651571","0.000180985134746475956","HD_SW480=3.744","Activated","10","collectri","10","3.744178252758651571",NA,"6","ENCODE--ChIP-seq(rank=15); ReMap--ChIP-seq(rank=16); ARCHS4--Coexpression(rank=79); Literature--ChIP-seq(rank=153); Enrichr--Queries(rank=421); GTEx--Coexpression(rank=925)","211","0.048529999999999997","ARCHS4 Coexpression,0.04853"
