"TF","Best_Rank","Mean_Rank","Library_Count","Best_P_Value","Best_Adjusted_P_Value","Best_Combined_Score","Library","Top_Terms","Rank","Score","Method","Method_Rank","Method_Score","Method_P_Value","Method_Adjusted_P_Value","Method_Direction","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","CheA3_Integrated_Score","CheA3_Integrated_Library"
"ESR1","1","19.80000000000000","5","0.0004551605159281598","0.06155649279802757","50.98060594027171532616","ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=1, adjP=0.0891); ChEA_2022(rank=3, adjP=0.0616); ENCODE_TF_ChIP-seq_2015(rank=9, adjP=1); Transcription_Factor_PPIs(rank=26, adjP=0.424); TRRUST_Transcription_Factors_2019(rank=60, adjP=0.364)","ESR1 CHEA; ESR1 21235772 ChIP-Seq MCF-7 Human; ESR1 T47D hg19; ESR1; ESR1 human","1","50.98060594027171532616","enrichr","1","50.98060594027171532616","0.0004551605159281598","0.06155649279802757","","6","Literature--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=1); ENCODE--ChIP-seq(rank=9); Enrichr--Queries(rank=189); ARCHS4--Coexpression(rank=547); GTEx--Coexpression(rank=703)","15","0.00336700000000000","ReMap ChIP-seq,0.003367"
"FOXM1","1","21.66666666666667","3","0.0100749775421435008","0.25523620801032509","65.63943969365119812664","Transcription_Factor_PPIs(rank=1, adjP=0.255); ChEA_2022(rank=24, adjP=0.304); ENCODE_TF_ChIP-seq_2015(rank=40, adjP=1)","FOXM1; FOXM1 26456572 ChIP-Seq MCF-7 Human; FOXM1 MCF-7 hg19","2","65.63943969365119812664","enrichr","2","65.63943969365119812664","0.0100749775421435008","0.25523620801032509","","6","Literature--ChIP-seq(rank=16); ENCODE--ChIP-seq(rank=33); ReMap--ChIP-seq(rank=287); ARCHS4--Coexpression(rank=660); Enrichr--Queries(rank=1161); GTEx--Coexpression(rank=1335)","440","0.09755999999999999","Literature ChIP-seq,0.09756"
"SOX2","1","29.66666666666667","3","0.0001334644090024692","0.06155649279802757","24.34182711422641887111","ChEA_2022(rank=1, adjP=0.0616); TRRUST_Transcription_Factors_2019(rank=34, adjP=0.208); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=54, adjP=0.996)","SOX2 20726797 ChIP-Seq SW620 Human; SOX2 human; SOX2 CHEA","3","24.34182711422641887111","enrichr","3","24.34182711422641887111","0.0001334644090024692","0.06155649279802757","","5","Literature--ChIP-seq(rank=4); ARCHS4--Coexpression(rank=11); ReMap--ChIP-seq(rank=91); GTEx--Coexpression(rank=297); Enrichr--Queries(rank=972)","31","0.00675700000000000","ARCHS4 Coexpression,0.006757"
"JUND","1","37.00000000000000","2","0.0066762775350890672","0.41819846592492121","22.44186782604808882979","ENCODE_TF_ChIP-seq_2015(rank=1, adjP=1); ChEA_2022(rank=73, adjP=0.418)","JUND MCF-7 hg19; JUND 26020271 ChIP-Seq SMOOTH MUSCLE Human","4","22.44186782604808882979","enrichr","4","22.44186782604808882979","0.0066762775350890672","0.41819846592492121","","6","ENCODE--ChIP-seq(rank=1); ReMap--ChIP-seq(rank=9); Literature--ChIP-seq(rank=42); Enrichr--Queries(rank=383); ARCHS4--Coexpression(rank=1004); GTEx--Coexpression(rank=1494)","38","0.00847500000000000","ENCODE ChIP-seq,0.008475"
"TCF3","1","97.00000000000000","4","0.0020812343433310259","0.14568640403317179","213.22335969754220741379","TRRUST_Transcription_Factors_2019(rank=1, adjP=0.146); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=26, adjP=0.996); ChEA_2022(rank=81, adjP=0.434); ENCODE_TF_ChIP-seq_2015(rank=280, adjP=1)","TCF3 human; TCF3 CHEA; TCF3 18692474 ChIP-Seq MESCs Mouse; TCF3 myocyte mm9","5","213.22335969754220741379","enrichr","5","213.22335969754220741379","0.0020812343433310259","0.14568640403317179","","6","Literature--ChIP-seq(rank=35); ENCODE--ChIP-seq(rank=74); Enrichr--Queries(rank=195); ReMap--ChIP-seq(rank=207); GTEx--Coexpression(rank=263); ARCHS4--Coexpression(rank=1214)","593","0.13890000000000000","Enrichr Queries,0.1389"
"BRD4","2","2.00000000000000","1","0.0003196378848226653","0.06155649279802757","21.40558791896249246633","ChEA_2022(rank=2, adjP=0.0616)","BRD4 25478319 ChIP-Seq HGPS Human","6","21.40558791896249246633","enrichr","6","21.40558791896249246633","0.0003196378848226653","0.06155649279802757","","0","",NA,NA,NA
"AR","2","11.00000000000000","4","0.0005231429982835204","0.06155649279802757","24.31305761628074790792","Transcription_Factor_PPIs(rank=2, adjP=0.255); ChEA_2022(rank=6, adjP=0.0616); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=9, adjP=0.892); TRRUST_Transcription_Factors_2019(rank=27, adjP=0.198)","AR; AR 35650195 ChIP-Seq DSRCT Human Mesenchymal Sarcoma; AR CHEA; AR human","7","24.31305761628074790792","enrichr","7","24.31305761628074790792","0.0005231429982835204","0.06155649279802757","","5","Literature--ChIP-seq(rank=11); ReMap--ChIP-seq(rank=121); ARCHS4--Coexpression(rank=203); Enrichr--Queries(rank=582); GTEx--Coexpression(rank=726)","312","0.06707000000000000","Literature ChIP-seq,0.06707"
"STAT2","2","21.00000000000000","2","0.0107589313817870579","0.45670622770568908","17.98664522821410471920","ENCODE_TF_ChIP-seq_2015(rank=2, adjP=1); Transcription_Factor_PPIs(rank=40, adjP=0.457)","STAT2 K562 hg19; STAT2","8","17.98664522821410471920","enrichr","8","17.98664522821410471920","0.0107589313817870579","0.45670622770568908","","5","ENCODE--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=68); Enrichr--Queries(rank=128); ARCHS4--Coexpression(rank=185); GTEx--Coexpression(rank=315)","79","0.01695000000000000","ENCODE ChIP-seq,0.01695"
"SMAD4","2","50.00000000000000","2","0.0246833135206449457","0.54923158455936916","9.53658949569956426728","ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=2, adjP=0.892); ChEA_2022(rank=98, adjP=0.549)","SMAD4 CHEA; SMAD4 19686287 ChIP-ChIP HaCaT Human","9","9.53658949569956426728","enrichr","9","9.53658949569956426728","0.0246833135206449457","0.54923158455936916","","5","Literature--ChIP-seq(rank=41); ReMap--ChIP-seq(rank=155); Enrichr--Queries(rank=524); ARCHS4--Coexpression(rank=1308); GTEx--Coexpression(rank=1323)","929","0.25000000000000000","Literature ChIP-seq,0.25"
"NFE2L2","2","137.66666666666666","3","0.0278524987743965988","0.18613839299727439","29.03721724843629559132","TRRUST_Transcription_Factors_2019(rank=2, adjP=0.186); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=41, adjP=0.996); ChEA_2022(rank=370, adjP=0.804)","NFE2L2 mouse; NFE2L2 CHEA; NFE2L2 20460467 ChIP-Seq MEFs Mouse","10","29.03721724843629559132","enrichr","10","29.03721724843629559132","0.0278524987743965988","0.18613839299727439","","5","Literature--ChIP-seq(rank=101); ReMap--ChIP-seq(rank=240); Enrichr--Queries(rank=381); GTEx--Coexpression(rank=499); ARCHS4--Coexpression(rank=693)","978","0.27139999999999997","Enrichr Queries,0.2714"
"NR2C2","3","35.00000000000000","2","0.0120399374455695696","0.25523620801032509","57.17186348229598991111","Transcription_Factor_PPIs(rank=3, adjP=0.255); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=67, adjP=0.996)","NR2C2; NR2C2 ENCODE","11","57.17186348229598991111","enrichr","11","57.17186348229598991111","0.0120399374455695696","0.25523620801032509","","5","ENCODE--ChIP-seq(rank=62); ReMap--ChIP-seq(rank=272); Enrichr--Queries(rank=1116); GTEx--Coexpression(rank=1241); ARCHS4--Coexpression(rank=1346)","1413","0.52539999999999998","ENCODE ChIP-seq,0.5254"
"SP1","3","45.25000000000000","4","0.0285818098959288794","0.18613839299727439","9.66990355560304060134","TRRUST_Transcription_Factors_2019(rank=3, adjP=0.186); ENCODE_TF_ChIP-seq_2015(rank=46, adjP=1); Transcription_Factor_PPIs(rank=59, adjP=0.533); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=73, adjP=0.996)","SP1 human; SP1 HCT116 hg19; SP1; SP1 ENCODE","12","9.66990355560304060134","enrichr","12","9.66990355560304060134","0.0285818098959288794","0.18613839299727439","","5","ENCODE--ChIP-seq(rank=23); ReMap--ChIP-seq(rank=148); Enrichr--Queries(rank=490); GTEx--Coexpression(rank=1026); ARCHS4--Coexpression(rank=1373)","769","0.19489999999999999","ENCODE ChIP-seq,0.1949"
"EP300","3","63.00000000000000","3","0.0108169577969563519","0.30846651627709498","22.22598929484376739651","ENCODE_TF_ChIP-seq_2015(rank=3, adjP=1); TRRUST_Transcription_Factors_2019(rank=58, adjP=0.308); ChEA_2022(rank=128, adjP=0.602)","EP300 MCF-7 hg19; EP300 mouse; EP300 20729851 ChIP-Seq FORBRAIN MIDBRAIN LIMB HEART Mouse","13","22.22598929484376739651","enrichr","13","22.22598929484376739651","0.0108169577969563519","0.30846651627709498","","0","",NA,NA,NA
"IRF1","3","163.25000000000000","4","0.0404528928911498248","0.45670622770568908","10.35196304849236703660","ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=3, adjP=0.892); Transcription_Factor_PPIs(rank=34, adjP=0.457); ENCODE_TF_ChIP-seq_2015(rank=272, adjP=1); ChEA_2022(rank=344, adjP=0.794)","IRF1 ENCODE; IRF1; IRF1 K562 hg19; IRF1 21803131 ChIP-Seq MONOCYTES Human","14","10.35196304849236703660","enrichr","14","10.35196304849236703660","0.0404528928911498248","0.45670622770568908","","6","ReMap--ChIP-seq(rank=21); ENCODE--ChIP-seq(rank=59); Literature--ChIP-seq(rank=99); Enrichr--Queries(rank=123); GTEx--Coexpression(rank=253); ARCHS4--Coexpression(rank=352)","331","0.07071000000000000","ReMap ChIP-seq,0.07071"
"NFKB2","4","4.00000000000000","1","0.0290455975649230591","0.18613839299727439","145.18198263769264144685","TRRUST_Transcription_Factors_2019(rank=4, adjP=0.186)","NFKB2 human","15","145.18198263769264144685","enrichr","15","145.18198263769264144685","0.0290455975649230591","0.18613839299727439","","4","Enrichr--Queries(rank=208); ReMap--ChIP-seq(rank=280); ARCHS4--Coexpression(rank=787); GTEx--Coexpression(rank=1030)","628","0.14810000000000001","Enrichr Queries,0.1481"
"GATA1","4","22.50000000000000","4","0.0077021469594706253","0.18613839299727439","80.60547812798311895222","ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=4, adjP=0.892); TRRUST_Transcription_Factors_2019(rank=6, adjP=0.186); ChEA_2022(rank=15, adjP=0.292); ENCODE_TF_ChIP-seq_2015(rank=65, adjP=1)","GATA1 CHEA; GATA1 human; GATA1 22025678 ChIP-Seq K562 Human; GATA1 K562 hg19","16","80.60547812798311895222","enrichr","16","80.60547812798311895222","0.0077021469594706253","0.18613839299727439","","6","Literature--ChIP-seq(rank=3); ENCODE--ChIP-seq(rank=37); ReMap--ChIP-seq(rank=188); GTEx--Coexpression(rank=580); ARCHS4--Coexpression(rank=701); Enrichr--Queries(rank=1188)","86","0.01829000000000000","Literature ChIP-seq,0.01829"
"ESR2","4","25.00000000000000","2","0.0004705626725873620","0.06155649279802757","36.76054036244727996063","ChEA_2022(rank=4, adjP=0.0616); Transcription_Factor_PPIs(rank=46, adjP=0.489)","ESR2 21235772 ChIP-Seq MCF-7 Human; ESR2","17","36.76054036244727996063","enrichr","17","36.76054036244727996063","0.0004705626725873620","0.06155649279802757","","5","Literature--ChIP-seq(rank=2); ReMap--ChIP-seq(rank=107); GTEx--Coexpression(rank=323); Enrichr--Queries(rank=410); ARCHS4--Coexpression(rank=865)","56","0.01220000000000000","Literature ChIP-seq,0.0122"
"PPARD","4","78.00000000000000","3","0.0164251905747383187","0.25523620801032509","44.74778866221147666238","Transcription_Factor_PPIs(rank=4, adjP=0.255); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=29, adjP=0.996); ChEA_2022(rank=201, adjP=0.674)","PPARD; PPARD CHEA; PPARD 23176727 ChIP-Seq KERATINOCYTES Mouse","18","44.74778866221147666238","enrichr","18","44.74778866221147666238","0.0164251905747383187","0.25523620801032509","","4","Literature--ChIP-seq(rank=67); GTEx--Coexpression(rank=523); Enrichr--Queries(rank=683); ARCHS4--Coexpression(rank=1539)","1111","0.32550000000000001","GTEx Coexpression,0.3255"
"NELFE","5","8.00000000000000","2","0.0242754167448419669","0.90030175997613859","11.89301429018903455415","ENCODE_TF_ChIP-seq_2015(rank=5, adjP=1); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=11, adjP=0.9)","NELFE K562 hg19; NELFE ENCODE","19","11.89301429018903455415","enrichr","19","11.89301429018903455415","0.0242754167448419669","0.90030175997613859","","0","",NA,NA,NA
"FOXP2","5","51.00000000000000","4","0.0242633091136396396","0.28076836229788288","190.71258524794393451884","ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=5, adjP=0.892); Transcription_Factor_PPIs(rank=7, adjP=0.281); ENCODE_TF_ChIP-seq_2015(rank=39, adjP=1); ChEA_2022(rank=153, adjP=0.674)","FOXP2 ENCODE; FOXP2; FOXP2 PFSK-1 hg19; FOXP2 23625967 ChIP-Seq PFSK-1 AND SK-N-MC Human","20","190.71258524794393451884","enrichr","20","190.71258524794393451884","0.0242633091136396396","0.28076836229788288","","6","ENCODE--ChIP-seq(rank=32); ReMap--ChIP-seq(rank=48); Literature--ChIP-seq(rank=70); Enrichr--Queries(rank=669); ARCHS4--Coexpression(rank=700); GTEx--Coexpression(rank=991)","667","0.16159999999999999","ReMap ChIP-seq,0.1616"
"ERG","5","84.00000000000000","2","0.0172130261043786301","0.25523620801032509","43.10110621282299092627","Transcription_Factor_PPIs(rank=5, adjP=0.255); ChEA_2022(rank=163, adjP=0.674)","ERG; ERG 21242973 ChIP-ChIP JURKAT Human","21","43.10110621282299092627","enrichr","21","43.10110621282299092627","0.0172130261043786301","0.25523620801032509","","5","Literature--ChIP-seq(rank=26); ARCHS4--Coexpression(rank=32); ReMap--ChIP-seq(rank=187); Enrichr--Queries(rank=314); GTEx--Coexpression(rank=326)","93","0.01966000000000000","ARCHS4 Coexpression,0.01966"
"TRIM28","5","115.33333333333333","3","0.0005046987348283963","0.06155649279802757","90.22955089526335825667","ChEA_2022(rank=5, adjP=0.0616); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=20, adjP=0.996); ENCODE_TF_ChIP-seq_2015(rank=321, adjP=1)","TRIM28 21343339 ChIP-Seq HEK293 Human; TRIM28 CHEA; TRIM28 HEK293 hg19","22","90.22955089526335825667","enrichr","22","90.22955089526335825667","0.0005046987348283963","0.06155649279802757","","0","",NA,NA,NA
"SOX17","5","318.50000000000000","2","0.0290455975649230591","0.18613839299727439","145.18198263769264144685","TRRUST_Transcription_Factors_2019(rank=5, adjP=0.186); ChEA_2022(rank=632, adjP=0.998)","SOX17 human; SOX17 20123909 ChIP-Seq XEN Mouse","23","145.18198263769264144685","enrichr","23","145.18198263769264144685","0.0290455975649230591","0.18613839299727439","","4","Literature--ChIP-seq(rank=145); Enrichr--Queries(rank=453); GTEx--Coexpression(rank=857); ARCHS4--Coexpression(rank=909)","1107","0.32260000000000000","Enrichr Queries,0.3226"
"AHR","6","26.00000000000000","2","0.0180166735066111909","0.25523620801032509","41.54941756434021726818","Transcription_Factor_PPIs(rank=6, adjP=0.255); ChEA_2022(rank=46, adjP=0.344)","AHR; AHR 22903824 ChIP-Seq MCF-7 Human","24","41.54941756434021726818","enrichr","24","41.54941756434021726818","0.0180166735066111909","0.25523620801032509","","5","Literature--ChIP-seq(rank=17); Enrichr--Queries(rank=68); GTEx--Coexpression(rank=71); ReMap--ChIP-seq(rank=286); ARCHS4--Coexpression(rank=1207)","209","0.04418000000000000","GTEx Coexpression,0.04418"
"E2F1","6","158.00000000000000","5","0.0598905632362945542","0.52054568367804810","5.60209607408166831988","ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=6, adjP=0.892); TRRUST_Transcription_Factors_2019(rank=65, adjP=0.521); Transcription_Factor_PPIs(rank=67, adjP=0.587); ChEA_2022(rank=142, adjP=0.674); ENCODE_TF_ChIP-seq_2015(rank=510, adjP=1)","E2F1 CHEA; E2F1 human; E2F1; E2F1 17053090 ChIP-ChIP MCF-7 Human; E2F1 HeLa-S3 hg19","25","5.60209607408166831988","enrichr","25","5.60209607408166831988","0.0598905632362945542","0.52054568367804810","","6","Literature--ChIP-seq(rank=40); ReMap--ChIP-seq(rank=53); ENCODE--ChIP-seq(rank=103); ARCHS4--Coexpression(rank=761); Enrichr--Queries(rank=854); GTEx--Coexpression(rank=1062)","716","0.17849999999999999","ReMap ChIP-seq,0.1785"
"RAD21","6","180.75000000000000","4","0.0335378551546801143","0.52537934723913959","5.98279424904843271094","ENCODE_TF_ChIP-seq_2015(rank=6, adjP=1); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=43, adjP=0.996); Transcription_Factor_PPIs(rank=52, adjP=0.525); ChEA_2022(rank=622, adjP=0.998)","RAD21 IMR-90 hg19; RAD21 ENCODE; RAD21; RAD21 21589869 ChIP-Seq MESCs Mouse","26","5.98279424904843271094","enrichr","26","5.98279424904843271094","0.0335378551546801143","0.52537934723913959","","0","",NA,NA,NA
"NANOG","7","35.00000000000000","3","0.0363034405167171198","0.20783031259759099","20.83030536831610035620","ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=7, adjP=0.892); TRRUST_Transcription_Factors_2019(rank=36, adjP=0.208); ChEA_2022(rank=62, adjP=0.411)","NANOG CHEA; NANOG human; NANOG 18692474 ChIP-Seq MEFs Mouse","27","20.83030536831610035620","enrichr","27","20.83030536831610035620","0.0363034405167171198","0.20783031259759099","","6","Literature--ChIP-seq(rank=25); ENCODE--ChIP-seq(rank=118); GTEx--Coexpression(rank=145); ReMap--ChIP-seq(rank=219); Enrichr--Queries(rank=249); ARCHS4--Coexpression(rank=602)","409","0.09023000000000000","GTEx Coexpression,0.09023"
"TEAD4","7","118.00000000000000","2","0.0375189568970816928","0.71740293067111471","13.93208731155390367462","ENCODE_TF_ChIP-seq_2015(rank=7, adjP=1); ChEA_2022(rank=229, adjP=0.717)","TEAD4 MCF-7 hg19; TEAD4 22529382 ChIP-Seq TROPHECTODERM Mouse","28","13.93208731155390367462","enrichr","28","13.93208731155390367462","0.0375189568970816928","0.71740293067111471","","6","ENCODE--ChIP-seq(rank=6); Literature--ChIP-seq(rank=66); Enrichr--Queries(rank=180); ReMap--ChIP-seq(rank=279); GTEx--Coexpression(rank=980); ARCHS4--Coexpression(rank=1357)","236","0.05085000000000000","ENCODE ChIP-seq,0.05085"
"ESRRA","7","167.33333333333334","3","0.0385406873099313624","0.18613839299727439","95.40343353076332277851","TRRUST_Transcription_Factors_2019(rank=7, adjP=0.186); Transcription_Factor_PPIs(rank=41, adjP=0.457); ENCODE_TF_ChIP-seq_2015(rank=454, adjP=1)","ESRRA mouse; ESRRA; ESRRA GM12878 hg19","29","95.40343353076332277851","enrichr","29","95.40343353076332277851","0.0385406873099313624","0.18613839299727439","","5","ENCODE--ChIP-seq(rank=83); ReMap--ChIP-seq(rank=120); GTEx--Coexpression(rank=124); Enrichr--Queries(rank=1185); ARCHS4--Coexpression(rank=1496)","357","0.07716000000000001","GTEx Coexpression,0.07716"
"HES1","8","8.00000000000000","1","0.0385406873099313624","0.18613839299727439","95.40343353076332277851","TRRUST_Transcription_Factors_2019(rank=8, adjP=0.186)","HES1 human","30","95.40343353076332277851","enrichr","30","95.40343353076332277851","0.0385406873099313624","0.18613839299727439","","4","GTEx--Coexpression(rank=47); ARCHS4--Coexpression(rank=122); ReMap--ChIP-seq(rank=201); Enrichr--Queries(rank=628)","137","0.02925000000000000","GTEx Coexpression,0.02925"
"SUZ12","8","30.00000000000000","3","0.0007971737728965339","0.07035058545811912","15.05001726811424411778","ChEA_2022(rank=8, adjP=0.0704); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=14, adjP=0.996); ENCODE_TF_ChIP-seq_2015(rank=68, adjP=1)","SUZ12 20075857 ChIP-Seq MESCs Mouse; SUZ12 CHEA; SUZ12 NT2-D1 hg19","31","15.05001726811424411778","enrichr","31","15.05001726811424411778","0.0007971737728965339","0.07035058545811912","","0","",NA,NA,NA
"GATA2","8","55.33333333333334","3","0.0690002248734385426","0.51071616936086828","5.78830472396410300462","ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=8, adjP=0.892); ENCODE_TF_ChIP-seq_2015(rank=63, adjP=1); ChEA_2022(rank=95, adjP=0.511)","GATA2 CHEA; GATA2 G1E-ER4 mm9; GATA2 21666600 ChIP-Seq HMVEC Human","32","5.78830472396410300462","enrichr","32","5.78830472396410300462","0.0690002248734385426","0.51071616936086828","","6","ENCODE--ChIP-seq(rank=14); Literature--ChIP-seq(rank=33); ReMap--ChIP-seq(rank=173); Enrichr--Queries(rank=215); GTEx--Coexpression(rank=747); ARCHS4--Coexpression(rank=1079)","523","0.11860000000000000","ENCODE ChIP-seq,0.1186"
"SIX5","8","182.66666666666666","3","0.0290455975649230591","0.28076836229788288","145.18198263769264144685","Transcription_Factor_PPIs(rank=8, adjP=0.281); ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X(rank=92, adjP=0.996); ENCODE_TF_ChIP-seq_2015(rank=448, adjP=1)","SIX5; SIX5 ENCODE; SIX5 H1-hESC hg19","33","145.18198263769264144685","enrichr","33","145.18198263769264144685","0.0290455975649230591","0.28076836229788288","","5","ReMap--ChIP-seq(rank=40); ENCODE--ChIP-seq(rank=80); Enrichr--Queries(rank=386); ARCHS4--Coexpression(rank=1216); GTEx--Coexpression(rank=1542)","576","0.13469999999999999","ReMap ChIP-seq,0.1347"
"NR1I2","9","19.50000000000000","2","0.0010528124377926810","0.08258728678684808","24.19047925397148190996","ChEA_2022(rank=9, adjP=0.0826); Transcription_Factor_PPIs(rank=30, adjP=0.424)","NR1I2 20693526 ChIP-Seq LIVER Mouse; NR1I2","34","24.19047925397148190996","enrichr","34","24.19047925397148190996","0.0010528124377926810","0.08258728678684808","","4","Literature--ChIP-seq(rank=5); ARCHS4--Coexpression(rank=825); GTEx--Coexpression(rank=1074); Enrichr--Queries(rank=1090)","140","0.03049000000000000","Literature ChIP-seq,0.03049"
"NR3C1","9","81.00000000000000","4","0.0126129205425762614","0.19857003095061360","27.53125984705241435790","Transcription_Factor_PPIs(rank=9, adjP=0.281); ChEA_2022(rank=27, adjP=0.304); TRRUST_Transcription_Factors_2019(rank=29, adjP=0.199); ENCODE_TF_ChIP-seq_2015(rank=259, adjP=1)","NR3C1; NR3C1 27076634 ChIP-Seq BEAS2B Human Lung Inflammation; NR3C1 mouse; NR3C1 A549 hg19","35","27.53125984705241435790","enrichr","35","27.53125984705241435790","0.0126129205425762614","0.19857003095061360","","6","Enrichr--Queries(rank=47); ENCODE--ChIP-seq(rank=57); Literature--ChIP-seq(rank=63); ReMap--ChIP-seq(rank=189); GTEx--Coexpression(rank=819); ARCHS4--Coexpression(rank=1140)","154","0.03348000000000000","Enrichr Queries,0.03348"
"MAZ","9","114.50000000000000","2","0.0385406873099313624","0.18613839299727439","95.40343353076332277851","TRRUST_Transcription_Factors_2019(rank=9, adjP=0.186); ENCODE_TF_ChIP-seq_2015(rank=220, adjP=1)","MAZ human; MAZ HeLa-S3 hg19","36","95.40343353076332277851","enrichr","36","95.40343353076332277851","0.0385406873099313624","0.18613839299727439","","5","ENCODE--ChIP-seq(rank=51); Enrichr--Queries(rank=55); ReMap--ChIP-seq(rank=150); ARCHS4--Coexpression(rank=1392); GTEx--Coexpression(rank=1512)","183","0.03917000000000000","Enrichr Queries,0.03917"
"NFKB1","10","28.33333333333333","3","0.0020784106174551987","0.14673578959233702","12.14037396966392634567","ChEA_2022(rank=10, adjP=0.147); Transcription_Factor_PPIs(rank=11, adjP=0.281); TRRUST_Transcription_Factors_2019(rank=64, adjP=0.48)","NFKB1 27076634 ChIP-Seq BEAS2B Human Lung Inflammation; NFKB1; NFKB1 human","37","12.14037396966392634567","enrichr","37","12.14037396966392634567","0.0020784106174551987","0.14673578959233702","","4","ReMap--ChIP-seq(rank=144); Enrichr--Queries(rank=261); ARCHS4--Coexpression(rank=812); GTEx--Coexpression(rank=1289)","737","0.18590000000000001","Enrichr Queries,0.1859"
