"Consensus_Rank","TF","Required_Methods","Source_Method_Count","Source_Methods","Mean_Selected_Rank","Best_Selected_Rank","CheA3_Library_Count","CheA3_Libraries","CheA3_Integrated_TopRank","DoRothEA","ChEA3","VIPER"
"1","PRDM14","DoRothEA;ChEA3;VIPER","4","DoRothEA;ChEA3;VIPER;ENRICHR","32.00000000000000","5","5","ReMap--ChIP-seq(rank=5); Literature--ChIP-seq(rank=82); Enrichr--Queries(rank=640); ARCHS4--Coexpression(rank=817); GTEx--Coexpression(rank=858)","75","rank=16; score=2.1025; p=0.007898","rank=75; score=0.01684","rank=5; score=5.5305; direction=Activated"
"2","ASCL1","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","53.33333333333334","9","4","GTEx--Coexpression(rank=32); ReMap--ChIP-seq(rank=77); Enrichr--Queries(rank=228); ARCHS4--Coexpression(rank=1312)","90","rank=61; score=1.0158; p=0.096429","rank=90; score=0.01991","rank=9; score=4.6343; direction=Activated"
"3","TEAD1","DoRothEA;ChEA3;VIPER","5","DoRothEA;ChEA3;VIPER;TRRUST;CollecTRI","57.66666666666667","1","4","ReMap--ChIP-seq(rank=9); ARCHS4--Coexpression(rank=361); GTEx--Coexpression(rank=457); Enrichr--Queries(rank=839)","138","rank=34; score=1.5123; p=0.030743","rank=138; score=0.0303","rank=1; score=6.5243; direction=Activated"
"4","SNAI2","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","59.00000000000000","12","4","ARCHS4--Coexpression(rank=5); Enrichr--Queries(rank=26); ReMap--ChIP-seq(rank=42); GTEx--Coexpression(rank=47)","12","rank=111; score=0.45642; p=0.34961","rank=12; score=0.003071","rank=54; score=3.0963; direction=Repressed"
"5","TP63","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","68.66666666666667","7","5","Literature--ChIP-seq(rank=17); Enrichr--Queries(rank=21); GTEx--Coexpression(rank=55); ReMap--ChIP-seq(rank=70); ARCHS4--Coexpression(rank=307)","68","rank=7; score=2.8917; p=0.0012831","rank=68; score=0.01496","rank=131; score=1.6625; direction=Activated"
"6","KLF4","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","72.00000000000000","23","5","GTEx--Coexpression(rank=16); Literature--ChIP-seq(rank=51); ARCHS4--Coexpression(rank=126); ReMap--ChIP-seq(rank=155); Enrichr--Queries(rank=414)","42","rank=23; score=1.8253; p=0.014951","rank=42; score=0.009956","rank=151; score=1.3706; direction=Activated"
"7","NR2F1","DoRothEA;ChEA3;VIPER","5","DoRothEA;ChEA3;VIPER;TRRUST;CollecTRI","72.66666666666667","27","4","Enrichr--Queries(rank=9); ReMap--ChIP-seq(rank=26); ARCHS4--Coexpression(rank=60); GTEx--Coexpression(rank=585)","27","rank=58; score=1.0616; p=0.086784","rank=27; score=0.00641","rank=133; score=1.645; direction=Activated"
"8","REST","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","73.33333333333333","30","6","ENCODE--ChIP-seq(rank=1); Literature--ChIP-seq(rank=8); GTEx--Coexpression(rank=11); ReMap--ChIP-seq(rank=21); ARCHS4--Coexpression(rank=356); Enrichr--Queries(rank=1270)","30","rank=64; score=1.0001; p=0.099988","rank=30; score=0.006845","rank=126; score=1.8071; direction=Activated"
"9","RUNX2","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","74.66666666666667","32","5","ReMap--ChIP-seq(rank=6); GTEx--Coexpression(rank=24); Literature--ChIP-seq(rank=35); Enrichr--Queries(rank=253); ARCHS4--Coexpression(rank=460)","67","rank=32; score=1.5669; p=0.027106","rank=67; score=0.01493","rank=125; score=1.8374; direction=Activated"
"10","ESR1","DoRothEA;ChEA3;VIPER","6","DoRothEA;ChEA3;VIPER;ENRICHR;TRRUST;CollecTRI","87.66666666666667","62","6","ENCODE--ChIP-seq(rank=4); Literature--ChIP-seq(rank=4); ReMap--ChIP-seq(rank=41); GTEx--Coexpression(rank=132); ARCHS4--Coexpression(rank=320); Enrichr--Queries(rank=456)","110","rank=62; score=1.0134; p=0.096957","rank=110; score=0.02439","rank=91; score=2.359; direction=Activated"
